City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
Hefei,Anhui,China,,31.9,117.2,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE
Minato-ku,Tokyo,Japan,206-0042,35.7,139.8,Asia/Tokyo,"NTT PC Communications, Inc.","NTT PC Communications, Inc.","AS2514 NTT PC Communications, Inc."
Palo Alto,California,United States,94304,37.4,-122.1,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Bratislava,Bratislava Region,Slovakia,811 08,48.2,17.1,Europe/Bratislava,Liberty Global B.V.,UPC Slovakia,AS6830 Liberty Global B.V.
Reston,Virginia,United States,20190,39.0,-77.4,America/New_York,OVH SAS,OVH US LLC,AS16276 OVH SAS
Lagos,Lagos,Nigeria,,6.5,3.4,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,
Kiryū,Gunma,Japan,379-2301,36.4,139.3,Asia/Tokyo,SUN FIELD INTERNET,"RYOMO INTERNET DATACENTER Co., Ltd",AS23785 SUN FIELD INTERNET LIMITED
Denver,Colorado,United States,80221,39.8,-105.0,America/Denver,Lockheed Martin Corporation,Lockheed Martin Corporation,
Dayton,New Jersey,United States,8810,40.4,-74.5,America/New_York,Verizon Business,Verizon Online LLC,AS701 Verizon Business
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Lagos,Lagos,Nigeria,,6.5,3.4,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,
Shenzhen,Guangdong,China,,22.6,114.1,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Lake Mary,Florida,United States,32746,28.7,-81.4,America/New_York,AT&T Global Network Services,"AT&T Global Network Services, LLC",
Lexington,Massachusetts,United States,2421,42.4,-71.2,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
,,,,,,,,,
Bolivar,Missouri,United States,65613,37.6,-93.4,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC
Cambridge,Massachusetts,United States,2139,42.4,-71.1,America/New_York,Massachusetts Institute of Technology,Massachusetts Institute of Technology,AS3 Massachusetts Institute of Technology
Lehi,Utah,United States,84043,40.4,-111.8,America/Denver,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33660 Comcast Cable Communications, LLC"
,,,,,,,,,
Yingge District,Taipei,Taiwan,,24.9,121.3,Asia/Taipei,TANET,,AS1659 Taiwan Academic Network (TANet) Information Center
Little Rock,Arkansas,United States,72255,34.7,-92.3,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Palo Alto,California,United States,94304,37.4,-122.1,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Yintai,Shaanxi,China,,35.4,109.2,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
Little Rock,Arkansas,United States,72212,34.8,-92.4,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,
Haidian,Beijing,China,,39.9,116.3,Asia/Shanghai,North Star Information Hi.tech Ltd. Co,North Star Information Hi.tech Ltd. Co,
New York,New York,United States,10123,40.7,-74.0,America/New_York,"Level 3 Communications, Inc.","Level 3, LLC","AS3549 Level 3 Parent, LLC"
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Bloomberg Financial Market,Bloomberg Financial Market,
Buenos Aires,Buenos Aires F.D.,Argentina,1871,-34.6,-58.4,America/Argentina/Buenos_Aires,Telecom Argentina S.A.,Telecom Personal Bs,AS7303 Telecom Argentina S.A.
,,,,,,,,,
North Sydney,New South Wales,Australia,2060,-33.8,151.2,Australia/Sydney,VODAFONE,Vodafone Australia Pty Ltd,
Brussels,Brussels Capital,Belgium,1000,50.9,4.4,Europe/Brussels,Orange Business Communications Technology Limited,Orange Business Communications Technology Limited,
Shanghai,Shanghai,China,,31.2,121.5,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Nakatsu,Ōsaka,Japan,531-0071,34.7,135.5,Asia/Tokyo,JCOM,"Jupiter Telecommunications Co., Ltd.","AS9617 JCOM Co., Ltd."
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
Vientiane,Vientiane Prefecture,Laos,,18.0,102.6,Asia/Vientiane,Lao Telecommunication Co Ltd,Lao Telecommunication Co Ltd,"AS9873 Lao Telecom Communication, LTC"
Marina,California,United States,93933,36.7,-121.8,America/Los_Angeles,California State University,Moss Landing Marine Laboratory,"AS2152 California State University, Office of the Chancellor"
Thiruvananthapuram,Kerala,India,695581,8.6,76.9,Asia/Kolkata,Indian Institute of Information Technology and Management - Kerala,Indian Institute of Information Technology and Management - Kerala,"AS140192 IIITM-Kerala, IIITM-K Building, Techno park Campus,Thiruvananthapuram,Kerala-695581"
Beijing,Beijing,China,100000,39.9,116.4,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
Denver,Colorado,United States,80294,39.8,-105.0,America/Denver,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS7922 Comcast Cable Communications, LLC"
Sunnyvale,California,United States,94085,37.4,-122.0,America/Los_Angeles,HCL AMERICA INC,HCL AMERICA INC,AS36224 HCL AMERICA INC
Ostrava,Moravskoslezsky kraj,Czechia,700 30,49.8,18.2,Europe/Prague,Karneval Media,"UPC Ceska republika, a.s.",AS16019 Vodafone Czech Republic a.s.
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
,,,,,,,,,
Venice,Veneto,Italy,30125,45.4,12.3,Europe/Rome,INTERBUSINESS,NAS DHCP Pool VENEZIA,AS3269 Telecom Italia S.p.A.
Nea Smyrni,Attica,Greece,,37.9,23.7,Europe/Athens,Vodafone-panafon Hellenic Telecommunications Company SA,Assignments for Always-On Services,AS3329 VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA
Kigali,Kigali,Rwanda,,-2.0,30.1,Africa/Kigali,MTN Rwandacell,Pppoe Staticip,AS36890 MTN Rwandacell
Bucharest,București,Romania,23482,44.4,26.2,Europe/Bucharest,Euroweb Romania,SC FSP Global SRL,AS6663 Euroweb Romania S.R.L.
Kansas City,Missouri,United States,,39.1,-94.6,America/Chicago,Google LLC,Google Cloud,AS396982 Google LLC
Gangnam-gu,Seoul,South Korea,60,37.5,127.0,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
Angers,Pays de la Loire,France,49100,47.5,-0.5,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,Ncnumericable,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Angoulême,Nouvelle-Aquitaine,France,16000,45.6,0.2,Europe/Paris,Celeste SAS,Oceanettechnology,AS20926 CELESTE SAS
Gretna,Virginia,United States,24557,37.0,-79.3,America/New_York,Wilkes Communications,WILKE,"AS22191 Wilkes Communications, Inc."
Seo-gu,Incheon,South Korea,227,37.5,126.7,Asia/Seoul,Korea Telecom,KORNET,AS4766 Korea Telecom
New Providence,New Jersey,United States,7974,40.7,-74.4,America/New_York,Nokia of America Corporation,Nokia of America Corporation,AS7345 Nokia of America Corporation
Breukelen,Utrecht,The Netherlands,3621,52.2,5.0,Europe/Amsterdam,Concepts ICT B.V.,Concepts ICT Holding B.V.,AS1136 KPN B.V.
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Volendam,North Holland,The Netherlands,1131,52.5,5.1,Europe/Amsterdam,KPN B.V.,KPN B.V,AS1136 KPN B.V.
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Monroe,Louisiana,United States,71203,32.6,-92.1,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Minato-ku,Tokyo,Japan,105-0012,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
Seo-gu,Incheon,South Korea,228,37.5,126.7,Asia/Seoul,SK-TELECOM,,AS9644 SK Telecom
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Microsoft Limited,Microsoft Limited,
Singapore,North West,Singapore,858877,1.4,103.8,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
Kaohsiung City,Kaohsiung,Taiwan,,22.6,120.3,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
,,,,,,,,,
Miami,Florida,United States,33132,25.8,-80.2,America/New_York,colo4jax,AYK Solutions LLC,
Zhengzhou,Henan,China,450000,34.7,113.6,Asia/Shanghai,CNC Group CHINA169 Henan Province Network,,AS4837 CHINA UNICOM China169 Backbone
,,,,,,,,,
Tbilisi,Tbilisi,Georgia,,41.7,44.8,Asia/Tbilisi,"JSC ""Silknet""",Silknet - 6,"AS35805 JSC ""Silknet"""
Prince George,British Columbia,Canada,V2L,53.9,-122.7,America/Vancouver,ABC Allen Business Communications Ltd,ABC Allen Business Communications Ltd,AS62969 ABC Allen Business Communications Ltd
Chiyoda,Tokyo,Japan,100-0001,35.7,139.8,Asia/Tokyo,Expereo International BV,Pfizer Inc,AS15695 Expereo International BV
Berlin,Land Berlin,Germany,14195,52.5,13.3,Europe/Berlin,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,Freie Universitaet Berlin,AS680 Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
Moscow,Moscow,Russia,101194,55.7,37.6,Europe/Moscow,CORBINA-BROADBAND,,"AS8402 PJSC ""Vimpelcom"""
Seattle,Washington,United States,98108,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
McLean,Virginia,United States,22102,38.9,-77.2,America/New_York,GTT Communications Inc.,GTT,AS3257 GTT Communications Inc.
Washington,District of Columbia,United States,56972,38.9,-77.0,America/New_York,Cogent Communications,Cogent Communications - IPENG,AS174 Cogent Communications
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
Indianapolis,Indiana,United States,46204,39.8,-86.2,America/Chicago,AT&T Services,"AT&T Services, Inc.",
Ann Arbor,Michigan,United States,48108,42.2,-83.7,America/Detroit,Merit Network Inc.,Merit Network Inc,
Minato-ku,Tokyo,Japan,104-0045,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
Seoul,Seoul,South Korea,136792,37.6,127.0,Asia/Seoul,Korean Education Network,Hangsung University,AS3786 LG DACOM Corporation
Colombo,Western Province,Sri Lanka,500,6.9,79.9,Asia/Colombo,Dialog Axiata Plc,Dialog Axiata Plc,AS18001 Dialog Axiata PLC.
Dearborn,Michigan,United States,48121,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
Northampton,Pennsylvania,United States,18067,40.7,-75.5,America/New_York,RCN,RCN Corporation,AS6079 RCN
Cleveland,Ohio,United States,44192,41.5,-81.7,America/New_York,Cogent Communications,Cogent communications - IPENG,AS174 Cogent Communications
Shenzhen,Guangdong,China,518000,22.5,114.1,Asia/Shanghai,China Mobile communications corporation,China Mobile Communications Corporation - shanghai company,"AS9808 China Mobile Communications Group Co., Ltd."
Coulsdon,England,United Kingdom,CR5 1DA,51.3,-0.1,Europe/London,EDRCNET,RIPE Network Coordination Centre,
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Mooresville,Indiana,United States,46158,39.6,-86.4,America/Indiana/Indianapolis,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Chiyoda,Tokyo,Japan,100-8111,35.7,139.8,Asia/Tokyo,JAPAN,Japan163,
Beijing,Beijing,China,,39.9,116.4,Asia/Shanghai,China Networks Inter-Exchange,The 70st Primary school in beijing,AS4847 China Networks Inter-Exchange
Fremont,California,United States,94536,37.6,-122.0,America/Los_Angeles,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud
Atlanta,Georgia,United States,30303,33.8,-84.4,America/New_York,"AT&T Services, Inc.",AT&T Mobility LLC,"AS7018 AT&T Services, Inc."
Frankfurt am Main,Hesse,Germany,60313,50.1,8.7,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Sierra Vista,Arizona,United States,85613,31.6,-110.4,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
Karachi,Sindh,Pakistan,12311,24.9,67.1,Asia/Karachi,Wancom (Pvt) Ltd,Wancom (Pvt) Ltd,
,,,,,,,,,
,,,,,,,,,
Beijing,Beijing,China,,39.9,116.4,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limited,Aliyun Computing Co.,
Amsterdam,North Holland,Netherlands,1047,52.4,4.9,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation
Ashburn,Virginia,United States,20147,39.0,-77.5,America/New_York,Verizon Business,Verizon Business,AS6167 Verizon Business
San Francisco,California,United States,94142,37.8,-122.4,America/Los_Angeles,"AT&T Services, Inc.",AT&T Worldnet Services,"AS7018 AT&T Services, Inc."
Pisa,Tuscany,Italy,56127,43.7,10.4,Europe/Rome,PISA,Universita' degli Studi di Pisa,AS137 Consortium GARR
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Frankfurt am Main,Hesse,Germany,60313,50.1,8.7,Europe/Berlin,Amazon Technologies Inc.,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
Citrus Heights,California,United States,95610,38.7,-121.3,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc","AS33667 Comcast Cable Communications, LLC"
New Taipei,New Taipei,Taiwan,,24.9,121.6,Asia/Taipei,Taiwan Academic Network (TANet) Information Center,Tanet Bneta,AS1659 Taiwan Academic Network (TANet) Information Center
New York,New York,United States,10123,40.7,-74.0,America/New_York,"AT&T Services, Inc.","AT&T Global Network Services, LLC","AS7018 AT&T Services, Inc."
Ashburn,Virginia,United States,20147,39.0,-77.5,America/New_York,Verizon Online LLC,Verizon Online LLC,
Dubai,Dubai,United Arab Emirates,,25.3,55.3,Asia/Dubai,Amwaj Alkhyr Commercial Brokers CO,Amwaj Alkhyr Commercial Brokers CO,
Dokki,Giza,Egypt,,30.0,31.2,Africa/Cairo,TE Data,,AS8452 TE-AS
Yogyakarta,Yogyakarta,Indonesia,,-7.8,110.4,Asia/Jakarta,PT. TELKOM INDONESIA,,AS7713 PT Telekomunikasi Indonesia
Kuvandyk,Orenburg Oblast,Russia,462241,51.5,57.4,Asia/Yekaterinburg,Orenburg branch office of VolgaTelecom company,OJSC VolgaTelecom,AS12389 PJSC Rostelecom
,,,,,,,,,
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Guangzhou,Guangdong,China,,23.1,113.3,Asia/Shanghai,Chinanet,Chinanet HB,AS4134 CHINANET-BACKBONE
Dublin,Leinster,Ireland,D24,53.3,-6.4,Europe/Dublin,Orange Business Communications Technology Limited,Orange Business Communications Technology Limited,
Seattle,Washington,United States,98108,47.6,-122.3,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Redmond,Washington,United States,98052,47.7,-122.1,America/Los_Angeles,Atlas Networks Corporation,Atlas Networks Corporation,AS21743 Atlas Networks Corporation
Lębork,Pomerania,Poland,84-300,54.5,17.7,Europe/Warsaw,Netia SA,Scorpion Computer Marcin Cygert,AS12741 Netia SA
Grimsby,England,United Kingdom,DN32,53.6,-0.1,Europe/London,Virgin Media Limited,Vmcbbuk,AS5089 Virgin Media Limited
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Yongsan-dong,Seoul,South Korea,4371,37.5,127.0,Asia/Seoul,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Ashburn,Virginia,United States,20149,39.0,-77.5,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
,,,,,,,,,
Durban,KwaZulu-Natal,South Africa,4094,-29.9,30.9,Africa/Johannesburg,Vodacom UMTS Durban Kwazulu Natal INTERNET APN,,AS29975 Vodacom
Xiaolou,Guangdong,China,,23.4,113.8,Asia/Shanghai,CHINANET-GD,Chinanet GD,
Portland,Oregon,United States,97207,45.5,-122.7,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Tsing Yi,Kwai Tsing,Hong Kong,,22.3,114.1,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Oracle Svenska AB,Oracle Corporation,AS43894 Oracle Svenska AB
Jersey City,New Jersey,United States,7302,40.7,-74.0,America/New_York,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33659 Comcast Cable Communications, LLC"
Mooresville,North Carolina,United States,28117,35.5,-80.9,America/New_York,Lowe's Companies,"Lowe's Companies, Inc.",
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS5972 DoD Network Information Center
,,,,,,,,,
Montreal,Quebec,Canada,H4X,45.5,-73.6,America/Toronto,IBM,IBM,
Zielona Góra,Lubusz,Poland,65-305,51.9,15.5,Europe/Warsaw,Netia SA,NETIA,AS12741 Netia SA
New York,New York,United States,10110,40.8,-74.0,America/New_York,Windstream Communications LLC,Hafetz & Necheles,AS7029 Windstream Communications LLC
Denver,Colorado,United States,80294,39.8,-105.0,America/Denver,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7922 Comcast Cable Communications, LLC"
Amsterdam,North Holland,The Netherlands,1012,52.4,4.9,Europe/Amsterdam,Verizon Nederland B.V,NLNET,AS702 Verizon Business
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ankara,Ankara,Türkiye,6090,40.0,32.9,Europe/Istanbul,Vodafone Net DSL,,AS15924 Vodafone Net Iletisim Hizmetler AS
,,,,,,,,,
,,,,,,,,,
Orlando,Florida,United States,32816,28.6,-81.2,America/New_York,University of Central Florida,University of Central Florida,AS7939 University of Central Florida
Kolkata,West Bengal,India,700075,22.5,88.4,Asia/Kolkata,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited,
,,,,,,,,,
Chicago,Illinois,United States,60666,41.9,-87.6,America/Chicago,AT&T Mobility LLC,AT&T Mobility LLC,AS46164 AT&T Mobility LLC
Châteaubriant,Pays de la Loire,France,44110,47.7,-1.4,Europe/Paris,France Telecom,,AS3215 Orange S.A.
Lachute,Quebec,Canada,J8H,45.7,-74.3,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee
Sierra Vista,Arizona,United States,85613,31.6,-110.4,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
,,,,,,,,,
Dearborn,Michigan,United States,48121,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
Akron,Ohio,United States,44316,41.1,-81.5,America/New_York,The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company,
Chicago,Illinois,United States,60666,41.9,-87.6,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Boston,Massachusetts,United States,2124,42.3,-71.1,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS22258 Comcast Cable Communications, LLC"
Oslo,Oslo County,Norway,354,59.9,10.7,Europe/Oslo,NextGenTel Network,,AS15659 NextGenTel AS
Richmond,Kentucky,United States,40475,37.8,-84.3,America/New_York,Eastern Kentucky University,Eastern Kentucky University,AS13327 Eastern Kentucky University
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Shibuya,Tokyo,Japan,150-8307,35.7,139.7,Asia/Tokyo,GMO-BRS,GMO BRAND SECURITY Inc.,
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Guro-gu,Seoul,South Korea,83,37.5,126.9,Asia/Seoul,SK Broadband Co Ltd,Sejong University,AS9318 SK Broadband Co Ltd
Indianapolis,Indiana,United States,46285,39.8,-86.2,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
White Cloud,Michigan,United States,49349,43.5,-85.8,America/Detroit,Great Lakes Energy Connections Inc.,Great Lakes Energy Connections Inc,AS398143 Great Lakes Energy Connections Inc.
London,England,United Kingdom,W1B,51.5,-0.1,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
,,,,,,,,,
Haidian,Beijing,China,,40.0,116.3,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",
Windham Center,Maine,United States,4062,43.8,-70.4,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
Las Vegas,Nevada,United States,,36.2,-115.1,America/Los_Angeles,Google LLC,Google Cloud (us-west4),AS15169 Google LLC
,,,,,,,,,
Seattle,Washington,United States,98109,47.6,-122.3,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,
,,,,,,,,,
Nanjing,Jiangsu,China,,32.1,118.8,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Troy,Michigan,United States,48084,42.6,-83.2,America/Detroit,"Comcast Cable Communications, LLC","Comcast Cable Communications Holdings, Inc","AS33668 Comcast Cable Communications, LLC"
Akron,Ohio,United States,44321,41.1,-81.6,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
Macon,Georgia,United States,31210,32.9,-83.7,America/New_York,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority
Ashburn,Virginia,United States,20149,39.0,-77.5,America/New_York,Hewlett Packard Enterprise Company,Amazon Technologies Inc. (us-gov-east-1),
Sierra Vista,Arizona,United States,85613,31.6,-110.4,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
,,,,,,,,,
Palo Alto,California,United States,94304,37.4,-122.1,America/Los_Angeles,HP Inc.,HP Inc,
La Rochelle,Nouvelle-Aquitaine,France,17000,46.2,-1.2,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,N9uf DYN DSL,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Gangbuk-gu,Seoul,South Korea,10,37.6,127.0,Asia/Seoul,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM
Alcamo,Sicily,Italy,91011,38.0,13.0,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
Los Angeles,California,United States,90060,34.1,-118.2,America/Los_Angeles,The Capital Group Companies,"The Capital Group Companies, Inc",
Ebene CyberCity,Plaines Wilhems District,Mauritius,,-20.2,57.5,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS6042 DoD Network Information Center
Dothan,Alabama,United States,36301,31.2,-85.4,America/Chicago,Sprint,Alanet,AS1239 Sprint
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Tsing Yi,Kwai Tsing,Hong Kong,,22.3,114.1,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
Lithonia,Georgia,United States,30058,33.7,-84.1,America/New_York,Board of Regents of the University System of Georgia,Board of Regents of the University System of Georgia,AS3479 Board of Regents of the University System of Georgia
,,,,,,,,,
Gryfow Slaski,Lower Silesia,Poland,59-620,51.0,15.4,Europe/Warsaw,Orange Polska Spolka Akcyjna,Orange Polska S.A.,AS5617 Orange Polska Spolka Akcyjna
Fairfax,Virginia,United States,22030,38.8,-77.3,America/New_York,George Mason University,George Mason University,AS11279 George Mason University
Cairo,Cairo Governorate,Egypt,,30.1,31.2,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS
Charlotte,North Carolina,United States,28262,35.3,-80.8,America/New_York,CenturyLink Communications,NASD,"AS3561 CenturyLink Communications, LLC"
Palo Alto,California,United States,94304,37.4,-122.1,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
Durham,North Carolina,United States,27709,35.9,-78.9,America/New_York,IBM,IBM,
Seoul,Seoul,South Korea,4524,37.6,127.0,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
,,,,,,,,,
Plainfield,New Jersey,United States,7060,40.6,-74.4,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
Dearborn,Michigan,United States,48121,42.3,-83.2,America/Detroit,Ford Motor Company,Ford Motor Company,
Carlisle,England,United Kingdom,CA2,54.9,-2.9,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
,,,,,,,,,
Paris,Île-de-France,France,75000,48.9,2.4,Europe/Paris,GLAXOSMITHKLINE,Glaxosmithkline,
St. Petersburg,Florida,United States,33714,27.8,-82.7,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
,,,,,,,,,
Seongnam-si,Gyeonggi-do,South Korea,13606,37.4,127.1,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
Raleigh,North Carolina,United States,27668,35.8,-78.6,America/New_York,United States Postal Service.,United States Postal Service,
Jinrongjie,Beijing,China,,39.9,116.4,Asia/Shanghai,China Unicom CHINA169 Network,China United Network Communications Corporation Limited,
Sacramento,California,United States,95841,38.7,-121.3,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, IP Services","AS33667 Comcast Cable Communications, LLC"
,,,,,,,,,
Ski,Akershus,Norway,1406,59.7,10.8,Europe/Oslo,Telenor Norge,,AS2119 Telenor Norge AS
Chongqing,Chongqing,China,,29.6,106.6,Asia/Shanghai,Chinanet,Chinanet CQ,AS4134 CHINANET-BACKBONE
Whitehall,Ohio,United States,43218,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
