IP Address,City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
70.***.***.***,Québec,Quebec,Canada,G1*,46.8801,-71.1927,America/Toronto,Bell Canad*,Sympatico HSE,AS577 Bell Canada
143.***.***.***,London,England,United Kingdom,W1*,51.5074,-0.127758,Europe/London,Telebit Corporatio*,Telebit Corporation,
208.***.***.***,Prestonsburg,Kentucky,United States,41***,37.6605,-82.7628,America/New_York,East Kentucky Networ*,Appalachian Wireless,"AS36610 East Kentucky Network, LLC."
191.***.***.***,Boydton,Virginia,United States,23***,36.677696,-78.37471,America/New_York,Microsoft Corporatio*,Microsoft Azure Cloud (eastus2),AS8075 Microsoft Corporation
199.***.***.***,Ada,Oklahoma,United States,74***,34.7729,-96.6598,America/Chicago,Oklahoma Network for Education Enrichment an*,East Central University,AS5078 Oklahoma Network for Education Enrichment and
59.***.***.***,Beijing,Beijing,China,10****,39.9042,116.407,Asia/Shanghai,China eGovNet Information Cente*,,
102.***.***.***,Ebene CyberCity,Plaines Wilhems District,Mauritius,,-20.2431,57.4962,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. *,,
19.***.***.***,Dearborn,Michigan,United States,48***,42.3223,-83.1763,America/Detroit,Ford Motor Compan*,Ford Motor Company,
1.***.***.***,Zhongli District,Taoyuan,Taiwan,,24.9614,121.2437,Asia/Taipei,"Chunghwa Telecom Co., Ltd*",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
234.***.***.***,,,,,,,,,,
210.***.***.***,Dongjak-gu,Seoul,South Korea,69***,37.5192,126.9177,Asia/Seoul,Korea Teleco*,Kornet,AS4766 Korea Telecom
53.***.***.***,Stuttgart,Baden-Wurttemberg,Germany,70***,48.7863,9.23807,Europe/Berlin,Mercedes-Benz Group A*,Daimler AG,AS31399 Mercedes-Benz Group AG
142.***.***.***,Ottawa,Ontario,Canada,K1*,45.3351,-75.626,America/Toronto,Bell Canad*,Sympatico HSE,AS577 Bell Canada
186.***.***.***,Canoas,Rio Grande do Sul,Brazil,92***,-29.9228,-51.1744,America/Sao_Paulo,Viv*,União Sul Brasileira de Educação e Ensino,AS18881 TELEFÔNICA BRASIL S.A
203.***.***.***,Don Mueang,Bangkok,Thailand,10***,13.9276,100.586,Asia/Bangkok,KSC Commercial Internet Co. Ltd*,COMNET,AS7693 KSC Commercial Internet Co. Ltd.
7.***.***.***,Whitehall,Ohio,United States,43***,39.9747,-82.8947,America/New_York,DoD Network Information Cente*,DoD Network Information Center,AS749 DoD Network Information Center
238.***.***.***,,,,,,,,,,
114.***.***.***,Changzhou,Jiangsu,China,,31.7685,119.9527,Asia/Shanghai,Chinane*,Chinanet JS,AS4134 CHINANET-BACKBONE
44.***.***.***,Pumenengo,Lombardy,Italy,24***,45.4791,9.84524,Europe/Rome,"University of California, San Dieg*",Amateur Radio Digital Communications,"AS7377 University of California, San Diego"
66.***.***.***,Murfreesboro,Tennessee,United States,37***,35.8451,-86.4901,America/Chicago,"AT&T Services, Inc*",Mcmullen Tool Supply Co,"AS7018 AT&T Services, Inc."
90.***.***.***,Saint-Brieuc,Brittany,France,22***,48.5144,-2.768,Europe/Paris,Orang*,,AS3215 Orange S.A.
74.***.***.***,Saint-Ferreol-les-Neiges,Quebec,Canada,G0*,47.1165,-70.8582,America/Toronto,Le Groupe Videotron Lte*,Videotron Ltee,AS5769 Videotron Ltee
14.***.***.***,Xiaolou,Guangdong,China,,23.379,113.763,Asia/Shanghai,Chinane*,Chinanet GD,AS4134 CHINANET-BACKBONE
205.***.***.***,Honolulu,Hawaii,United States,96***,21.3069,-157.858,Pacific/Honolulu,DoD Network Information Cente*,Navy Network Information Center,AS647 DoD Network Information Center
196.***.***.***,Cairo,Cairo Governorate,Egypt,,30.0588,31.2268,Africa/Cairo,TE Dat*,TE Data,AS8452 TE-AS
10.***.***.***,,,,,,,,,,
250.***.***.***,,,,,,,,,,
97.***.***.***,Edwardsville,Illinois,United States,62***,38.812,-89.9627,America/Chicago,Charter Communication*,Spectrum,AS20115 Charter Communications
6.***.***.***,Sierra Vista,Arizona,United States,85***,31.5552,-110.35,America/Phoenix,CONUS-YP*,USAISC,AS749 DoD Network Information Center
148.***.***.***,Mexico City,Mexico City,Mexico,13***,19.5081,-99.1295,America/Mexico_City,Centro de Investigacion y de Estudios Avanzados d*,Centro de Investigacion y de Estudios Avanzados de,
231.***.***.***,,,,,,,,,,
226.***.***.***,,,,,,,,,,
131.***.***.***,Montgomery,Alabama,United States,36***,32.4033,-86.2383,America/Chicago,DoD Network Information Cente*,Air Force Systems Networking,AS56 DoD Network Information Center
125.***.***.***,Bupyeong-gu,Incheon,South Korea,21*,37.5087,126.7219,Asia/Seoul,Korea Teleco*,Korea Telecom,AS4766 Korea Telecom
196.***.***.***,Méchouar de Casablanca,Casablanca-Settat,Morocco,,33.5304,-7.64447,Africa/Casablanca,MEDITELECO*,MEDITELECOM,AS36925 MEDITELECOM
35.***.***.***,Hong Kong,Central and Western District,Hong Kong,,22.3193,114.1693,Asia/Hong_Kong,Google LL*,Google Cloud (asia-east2),AS15169 Google LLC
221.***.***.***,Tokyo,Tokyo,Japan,15******,35.6837,139.6805,Asia/Tokyo,USEN-BF*,UCOM Corp.,AS17506 ARTERIA Networks Corporation
9.***.***.***,Montreal,Quebec,Canada,H4*,45.5019,-73.5674,America/Toronto,IB*,IBM,
2.***.***.***,Fiães,Aveiro,Portugal,45******,40.9914,-8.5166,Europe/Lisbon,PT Comunicacoes S.*,PT Comunicacoes S.A.,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
13.***.***.***,San Francisco,California,United States,94***,37.7898,-122.397,America/Los_Angeles,"Salesforce.com, Inc*","Salesforce.com, Inc.","AS14340 Salesforce.com, Inc."
7.***.***.***,Whitehall,Ohio,United States,43***,39.9747,-82.8947,America/New_York,DoD Network Information Cente*,DoD Network Information Center,AS749 DoD Network Information Center
93.***.***.***,Esbjerg,South Denmark,Denmark,67**,55.4882,8.5037,Europe/Copenhagen,TDC Holding A/*,TDC A/S,AS3292 TDC Holding A/S
160.***.***.***,Chiyoda,Tokyo,Japan,10******,35.6916,139.768,Asia/Tokyo,AISI*,"Aisin Seiki Co., Ltd.",
54.***.***.***,São Paulo,São Paulo,Brazil,01*******,-23.5505,-46.6333,America/Sao_Paulo,Amazon Technologies Inc*,AWS EC2 (sa-east-1),"AS16509 Amazon.com, Inc."
174.***.***.***,Saint John,New Brunswick,Canada,E2*,45.2579,-65.9462,America/Moncton,Rogers Communications Canada Inc*,Rogers Communications Canada Inc,AS812 Rogers Communications Canada Inc.
142.***.***.***,Sherwood Park,Alberta,Canada,T8*,53.5121,-113.332,America/Edmonton,Elk Island Public Schools Regional Division #1*,Elk Island Public Schools Regional Division,AS54605 The Board of Trustees of Elk Island Public Schools
142.***.***.***,Burnaby,British Columbia,Canada,V5*,49.2472,-122.9921,America/Vancouver,British Columbia Institute of Technolog*,British Columbia Institute of Technology,AS4476 British Columbia Institute of Technology
27.***.***.***,Kawaguchi,Saitama,Japan,33******,35.8045,139.717,Asia/Tokyo,ASJ INC*,ASJ Inc.,AS55388 ASJ INC.
194.***.***.***,Porto,Porto,Portugal,40******,41.1691,-8.6793,Europe/Lisbon,NOS COMUNICACOES S.*,"NOS COMUNICACOES, S.A","AS1897 NOS COMUNICACOES, S.A."
25.***.***.***,London,England,United Kingdom,W1*,51.5074,-0.127758,Europe/London,UK Ministry of Defenc*,UK Ministry of Defence,
208.***.***.***,New York,New York,United States,10***,40.7128,-74.006,America/New_York,Verizon Busines*,Verizon Business,AS701 Verizon Business
41.***.***.***,Pretoria,Gauteng,South Africa,81***,-25.7599,28.2604,Africa/Johannesburg,Cell C (Pty) Lt*,CELLC Corporate,AS37168 Cell C (Pty) Ltd
124.***.***.***,Shenzhen,Guangdong,China,,22.5554,114.107,Asia/Shanghai,ASIASTA*,Asiastar,
6.***.***.***,Sierra Vista,Arizona,United States,85***,31.5552,-110.35,America/Phoenix,CONUS-YP*,USAISC,AS749 DoD Network Information Center
254.***.***.***,,,,,,,,,,
137.***.***.***,London,England,United Kingdom,W1*,51.5074,-0.127758,Europe/London,Amazon Technologies Inc*,Amazon Technologies Inc,
37.***.***.***,Seeb,Muscat,Oman,,23.6673,58.1912,Asia/Muscat,Nawras ISP (Oman*,Nawras (Oman),AS50010 Omani Qatari Telecommunication Company SAOC
252.***.***.***,,,,,,,,,,
222.***.***.***,Gangneung,Gangwon-do,South Korea,25*,37.7451,128.8774,Asia/Seoul,Korea Teleco*,Kornet,AS4766 Korea Telecom
253.***.***.***,,,,,,,,,,
168.***.***.***,Haeundae-gu,Busan,South Korea,48*,35.1797,129.1362,Asia/Seoul,Dong-A Universirt*,Donganet,AS9753 Dong-A Universirty
234.***.***.***,,,,,,,,,,
117.***.***.***,Nanjing,Jiangsu,China,,32.0589,118.7738,Asia/Shanghai,Chinane*,Chinanet JS,AS4134 CHINANET-BACKBONE
169.***.***.***,New York,New York,United States,10***,40.7128,-74.006,America/New_York,SoftLaye*,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.
133.***.***.***,Chiyoda,Tokyo,Japan,10******,35.6916,139.768,Asia/Tokyo,NET-JP-ER*,Jpnic NET JP ERX,
91.***.***.***,Rzeszów,Subcarpathia,Poland,35****,50.0366,22.0142,Europe/Warsaw,Skyware Sp. z o.o*,Skyware Sp. z o.o,AS42673 Skyware Sp. z o.o.
48.***.***.***,Newark,New Jersey,United States,71**,40.7369,-74.172,America/New_York,The Prudential Insurance Company of Americ*,The Prudential Insurance Company of America,
217.***.***.***,Abensberg,Bavaria,Germany,93***,48.8177,11.8528,Europe/Berlin,Deutsche Telekom A*,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
236.***.***.***,,,,,,,,,,
28.***.***.***,Whitehall,Ohio,United States,43***,39.9747,-82.8947,America/New_York,DoD Network Information Cente*,DoD Network Information Center,AS749 DoD Network Information Center
147.***.***.***,Bratislava,Bratislava Region,Slovakia,84****,48.1951,17.0461,Europe/Bratislava,Zdruzenie pouzivatelov Slovenskej akademickej datovej siet*,Slovak Academy of Sciences,AS2607 Zdruzenie pouzivatelov Slovenskej akademickej datovej siete
202.***.***.***,Sydney,New South Wales,Australia,10**,-33.8684,151.207,Australia/Sydney,"AT&T Global Network Services, LL*",Manhattan Associates Inc,AS2687 AT&T Corp.
252.***.***.***,,,,,,,,,,
79.***.***.***,Fano,The Marches,Italy,61***,43.8397,13.0125,Europe/Rome,INTERBUSINES*,NAS DHCP Pool Nola,AS3269 Telecom Italia S.p.A.
170.***.***.***,Oak Brook,Illinois,United States,60***,41.8495,-87.9473,America/Chicago,Treehouse Food*,"Treehouse Foods, Inc",
180.***.***.***,Naju-si,Jeollanam-do,South Korea,,35.0161,126.711,Asia/Seoul,NHNCLOU*,Nhncloud,AS45974 NHNCLOUD
191.***.***.***,Sao Cristovao,Rio de Janeiro,Brazil,,-22.9027,-43.2194,America/Sao_Paulo,TIM S/*,Tim Celular S.A.,AS26615 TIM S/A
228.***.***.***,,,,,,,,,,
177.***.***.***,Rio de Janeiro,Rio de Janeiro,Brazil,,-22.9072,-43.1883,America/Sao_Paulo,Claro S/*,Claro S/A,AS22085 Claro S/A
6.***.***.***,Sierra Vista,Arizona,United States,85***,31.5552,-110.35,America/Phoenix,CONUS-YP*,USAISC,AS749 DoD Network Information Center
24.***.***.***,Salem,Oregon,United States,97***,44.9036,-123.0461,America/Los_Angeles,"Comcast Cable Communications, LL*",Comcast Cable Communications,"AS33490 Comcast Cable Communications, LLC"
208.***.***.***,Orlando,Florida,United States,32***,28.5156,-81.3574,America/New_York,"Omnispring, LL*",1.org.omnispring.com,"AS32083 Omnispring, LLC"
9.***.***.***,Montreal,Quebec,Canada,H4*,45.5019,-73.5674,America/Toronto,IB*,IBM,
233.***.***.***,,,,,,,,,,
161.***.***.***,Auckland,Auckland,New Zealand,10**,-36.8691,174.776,Pacific/Auckland,FX VoIP Networ*,CallPlus Services Limited,AS9790 Two Degrees Networks Limited
76.***.***.***,Milton,Massachusetts,United States,21**,42.2518,-71.0805,America/New_York,"Comcast Cable Communications, LL*","Comcast Cable Communications, Inc.","AS7015 Comcast Cable Communications, LLC"
125.***.***.***,Bucheon-si,Gyeonggi-do,South Korea,14*,37.4988,126.7824,Asia/Seoul,DACOM-PUBNETPLU*,Pubnetplus,AS9316 DACOM-PUBNETPLUS
8.***.***.***,Monroe,Louisiana,United States,71***,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc*","Level 3, LLC","AS3356 Level 3 Parent, LLC"
205.***.***.***,Norfolk,Virginia,United States,23***,36.9151,-76.1866,America/New_York,DoD Network Information Cente*,Navy Network Information Center,AS721 DoD Network Information Center
206.***.***.***,Redmond,Washington,United States,98***,47.6733,-122.129,America/Los_Angeles,"NTT America, Inc*","NTT America, Inc","AS2914 NTT America, Inc."
201.***.***.***,Bogotá,Bogota D.C.,Colombia,11****,4.64228,-74.0622,America/Bogota,ETB - Colombi*,ETB - Colombia,AS19429 ETB - Colombia
165.***.***.***,Chicago,Illinois,United States,60***,41.8937,-87.621,America/Chicago,Northwestern Memorial Hospita*,Northwestern Memorial Hospital,AS19247 Northwestern Memorial Hospital
23.***.***.***,Los Angeles,California,United States,90***,34.0544,-118.2441,America/Los_Angeles,Akamai International B.V*,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.
147.***.***.***,Prague,Prague,Czechia,10****,50.0471,14.4523,Europe/Prague,CVUT-TCZ + VSCHT-TC*,Ceske vysoke uceni technicke v Praze,AS2852 CESNET z.s.p.o.
204.***.***.***,Clinton,Iowa,United States,52***,41.8742,-90.183,America/Chicago,Sprin*,CIS Internet Services,AS1239 Sprint
240.***.***.***,,,,,,,,,,
14.***.***.***,Hanoi,Hanoi,Vietnam,,21.0278,105.834,Asia/Bangkok,VNP*,Vietnam Posts and Telecommunications Group,AS45899 VNPT Corp
254.***.***.***,,,,,,,,,,
81.***.***.***,Antwerp,Flanders,Belgium,20**,51.2192,4.3917,Europe/Brussels,Proximu*,Proximus SA,AS5432 Proximus NV
249.***.***.***,,,,,,,,,,
221.***.***.***,Minato-ku,Tokyo,Japan,10******,35.6629,139.761,Asia/Tokyo,Softbank BB Corp*,Japan nation-wide Network of SOFTBANK BB Corp.,AS17676 SoftBank Corp.
74.***.***.***,Dallas,Texas,United States,75***,32.7767,-96.797,America/Chicago,"Comcast Cable Communications, LL*","Comcast Cable Communications, LLC","AS7922 Comcast Cable Communications, LLC"
89.***.***.***,Montdidier,Hauts-de-France,France,80***,49.6523,2.5724,Europe/Paris,TELOIS*,,AS34383 Teloise
63.***.***.***,The Bronx,New York,United States,10***,40.8438,-73.8813,America/New_York,Windstream Communications LL*,Care Advantage,AS7029 Windstream Communications LLC
158.***.***.***,Haidian,Beijing,China,,39.9786,116.302,Asia/Shanghai,Tencent Cloud Computing (Beijing) C*,"Tencent Cloud Computing (Beijing) Co., Ltd",
114.***.***.***,Shinchiba,Chiba,Japan,26******,35.6143,140.1062,Asia/Tokyo,DION (KDDI CORPORATION*,KDDI,AS2516 KDDI CORPORATION
3.***.***.***,Dublin,Ohio,United States,43***,40.0992,-83.1141,America/New_York,"Amazon.com, Inc*",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc."
100.***.***.***,,,,,,,,,,
84.***.***.***,Oegstgeest,South Holland,The Netherlands,23**,52.1758,4.4488,Europe/Amsterdam,KPN B.V*,,AS1136 KPN B.V.
107.***.***.***,Downers Grove,Illinois,United States,60***,41.7996,-88.0066,America/Chicago,"AT&T Services, Inc*",AT&T Corp,"AS7018 AT&T Services, Inc."
61.***.***.***,Higashinakajima,Ōsaka,Japan,53******,34.7444,135.5079,Asia/Tokyo,KC*,"Jupiter Telecommunications Co., Ltd.","AS9617 JCOM Co., Ltd."
79.***.***.***,Ancona,The Marches,Italy,60***,43.6158,13.5189,Europe/Rome,INTERBUSINES*,NAS DHCP Pool ANCONA,AS3269 Telecom Italia S.p.A.
98.***.***.***,Reading,Pennsylvania,United States,19***,40.3368,-75.8744,America/New_York,"Comcast Cable Communications, LL*","Comcast Cable Communications, LLC","AS7016 Comcast Cable Communications, LLC"
214.***.***.***,Whitehall,Ohio,United States,43***,39.9747,-82.8947,America/New_York,DoD Network Information Cente*,DoD Network Information Center,AS721 DoD Network Information Center
122.***.***.***,Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,XYXD*,"Beijing Xing YuanNew Power Technology Co., Ltd","AS17964 Beijing Dian-Xin-Tong Network Technologies Co., Ltd."
67.***.***.***,Bridgewater,New Jersey,United States,88**,40.5921,-74.6238,America/New_York,Cablevision Systems Corp*,Optimum Online (Cablevision Systems),AS6128 Cablevision Systems Corp.
126.***.***.***,Chiyoda,Tokyo,Japan,10******,35.6916,139.768,Asia/Tokyo,SOFTBANK Cor*,SOFTBANK Corp,
73.***.***.***,New Kensington,Pennsylvania,United States,15***,40.5662,-79.7078,America/New_York,Comcast Cable Communication*,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC"
3.***.***.***,Chiyoda,Tokyo,Japan,10******,35.694,139.754,Asia/Tokyo,Amazon Technologies In*,Amazon Technologies Inc,
103.***.***.***,Hyderabad,Telangana,India,50****,17.3724,78.4378,Asia/Kolkata,"VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDI*",Vainavi Industries Ltd,"AS45582 VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDIA"
170.***.***.***,Danbury,Connecticut,United States,68**,41.3839,-73.5319,America/New_York,Cartus Corporatio*,Cartus Corporation,
176.***.***.***,Ofakim,Southern District,Israel,,31.3109,34.6275,Asia/Jerusalem,Cellcom-Israe*,013 NetVision Ltd,AS1680 Cellcom Fixed Line Communication L.P
124.***.***.***,Seocho-gu,Seoul,South Korea,66***,37.4906,127.0168,Asia/Seoul,LG POWERCOM*,Xpeed,AS17858 LG POWERCOMM
182.***.***.***,Dededo,Dededo,Guam,,13.5097,144.82,Pacific/Guam,"Kuentos Communications, Inc*",Kuentos,"AS3605 Guam Cablevision, LLC."
180.***.***.***,Numazu,Shizuoka,Japan,41******,35.0954,138.8589,Asia/Tokyo,NTT Communications Corporatio*,Open Computer Network,AS4713 NTT Communications Corporation
188.***.***.***,St Petersburg,St.-Petersburg,Russia,19****,59.8983,30.2618,Europe/Moscow,SkyNet LL*,SkyNet Networks,AS35807 SkyNet Ltd.
232.***.***.***,,,,,,,,,,
101.***.***.***,Hongkou,Shanghai,China,,31.2809,121.443,Asia/Shanghai,XINDON*,Shanghai Xindong Network Co,
169.***.***.***,New York,New York,United States,10***,40.7085,-74.0106,America/New_York,JPMorgan Chase & Co*,JPMorgan Chase & Co.,
240.***.***.***,,,,,,,,,,
218.***.***.***,Shanghai,Shanghai,China,20****,31.2304,121.474,Asia/Shanghai,China Telecom (Group*,Chinanet SH,AS4812 China Telecom (Group)
128.***.***.***,Reston,Virginia,United States,20***,38.9586,-77.357,America/New_York,National Aeronautics and Space Administratio*,National Aeronautics and Space Administration,AS270 National Aeronautics and Space Administration
29.***.***.***,Whitehall,Ohio,United States,43***,39.9747,-82.8947,America/New_York,DoD Network Information Cente*,DoD Network Information Center,AS749 DoD Network Information Center
12.***.***.***,Chicago,Illinois,United States,60***,41.8781,-87.6298,America/Chicago,"AT&T Services, Inc*","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
6.***.***.***,Sierra Vista,Arizona,United States,85***,31.5552,-110.35,America/Phoenix,CONUS-YP*,USAISC,AS749 DoD Network Information Center
139.***.***.***,Whitehall,Ohio,United States,43***,39.9747,-82.8947,America/New_York,DoD Network Information Cente*,DoD Network Information Center,AS749 DoD Network Information Center
137.***.***.***,Ottawa,Ontario,Canada,K1*,45.4336,-75.6825,America/Toronto,University of Ottaw*,University of Ottawa,AS25826 University of Ottawa
223.***.***.***,Mumbai,Maharashtra,India,40****,19.0748,72.8856,Asia/Kolkata,Bharti Airtel Limite*,Bharti Airtel Ltd.,AS45609 Bharti Airtel Ltd. AS for GPRS Service
7.***.***.***,Whitehall,Ohio,United States,43***,39.9747,-82.8947,America/New_York,DoD Network Information Cente*,DoD Network Information Center,AS749 DoD Network Information Center
113.***.***.***,Toyosu,Tokyo,Japan,13******,35.6531,139.7885,Asia/Tokyo,DION (KDDI CORPORATION*,KDDI,AS2516 KDDI CORPORATION
197.***.***.***,Bangui,Bangui,Central African Republic,,4.3529,18.5584,Africa/Bangui,Orange Centrafrique S*,OCA CUS6,AS37460 Orange Centreafrique
111.***.***.***,Singapore,Central Singapore,Singapore,40****,1.32414,103.893,Asia/Singapore,Starhub Internet Pte Lt*,Starhub Internet Pte Ltd,AS4657 StarHub Ltd
173.***.***.***,Wilson,North Carolina,United States,27***,35.7274,-77.9228,America/New_York,Greenligh*,Greenlight,AS18624 Greenlight
49.***.***.***,Bangkok,Bangkok,Thailand,10***,13.6984,100.4638,Asia/Bangkok,TRUEMOV*,,AS132618 Real Future Company Limited
14.***.***.***,Noida,Uttar Pradesh,India,11****,28.6145,77.3063,Asia/Kolkata,Tata Communications Limite*,Tata Communications Limited,AS4755 TATA Communications formerly VSNL is Leading ISP
231.***.***.***,,,,,,,,,,
8.***.***.***,Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limite*,Aliyun Computing Co.,
53.***.***.***,Stuttgart,Baden-Wurttemberg,Germany,70***,48.7863,9.23807,Europe/Berlin,Mercedes-Benz Group A*,Daimler AG,AS31399 Mercedes-Benz Group AG
135.***.***.***,Indianapolis,Indiana,United States,46***,39.7709,-86.1585,America/Chicago,AT&T Service*,"AT&T Services, Inc.",
162.***.***.***,Zurich,Zurich,Switzerland,80**,47.3747,8.54388,Europe/Zurich,Credit Suisse Grou*,Credit Suisse Group,
171.***.***.***,Singapore,Central Singapore,Singapore,,1.28967,103.85,Asia/Singapore,STARHUB-MOBIL*,,AS138345 StarHub Ltd
218.***.***.***,Minato-ku,Tokyo,Japan,10******,35.6629,139.761,Asia/Tokyo,Softbank BB Corp*,Japan Nation-wide Network of Softbank BB Corp.,AS17676 SoftBank Corp.
239.***.***.***,,,,,,,,,,
20.***.***.***,Boydton,Virginia,United States,23***,36.677696,-78.37471,America/New_York,Microsoft Corporatio*,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation
223.***.***.***,Bhubaneswar,Odisha,India,75****,20.2706,85.8334,Asia/Kolkata,Bharti Airtel Limite*,Bharti Airtel Limited,AS45609 Bharti Airtel Ltd. AS for GPRS Service
96.***.***.***,Philadelphia,Pennsylvania,United States,19***,39.9206,-75.1826,America/New_York,"Comcast Cable Communications, LL*","Comcast Cable Communications, LLC","AS33287 Comcast Cable Communications, LLC"
3.***.***.***,Ashburn,Virginia,United States,20***,39.0438,-77.4874,America/New_York,Amazon Technologies Inc*,AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
49.***.***.***,Hwaseong-si,Gyeonggi-do,South Korea,18*,37.2072,126.8168,Asia/Seoul,LG POWERCOM*,LG POWERCOMM,AS17858 LG POWERCOMM
248.***.***.***,,,,,,,,,,
83.***.***.***,Rennes,Brittany,France,35***,48.11,-1.6744,Europe/Paris,France Teleco*,,AS3215 Orange S.A.
102.***.***.***,Cape Town,Western Cape,South Africa,78**,-33.9294,18.4497,Africa/Johannesburg,Webafrica - National Openserve DSL/FTT*,,
180.***.***.***,Beijing,Beijing,China,,39.911,116.395,Asia/Shanghai,Chinane*,Chinanet JS,AS4134 CHINANET-BACKBONE
173.***.***.***,Loretto,Pennsylvania,United States,15***,40.5117,-78.6276,America/New_York,In the Stix Broadband LL*,Meyersdale Area SD,AS396226 In the Stix Broadband LLC
116.***.***.***,Seoul,Seoul,South Korea,45**,37.5794,126.9754,Asia/Seoul,LG POWERCOM*,Xpeed,AS17858 LG POWERCOMM
167.***.***.***,Greenwood Village,Colorado,United States,80***,39.6004,-104.891,America/Denver,Spectru*,Charter Communications,
40.***.***.***,Hyderabad,Telangana,India,50****,17.3753,78.4744,Asia/Kolkata,Amazon Technologies In*,Amazon Technologies Inc. (ap-south-2),
81.***.***.***,Rome,Lazio,Italy,18*,41.9626,12.4644,Europe/Rome,Telecom Italia S.p.*,DATACOM,AS3269 Telecom Italia S.p.A.
147.***.***.***,The Hague,South Holland,The Netherlands,25**,52.0785,4.34011,Europe/Amsterdam,baten-lastendienst Logiu*,baten-lastendienst Logius,
166.***.***.***,Tollesboro,Kentucky,United States,41***,38.5723,-83.5605,America/New_York,Windstream Communications LL*,Live Oak Alltel dial customers,AS7029 Windstream Communications LLC
176.***.***.***,Cologne,North Rhine-Westphalia,Germany,50***,50.9298,6.9489,Europe/Berlin,DOMAINFACTOR*,domainfactory GmbH,AS34011 Host Europe GmbH
251.***.***.***,,,,,,,,,,
66.***.***.***,Newton,Massachusetts,United States,24**,42.354,-71.185,America/New_York,Comcast Cable Communication*,"Comcast Cable Communications Holdings, Inc","AS7015 Comcast Cable Communications, LLC"
89.***.***.***,Yekaterinburg,Sverdlovsk Oblast,Russia,62****,56.8439,60.6524,Asia/Yekaterinburg,UGMK-Telecom networ*,,AS41560 UGMK-Telecom LLC
105.***.***.***,Lagos,Lagos,Nigeria,,6.46529,3.42517,Africa/Lagos,Airtel Networks Limite*,Airtel Networks Limited,
146.***.***.***,Bentonville,Arkansas,United States,72***,36.3656,-94.2181,America/Chicago,"Wal-Mart Stores, Inc*","Wal-Mart Stores, Inc.","AS10695 Wal-Mart Stores, Inc."
150.***.***.***,Darwin,Northern Territory,Australia,81*,-12.363,130.8782,Australia/Darwin,Northern Territory of Australi*,Northern Territory Government,AS132321 NORTHERN TERRITORY OF AUSTRALIA
255.***.***.***,,,,,,,,,,
230.***.***.***,,,,,,,,,,
231.***.***.***,,,,,,,,,,
78.***.***.***,Berck,Hauts-de-France,France,62***,50.3998,1.6062,Europe/Paris,Societe Francaise Du Radiotelephone - SFR S*,,AS15557 Societe Francaise Du Radiotelephone - SFR SA
162.***.***.***,Baghdad,Baghdad,Iraq,,33.3152,44.366,Asia/Baghdad,"Cloudflare, Inc*",Cloudflare WARP,"AS13335 Cloudflare, Inc."
178.***.***.***,Trnava,Trnava Region,Slovakia,91****,48.3762,17.5829,Europe/Bratislava,Slovak Telecom AS685*,"Slovak Telekom, a.s.","AS6855 Slovak Telekom, a.s."
113.***.***.***,Loudi,Hunan,China,41****,27.6253,111.857,Asia/Shanghai,Chinane*,Chinanet HN,AS4134 CHINANET-BACKBONE
5.***.***.***,Polička,Pardubicky kraj,Czechia,57****,49.7145,16.2671,Europe/Prague,PODA a.s*,,AS15425 PODA a.s.
174.***.***.***,Mississauga,Ontario,Canada,L5*,43.5752,-79.6296,America/Toronto,Bell Canad*,Sympatico HSE,AS577 Bell Canada
37.***.***.***,Milan,Lombardy,Italy,20***,45.4722,9.1922,Europe/Rome,IP VD*,,AS30722 Vodafone Italia S.p.A.
90.***.***.***,Lewisham,England,United Kingdom,SE**,51.4647,-0.0509,Europe/London,Sky UK Limite*,Sky Broadband,AS5607 Sky UK Limited
254.***.***.***,,,,,,,,,,
243.***.***.***,,,,,,,,,,
97.***.***.***,New York,New York,United States,10***,40.7128,-74.006,America/New_York,Verizon Busines*,Cellco Partnership DBA Verizon Wireless,AS22394 Verizon Business
185.***.***.***,Jyväskylä,Central Finland,Finland,40***,62.2388,25.7443,Europe/Helsinki,Online Solutions Hosting Service*,Online Solutions Oy,
5.***.***.***,Nizhniy Novgorod,Nizhny Novgorod Oblast,Russia,60****,56.3327,44.0012,Europe/Moscow,MTS PJS*,MTS Nizhniy Novgorod Stream network,AS8580 MTS PJSC
