IP Address,City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
7.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
238.***.***.***,,,,,,,,,,
114.***.***.***,Changzhou,Jiangsu,China,,31.8,120.0,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
44.***.***.***,Pumenengo,Lombardy,Italy,24***,45.5,9.8,Europe/Rome,"University of California, San Diego",Amateur Radio Digital Communications,"AS7377 University of California, San Diego"
66.***.***.***,Murfreesboro,Tennessee,United States,37***,35.8,-86.5,America/Chicago,"AT&T Services, Inc.",Mcmullen Tool Supply Co,"AS7018 AT&T Services, Inc."
90.***.***.***,Saint-Brieuc,Brittany,France,22***,48.5,-2.8,Europe/Paris,Orange,,AS3215 Orange S.A.
74.***.***.***,Saint-Ferreol-les-Neiges,Quebec,Canada,G0*,47.1,-70.9,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee
14.***.***.***,Xiaolou,Guangdong,China,,23.4,113.8,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
205.***.***.***,Honolulu,Hawaii,United States,96***,21.3,-157.9,Pacific/Honolulu,DoD Network Information Center,Navy Network Information Center,AS647 DoD Network Information Center
196.***.***.***,Cairo,Cairo Governorate,Egypt,,30.1,31.2,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS
10.***.***.***,,,,,,,,,,
250.***.***.***,,,,,,,,,,
97.***.***.***,Edwardsville,Illinois,United States,62***,38.8,-90.0,America/Chicago,Charter Communications,Spectrum,AS20115 Charter Communications
6.***.***.***,Sierra Vista,Arizona,United States,85***,31.6,-110.4,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
148.***.***.***,Mexico City,Mexico City,Mexico,13***,19.5,-99.1,America/Mexico_City,Centro de Investigacion y de Estudios Avanzados de,Centro de Investigacion y de Estudios Avanzados de,
231.***.***.***,,,,,,,,,,
226.***.***.***,,,,,,,,,,
131.***.***.***,Montgomery,Alabama,United States,36***,32.4,-86.2,America/Chicago,DoD Network Information Center,Air Force Systems Networking,AS56 DoD Network Information Center
125.***.***.***,Bupyeong-gu,Incheon,South Korea,21*,37.5,126.7,Asia/Seoul,Korea Telecom,Korea Telecom,AS4766 Korea Telecom
196.***.***.***,Méchouar de Casablanca,Casablanca-Settat,Morocco,,33.5,-7.6,Africa/Casablanca,MEDITELECOM,MEDITELECOM,AS36925 MEDITELECOM
35.***.***.***,Hong Kong,Central and Western District,Hong Kong,,22.3,114.2,Asia/Hong_Kong,Google LLC,Google Cloud (asia-east2),AS15169 Google LLC
221.***.***.***,Tokyo,Tokyo,Japan,15******,35.7,139.7,Asia/Tokyo,USEN-BFL,UCOM Corp.,AS17506 ARTERIA Networks Corporation
9.***.***.***,Montreal,Quebec,Canada,H4*,45.5,-73.6,America/Toronto,IBM,IBM,
2.***.***.***,Fiães,Aveiro,Portugal,45******,41.0,-8.5,Europe/Lisbon,PT Comunicacoes S.A,PT Comunicacoes S.A.,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.
13.***.***.***,San Francisco,California,United States,94***,37.8,-122.4,America/Los_Angeles,"Salesforce.com, Inc.","Salesforce.com, Inc.","AS14340 Salesforce.com, Inc."
7.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
93.***.***.***,Esbjerg,South Denmark,Denmark,67**,55.5,8.5,Europe/Copenhagen,TDC Holding A/S,TDC A/S,AS3292 TDC Holding A/S
160.***.***.***,Chiyoda,Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,AISIN,"Aisin Seiki Co., Ltd.",
54.***.***.***,São Paulo,São Paulo,Brazil,01*******,-23.6,-46.6,America/Sao_Paulo,Amazon Technologies Inc.,AWS EC2 (sa-east-1),"AS16509 Amazon.com, Inc."
174.***.***.***,Saint John,New Brunswick,Canada,E2*,45.3,-65.9,America/Moncton,Rogers Communications Canada Inc.,Rogers Communications Canada Inc,AS812 Rogers Communications Canada Inc.
142.***.***.***,Sherwood Park,Alberta,Canada,T8*,53.5,-113.3,America/Edmonton,Elk Island Public Schools Regional Division #14,Elk Island Public Schools Regional Division,AS54605 The Board of Trustees of Elk Island Public Schools
142.***.***.***,Burnaby,British Columbia,Canada,V5*,49.2,-123.0,America/Vancouver,British Columbia Institute of Technology,British Columbia Institute of Technology,AS4476 British Columbia Institute of Technology
27.***.***.***,Kawaguchi,Saitama,Japan,33******,35.8,139.7,Asia/Tokyo,ASJ INC.,ASJ Inc.,AS55388 ASJ INC.
194.***.***.***,Porto,Porto,Portugal,40******,41.2,-8.7,Europe/Lisbon,NOS COMUNICACOES S.A,"NOS COMUNICACOES, S.A","AS1897 NOS COMUNICACOES, S.A."
25.***.***.***,London,England,United Kingdom,W1*,51.5,-0.1,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
208.***.***.***,New York,New York,United States,10***,40.7,-74.0,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
41.***.***.***,Pretoria,Gauteng,South Africa,81***,-25.8,28.3,Africa/Johannesburg,Cell C (Pty) Ltd,CELLC Corporate,AS37168 Cell C (Pty) Ltd
124.***.***.***,Shenzhen,Guangdong,China,,22.6,114.1,Asia/Shanghai,ASIASTAR,Asiastar,
6.***.***.***,Sierra Vista,Arizona,United States,85***,31.6,-110.4,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
254.***.***.***,,,,,,,,,,
137.***.***.***,London,England,United Kingdom,W1*,51.5,-0.1,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
37.***.***.***,Seeb,Muscat,Oman,,23.7,58.2,Asia/Muscat,Nawras ISP (Oman),Nawras (Oman),AS50010 Omani Qatari Telecommunication Company SAOC
252.***.***.***,,,,,,,,,,
222.***.***.***,Gangneung,Gangwon-do,South Korea,25*,37.7,128.9,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
253.***.***.***,,,,,,,,,,
168.***.***.***,Haeundae-gu,Busan,South Korea,48*,35.2,129.1,Asia/Seoul,Dong-A Universirty,Donganet,AS9753 Dong-A Universirty
234.***.***.***,,,,,,,,,,
117.***.***.***,Nanjing,Jiangsu,China,,32.1,118.8,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
169.***.***.***,New York,New York,United States,10***,40.7,-74.0,America/New_York,SoftLayer,"SoftLayer Technologies, Inc",AS36351 SoftLayer Technologies Inc.
133.***.***.***,Chiyoda,Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,NET-JP-ERX,Jpnic NET JP ERX,
91.***.***.***,Rzeszów,Subcarpathia,Poland,35****,50.0,22.0,Europe/Warsaw,Skyware Sp. z o.o.,Skyware Sp. z o.o,AS42673 Skyware Sp. z o.o.
48.***.***.***,Newark,New Jersey,United States,71**,40.7,-74.2,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
217.***.***.***,Abensberg,Bavaria,Germany,93***,48.8,11.9,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
236.***.***.***,,,,,,,,,,
28.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
147.***.***.***,Bratislava,Bratislava Region,Slovakia,84****,48.2,17.0,Europe/Bratislava,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,Slovak Academy of Sciences,AS2607 Zdruzenie pouzivatelov Slovenskej akademickej datovej siete
202.***.***.***,Sydney,New South Wales,Australia,10**,-33.9,151.2,Australia/Sydney,"AT&T Global Network Services, LLC",Manhattan Associates Inc,AS2687 AT&T Corp.
252.***.***.***,,,,,,,,,,
79.***.***.***,Fano,The Marches,Italy,61***,43.8,13.0,Europe/Rome,INTERBUSINESS,NAS DHCP Pool Nola,AS3269 Telecom Italia S.p.A.
170.***.***.***,Oak Brook,Illinois,United States,60***,41.8,-87.9,America/Chicago,Treehouse Foods,"Treehouse Foods, Inc",
180.***.***.***,Naju-si,Jeollanam-do,South Korea,,35.0,126.7,Asia/Seoul,NHNCLOUD,Nhncloud,AS45974 NHNCLOUD
191.***.***.***,Sao Cristovao,Rio de Janeiro,Brazil,,-22.9,-43.2,America/Sao_Paulo,TIM S/A,Tim Celular S.A.,AS26615 TIM S/A
228.***.***.***,,,,,,,,,,
177.***.***.***,Rio de Janeiro,Rio de Janeiro,Brazil,,-22.9,-43.2,America/Sao_Paulo,Claro S/A,Claro S/A,AS22085 Claro S/A
6.***.***.***,Sierra Vista,Arizona,United States,85***,31.6,-110.4,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
24.***.***.***,Salem,Oregon,United States,97***,44.9,-123.0,America/Los_Angeles,"Comcast Cable Communications, LLC",Comcast Cable Communications,"AS33490 Comcast Cable Communications, LLC"
208.***.***.***,Orlando,Florida,United States,32***,28.5,-81.4,America/New_York,"Omnispring, LLC",1.org.omnispring.com,"AS32083 Omnispring, LLC"
9.***.***.***,Montreal,Quebec,Canada,H4*,45.5,-73.6,America/Toronto,IBM,IBM,
233.***.***.***,,,,,,,,,,
161.***.***.***,Auckland,Auckland,New Zealand,10**,-36.9,174.8,Pacific/Auckland,FX VoIP Network,CallPlus Services Limited,AS9790 Two Degrees Networks Limited
76.***.***.***,Milton,Massachusetts,United States,21**,42.3,-71.1,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc.","AS7015 Comcast Cable Communications, LLC"
125.***.***.***,Bucheon-si,Gyeonggi-do,South Korea,14*,37.5,126.8,Asia/Seoul,DACOM-PUBNETPLUS,Pubnetplus,AS9316 DACOM-PUBNETPLUS
8.***.***.***,Monroe,Louisiana,United States,71***,32.6,-92.1,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
205.***.***.***,Norfolk,Virginia,United States,23***,36.9,-76.2,America/New_York,DoD Network Information Center,Navy Network Information Center,AS721 DoD Network Information Center
206.***.***.***,Redmond,Washington,United States,98***,47.7,-122.1,America/Los_Angeles,"NTT America, Inc.","NTT America, Inc","AS2914 NTT America, Inc."
201.***.***.***,Bogotá,Bogota D.C.,Colombia,11****,4.6,-74.1,America/Bogota,ETB - Colombia,ETB - Colombia,AS19429 ETB - Colombia
165.***.***.***,Chicago,Illinois,United States,60***,41.9,-87.6,America/Chicago,Northwestern Memorial Hospital,Northwestern Memorial Hospital,AS19247 Northwestern Memorial Hospital
23.***.***.***,Los Angeles,California,United States,90***,34.1,-118.2,America/Los_Angeles,Akamai International B.V.,"Akamai Technologies, Inc.",AS20940 Akamai International B.V.
147.***.***.***,Prague,Prague,Czechia,10****,50.0,14.5,Europe/Prague,CVUT-TCZ + VSCHT-TCZ,Ceske vysoke uceni technicke v Praze,AS2852 CESNET z.s.p.o.
204.***.***.***,Clinton,Iowa,United States,52***,41.9,-90.2,America/Chicago,Sprint,CIS Internet Services,AS1239 Sprint
240.***.***.***,,,,,,,,,,
14.***.***.***,Hanoi,Hanoi,Vietnam,,21.0,105.8,Asia/Bangkok,VNPT,Vietnam Posts and Telecommunications Group,AS45899 VNPT Corp
254.***.***.***,,,,,,,,,,
81.***.***.***,Antwerp,Flanders,Belgium,20**,51.2,4.4,Europe/Brussels,Proximus,Proximus SA,AS5432 Proximus NV
249.***.***.***,,,,,,,,,,
221.***.***.***,Minato-ku,Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB Corp.,AS17676 SoftBank Corp.
74.***.***.***,Dallas,Texas,United States,75***,32.8,-96.8,America/Chicago,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7922 Comcast Cable Communications, LLC"
89.***.***.***,Montdidier,Hauts-de-France,France,80***,49.7,2.6,Europe/Paris,TELOISE,,AS34383 Teloise
63.***.***.***,The Bronx,New York,United States,10***,40.8,-73.9,America/New_York,Windstream Communications LLC,Care Advantage,AS7029 Windstream Communications LLC
158.***.***.***,Haidian,Beijing,China,,40.0,116.3,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",
114.***.***.***,Shinchiba,Chiba,Japan,26******,35.6,140.1,Asia/Tokyo,DION (KDDI CORPORATION),KDDI,AS2516 KDDI CORPORATION
3.***.***.***,Dublin,Ohio,United States,43***,40.1,-83.1,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-2),"AS16509 Amazon.com, Inc."
100.***.***.***,,,,,,,,,,
84.***.***.***,Oegstgeest,South Holland,The Netherlands,23**,52.2,4.4,Europe/Amsterdam,KPN B.V.,,AS1136 KPN B.V.
107.***.***.***,Downers Grove,Illinois,United States,60***,41.8,-88.0,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
61.***.***.***,Higashinakajima,Ōsaka,Japan,53******,34.7,135.5,Asia/Tokyo,KCC,"Jupiter Telecommunications Co., Ltd.","AS9617 JCOM Co., Ltd."
79.***.***.***,Ancona,The Marches,Italy,60***,43.6,13.5,Europe/Rome,INTERBUSINESS,NAS DHCP Pool ANCONA,AS3269 Telecom Italia S.p.A.
98.***.***.***,Reading,Pennsylvania,United States,19***,40.3,-75.9,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7016 Comcast Cable Communications, LLC"
214.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
122.***.***.***,Beijing,Beijing,China,,39.9,116.4,Asia/Shanghai,XYXDL,"Beijing Xing YuanNew Power Technology Co., Ltd","AS17964 Beijing Dian-Xin-Tong Network Technologies Co., Ltd."
67.***.***.***,Bridgewater,New Jersey,United States,88**,40.6,-74.6,America/New_York,Cablevision Systems Corp.,Optimum Online (Cablevision Systems),AS6128 Cablevision Systems Corp.
126.***.***.***,Chiyoda,Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,SOFTBANK Corp,SOFTBANK Corp,
73.***.***.***,New Kensington,Pennsylvania,United States,15***,40.6,-79.7,America/New_York,Comcast Cable Communications,"Comcast IP Services, L.L.C.","AS7016 Comcast Cable Communications, LLC"
3.***.***.***,Chiyoda,Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Amazon Technologies Inc,Amazon Technologies Inc,
103.***.***.***,Hyderabad,Telangana,India,50****,17.4,78.4,Asia/Kolkata,"VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDIA",Vainavi Industries Ltd,"AS45582 VAINAVI INDUSTIES LTD, INTERNET SERVICE PROVIDER, INDIA"
170.***.***.***,Danbury,Connecticut,United States,68**,41.4,-73.5,America/New_York,Cartus Corporation,Cartus Corporation,
176.***.***.***,Ofakim,Southern District,Israel,,31.3,34.6,Asia/Jerusalem,Cellcom-Israel,013 NetVision Ltd,AS1680 Cellcom Fixed Line Communication L.P
124.***.***.***,Seocho-gu,Seoul,South Korea,66***,37.5,127.0,Asia/Seoul,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM
182.***.***.***,Dededo,Dededo,Guam,,13.5,144.8,Pacific/Guam,"Kuentos Communications, Inc.",Kuentos,"AS3605 Guam Cablevision, LLC."
180.***.***.***,Numazu,Shizuoka,Japan,41******,35.1,138.9,Asia/Tokyo,NTT Communications Corporation,Open Computer Network,AS4713 NTT Communications Corporation
188.***.***.***,St Petersburg,St.-Petersburg,Russia,19****,59.9,30.3,Europe/Moscow,SkyNet LLC,SkyNet Networks,AS35807 SkyNet Ltd.
232.***.***.***,,,,,,,,,,
101.***.***.***,Hongkou,Shanghai,China,,31.3,121.4,Asia/Shanghai,XINDONG,Shanghai Xindong Network Co,
169.***.***.***,New York,New York,United States,10***,40.7,-74.0,America/New_York,JPMorgan Chase & Co.,JPMorgan Chase & Co.,
240.***.***.***,,,,,,,,,,
218.***.***.***,Shanghai,Shanghai,China,20****,31.2,121.5,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
128.***.***.***,Reston,Virginia,United States,20***,39.0,-77.4,America/New_York,National Aeronautics and Space Administration,National Aeronautics and Space Administration,AS270 National Aeronautics and Space Administration
29.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
12.***.***.***,Chicago,Illinois,United States,60***,41.9,-87.6,America/Chicago,"AT&T Services, Inc.","AT&T Services, Inc.","AS7018 AT&T Services, Inc."
6.***.***.***,Sierra Vista,Arizona,United States,85***,31.6,-110.4,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
139.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
137.***.***.***,Ottawa,Ontario,Canada,K1*,45.4,-75.7,America/Toronto,University of Ottawa,University of Ottawa,AS25826 University of Ottawa
223.***.***.***,Mumbai,Maharashtra,India,40****,19.1,72.9,Asia/Kolkata,Bharti Airtel Limited,Bharti Airtel Ltd.,AS45609 Bharti Airtel Ltd. AS for GPRS Service
7.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
113.***.***.***,Toyosu,Tokyo,Japan,13******,35.7,139.8,Asia/Tokyo,DION (KDDI CORPORATION),KDDI,AS2516 KDDI CORPORATION
197.***.***.***,Bangui,Bangui,Central African Republic,,4.4,18.6,Africa/Bangui,Orange Centrafrique SA,OCA CUS6,AS37460 Orange Centreafrique
111.***.***.***,Singapore,Central Singapore,Singapore,40****,1.3,103.9,Asia/Singapore,Starhub Internet Pte Ltd,Starhub Internet Pte Ltd,AS4657 StarHub Ltd
173.***.***.***,Wilson,North Carolina,United States,27***,35.7,-77.9,America/New_York,Greenlight,Greenlight,AS18624 Greenlight
49.***.***.***,Bangkok,Bangkok,Thailand,10***,13.7,100.5,Asia/Bangkok,TRUEMOVE,,AS132618 Real Future Company Limited
14.***.***.***,Noida,Uttar Pradesh,India,11****,28.6,77.3,Asia/Kolkata,Tata Communications Limited,Tata Communications Limited,AS4755 TATA Communications formerly VSNL is Leading ISP
231.***.***.***,,,,,,,,,,
8.***.***.***,Beijing,Beijing,China,,39.9,116.4,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limited,Aliyun Computing Co.,
53.***.***.***,Stuttgart,Baden-Wurttemberg,Germany,70***,48.8,9.2,Europe/Berlin,Mercedes-Benz Group AG,Daimler AG,AS31399 Mercedes-Benz Group AG
135.***.***.***,Indianapolis,Indiana,United States,46***,39.8,-86.2,America/Chicago,AT&T Services,"AT&T Services, Inc.",
162.***.***.***,Zurich,Zurich,Switzerland,80**,47.4,8.5,Europe/Zurich,Credit Suisse Group,Credit Suisse Group,
171.***.***.***,Singapore,Central Singapore,Singapore,,1.3,103.8,Asia/Singapore,STARHUB-MOBILE,,AS138345 StarHub Ltd
218.***.***.***,Minato-ku,Tokyo,Japan,10******,35.7,139.8,Asia/Tokyo,Softbank BB Corp.,Japan Nation-wide Network of Softbank BB Corp.,AS17676 SoftBank Corp.
239.***.***.***,,,,,,,,,,
20.***.***.***,Boydton,Virginia,United States,23***,36.7,-78.4,America/New_York,Microsoft Corporation,Microsoft Azure Cloud (eastus),AS8075 Microsoft Corporation
223.***.***.***,Bhubaneswar,Odisha,India,75****,20.3,85.8,Asia/Kolkata,Bharti Airtel Limited,Bharti Airtel Limited,AS45609 Bharti Airtel Ltd. AS for GPRS Service
96.***.***.***,Philadelphia,Pennsylvania,United States,19***,39.9,-75.2,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33287 Comcast Cable Communications, LLC"
3.***.***.***,Ashburn,Virginia,United States,20***,39.0,-77.5,America/New_York,Amazon Technologies Inc.,AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
49.***.***.***,Hwaseong-si,Gyeonggi-do,South Korea,18*,37.2,126.8,Asia/Seoul,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM
248.***.***.***,,,,,,,,,,
83.***.***.***,Rennes,Brittany,France,35***,48.1,-1.7,Europe/Paris,France Telecom,,AS3215 Orange S.A.
102.***.***.***,Cape Town,Western Cape,South Africa,78**,-33.9,18.4,Africa/Johannesburg,Webafrica - National Openserve DSL/FTTH,,
180.***.***.***,Beijing,Beijing,China,,39.9,116.4,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
173.***.***.***,Loretto,Pennsylvania,United States,15***,40.5,-78.6,America/New_York,In the Stix Broadband LLC,Meyersdale Area SD,AS396226 In the Stix Broadband LLC
116.***.***.***,Seoul,Seoul,South Korea,45**,37.6,127.0,Asia/Seoul,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM
167.***.***.***,Greenwood Village,Colorado,United States,80***,39.6,-104.9,America/Denver,Spectrum,Charter Communications,
40.***.***.***,Hyderabad,Telangana,India,50****,17.4,78.5,Asia/Kolkata,Amazon Technologies Inc,Amazon Technologies Inc. (ap-south-2),
81.***.***.***,Rome,Lazio,Italy,18*,42.0,12.5,Europe/Rome,Telecom Italia S.p.A,DATACOM,AS3269 Telecom Italia S.p.A.
147.***.***.***,The Hague,South Holland,The Netherlands,25**,52.1,4.3,Europe/Amsterdam,baten-lastendienst Logius,baten-lastendienst Logius,
166.***.***.***,Tollesboro,Kentucky,United States,41***,38.6,-83.6,America/New_York,Windstream Communications LLC,Live Oak Alltel dial customers,AS7029 Windstream Communications LLC
176.***.***.***,Cologne,North Rhine-Westphalia,Germany,50***,50.9,6.9,Europe/Berlin,DOMAINFACTORY,domainfactory GmbH,AS34011 Host Europe GmbH
251.***.***.***,,,,,,,,,,
66.***.***.***,Newton,Massachusetts,United States,24**,42.4,-71.2,America/New_York,Comcast Cable Communications,"Comcast Cable Communications Holdings, Inc","AS7015 Comcast Cable Communications, LLC"
89.***.***.***,Yekaterinburg,Sverdlovsk Oblast,Russia,62****,56.8,60.7,Asia/Yekaterinburg,UGMK-Telecom network,,AS41560 UGMK-Telecom LLC
105.***.***.***,Lagos,Lagos,Nigeria,,6.5,3.4,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,
146.***.***.***,Bentonville,Arkansas,United States,72***,36.4,-94.2,America/Chicago,"Wal-Mart Stores, Inc.","Wal-Mart Stores, Inc.","AS10695 Wal-Mart Stores, Inc."
150.***.***.***,Darwin,Northern Territory,Australia,81*,-12.4,130.9,Australia/Darwin,Northern Territory of Australia,Northern Territory Government,AS132321 NORTHERN TERRITORY OF AUSTRALIA
255.***.***.***,,,,,,,,,,
230.***.***.***,,,,,,,,,,
231.***.***.***,,,,,,,,,,
78.***.***.***,Berck,Hauts-de-France,France,62***,50.4,1.6,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,,AS15557 Societe Francaise Du Radiotelephone - SFR SA
162.***.***.***,Baghdad,Baghdad,Iraq,,33.3,44.4,Asia/Baghdad,"Cloudflare, Inc.",Cloudflare WARP,"AS13335 Cloudflare, Inc."
178.***.***.***,Trnava,Trnava Region,Slovakia,91****,48.4,17.6,Europe/Bratislava,Slovak Telecom AS6855,"Slovak Telekom, a.s.","AS6855 Slovak Telekom, a.s."
113.***.***.***,Loudi,Hunan,China,41****,27.6,111.9,Asia/Shanghai,Chinanet,Chinanet HN,AS4134 CHINANET-BACKBONE
5.***.***.***,Polička,Pardubicky kraj,Czechia,57****,49.7,16.3,Europe/Prague,PODA a.s.,,AS15425 PODA a.s.
174.***.***.***,Mississauga,Ontario,Canada,L5*,43.6,-79.6,America/Toronto,Bell Canada,Sympatico HSE,AS577 Bell Canada
37.***.***.***,Milan,Lombardy,Italy,20***,45.5,9.2,Europe/Rome,IP VDF,,AS30722 Vodafone Italia S.p.A.
90.***.***.***,Lewisham,England,United Kingdom,SE**,51.5,-0.1,Europe/London,Sky UK Limited,Sky Broadband,AS5607 Sky UK Limited
254.***.***.***,,,,,,,,,,
243.***.***.***,,,,,,,,,,
97.***.***.***,New York,New York,United States,10***,40.7,-74.0,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS22394 Verizon Business
185.***.***.***,Jyväskylä,Central Finland,Finland,40***,62.2,25.7,Europe/Helsinki,Online Solutions Hosting Services,Online Solutions Oy,
5.***.***.***,Nizhniy Novgorod,Nizhny Novgorod Oblast,Russia,60****,56.3,44.0,Europe/Moscow,MTS PJSC,MTS Nizhniy Novgorod Stream network,AS8580 MTS PJSC
212.***.***.***,London,England,United Kingdom,EC******,51.5,-0.1,Europe/London,"Level 3 Communications, Inc.",UK Customer Serial Links,"AS3356 Level 3 Parent, LLC"
216.***.***.***,San Jose,California,United States,95***,37.3,-121.9,America/Los_Angeles,Adobe Systems Inc.,Adobe Systems Inc,
141.***.***.***,Bucharest,București,Romania,61***,44.5,26.0,Europe/Bucharest,Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si C,Politehnica University of Bucharest,AS2614 Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si Cercetare
209.***.***.***,San Francisco,California,United States,94***,37.8,-122.4,America/Los_Angeles,HostRoyale Technologies Pvt Ltd,HostRoyale LLC,AS203020 HostRoyale Technologies Pvt Ltd
83.***.***.***,Munich,Bavaria,Germany,80***,48.2,11.6,Europe/Berlin,A100 ROW Inc,A100 ROW Inc,
93.***.***.***,Hamburg,Free and Hanseatic City of Hamburg,Germany,22***,53.6,10.0,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
2.***.***.***,Frankfurt am Main,Hesse,Germany,60***,50.1,8.7,Europe/Berlin,Telekom Deutschland GmbH,Telekom Deutschland GmbH,AS3320 Deutsche Telekom AG
10.***.***.***,,,,,,,,,,
76.***.***.***,New York,New York,United States,10***,40.7,-74.0,America/New_York,Charter Communications,Spectrum,AS10838 Charter Communications Inc
41.***.***.***,Cape Town,Western Cape,South Africa,74**,-33.9,18.5,Africa/Johannesburg,1 GRID (PTY) LTD,Grid,AS36943 1 GRID (PTY) LTD
180.***.***.***,Taipei,Taipei City,Taiwan,,25.1,121.5,Asia/Taipei,Taiwan Star Telecom Corporation,Vibo Telecom Inc.,AS24157 Taiwan Star Telecom Corporation Limited.(Former Vibo Telecom Inc.)
120.***.***.***,Yingge District,Taipei,Taiwan,,24.9,121.3,Asia/Taipei,TANET,,AS1659 Taiwan Academic Network (TANet) Information Center
26.***.***.***,Whitehall,Ohio,United States,43***,40.0,-82.9,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
12.***.***.***,Needham,Massachusetts,United States,24**,42.3,-71.2,America/New_York,"AT&T Services, Inc.","Parametric Technology Corp, MA","AS7018 AT&T Services, Inc."
48.***.***.***,Newark,New Jersey,United States,71**,40.7,-74.2,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
40.***.***.***,Indianapolis,Indiana,United States,46***,39.8,-86.2,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
43.***.***.***,Bengaluru,Karnataka,India,56****,13.0,77.6,Asia/Kolkata,BSNL Internet,Quadgen WiFi Project C/O Addl GM P3 Bangalore,AS9829 National Internet Backbone
89.***.***.***,Hamburg,Free and Hanseatic City of Hamburg,Germany,22***,53.6,10.0,Europe/Berlin,freenet Datenkommunikations GmbH,freenet Datenkommunikations GmbH,AS5430 freenet Datenkommunikations GmbH
