IMSI,ip_diversity,device_hopping,location_variation,net_switching,subnet_diversity,is_anomaly,risk_score
2406505276120,1,1,1,1,1,0,1.0
2406505476744,1,1,1,1,1,0,1.0
2406510389537,1,1,1,1,1,0,1.0
2406516512654,1,1,1,1,1,0,1.0
2406517680866,1,1,1,1,1,0,1.0
2406521010745,1,1,1,1,1,0,1.0
2406525483744,1,1,1,1,1,0,1.0
2406529905367,1,1,1,1,1,0,1.0
2406531361487,1,1,1,1,1,0,1.0
2406543089523,1,1,1,1,1,0,1.0
2406543113096,1,1,1,1,1,0,1.0
2406546141191,1,1,1,1,1,0,1.0
2406548338806,1,1,1,1,1,0,1.0
2406552899316,1,1,1,1,1,0,1.0
2406556192218,1,1,1,1,1,0,1.0
2406556472929,1,1,1,1,1,0,1.0
2406556732383,1,1,1,1,1,0,1.0
2406559761355,1,1,1,1,1,0,1.0
2406560494519,1,1,1,1,1,0,1.0
2406561833597,1,1,1,1,1,0,1.0
2406561978968,1,1,1,1,1,0,1.0
2406569044846,1,1,1,1,1,0,1.0
2406569963874,1,1,1,1,1,0,1.0
2406570310122,1,1,1,1,1,0,1.0
2406572628498,1,1,1,1,1,0,1.0
2406572818291,1,1,1,1,1,0,1.0
2406573762426,1,1,1,1,1,0,1.0
2406573853751,1,1,1,1,1,0,1.0
2406575557486,1,1,1,1,1,0,1.0
2406577580974,1,1,1,1,1,0,1.0
2406579681032,1,1,1,1,1,0,1.0
2406580643855,1,1,1,1,1,0,1.0
2406582344538,1,1,1,1,1,0,1.0
2406585473989,1,1,1,1,1,0,1.0
2406587280238,1,1,1,1,1,0,1.0
2406589884386,1,1,1,1,1,0,1.0
2406594805316,1,1,1,1,1,0,1.0
2406598669327,1,1,1,1,1,0,1.0
2406606328798,1,1,1,1,1,0,1.0
2406608112600,1,1,1,1,1,0,1.0
2406612875857,1,1,1,1,1,0,1.0
2406617658818,1,1,1,1,1,0,1.0
2406621380595,1,1,1,1,1,0,1.0
2406624813235,1,1,1,1,1,0,1.0
2406625396718,1,1,1,1,1,0,1.0
2406630906695,1,1,1,1,1,0,1.0
2406633705024,1,1,1,1,1,0,1.0
2406639032143,1,1,1,1,1,0,1.0
2406640072032,1,1,1,1,1,0,1.0
2406642394026,1,1,1,1,1,0,1.0
2406646419623,1,1,1,1,1,0,1.0
2406647741313,1,1,1,1,1,0,1.0
2406648143137,1,1,1,1,1,0,1.0
2406654053242,1,1,1,1,1,0,1.0
2406656067755,1,1,1,1,1,0,1.0
2406657486597,1,1,1,1,1,0,1.0
2406661449429,1,1,1,1,1,0,1.0
2406661780886,1,1,1,1,1,0,1.0
2406662068566,1,1,1,1,1,0,1.0
2406662159183,1,1,1,1,1,0,1.0
2406663093299,1,1,1,1,1,0,1.0
2406664374906,1,1,1,1,1,0,1.0
2406666369472,1,1,1,1,1,0,1.0
2406666760083,1,1,1,1,1,0,1.0
2406670191871,1,1,1,1,1,0,1.0
2406675859877,1,1,1,1,1,0,1.0
2406676527284,1,1,1,1,1,0,1.0
2406678845732,1,1,1,1,1,0,1.0
2406687002176,1,1,1,1,1,0,1.0
2406687887883,1,1,1,1,1,0,1.0
2406687930302,1,1,1,1,1,0,1.0
2406689742757,1,1,1,1,1,0,1.0
2406690205109,1,1,1,1,1,0,1.0
2406691008224,1,1,1,1,1,0,1.0
2406693548910,1,1,1,1,1,0,1.0
2406694793802,1,1,1,1,1,0,1.0
2406696922953,1,1,1,1,1,0,1.0
2406700900436,1,1,1,1,1,0,1.0
2406702440330,1,1,1,1,1,0,1.0
2406708762408,1,1,1,1,1,0,1.0
2406710529877,1,1,1,1,1,0,1.0
2406715663685,1,1,1,1,1,0,1.0
2406716977819,1,1,1,1,1,0,1.0
2406719796978,1,1,1,1,1,0,1.0
2406723904418,1,1,1,1,1,0,1.0
2406724195415,1,1,1,1,1,0,1.0
2406724347014,1,1,1,1,1,0,1.0
2406728728660,1,1,1,1,1,0,1.0
2406731234388,1,1,1,1,1,0,1.0
2406732586848,1,1,1,1,1,0,1.0
2406732904575,1,1,1,1,1,0,1.0
2406734815391,1,1,1,1,1,0,1.0
2406737250093,1,1,1,1,1,0,1.0
2406737497622,1,1,1,1,1,0,1.0
2406740865600,1,1,1,1,1,0,1.0
2406741671239,1,1,1,1,1,0,1.0
2406742662991,1,1,1,1,1,0,1.0
2406742860476,1,1,1,1,1,0,1.0
2406745339625,1,1,1,1,1,0,1.0
2406747152035,1,1,1,1,1,0,1.0
2406749261764,1,1,1,1,1,0,1.0
2406752059354,1,1,1,1,1,0,1.0
2406755125427,1,1,1,1,1,0,1.0
2406767416606,1,1,1,1,1,0,1.0
2406770028427,1,1,1,1,1,0,1.0
2406770667219,1,1,1,1,1,0,1.0
2406771251589,1,1,1,1,1,0,1.0
2406774473245,1,1,1,1,1,0,1.0
2406776968870,1,1,1,1,1,0,1.0
2406777110909,1,1,1,1,1,0,1.0
2406779466853,1,1,1,1,1,0,1.0
2406785304456,1,1,1,1,1,0,1.0
2406786290251,1,1,1,1,1,0,1.0
2406789973080,1,1,1,1,1,0,1.0
2406793263345,1,1,1,1,1,0,1.0
2406796325942,1,1,1,1,1,0,1.0
2406797808684,1,1,1,1,1,0,1.0
2406800907220,1,1,1,1,1,0,1.0
2406801269625,1,1,1,1,1,0,1.0
2406801867740,1,1,1,1,1,0,1.0
2406808760385,1,1,1,1,1,0,1.0
2406808835855,1,1,1,1,1,0,1.0
2406814298315,1,1,1,1,1,0,1.0
2406814473947,1,1,1,1,1,0,1.0
2406817557958,1,1,1,1,1,0,1.0
2406823373393,1,1,1,1,1,0,1.0
2406827256393,1,1,1,1,1,0,1.0
2406828765755,1,1,1,1,1,0,1.0
2406830177626,1,1,1,1,1,0,1.0
2406839699571,1,1,1,1,1,0,1.0
2406842633618,1,1,1,1,1,0,1.0
2406845525274,1,1,1,1,1,0,1.0
2406848507013,1,1,1,1,1,0,1.0
2406851640640,1,1,1,1,1,0,1.0
2406858643311,1,1,1,1,1,0,1.0
2406859766469,1,1,1,1,1,0,1.0
2406869461841,1,1,1,1,1,0,1.0
2406873391158,1,1,1,1,1,0,1.0
2406875670718,1,1,1,1,1,0,1.0
2406880848207,1,1,1,1,1,0,1.0
2406883275327,1,1,1,1,1,0,1.0
2406884047633,1,1,1,1,1,0,1.0
2406885455363,1,1,1,1,1,0,1.0
2406886738226,1,1,1,1,1,0,1.0
2406893327661,1,1,1,1,1,0,1.0
2406893345004,1,1,1,1,1,0,1.0
2406901079237,1,1,1,1,1,0,1.0
2406902837727,1,1,1,1,1,0,1.0
2406903337363,1,1,1,1,1,0,1.0
2406903583223,1,1,1,1,1,0,1.0
2406904635077,1,1,1,1,1,0,1.0
2406907826333,1,1,1,1,1,0,1.0
2406911030897,1,1,1,1,1,0,1.0
2406911223214,1,1,1,1,1,0,1.0
2406915697807,1,1,1,1,1,0,1.0
2406919486707,1,1,1,1,1,0,1.0
2406922394071,1,1,1,1,1,0,1.0
2406932405741,1,1,1,1,1,0,1.0
2406933753614,1,1,1,1,1,0,1.0
2406934292913,1,1,1,1,1,0,1.0
2406939089413,1,1,1,1,1,0,1.0
2406939553308,1,1,1,1,1,0,1.0
2406939578752,1,1,1,1,1,0,1.0
2406941235288,1,1,1,1,1,0,1.0
2406943074982,1,1,1,1,1,0,1.0
2406945919663,1,1,1,1,1,0,1.0
2406947258784,1,1,1,1,1,0,1.0
2406949739768,1,1,1,1,1,0,1.0
2406952121560,1,1,1,1,1,0,1.0
2406952357865,1,1,1,1,1,0,1.0
2406955286209,1,1,1,1,1,0,1.0
2406960956611,1,1,1,1,1,0,1.0
2406974721712,1,1,1,1,1,0,1.0
2406976487849,1,1,1,1,1,0,1.0
2406981528733,1,1,1,1,1,0,1.0
2406983649509,1,1,1,1,1,0,1.0
2406984775965,1,1,1,1,1,0,1.0
2406985700272,1,1,1,1,1,0,1.0
2406987036883,1,1,1,1,1,0,1.0
2406990185111,1,1,1,1,1,0,1.0
2406996213923,1,1,1,1,1,0,1.0
2406998426732,1,1,1,1,1,0,1.0
2406998428828,1,1,1,1,1,0,1.0
2406998758525,1,1,1,1,1,0,1.0
2406999393449,1,1,1,1,1,0,1.0
2407000267554,1,1,1,1,1,0,1.0
2407002136139,1,1,1,1,1,0,1.0
2407002518828,1,1,1,1,1,0,1.0
2407006268610,1,1,1,1,1,0,1.0
2407009358717,1,1,1,1,1,0,1.0
2407009687304,1,1,1,1,1,0,1.0
2407011269928,1,1,1,1,1,0,1.0
2407012770632,1,1,1,1,1,0,1.0
2407014389204,1,1,1,1,1,0,1.0
2407014498771,1,1,1,1,1,0,1.0
2407014508993,1,1,1,1,1,0,1.0
2407015522641,1,1,1,1,1,0,1.0
2407016541838,1,1,1,1,1,0,1.0
2407016608801,1,1,1,1,1,0,1.0
2407017130232,1,1,1,1,1,0,1.0
2407017850205,1,1,1,1,1,0,1.0
2407025431639,1,1,1,1,1,0,1.0
2407026406260,1,1,1,1,1,0,1.0
2407027510056,1,1,1,1,1,0,1.0
2407027937145,1,1,1,1,1,0,1.0
2407031286913,1,1,1,1,1,0,1.0
2407032288897,1,1,1,1,1,0,1.0
2407033329594,1,1,1,1,1,0,1.0
2407034756016,1,1,1,1,1,0,1.0
2407039508888,1,1,1,1,1,0,1.0
2407043796508,1,1,1,1,1,0,1.0
2407046226817,1,1,1,1,1,0,1.0
2407047023712,1,1,1,1,1,0,1.0
2407047743490,1,1,1,1,1,0,1.0
2407048281489,1,1,1,1,1,0,1.0
2407054668893,1,1,1,1,1,0,1.0
2407059488753,1,1,1,1,1,0,1.0
2407063378747,1,1,1,1,1,0,1.0
2407063632863,1,1,1,1,1,0,1.0
2407067596500,1,1,1,1,1,0,1.0
2407071020234,1,1,1,1,1,0,1.0
2407071198951,1,1,1,1,1,0,1.0
2407073068688,1,1,1,1,1,0,1.0
2407076280995,1,1,1,1,1,0,1.0
2407077576627,1,1,1,1,1,0,1.0
2407078384784,1,1,1,1,1,0,1.0
2407083388806,1,1,1,1,1,0,1.0
2407095062632,1,1,1,1,1,0,1.0
2407095577200,1,1,1,1,1,0,1.0
2407097915422,1,1,1,1,1,0,1.0
2407104044646,1,1,1,1,1,0,1.0
2407107382322,1,1,1,1,1,0,1.0
2407108228194,1,1,1,1,1,0,1.0
2407114865658,1,1,1,1,1,0,1.0
2407121249876,1,1,1,1,1,0,1.0
2407128403840,1,1,1,1,1,0,1.0
2407130370971,1,1,1,1,1,0,1.0
2407131439692,1,1,1,1,1,0,1.0
2407135384732,1,1,1,1,1,0,1.0
2407136930052,1,1,1,1,1,0,1.0
2407137564867,1,1,1,1,1,0,1.0
2407149131046,1,1,1,1,1,0,1.0
2407150416591,1,1,1,1,1,0,1.0
2407151041367,1,1,1,1,1,0,1.0
2407151332690,1,1,1,1,1,0,1.0
2407153784205,1,1,1,1,1,0,1.0
2407154224125,1,1,1,1,1,0,1.0
2407155333179,1,1,1,1,1,0,1.0
2407156210004,1,1,1,1,1,0,1.0
2407157557166,1,1,1,1,1,0,1.0
2407157724599,1,1,1,1,1,0,1.0
2407168923217,1,1,1,1,1,0,1.0
2407175240975,1,1,1,1,1,0,1.0
2407175663579,1,1,1,1,1,0,1.0
2407176350642,1,1,1,1,1,0,1.0
2407181063198,1,1,1,1,1,0,1.0
2407183410006,1,1,1,1,1,0,1.0
2407185081463,1,1,1,1,1,0,1.0
2407186294368,1,1,1,1,1,0,1.0
2407187500369,1,1,1,1,1,0,1.0
2407187988235,1,1,1,1,1,0,1.0
2407189935475,1,1,1,1,1,0,1.0
2407192615487,1,1,1,1,1,0,1.0
2407193916527,1,1,1,1,1,0,1.0
2407197323815,1,1,1,1,1,0,1.0
2407198460534,1,1,1,1,1,0,1.0
2407201082402,1,1,1,1,1,0,1.0
2407204509806,1,1,1,1,1,0,1.0
2407206965776,1,1,1,1,1,0,1.0
2407210463118,1,1,1,1,1,0,1.0
2407215107029,1,1,1,1,1,0,1.0
2407217618989,1,1,1,1,1,0,1.0
2407220542216,1,1,1,1,1,0,1.0
2407228200557,1,1,1,1,1,0,1.0
2407232472828,1,1,1,1,1,0,1.0
2407237225931,1,1,1,1,1,0,1.0
2407241975028,1,1,1,1,1,0,1.0
2407244069535,1,1,1,1,1,0,1.0
2407246259997,1,1,1,1,1,0,1.0
2407246330345,1,1,1,1,1,0,1.0
2407246676226,1,1,1,1,1,0,1.0
2407254422535,1,1,1,1,1,0,1.0
2407257522625,1,1,1,1,1,0,1.0
2407260213180,1,1,1,1,1,0,1.0
2407262942066,1,1,1,1,1,0,1.0
2407267545769,1,1,1,1,1,0,1.0
2407268565505,1,1,1,1,1,0,1.0
2407268779388,1,1,1,1,1,0,1.0
2407270224102,1,1,1,1,1,0,1.0
2407277282769,1,1,1,1,1,0,1.0
2407280072720,1,1,1,1,1,0,1.0
2407281959816,1,1,1,1,1,0,1.0
2407283334326,1,1,1,1,1,0,1.0
2407284540182,1,1,1,1,1,0,1.0
2407285021553,1,1,1,1,1,0,1.0
2407285353399,1,1,1,1,1,0,1.0
2407285759582,1,1,1,1,1,0,1.0
2407296204297,1,1,1,1,1,0,1.0
2407299766562,1,1,1,1,1,0,1.0
2407301924418,1,1,1,1,1,0,1.0
2407309009062,1,1,1,1,1,0,1.0
2407309532670,1,1,1,1,1,0,1.0
2407309818192,1,1,1,1,1,0,1.0
2407314217562,1,1,1,1,1,0,1.0
2407315841714,1,1,1,1,1,0,1.0
2407315847768,1,1,1,1,1,0,1.0
2407320129531,1,1,1,1,1,0,1.0
2407320220173,1,1,1,1,1,0,1.0
2407321271215,1,1,1,1,1,0,1.0
2407325538274,1,1,1,1,1,0,1.0
2407327839692,1,1,1,1,1,0,1.0
2407328162910,1,1,1,1,1,0,1.0
2407331881567,1,1,1,1,1,0,1.0
2407337461215,1,1,1,1,1,0,1.0
2407337610727,1,1,1,1,1,0,1.0
2407340538676,1,1,1,1,1,0,1.0
2407343282391,1,1,1,1,1,0,1.0
2407344580197,1,1,1,1,1,0,1.0
2407345475749,1,1,1,1,1,0,1.0
2407351090933,1,1,1,1,1,0,1.0
2407355278451,1,1,1,1,1,0,1.0
2407359283962,1,1,1,1,1,0,1.0
2407360511035,1,1,1,1,1,0,1.0
2407362530342,1,1,1,1,1,0,1.0
2407364140226,1,1,1,1,1,0,1.0
2407364248096,1,1,1,1,1,0,1.0
2407365764554,1,1,1,1,1,0,1.0
2407370387746,1,1,1,1,1,0,1.0
2407371784587,1,1,1,1,1,0,1.0
2407372590125,1,1,1,1,1,0,1.0
2407372830093,1,1,1,1,1,0,1.0
2407372954503,1,1,1,1,1,0,1.0
2407381567997,1,1,1,1,1,0,1.0
2407382760670,1,1,1,1,1,0,1.0
2407384315567,1,1,1,1,1,0,1.0
2407393899204,1,1,1,1,1,0,1.0
2407396369969,1,1,1,1,1,0,1.0
2407402823164,1,1,1,1,1,0,1.0
2407402826565,1,1,1,1,1,0,1.0
2407404336895,1,1,1,1,1,0,1.0
2407404772464,1,1,1,1,1,0,1.0
2407405171757,1,1,1,1,1,0,1.0
2407405714469,1,1,1,1,1,0,1.0
2407406242610,1,1,1,1,1,0,1.0
2407408975784,1,1,1,1,1,0,1.0
2407409126028,1,1,1,1,1,0,1.0
2407409131117,1,1,1,1,1,0,1.0
2407410591579,1,1,1,1,1,0,1.0
2407414201349,1,1,1,1,1,0,1.0
2407416371206,1,1,1,1,1,0,1.0
2407416537466,1,1,1,1,1,0,1.0
2407416867448,1,1,1,1,1,0,1.0
2407417918480,1,1,1,1,1,0,1.0
2407422294643,1,1,1,1,1,0,1.0
2407423183061,1,1,1,1,1,0,1.0
2407429671756,1,1,1,1,1,0,1.0
2407432692494,1,1,1,1,1,0,1.0
2407433384965,1,1,1,1,1,0,1.0
2407434021970,1,1,1,1,1,0,1.0
2407435670277,1,1,1,1,1,0,1.0
2407437212384,1,1,1,1,1,0,1.0
2407437299035,1,1,1,1,1,0,1.0
2407439391916,1,1,1,1,1,0,1.0
2407445825742,1,1,1,1,1,0,1.0
2407455084289,1,1,1,1,1,0,1.0
2407460034105,1,1,1,1,1,0,1.0
2407463177186,1,1,1,1,1,0,1.0
2407464227300,1,1,1,1,1,0,1.0
2407464533164,1,1,1,1,1,0,1.0
2407465505751,1,1,1,1,1,0,1.0
2407467621202,1,1,1,1,1,0,1.0
2407469660606,1,1,1,1,1,0,1.0
2407470002687,1,1,1,1,1,0,1.0
2407470465717,1,1,1,1,1,0,1.0
2407474073972,1,1,1,1,1,0,1.0
2407476484559,1,1,1,1,1,0,1.0
2407484643103,1,1,1,1,1,0,1.0
2407486993588,1,1,1,1,1,0,1.0
2407487056623,1,1,1,1,1,0,1.0
2407488168204,1,1,1,1,1,0,1.0
2407490044910,1,1,1,1,1,0,1.0
2407491348169,1,1,1,1,1,0,1.0
2407492050318,1,1,1,1,1,0,1.0
2407492663295,1,1,1,1,1,0,1.0
2407492944993,1,1,1,1,1,0,1.0
2407494653984,1,1,1,1,1,0,1.0
2407497852491,1,1,1,1,1,0,1.0
2407499883519,1,1,1,1,1,0,1.0
2407504093701,1,1,1,1,1,0,1.0
2407505611555,1,1,1,1,1,0,1.0
2407513158620,1,1,1,1,1,0,1.0
2407516061403,1,1,1,1,1,0,1.0
2407516748673,1,1,1,1,1,0,1.0
2407519267750,1,1,1,1,1,0,1.0
2407519712847,1,1,1,1,1,0,1.0
2407520025569,1,1,1,1,1,0,1.0
2407520238974,1,1,1,1,1,0,1.0
2407521455447,1,1,1,1,1,0,1.0
2407531368593,1,1,1,1,1,0,1.0
2407531779105,1,1,1,1,1,0,1.0
2407533631492,1,1,1,1,1,0,1.0
2407535024694,1,1,1,1,1,0,1.0
2407536170617,1,1,1,1,1,0,1.0
2407537450883,1,1,1,1,1,0,1.0
2407541184762,1,1,1,1,1,0,1.0
2407552314913,1,1,1,1,1,0,1.0
2407553373477,1,1,1,1,1,0,1.0
2407553942373,1,1,1,1,1,0,1.0
2407560208019,1,1,1,1,1,0,1.0
2407563112138,1,1,1,1,1,0,1.0
2407566807345,1,1,1,1,1,0,1.0
2407567538668,1,1,1,1,1,0,1.0
2407570974141,1,1,1,1,1,0,1.0
2407573554814,1,1,1,1,1,0,1.0
2407573660965,1,1,1,1,1,0,1.0
2407574058923,1,1,1,1,1,0,1.0
2407574545173,1,1,1,1,1,0,1.0
2407576826369,1,1,1,1,1,0,1.0
2407577079606,1,1,1,1,1,0,1.0
2407583356638,1,1,1,1,1,0,1.0
2407585485965,1,1,1,1,1,0,1.0
2407595141864,1,1,1,1,1,0,1.0
2407604027183,1,1,1,1,1,0,1.0
2407607866076,1,1,1,1,1,0,1.0
2407609713777,1,1,1,1,1,0,1.0
2407610527237,1,1,1,1,1,0,1.0
2407612898993,1,1,1,1,1,0,1.0
2407615842511,1,1,1,1,1,0,1.0
2407621577405,1,1,1,1,1,0,1.0
2407625503250,1,1,1,1,1,0,1.0
2407625906200,1,1,1,1,1,0,1.0
2407629507671,1,1,1,1,1,0,1.0
2407629833477,1,1,1,1,1,0,1.0
2407630728727,1,1,1,1,1,0,1.0
2407630901573,1,1,1,1,1,0,1.0
2407637153988,1,1,1,1,1,0,1.0
2407638631863,1,1,1,1,1,0,1.0
2407640006875,1,1,1,1,1,0,1.0
2407640838580,1,1,1,1,1,0,1.0
2407642369170,1,1,1,1,1,0,1.0
2407644943632,1,1,1,1,1,0,1.0
2407647229812,1,1,1,1,1,0,1.0
2407659486378,1,1,1,1,1,0,1.0
2407659544088,1,1,1,1,1,0,1.0
2407660022003,1,1,1,1,1,0,1.0
2407662154151,1,1,1,1,1,0,1.0
2407665061809,1,1,1,1,1,0,1.0
2407665420986,1,1,1,1,1,0,1.0
2407665905349,1,1,1,1,1,0,1.0
2407667861986,1,1,1,1,1,0,1.0
2407668089504,1,1,1,1,1,0,1.0
2407671499863,1,1,1,1,1,0,1.0
2407672095799,1,1,1,1,1,0,1.0
2407675149753,1,1,1,1,1,0,1.0
2407677583131,1,1,1,1,1,0,1.0
2407681605191,1,1,1,1,1,0,1.0
2407682523815,1,1,1,1,1,0,1.0
2407682996728,1,1,1,1,1,0,1.0
2407685384994,1,1,1,1,1,0,1.0
2407687014626,1,1,1,1,1,0,1.0
2407687526437,1,1,1,1,1,0,1.0
2407690700960,1,1,1,1,1,0,1.0
2407694535365,1,1,1,1,1,0,1.0
2407700378171,1,1,1,1,1,0,1.0
2407700541199,1,1,1,1,1,0,1.0
2407702238045,1,1,1,1,1,0,1.0
2407704990967,1,1,1,1,1,0,1.0
2407706736820,1,1,1,1,1,0,1.0
2407709895342,1,1,1,1,1,0,1.0
2407710629450,1,1,1,1,1,0,1.0
2407712582848,1,1,1,1,1,0,1.0
2407713715342,1,1,1,1,1,0,1.0
2407716991658,1,1,1,1,1,0,1.0
2407718551687,1,1,1,1,1,0,1.0
2407721075240,1,1,1,1,1,0,1.0
2407721788728,1,1,1,1,1,0,1.0
2407722164175,1,1,1,1,1,0,1.0
2407723692929,1,1,1,1,1,0,1.0
2407725961159,1,1,1,1,1,0,1.0
2407729343010,1,1,1,1,1,0,1.0
2407729753335,1,1,1,1,1,0,1.0
2407730638556,1,1,1,1,1,0,1.0
2407731319749,1,1,1,1,1,0,1.0
2407731806325,1,1,1,1,1,0,1.0
2407732357374,1,1,1,1,1,0,1.0
2407732372492,1,1,1,1,1,0,1.0
2407732449134,1,1,1,1,1,0,1.0
2407733430718,1,1,1,1,1,0,1.0
2407735031884,1,1,1,1,1,0,1.0
2407735956919,1,1,1,1,1,0,1.0
2407736609859,1,1,1,1,1,0,1.0
2407736772443,1,1,1,1,1,0,1.0
2407744222124,1,1,1,1,1,0,1.0
2407749649909,1,1,1,1,1,0,1.0
2407751536720,1,1,1,1,1,0,1.0
2407756185374,1,1,1,1,1,0,1.0
2407756900019,1,1,1,1,1,0,1.0
2407759902549,1,1,1,1,1,0,1.0
2407761276514,1,1,1,1,1,0,1.0
2407762369663,1,1,1,1,1,0,1.0
2407762601835,1,1,1,1,1,0,1.0
2407764237885,1,1,1,1,1,0,1.0
2407767199038,1,1,1,1,1,0,1.0
2407772043971,1,1,1,1,1,0,1.0
2407772774575,1,1,1,1,1,0,1.0
2407775323863,1,1,1,1,1,0,1.0
2407778321867,1,1,1,1,1,0,1.0
2407778673971,1,1,1,1,1,0,1.0
2407781456474,1,1,1,1,1,0,1.0
2407788921418,1,1,1,1,1,0,1.0
2407789433276,1,1,1,1,1,0,1.0
2407793854609,1,1,1,1,1,0,1.0
2407794523219,1,1,1,1,1,0,1.0
2407798768299,1,1,1,1,1,0,1.0
2407803463328,1,1,1,1,1,0,1.0
2407808264931,1,1,1,1,1,0,1.0
2407808866932,1,1,1,1,1,0,1.0
2407811016219,1,1,1,1,1,0,1.0
2407813409514,1,1,1,1,1,0,1.0
2407813742141,1,1,1,1,1,0,1.0
2407817042327,1,1,1,1,1,0,1.0
2407818875815,1,1,1,1,1,0,1.0
2407820829737,1,1,1,1,1,0,1.0
2407820993872,1,1,1,1,1,0,1.0
2407821056733,1,1,1,1,1,0,1.0
2407823129957,1,1,1,1,1,0,1.0
2407824116434,1,1,1,1,1,0,1.0
2407827577306,1,1,1,1,1,0,1.0
2407827710501,1,1,1,1,1,0,1.0
2407832031613,1,1,1,1,1,0,1.0
2407833594822,1,1,1,1,1,0,1.0
2407834127083,1,1,1,1,1,0,1.0
2407835179838,1,1,1,1,1,0,1.0
2407837031754,1,1,1,1,1,0,1.0
2407839071212,1,1,1,1,1,0,1.0
2407842471649,1,1,1,1,1,0,1.0
2407844298299,1,1,1,1,1,0,1.0
2407849082456,1,1,1,1,1,0,1.0
2407854458771,1,1,1,1,1,0,1.0
2407861658413,1,1,1,1,1,0,1.0
2407863594301,1,1,1,1,1,0,1.0
2407863767316,1,1,1,1,1,0,1.0
2407865095256,1,1,1,1,1,0,1.0
2407866557195,1,1,1,1,1,0,1.0
2407879054116,1,1,1,1,1,0,1.0
2407879565442,1,1,1,1,1,0,1.0
2407880936766,1,1,1,1,1,0,1.0
2407881253251,1,1,1,1,1,0,1.0
2407884779888,1,1,1,1,1,0,1.0
2407889155939,1,1,1,1,1,0,1.0
2407891771020,1,1,1,1,1,0,1.0
2407897267156,1,1,1,1,1,0,1.0
2407897616829,1,1,1,1,1,0,1.0
2407897755426,1,1,1,1,1,0,1.0
2407904470856,1,1,1,1,1,0,1.0
2407905387518,1,1,1,1,1,0,1.0
2407905528183,1,1,1,1,1,0,1.0
2407912141614,1,1,1,1,1,0,1.0
2407912251575,1,1,1,1,1,0,1.0
2407916712794,1,1,1,1,1,0,1.0
2407917665122,1,1,1,1,1,0,1.0
2407919445576,1,1,1,1,1,0,1.0
2407923264870,1,1,1,1,1,0,1.0
2407929111799,1,1,1,1,1,0,1.0
2407931363659,1,1,1,1,1,0,1.0
2407932008224,1,1,1,1,1,0,1.0
2407932353933,1,1,1,1,1,0,1.0
2407941908788,1,1,1,1,1,0,1.0
2407943444175,1,1,1,1,1,0,1.0
2407958187744,1,1,1,1,1,0,1.0
2407963346746,1,1,1,1,1,0,1.0
2407965273983,1,1,1,1,1,0,1.0
2407975643273,1,1,1,1,1,0,1.0
2407979389269,1,1,1,1,1,0,1.0
2407981233160,1,1,1,1,1,0,1.0
2407983677810,1,1,1,1,1,0,1.0
2407988217026,1,1,1,1,1,0,1.0
2407988937363,1,1,1,1,1,0,1.0
2407989764433,1,1,1,1,1,0,1.0
2407993712406,1,1,1,1,1,0,1.0
2407994505495,1,1,1,1,1,0,1.0
2407997931589,1,1,1,1,1,0,1.0
2407998708053,1,1,1,1,1,0,1.0
2407998904381,1,1,1,1,1,0,1.0
2408000489168,1,1,1,1,1,0,1.0
2408002729171,1,1,1,1,1,0,1.0
2408003383367,1,1,1,1,1,0,1.0
2408005440277,1,1,1,1,1,0,1.0
2408005573380,1,1,1,1,1,0,1.0
2408013702098,1,1,1,1,1,0,1.0
2408013871628,1,1,1,1,1,0,1.0
2408014138113,1,1,1,1,1,0,1.0
2408015716479,1,1,1,1,1,0,1.0
2408020752046,1,1,1,1,1,0,1.0
2408020820646,1,1,1,1,1,0,1.0
2408023621921,1,1,1,1,1,0,1.0
2408026933154,1,1,1,1,1,0,1.0
2408028273980,1,1,1,1,1,0,1.0
2408030569067,1,1,1,1,1,0,1.0
2408031201327,1,1,1,1,1,0,1.0
2408031538882,1,1,1,1,1,0,1.0
2408032427161,1,1,1,1,1,0,1.0
2408034594893,1,1,1,1,1,0,1.0
2408034764472,1,1,1,1,1,0,1.0
2408037825371,1,1,1,1,1,0,1.0
2408039098802,1,1,1,1,1,0,1.0
2408040334801,1,1,1,1,1,0,1.0
2408040737304,1,1,1,1,1,0,1.0
2408045769229,1,1,1,1,1,0,1.0
2408046779338,1,1,1,1,1,0,1.0
2408052924075,1,1,1,1,1,0,1.0
2408053100330,1,1,1,1,1,0,1.0
2408053659726,1,1,1,1,1,0,1.0
2408058877968,1,1,1,1,1,0,1.0
2408063958454,1,1,1,1,1,0,1.0
2408071860699,1,1,1,1,1,0,1.0
2408075957947,1,1,1,1,1,0,1.0
2408076615458,1,1,1,1,1,0,1.0
2408076965776,1,1,1,1,1,0,1.0
2408077858599,1,1,1,1,1,0,1.0
2408081063551,1,1,1,1,1,0,1.0
2408083480985,1,1,1,1,1,0,1.0
2408084274062,1,1,1,1,1,0,1.0
2408084388168,1,1,1,1,1,0,1.0
2408085954486,1,1,1,1,1,0,1.0
2408087667845,1,1,1,1,1,0,1.0
2408087991962,1,1,1,1,1,0,1.0
2408092550213,1,1,1,1,1,0,1.0
2408099839767,1,1,1,1,1,0,1.0
2408105939030,1,1,1,1,1,0,1.0
2408108013267,1,1,1,1,1,0,1.0
2408108358328,1,1,1,1,1,0,1.0
2408110699429,1,1,1,1,1,0,1.0
2408110802388,1,1,1,1,1,0,1.0
