Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
Missouri,United States,,39.1,-94.578,America/Chicago,Google LLC,Google Cloud,AS396982 Google LLC
Seoul,South Korea,60***,37.524,127.035,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
Pays de la Loire,France,49***,47.47,-0.546,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,Ncnumericable,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Nouvelle-Aquitaine,France,16***,45.648,0.156,Europe/Paris,Celeste SAS,Oceanettechnology,AS20926 CELESTE SAS
Virginia,United States,24***,36.968,-79.338,America/New_York,Wilkes Communications,WILKE,"AS22191 Wilkes Communications, Inc."
Incheon,South Korea,22*,37.508,126.665,Asia/Seoul,Korea Telecom,KORNET,AS4766 Korea Telecom
New Jersey,United States,79**,40.685,-74.402,America/New_York,Nokia of America Corporation,Nokia of America Corporation,AS7345 Nokia of America Corporation
Utrecht,The Netherlands,36**,52.171,5.006,Europe/Amsterdam,Concepts ICT B.V.,Concepts ICT Holding B.V.,AS1136 KPN B.V.
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
North Holland,The Netherlands,11**,52.498,5.068,Europe/Amsterdam,KPN B.V.,KPN B.V,AS1136 KPN B.V.
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Louisiana,United States,71***,32.59,-92.067,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Tokyo,Japan,10******,35.655,139.761,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
Incheon,South Korea,22*,37.549,126.658,Asia/Seoul,SK-TELECOM,,AS9644 SK Telecom
England,United Kingdom,W1*,51.507,-0.128,Europe/London,Microsoft Limited,Microsoft Limited,
North West,Singapore,85****,1.352,103.82,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
England,United Kingdom,W1*,51.507,-0.128,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
Kaohsiung,Taiwan,,22.615,120.314,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
,,,,,,,,
Florida,United States,33***,25.776,-80.193,America/New_York,colo4jax,AYK Solutions LLC,
Henan,China,45****,34.747,113.625,Asia/Shanghai,CNC Group CHINA169 Henan Province Network,,AS4837 CHINA UNICOM China169 Backbone
,,,,,,,,
Tbilisi,Georgia,,41.696,44.832,Asia/Tbilisi,"JSC ""Silknet""",Silknet - 6,"AS35805 JSC ""Silknet"""
British Columbia,Canada,V2*,53.913,-122.734,America/Vancouver,ABC Allen Business Communications Ltd,ABC Allen Business Communications Ltd,AS62969 ABC Allen Business Communications Ltd
Tokyo,Japan,10******,35.694,139.754,Asia/Tokyo,Expereo International BV,Pfizer Inc,AS15695 Expereo International BV
Land Berlin,Germany,14***,52.455,13.281,Europe/Berlin,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,Freie Universitaet Berlin,AS680 Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
Moscow,Russia,10****,55.732,37.646,Europe/Moscow,CORBINA-BROADBAND,,"AS8402 PJSC ""Vimpelcom"""
Washington,United States,98***,47.623,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Virginia,United States,22***,38.92,-77.22,America/New_York,GTT Communications Inc.,GTT,AS3257 GTT Communications Inc.
District of Columbia,United States,56***,38.894,-77.036,America/New_York,Cogent Communications,Cogent Communications - IPENG,AS174 Cogent Communications
England,United Kingdom,W1*,51.507,-0.128,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
Indiana,United States,46***,39.771,-86.158,America/Chicago,AT&T Services,"AT&T Services, Inc.",
Michigan,United States,48***,42.214,-83.745,America/Detroit,Merit Network Inc.,Merit Network Inc,
Tokyo,Japan,10******,35.663,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
Seoul,South Korea,13****,37.588,127.006,Asia/Seoul,Korean Education Network,Hangsung University,AS3786 LG DACOM Corporation
Western Province,Sri Lanka,50*,6.884,79.862,Asia/Colombo,Dialog Axiata Plc,Dialog Axiata Plc,AS18001 Dialog Axiata PLC.
Michigan,United States,48***,42.322,-83.176,America/Detroit,Ford Motor Company,Ford Motor Company,
Pennsylvania,United States,18***,40.699,-75.483,America/New_York,RCN,RCN Corporation,AS6079 RCN
Ohio,United States,44***,41.499,-81.694,America/New_York,Cogent Communications,Cogent communications - IPENG,AS174 Cogent Communications
Guangdong,China,51****,22.543,114.058,Asia/Shanghai,China Mobile communications corporation,China Mobile Communications Corporation - shanghai company,"AS9808 China Mobile Communications Group Co., Ltd."
England,United Kingdom,CR*****,51.305,-0.146,Europe/London,EDRCNET,RIPE Network Coordination Centre,
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Indiana,United States,46***,39.591,-86.367,America/Indiana/Indianapolis,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Tokyo,Japan,10******,35.692,139.768,Asia/Tokyo,JAPAN,Japan163,
Beijing,China,,39.904,116.407,Asia/Shanghai,China Networks Inter-Exchange,The 70st Primary school in beijing,AS4847 China Networks Inter-Exchange
California,United States,94***,37.562,-122.0,America/Los_Angeles,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud
Georgia,United States,30***,33.756,-84.392,America/New_York,"AT&T Services, Inc.",AT&T Mobility LLC,"AS7018 AT&T Services, Inc."
Hesse,Germany,60***,50.111,8.682,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,
Arizona,United States,85***,31.555,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
Sindh,Pakistan,12***,24.926,67.09,Asia/Karachi,Wancom (Pvt) Ltd,Wancom (Pvt) Ltd,
,,,,,,,,
,,,,,,,,
Beijing,China,,39.904,116.407,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limited,Aliyun Computing Co.,
North Holland,Netherlands,10**,52.367,4.9,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation
Virginia,United States,20***,39.011,-77.471,America/New_York,Verizon Business,Verizon Business,AS6167 Verizon Business
California,United States,94***,37.781,-122.424,America/Los_Angeles,"AT&T Services, Inc.",AT&T Worldnet Services,"AS7018 AT&T Services, Inc."
Tuscany,Italy,56***,43.709,10.409,Europe/Rome,PISA,Universita' degli Studi di Pisa,AS137 Consortium GARR
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Hesse,Germany,60***,50.111,8.682,Europe/Berlin,Amazon Technologies Inc.,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
California,United States,95***,38.698,-121.271,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc","AS33667 Comcast Cable Communications, LLC"
New Taipei,Taiwan,,24.947,121.586,Asia/Taipei,Taiwan Academic Network (TANet) Information Center,Tanet Bneta,AS1659 Taiwan Academic Network (TANet) Information Center
New York,United States,10***,40.713,-74.006,America/New_York,"AT&T Services, Inc.","AT&T Global Network Services, LLC","AS7018 AT&T Services, Inc."
Virginia,United States,20***,39.011,-77.471,America/New_York,Verizon Online LLC,Verizon Online LLC,
Dubai,United Arab Emirates,,25.264,55.289,Asia/Dubai,Amwaj Alkhyr Commercial Brokers CO,Amwaj Alkhyr Commercial Brokers CO,
Giza,Egypt,,30.035,31.206,Africa/Cairo,TE Data,,AS8452 TE-AS
Yogyakarta,Indonesia,,-7.804,110.365,Asia/Jakarta,PT. TELKOM INDONESIA,,AS7713 PT Telekomunikasi Indonesia
Orenburg Oblast,Russia,46****,51.48,57.36,Asia/Yekaterinburg,Orenburg branch office of VolgaTelecom company,OJSC VolgaTelecom,AS12389 PJSC Rostelecom
,,,,,,,,
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Guangdong,China,,23.118,113.254,Asia/Shanghai,Chinanet,Chinanet HB,AS4134 CHINANET-BACKBONE
Leinster,Ireland,D2*,53.291,-6.42,Europe/Dublin,Orange Business Communications Technology Limited,Orange Business Communications Technology Limited,
Washington,United States,98***,47.623,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Washington,United States,98***,47.672,-122.126,America/Los_Angeles,Atlas Networks Corporation,Atlas Networks Corporation,AS21743 Atlas Networks Corporation
Pomerania,Poland,84****,54.538,17.745,Europe/Warsaw,Netia SA,Scorpion Computer Marcin Cygert,AS12741 Netia SA
England,United Kingdom,DN**,53.562,-0.081,Europe/London,Virgin Media Limited,Vmcbbuk,AS5089 Virgin Media Limited
England,United Kingdom,W1*,51.507,-0.128,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Seoul,South Korea,43**,37.536,126.971,Asia/Seoul,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Virginia,United States,20***,39.044,-77.487,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
,,,,,,,,
KwaZulu-Natal,South Africa,40**,-29.906,30.94,Africa/Johannesburg,Vodacom UMTS Durban Kwazulu Natal INTERNET APN,,AS29975 Vodacom
Guangdong,China,,23.379,113.763,Asia/Shanghai,CHINANET-GD,Chinanet GD,
Oregon,United States,97***,45.524,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Kwai Tsing,Hong Kong,,22.348,114.112,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
England,United Kingdom,W1*,51.507,-0.128,Europe/London,Oracle Svenska AB,Oracle Corporation,AS43894 Oracle Svenska AB
New Jersey,United States,73**,40.718,-74.048,America/New_York,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33659 Comcast Cable Communications, LLC"
North Carolina,United States,28***,35.542,-80.854,America/New_York,Lowe's Companies,"Lowe's Companies, Inc.",
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS5972 DoD Network Information Center
,,,,,,,,
Quebec,Canada,H4*,45.502,-73.567,America/Toronto,IBM,IBM,
Lubusz,Poland,65****,51.935,15.508,Europe/Warsaw,Netia SA,NETIA,AS12741 Netia SA
New York,United States,10***,40.754,-73.981,America/New_York,Windstream Communications LLC,Hafetz & Necheles,AS7029 Windstream Communications LLC
Colorado,United States,80***,39.752,-104.984,America/Denver,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7922 Comcast Cable Communications, LLC"
North Holland,The Netherlands,10**,52.368,4.904,Europe/Amsterdam,Verizon Nederland B.V,NLNET,AS702 Verizon Business
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ankara,Türkiye,60**,39.967,32.862,Europe/Istanbul,Vodafone Net DSL,,AS15924 Vodafone Net Iletisim Hizmetler AS
,,,,,,,,
,,,,,,,,
Florida,United States,32***,28.6,-81.198,America/New_York,University of Central Florida,University of Central Florida,AS7939 University of Central Florida
West Bengal,India,70****,22.518,88.383,Asia/Kolkata,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited,
,,,,,,,,
Illinois,United States,60***,41.878,-87.63,America/Chicago,AT&T Mobility LLC,AT&T Mobility LLC,AS46164 AT&T Mobility LLC
Pays de la Loire,France,44***,47.72,-1.381,Europe/Paris,France Telecom,,AS3215 Orange S.A.
Quebec,Canada,J8*,45.651,-74.326,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee
Arizona,United States,85***,31.555,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
,,,,,,,,
Michigan,United States,48***,42.322,-83.176,America/Detroit,Ford Motor Company,Ford Motor Company,
Ohio,United States,44***,41.059,-81.477,America/New_York,The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company,
Illinois,United States,60***,41.878,-87.63,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Massachusetts,United States,21**,42.29,-71.071,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS22258 Comcast Cable Communications, LLC"
Oslo County,Norway,35*,59.902,10.734,Europe/Oslo,NextGenTel Network,,AS15659 NextGenTel AS
Kentucky,United States,40***,37.755,-84.298,America/New_York,Eastern Kentucky University,Eastern Kentucky University,AS13327 Eastern Kentucky University
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Tokyo,Japan,15******,35.656,139.699,Asia/Tokyo,GMO-BRS,GMO BRAND SECURITY Inc.,
England,United Kingdom,W1*,51.507,-0.128,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,
Seoul,South Korea,83***,37.478,126.898,Asia/Seoul,SK Broadband Co Ltd,Sejong University,AS9318 SK Broadband Co Ltd
Indiana,United States,46***,39.756,-86.153,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
Michigan,United States,49***,43.541,-85.755,America/Detroit,Great Lakes Energy Connections Inc.,Great Lakes Energy Connections Inc,AS398143 Great Lakes Energy Connections Inc.
England,United Kingdom,W1*,51.507,-0.128,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
,,,,,,,,
Beijing,China,,39.979,116.302,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",
Maine,United States,40**,43.797,-70.416,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
Nevada,United States,,36.17,-115.14,America/Los_Angeles,Google LLC,Google Cloud (us-west4),AS15169 Google LLC
,,,,,,,,
Washington,United States,98***,47.622,-122.337,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,
,,,,,,,,
Jiangsu,China,,32.061,118.763,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Michigan,United States,48***,42.558,-83.18,America/Detroit,"Comcast Cable Communications, LLC","Comcast Cable Communications Holdings, Inc","AS33668 Comcast Cable Communications, LLC"
Ohio,United States,44***,41.098,-81.642,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
Georgia,United States,31***,32.894,-83.743,America/New_York,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority
Virginia,United States,20***,39.044,-77.487,America/New_York,Hewlett Packard Enterprise Company,Amazon Technologies Inc. (us-gov-east-1),
Arizona,United States,85***,31.555,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
,,,,,,,,
California,United States,94***,37.412,-122.148,America/Los_Angeles,HP Inc.,HP Inc,
Nouvelle-Aquitaine,France,17***,46.17,-1.152,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,N9uf DYN DSL,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Seoul,South Korea,10***,37.644,127.004,Asia/Seoul,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM
Sicily,Italy,91***,37.979,12.968,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
California,United States,90***,34.054,-118.244,America/Los_Angeles,The Capital Group Companies,"The Capital Group Companies, Inc",
Plaines Wilhems District,Mauritius,,-20.243,57.496,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS6042 DoD Network Information Center
Alabama,United States,36***,31.223,-85.39,America/Chicago,Sprint,Alanet,AS1239 Sprint
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Kwai Tsing,Hong Kong,,22.348,114.112,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
Georgia,United States,30***,33.734,-84.099,America/New_York,Board of Regents of the University System of Georgia,Board of Regents of the University System of Georgia,AS3479 Board of Regents of the University System of Georgia
,,,,,,,,
Lower Silesia,Poland,59****,51.031,15.414,Europe/Warsaw,Orange Polska Spolka Akcyjna,Orange Polska S.A.,AS5617 Orange Polska Spolka Akcyjna
Virginia,United States,22***,38.848,-77.328,America/New_York,George Mason University,George Mason University,AS11279 George Mason University
Cairo Governorate,Egypt,,30.059,31.227,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS
North Carolina,United States,28***,35.319,-80.758,America/New_York,CenturyLink Communications,NASD,"AS3561 CenturyLink Communications, LLC"
California,United States,94***,37.415,-122.146,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
North Carolina,United States,27***,35.905,-78.857,America/New_York,IBM,IBM,
Seoul,South Korea,45**,37.579,126.975,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
,,,,,,,,
New Jersey,United States,70**,40.613,-74.416,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
Michigan,United States,48***,42.322,-83.176,America/Detroit,Ford Motor Company,Ford Motor Company,
England,United Kingdom,CA*,54.871,-2.946,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
,,,,,,,,
Île-de-France,France,75***,48.857,2.352,Europe/Paris,GLAXOSMITHKLINE,Glaxosmithkline,
Florida,United States,33***,27.815,-82.682,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
,,,,,,,,
Gyeonggi-do,South Korea,13***,37.364,127.122,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
North Carolina,United States,27***,35.838,-78.612,America/New_York,United States Postal Service.,United States Postal Service,
Beijing,China,,39.92,116.358,Asia/Shanghai,China Unicom CHINA169 Network,China United Network Communications Corporation Limited,
California,United States,95***,38.664,-121.339,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, IP Services","AS33667 Comcast Cable Communications, LLC"
,,,,,,,,
Akershus,Norway,14**,59.716,10.806,Europe/Oslo,Telenor Norge,,AS2119 Telenor Norge AS
Chongqing,China,,29.569,106.558,Asia/Shanghai,Chinanet,Chinanet CQ,AS4134 CHINANET-BACKBONE
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
England,United Kingdom,W1*,51.507,-0.128,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Hesse,Germany,60***,50.111,8.682,Europe/Berlin,Teamplate Service Deutschland GmbH,Teamplate Service Deutschland GmbH,
Illinois,United States,60***,41.871,-87.629,America/Chicago,Webpass Inc.,Webpass Inc.,AS19165 Webpass Inc.
Gia Lai Province,Vietnam,,13.983,108.0,Asia/Ho_Chi_Minh,FPT Telecom Company,FPT-STATICIP,AS18403 FPT Telecom Company
,,,,,,,,
New Taipei,Taiwan,,24.947,121.586,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
Moravskoslezsky kraj,Czechia,74****,49.773,17.754,Europe/Prague,CZ.CZNET,Czech Telecom a.s.,"AS5610 O2 Czech Republic, a.s."
,,,,,,,,
Moscow,Russia,14****,55.767,37.619,Europe/Moscow,MTS PJSC,MTS PJSC,AS8359 MTS PJSC
Beijing,China,10****,39.904,116.407,Asia/Shanghai,China Networks Inter-Exchange,Bjenet,AS4847 China Networks Inter-Exchange
Liaoning,China,,38.938,121.622,Asia/Shanghai,CNC Group CHINA169 Liaoning Province Network,,AS4837 CHINA UNICOM China169 Backbone
Centre-Val de Loire,France,37***,47.373,0.484,Europe/Paris,Proxad / Free SAS,ProXad network / Free,AS12322 Free SAS
,,,,,,,,
Louisiana,United States,71***,32.59,-92.067,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Beijing,China,,39.9,116.334,Asia/Shanghai,China TieTong Telecommunications Corporation,North Star Information Hi.tech Ltd. Co,AS9394 China TieTong Telecommunications Corporation
California,United States,94***,37.415,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Moscow,Russia,14****,55.756,37.617,Europe/Moscow,VLANT,,
California,United States,95***,37.322,-122.03,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.
Mexico City,Mexico,51**,19.389,-99.258,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
Moscow Oblast,Russia,14****,56.732,37.532,Europe/Moscow,Okno-TV LLC,Okno-TV Ltd.,AS61396 Okno-TV LLC
Taiwan,Taiwan,,25.044,121.527,Asia/Taipei,Chung Hwa Zi An International Co,"Chung Hwa Zi An International Co., Limited",
Illinois,United States,60***,41.887,-87.632,America/Chicago,Nokia of America Corporation,Nokia of America Corporation,AS10455 Nokia of America Corporation
New York,United States,10***,40.713,-74.006,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
,,,,,,,,
Madrid,Spain,28***,40.416,-3.693,Europe/Madrid,ITL LLC,"SIA ""Singularity Telecom""",AS59729 ITL LLC
Ohio,United States,45***,39.103,-84.505,America/New_York,The Procter and Gamble Company,The Procter and Gamble Company,AS11003 The Procter and Gamble Company
North West,Singapore,85****,1.352,103.82,Asia/Singapore,Asia Pacific Network Information Center,"Asia Pacific Network Information Center, Pty. Ltd",
Xinjiang,China,,42.525,87.54,Asia/Urumqi,China Telecom,Chinanet XJ,AS140553 CHINATELECOM XINJIANG province Shengji 5G network
New York,United States,13***,44.01,-76.069,America/New_York,Charter Communications Inc,Spectrum,AS11351 Charter Communications Inc
,,,,,,,,
Michigan,United States,48***,42.33,-83.04,America/Detroit,General Motors LLC,General Motors LLC,
Sicily,Italy,90***,38.13,13.329,Europe/Rome,Telecom Italia S.p.A.,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
São Paulo,Brazil,68***,-23.534,-46.636,America/Sao_Paulo,Claro NXT Telecomunicacoes Ltda,NET Serviços de Comunicação S.A.,AS28573 Claro NXT Telecomunicacoes Ltda
Liaoning,China,,41.806,123.431,Asia/Shanghai,CNC Group CHINA169 Liaoning Province Network,,AS4837 CHINA UNICOM China169 Backbone
Alabama,United States,35***,33.479,-86.788,America/Chicago,AT&T Corp.,Charter Comms - BHM,AS6389 AT&T Corp.
England,United Kingdom,W1*,51.507,-0.128,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,
Quebec,Canada,H4*,45.502,-73.567,America/Toronto,Microsoft Corporation,Microsoft Corporation,
KwaZulu-Natal,South Africa,36**,-29.906,30.94,Africa/Johannesburg,Telkom SA Ltd,Telkom Internet Broadband 105,AS37457 Telkom SA Ltd.
Vilnius,Lithuania,81**,54.701,25.26,Europe/Vilnius,Telia Lietuva,"Telia Lietuva, AB","AS8764 Telia Lietuva, AB"
Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
New Jersey,United States,71**,40.737,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
Quebec,Canada,J4*,45.518,-73.504,America/Toronto,Bell Canada,Gouvernement du Quebec (Government of Quebec),AS11489 Bell Canada
Michigan,United States,48***,42.364,-83.07,America/Detroit,Merit Network Inc.,Wayne State University,AS237 Merit Network Inc.
Manitoba,Canada,R5*,49.529,-96.685,America/Winnipeg,Bell Canada,Bell Canada,AS7122 Bell Canada
Saskatchewan,Canada,S4*,50.429,-104.534,America/Regina,University of Regina,University of Regina,AS26206 University of Regina
Tokyo,Japan,10******,35.694,139.754,Asia/Tokyo,Anpple Tech Enterprise,,AS133847 Anpple Tech Enterprise
Missouri,United States,64***,39.15,-94.546,America/Chicago,Cerner Corporation,Cerner Corporation,
São Paulo,Brazil,10**,-23.628,-46.641,America/Sao_Paulo,Vivo,TELEF�NICA BRASIL S.A,AS26599 TELEFÔNICA BRASIL S.A
Tokyo,Japan,10******,35.663,139.761,Asia/Tokyo,Softbank BB Corp.,Japan Nation-wide Network of Softbank Corp.,AS17676 SoftBank Corp.
,,,,,,,,
England,United Kingdom,W1*,51.507,-0.128,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Tokyo,Japan,10******,35.692,139.768,Asia/Tokyo,"Information Systems Department, Japan Aerospace Exploration Agency",,"AS3488 Information Systems Department, Japan Aerospace Exploration Agency"
Anhui,China,,31.856,117.266,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE
Sverdlovsk Oblast,Russia,62****,56.844,60.643,Asia/Yekaterinburg,"JSC ""ER-Telecom Holding""",CJSC Ural WES,"AS5563 JSC ""ER-Telecom Holding"""
North Carolina,United States,27***,35.838,-78.612,America/New_York,United States Postal Service.,United States Postal Service,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Arizona,United States,85***,31.555,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
Mazovia,Poland,00****,52.223,21.026,Europe/Warsaw,Orange Polska Spolka Akcyjna,Telekomunikacja Polska S.A.,AS5617 Orange Polska Spolka Akcyjna
Missouri,United States,63***,38.732,-90.278,America/Chicago,Emerson Electric Co.,Emerson Electric Co,
Illinois,United States,60***,41.884,-87.639,America/Chicago,The Boeing Company,The Boeing Company,
England,United Kingdom,SS*,51.551,0.703,Europe/London,Virgin Media Business,Virgin Media Limited,AS5089 Virgin Media Limited
England,United Kingdom,W1*,51.507,-0.128,Europe/London,Microsoft,Microsoft Limited,AS8075 Microsoft Corporation
Arizona,United States,85***,31.555,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
,,,,,,,,
England,United Kingdom,W1*,51.507,-0.128,Europe/London,Xerox Corporation,Xerox Corporation,AS26662 XEROX CORPORATION
Beijing,China,,39.9,116.334,Asia/Shanghai,North Star Information Hi.tech Ltd. Co,North Star Information Hi.tech Ltd. Co,
New Jersey,United States,71**,40.737,-74.172,America/New_York,The Prudential Insurance Company of America,The Prudential Insurance Company of America,
,,,,,,,,
,,,,,,,,
Illinois,United States,60***,41.88,-87.641,America/Chicago,"Inteliquent, inc.","Inteliquent, inc","AS5006 Inteliquent, inc."
Rio de Janeiro,Brazil,24***,-22.92,-43.081,America/Sao_Paulo,V tal,Telemar Norte Leste S.A.,AS7738 V tal
Texas,United States,76***,32.755,-97.331,America/Chicago,T-Mobile USA,Sprint Fort Worth POP,
,,,,,,,,
