Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
,,,,,,,,
Gauteng,South Africa,20**,-26.15,27.93,Africa/Johannesburg,MTN SA,MTN SA,AS12091 MTN SA
,,,,,,,,
Central Singapore,Singapore,,1.28,103.85,Asia/Singapore,Cargill Asia Pacific Holdings Pte Ltd,Cargill Asia Pacific Holdings Pte Ltd,
Shandong,China,26****,36.71,119.16,Asia/Shanghai,China Unicom CHINA169 Shandong Province Network,,AS4837 CHINA UNICOM China169 Backbone
Alberta,Canada,T6*,53.46,-113.65,America/Edmonton,University of Alberta,University of Alberta,AS3359 University of Alberta
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Plaines Wilhems District,Mauritius,,-20.24,57.5,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
Anhui,China,,31.85,117.15,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE
Tokyo,Japan,20******,35.67,139.75,Asia/Tokyo,"NTT PC Communications, Inc.","NTT PC Communications, Inc.","AS2514 NTT PC Communications, Inc."
California,United States,94***,37.41,-122.15,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Bratislava Region,Slovakia,81****,48.16,17.09,Europe/Bratislava,Liberty Global B.V.,UPC Slovakia,AS6830 Liberty Global B.V.
Virginia,United States,20***,38.96,-77.36,America/New_York,OVH SAS,OVH US LLC,AS16276 OVH SAS
Lagos,Nigeria,,6.47,3.43,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,
Gunma,Japan,37******,36.39,139.32,Asia/Tokyo,SUN FIELD INTERNET,"RYOMO INTERNET DATACENTER Co., Ltd",AS23785 SUN FIELD INTERNET LIMITED
Colorado,United States,80***,39.83,-105.0,America/Denver,Lockheed Martin Corporation,Lockheed Martin Corporation,
New Jersey,United States,88**,40.39,-74.51,America/New_York,Verizon Business,Verizon Online LLC,AS701 Verizon Business
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Lagos,Nigeria,,6.47,3.43,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,
Guangdong,China,,22.56,114.06,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
Florida,United States,32***,28.74,-81.36,America/New_York,AT&T Global Network Services,"AT&T Global Network Services, LLC",
Massachusetts,United States,24**,42.44,-71.22,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
,,,,,,,,
Missouri,United States,65***,37.61,-93.41,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC
Massachusetts,United States,21**,42.36,-71.1,America/New_York,Massachusetts Institute of Technology,Massachusetts Institute of Technology,AS3 Massachusetts Institute of Technology
Utah,United States,84***,40.39,-111.85,America/Denver,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33660 Comcast Cable Communications, LLC"
,,,,,,,,
Taipei,Taiwan,,24.95,121.34,Asia/Taipei,TANET,,AS1659 Taiwan Academic Network (TANet) Information Center
Arkansas,United States,72***,34.74,-92.29,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
California,United States,94***,37.41,-122.15,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Shaanxi,China,,35.39,109.19,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
Arkansas,United States,72***,34.79,-92.4,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,
Beijing,China,,39.9,116.33,Asia/Shanghai,North Star Information Hi.tech Ltd. Co,North Star Information Hi.tech Ltd. Co,
New York,United States,10***,40.71,-74.01,America/New_York,"Level 3 Communications, Inc.","Level 3, LLC","AS3549 Level 3 Parent, LLC"
England,United Kingdom,W1*,51.51,-0.13,Europe/London,Bloomberg Financial Market,Bloomberg Financial Market,
Buenos Aires F.D.,Argentina,18**,-34.6,-58.38,America/Argentina/Buenos_Aires,Telecom Argentina S.A.,Telecom Personal Bs,AS7303 Telecom Argentina S.A.
,,,,,,,,
New South Wales,Australia,20**,-33.84,151.21,Australia/Sydney,VODAFONE,Vodafone Australia Pty Ltd,
Brussels Capital,Belgium,10**,50.85,4.35,Europe/Brussels,Orange Business Communications Technology Limited,Orange Business Communications Technology Limited,
Shanghai,China,,31.22,121.46,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ōsaka,Japan,53******,34.71,135.49,Asia/Tokyo,JCOM,"Jupiter Telecommunications Co., Ltd.","AS9617 JCOM Co., Ltd."
England,United Kingdom,W1*,51.51,-0.13,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
Vientiane Prefecture,Laos,,17.97,102.61,Asia/Vientiane,Lao Telecommunication Co Ltd,Lao Telecommunication Co Ltd,"AS9873 Lao Telecom Communication, LTC"
California,United States,93***,36.68,-121.79,America/Los_Angeles,California State University,Moss Landing Marine Laboratory,"AS2152 California State University, Office of the Chancellor"
Kerala,India,69****,8.56,76.88,Asia/Kolkata,Indian Institute of Information Technology and Management - Kerala,Indian Institute of Information Technology and Management - Kerala,"AS140192 IIITM-Kerala, IIITM-K Building, Techno park Campus,Thiruvananthapuram,Kerala-695581"
Beijing,China,10****,39.9,116.41,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
Colorado,United States,80***,39.75,-104.98,America/Denver,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS7922 Comcast Cable Communications, LLC"
California,United States,94***,37.39,-122.04,America/Los_Angeles,HCL AMERICA INC,HCL AMERICA INC,AS36224 HCL AMERICA INC
Moravskoslezsky kraj,Czechia,70****,49.8,18.23,Europe/Prague,Karneval Media,"UPC Ceska republika, a.s.",AS16019 Vodafone Czech Republic a.s.
England,United Kingdom,W1*,51.51,-0.13,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
,,,,,,,,
Veneto,Italy,30***,45.44,12.32,Europe/Rome,INTERBUSINESS,NAS DHCP Pool VENEZIA,AS3269 Telecom Italia S.p.A.
Attica,Greece,,37.94,23.71,Europe/Athens,Vodafone-panafon Hellenic Telecommunications Company SA,Assignments for Always-On Services,AS3329 VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA
Kigali,Rwanda,,-1.95,30.07,Africa/Kigali,MTN Rwandacell,Pppoe Staticip,AS36890 MTN Rwandacell
București,Romania,23***,44.42,26.17,Europe/Bucharest,Euroweb Romania,SC FSP Global SRL,AS6663 Euroweb Romania S.R.L.
Missouri,United States,,39.1,-94.58,America/Chicago,Google LLC,Google Cloud,AS396982 Google LLC
Seoul,South Korea,60***,37.52,127.04,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
Pays de la Loire,France,49***,47.47,-0.55,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,Ncnumericable,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Nouvelle-Aquitaine,France,16***,45.65,0.16,Europe/Paris,Celeste SAS,Oceanettechnology,AS20926 CELESTE SAS
Virginia,United States,24***,36.97,-79.34,America/New_York,Wilkes Communications,WILKE,"AS22191 Wilkes Communications, Inc."
Incheon,South Korea,22*,37.51,126.66,Asia/Seoul,Korea Telecom,KORNET,AS4766 Korea Telecom
New Jersey,United States,79**,40.68,-74.4,America/New_York,Nokia of America Corporation,Nokia of America Corporation,AS7345 Nokia of America Corporation
Utrecht,The Netherlands,36**,52.17,5.01,Europe/Amsterdam,Concepts ICT B.V.,Concepts ICT Holding B.V.,AS1136 KPN B.V.
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
North Holland,The Netherlands,11**,52.5,5.07,Europe/Amsterdam,KPN B.V.,KPN B.V,AS1136 KPN B.V.
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Louisiana,United States,71***,32.59,-92.07,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Tokyo,Japan,10******,35.66,139.76,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
Incheon,South Korea,22*,37.55,126.66,Asia/Seoul,SK-TELECOM,,AS9644 SK Telecom
England,United Kingdom,W1*,51.51,-0.13,Europe/London,Microsoft Limited,Microsoft Limited,
North West,Singapore,85****,1.35,103.82,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
England,United Kingdom,W1*,51.51,-0.13,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
Kaohsiung,Taiwan,,22.61,120.31,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
,,,,,,,,
Florida,United States,33***,25.78,-80.19,America/New_York,colo4jax,AYK Solutions LLC,
Henan,China,45****,34.75,113.62,Asia/Shanghai,CNC Group CHINA169 Henan Province Network,,AS4837 CHINA UNICOM China169 Backbone
,,,,,,,,
Tbilisi,Georgia,,41.7,44.83,Asia/Tbilisi,"JSC ""Silknet""",Silknet - 6,"AS35805 JSC ""Silknet"""
British Columbia,Canada,V2*,53.91,-122.73,America/Vancouver,ABC Allen Business Communications Ltd,ABC Allen Business Communications Ltd,AS62969 ABC Allen Business Communications Ltd
Tokyo,Japan,10******,35.69,139.75,Asia/Tokyo,Expereo International BV,Pfizer Inc,AS15695 Expereo International BV
Land Berlin,Germany,14***,52.46,13.28,Europe/Berlin,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,Freie Universitaet Berlin,AS680 Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
Moscow,Russia,10****,55.73,37.65,Europe/Moscow,CORBINA-BROADBAND,,"AS8402 PJSC ""Vimpelcom"""
Washington,United States,98***,47.62,-122.34,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Virginia,United States,22***,38.92,-77.22,America/New_York,GTT Communications Inc.,GTT,AS3257 GTT Communications Inc.
District of Columbia,United States,56***,38.89,-77.04,America/New_York,Cogent Communications,Cogent Communications - IPENG,AS174 Cogent Communications
England,United Kingdom,W1*,51.51,-0.13,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
Indiana,United States,46***,39.77,-86.16,America/Chicago,AT&T Services,"AT&T Services, Inc.",
Michigan,United States,48***,42.21,-83.74,America/Detroit,Merit Network Inc.,Merit Network Inc,
Tokyo,Japan,10******,35.66,139.76,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
Seoul,South Korea,13****,37.59,127.01,Asia/Seoul,Korean Education Network,Hangsung University,AS3786 LG DACOM Corporation
Western Province,Sri Lanka,50*,6.88,79.86,Asia/Colombo,Dialog Axiata Plc,Dialog Axiata Plc,AS18001 Dialog Axiata PLC.
Michigan,United States,48***,42.32,-83.18,America/Detroit,Ford Motor Company,Ford Motor Company,
Pennsylvania,United States,18***,40.7,-75.48,America/New_York,RCN,RCN Corporation,AS6079 RCN
Ohio,United States,44***,41.5,-81.69,America/New_York,Cogent Communications,Cogent communications - IPENG,AS174 Cogent Communications
Guangdong,China,51****,22.54,114.06,Asia/Shanghai,China Mobile communications corporation,China Mobile Communications Corporation - shanghai company,"AS9808 China Mobile Communications Group Co., Ltd."
England,United Kingdom,CR*****,51.3,-0.15,Europe/London,EDRCNET,RIPE Network Coordination Centre,
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Indiana,United States,46***,39.59,-86.37,America/Indiana/Indianapolis,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Tokyo,Japan,10******,35.69,139.77,Asia/Tokyo,JAPAN,Japan163,
Beijing,China,,39.9,116.41,Asia/Shanghai,China Networks Inter-Exchange,The 70st Primary school in beijing,AS4847 China Networks Inter-Exchange
California,United States,94***,37.56,-122.0,America/Los_Angeles,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud
Georgia,United States,30***,33.76,-84.39,America/New_York,"AT&T Services, Inc.",AT&T Mobility LLC,"AS7018 AT&T Services, Inc."
Hesse,Germany,60***,50.11,8.68,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,
Arizona,United States,85***,31.56,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
Sindh,Pakistan,12***,24.93,67.09,Asia/Karachi,Wancom (Pvt) Ltd,Wancom (Pvt) Ltd,
,,,,,,,,
,,,,,,,,
Beijing,China,,39.9,116.41,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limited,Aliyun Computing Co.,
North Holland,Netherlands,10**,52.37,4.9,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation
Virginia,United States,20***,39.01,-77.47,America/New_York,Verizon Business,Verizon Business,AS6167 Verizon Business
California,United States,94***,37.78,-122.42,America/Los_Angeles,"AT&T Services, Inc.",AT&T Worldnet Services,"AS7018 AT&T Services, Inc."
Tuscany,Italy,56***,43.71,10.41,Europe/Rome,PISA,Universita' degli Studi di Pisa,AS137 Consortium GARR
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Hesse,Germany,60***,50.11,8.68,Europe/Berlin,Amazon Technologies Inc.,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
California,United States,95***,38.7,-121.27,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc","AS33667 Comcast Cable Communications, LLC"
New Taipei,Taiwan,,24.95,121.59,Asia/Taipei,Taiwan Academic Network (TANet) Information Center,Tanet Bneta,AS1659 Taiwan Academic Network (TANet) Information Center
New York,United States,10***,40.71,-74.01,America/New_York,"AT&T Services, Inc.","AT&T Global Network Services, LLC","AS7018 AT&T Services, Inc."
Virginia,United States,20***,39.01,-77.47,America/New_York,Verizon Online LLC,Verizon Online LLC,
Dubai,United Arab Emirates,,25.26,55.29,Asia/Dubai,Amwaj Alkhyr Commercial Brokers CO,Amwaj Alkhyr Commercial Brokers CO,
Giza,Egypt,,30.03,31.21,Africa/Cairo,TE Data,,AS8452 TE-AS
Yogyakarta,Indonesia,,-7.8,110.36,Asia/Jakarta,PT. TELKOM INDONESIA,,AS7713 PT Telekomunikasi Indonesia
Orenburg Oblast,Russia,46****,51.48,57.36,Asia/Yekaterinburg,Orenburg branch office of VolgaTelecom company,OJSC VolgaTelecom,AS12389 PJSC Rostelecom
,,,,,,,,
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Guangdong,China,,23.12,113.25,Asia/Shanghai,Chinanet,Chinanet HB,AS4134 CHINANET-BACKBONE
Leinster,Ireland,D2*,53.29,-6.42,Europe/Dublin,Orange Business Communications Technology Limited,Orange Business Communications Technology Limited,
Washington,United States,98***,47.62,-122.34,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Washington,United States,98***,47.67,-122.13,America/Los_Angeles,Atlas Networks Corporation,Atlas Networks Corporation,AS21743 Atlas Networks Corporation
Pomerania,Poland,84****,54.54,17.74,Europe/Warsaw,Netia SA,Scorpion Computer Marcin Cygert,AS12741 Netia SA
England,United Kingdom,DN**,53.56,-0.08,Europe/London,Virgin Media Limited,Vmcbbuk,AS5089 Virgin Media Limited
England,United Kingdom,W1*,51.51,-0.13,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Seoul,South Korea,43**,37.54,126.97,Asia/Seoul,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Virginia,United States,20***,39.04,-77.49,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
,,,,,,,,
KwaZulu-Natal,South Africa,40**,-29.91,30.94,Africa/Johannesburg,Vodacom UMTS Durban Kwazulu Natal INTERNET APN,,AS29975 Vodacom
Guangdong,China,,23.38,113.76,Asia/Shanghai,CHINANET-GD,Chinanet GD,
Oregon,United States,97***,45.52,-122.68,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Kwai Tsing,Hong Kong,,22.35,114.11,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
England,United Kingdom,W1*,51.51,-0.13,Europe/London,Oracle Svenska AB,Oracle Corporation,AS43894 Oracle Svenska AB
New Jersey,United States,73**,40.72,-74.05,America/New_York,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33659 Comcast Cable Communications, LLC"
North Carolina,United States,28***,35.54,-80.85,America/New_York,Lowe's Companies,"Lowe's Companies, Inc.",
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS5972 DoD Network Information Center
,,,,,,,,
Quebec,Canada,H4*,45.5,-73.57,America/Toronto,IBM,IBM,
Lubusz,Poland,65****,51.94,15.51,Europe/Warsaw,Netia SA,NETIA,AS12741 Netia SA
New York,United States,10***,40.75,-73.98,America/New_York,Windstream Communications LLC,Hafetz & Necheles,AS7029 Windstream Communications LLC
Colorado,United States,80***,39.75,-104.98,America/Denver,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7922 Comcast Cable Communications, LLC"
North Holland,The Netherlands,10**,52.37,4.9,Europe/Amsterdam,Verizon Nederland B.V,NLNET,AS702 Verizon Business
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ankara,Türkiye,60**,39.97,32.86,Europe/Istanbul,Vodafone Net DSL,,AS15924 Vodafone Net Iletisim Hizmetler AS
,,,,,,,,
,,,,,,,,
Florida,United States,32***,28.6,-81.2,America/New_York,University of Central Florida,University of Central Florida,AS7939 University of Central Florida
West Bengal,India,70****,22.52,88.38,Asia/Kolkata,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited,
,,,,,,,,
Illinois,United States,60***,41.88,-87.63,America/Chicago,AT&T Mobility LLC,AT&T Mobility LLC,AS46164 AT&T Mobility LLC
Pays de la Loire,France,44***,47.72,-1.38,Europe/Paris,France Telecom,,AS3215 Orange S.A.
Quebec,Canada,J8*,45.65,-74.33,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee
Arizona,United States,85***,31.56,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
,,,,,,,,
Michigan,United States,48***,42.32,-83.18,America/Detroit,Ford Motor Company,Ford Motor Company,
Ohio,United States,44***,41.06,-81.48,America/New_York,The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company,
Illinois,United States,60***,41.88,-87.63,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Massachusetts,United States,21**,42.29,-71.07,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS22258 Comcast Cable Communications, LLC"
Oslo County,Norway,35*,59.9,10.73,Europe/Oslo,NextGenTel Network,,AS15659 NextGenTel AS
Kentucky,United States,40***,37.75,-84.3,America/New_York,Eastern Kentucky University,Eastern Kentucky University,AS13327 Eastern Kentucky University
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Tokyo,Japan,15******,35.66,139.7,Asia/Tokyo,GMO-BRS,GMO BRAND SECURITY Inc.,
England,United Kingdom,W1*,51.51,-0.13,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,
Seoul,South Korea,83***,37.48,126.9,Asia/Seoul,SK Broadband Co Ltd,Sejong University,AS9318 SK Broadband Co Ltd
Indiana,United States,46***,39.76,-86.15,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
Michigan,United States,49***,43.54,-85.75,America/Detroit,Great Lakes Energy Connections Inc.,Great Lakes Energy Connections Inc,AS398143 Great Lakes Energy Connections Inc.
England,United Kingdom,W1*,51.51,-0.13,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
,,,,,,,,
Beijing,China,,39.98,116.3,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",
Maine,United States,40**,43.8,-70.42,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
Nevada,United States,,36.17,-115.14,America/Los_Angeles,Google LLC,Google Cloud (us-west4),AS15169 Google LLC
,,,,,,,,
Washington,United States,98***,47.62,-122.34,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,
,,,,,,,,
Jiangsu,China,,32.06,118.76,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Michigan,United States,48***,42.56,-83.18,America/Detroit,"Comcast Cable Communications, LLC","Comcast Cable Communications Holdings, Inc","AS33668 Comcast Cable Communications, LLC"
Ohio,United States,44***,41.1,-81.64,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
Georgia,United States,31***,32.89,-83.74,America/New_York,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority
Virginia,United States,20***,39.04,-77.49,America/New_York,Hewlett Packard Enterprise Company,Amazon Technologies Inc. (us-gov-east-1),
Arizona,United States,85***,31.56,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
,,,,,,,,
California,United States,94***,37.41,-122.15,America/Los_Angeles,HP Inc.,HP Inc,
Nouvelle-Aquitaine,France,17***,46.17,-1.15,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,N9uf DYN DSL,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Seoul,South Korea,10***,37.64,127.0,Asia/Seoul,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM
Sicily,Italy,91***,37.98,12.97,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
California,United States,90***,34.05,-118.24,America/Los_Angeles,The Capital Group Companies,"The Capital Group Companies, Inc",
Plaines Wilhems District,Mauritius,,-20.24,57.5,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS6042 DoD Network Information Center
Alabama,United States,36***,31.22,-85.39,America/Chicago,Sprint,Alanet,AS1239 Sprint
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Kwai Tsing,Hong Kong,,22.35,114.11,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
Georgia,United States,30***,33.73,-84.1,America/New_York,Board of Regents of the University System of Georgia,Board of Regents of the University System of Georgia,AS3479 Board of Regents of the University System of Georgia
,,,,,,,,
Lower Silesia,Poland,59****,51.03,15.41,Europe/Warsaw,Orange Polska Spolka Akcyjna,Orange Polska S.A.,AS5617 Orange Polska Spolka Akcyjna
Virginia,United States,22***,38.85,-77.33,America/New_York,George Mason University,George Mason University,AS11279 George Mason University
Cairo Governorate,Egypt,,30.06,31.23,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS
North Carolina,United States,28***,35.32,-80.76,America/New_York,CenturyLink Communications,NASD,"AS3561 CenturyLink Communications, LLC"
California,United States,94***,37.41,-122.15,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
North Carolina,United States,27***,35.9,-78.86,America/New_York,IBM,IBM,
Seoul,South Korea,45**,37.58,126.98,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
,,,,,,,,
New Jersey,United States,70**,40.61,-74.42,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
Michigan,United States,48***,42.32,-83.18,America/Detroit,Ford Motor Company,Ford Motor Company,
England,United Kingdom,CA*,54.87,-2.95,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
,,,,,,,,
Île-de-France,France,75***,48.86,2.35,Europe/Paris,GLAXOSMITHKLINE,Glaxosmithkline,
Florida,United States,33***,27.82,-82.68,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
,,,,,,,,
Gyeonggi-do,South Korea,13***,37.36,127.12,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
North Carolina,United States,27***,35.84,-78.61,America/New_York,United States Postal Service.,United States Postal Service,
Beijing,China,,39.92,116.36,Asia/Shanghai,China Unicom CHINA169 Network,China United Network Communications Corporation Limited,
California,United States,95***,38.66,-121.34,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, IP Services","AS33667 Comcast Cable Communications, LLC"
,,,,,,,,
Akershus,Norway,14**,59.72,10.81,Europe/Oslo,Telenor Norge,,AS2119 Telenor Norge AS
Chongqing,China,,29.57,106.56,Asia/Shanghai,Chinanet,Chinanet CQ,AS4134 CHINANET-BACKBONE
Ohio,United States,43***,39.97,-82.89,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
England,United Kingdom,W1*,51.51,-0.13,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Hesse,Germany,60***,50.11,8.68,Europe/Berlin,Teamplate Service Deutschland GmbH,Teamplate Service Deutschland GmbH,
Illinois,United States,60***,41.87,-87.63,America/Chicago,Webpass Inc.,Webpass Inc.,AS19165 Webpass Inc.
Gia Lai Province,Vietnam,,13.98,108.0,Asia/Ho_Chi_Minh,FPT Telecom Company,FPT-STATICIP,AS18403 FPT Telecom Company
,,,,,,,,
New Taipei,Taiwan,,24.95,121.59,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
Moravskoslezsky kraj,Czechia,74****,49.77,17.75,Europe/Prague,CZ.CZNET,Czech Telecom a.s.,"AS5610 O2 Czech Republic, a.s."
,,,,,,,,
Moscow,Russia,14****,55.77,37.62,Europe/Moscow,MTS PJSC,MTS PJSC,AS8359 MTS PJSC
Beijing,China,10****,39.9,116.41,Asia/Shanghai,China Networks Inter-Exchange,Bjenet,AS4847 China Networks Inter-Exchange
Liaoning,China,,38.94,121.62,Asia/Shanghai,CNC Group CHINA169 Liaoning Province Network,,AS4837 CHINA UNICOM China169 Backbone
Centre-Val de Loire,France,37***,47.37,0.48,Europe/Paris,Proxad / Free SAS,ProXad network / Free,AS12322 Free SAS
,,,,,,,,
Louisiana,United States,71***,32.59,-92.07,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
