MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI
240,86,24086,92443503,63402701,46201750,240-86-5374,240-86-5374-99
240,83,24083,56081823,89601169,80985256,240-83-8517,240-83-8517-28
240,76,24076,29470847,12105484,47922717,240-76-7912,240-76-7912-14
240,18,24018,80089577,39610879,41090354,240-18-9348,240-18-9348-73
240,80,24080,82142216,32858831,84180665,240-80-6925,240-80-6925-83
240,73,24073,97040647,74478163,28843642,240-73-6155,240-73-6155-37
240,30,24030,26636392,80525682,68675537,240-30-9279,240-30-9279-87
240,12,24012,79736991,61672674,45091265,240-12-1771,240-12-1771-24
240,69,24069,68101083,61983567,75563420,240-69-5371,240-69-5371-92
240,82,24082,27705027,70049156,64378498,240-82-6977,240-82-6977-30
240,84,24084,30976320,31911550,36921531,240-84-9179,240-84-9179-60
240,29,24029,31179939,79367657,67505672,240-29-3286,240-29-3286-23
240,90,24090,23041927,82987378,20138144,240-90-7924,240-90-7924-53
240,69,24069,37309623,99799268,74128050,240-69-5371,240-69-5371-92
240,4,24004,83323754,34084807,19116605,240-04-2535,240-04-2535-37
240,82,24082,56951930,38923931,67430283,240-82-4598,240-82-4598-97
240,11,24011,91879315,61086284,20457968,240-11-4814,240-11-4814-22
240,46,24046,78640527,52288714,81028573,240-46-6635,240-46-6635-87
240,96,24096,44373905,23673736,42843894,240-96-8019,240-96-8019-84
240,5,24005,17135918,54255486,63281887,240-05-6168,240-05-6168-61
240,33,24033,33466601,71532688,23090212,240-33-1188,240-33-1188-97
240,20,24020,23925810,91426571,29913970,240-20-3621,240-20-3621-97
240,11,24011,92027070,52907485,53663460,240-11-4814,240-11-4814-22
240,33,24033,66756877,94013338,62762529,240-33-1188,240-33-1188-97
240,80,24080,51600470,10011979,47077520,240-80-6925,240-80-6925-83
240,46,24046,88237379,12333372,61479574,240-46-6635,240-46-6635-87
240,86,24086,26381175,53330683,79108025,240-86-5374,240-86-5374-99
240,96,24096,62806960,98578542,60315988,240-96-9830,240-96-9830-43
240,69,24069,67823947,84275050,74655005,240-69-3045,240-69-3045-58
240,12,24012,96628579,28544352,34414336,240-12-7224,240-12-7224-22
240,11,24011,63429094,52982504,55452392,240-11-4814,240-11-4814-22
240,49,24049,48704689,87022122,37889875,240-49-8668,240-49-8668-77
240,25,24025,75625571,12537052,92835049,240-25-2139,240-25-2139-15
240,82,24082,10684712,76907381,55321809,240-82-2824,240-82-2824-13
240,29,24029,79223864,40185400,56423022,240-29-8359,240-29-8359-85
240,90,24090,33926793,64402243,36085657,240-90-9928,240-90-9928-63
240,18,24018,81291152,15785886,32350048,240-18-9348,240-18-9348-73
240,85,24085,51104691,46526236,75790234,240-85-4733,240-85-4733-47
240,33,24033,42247709,87122458,11717472,240-33-1188,240-33-1188-97
240,85,24085,19718934,23176885,33684153,240-85-4733,240-85-4733-47
240,35,24035,79461491,73396747,50667139,240-35-2084,240-35-2084-37
240,90,24090,10359209,69925917,20999036,240-90-9928,240-90-9928-63
240,80,24080,36841319,16750968,65098590,240-80-6925,240-80-6925-83
240,35,24035,92341338,92425098,68682357,240-35-2084,240-35-2084-37
240,12,24012,60876097,18118069,78837347,240-12-7224,240-12-7224-22
240,82,24082,47894039,54876552,40508694,240-82-3803,240-82-3803-78
240,55,24055,31213131,53946112,57987431,240-55-2040,240-55-2040-59
240,82,24082,97935219,95378856,21782919,240-82-2824,240-82-2824-13
240,49,24049,51036616,27734347,98755050,240-49-8668,240-49-8668-77
240,82,24082,39798517,94579487,12011704,240-82-2824,240-82-2824-13
240,80,24080,39440465,93719216,85009051,240-80-6925,240-80-6925-83
240,25,24025,93228048,76335011,74213417,240-25-2139,240-25-2139-15
240,60,24060,91181036,57829109,65689447,240-60-7216,240-60-7216-44
240,4,24004,54307866,73390015,11232391,240-04-4257,240-04-4257-93
240,36,24036,71914482,83393610,55971305,240-36-1106,240-36-1106-30
240,82,24082,33009054,60926847,45203340,240-82-2824,240-82-2824-13
240,82,24082,13591151,48396520,89527016,240-82-2824,240-82-2824-13
240,96,24096,93286027,99749086,33572591,240-96-8019,240-96-8019-84
240,69,24069,45749308,23901261,24331944,240-69-5371,240-69-5371-92
240,84,24084,73338219,12895439,74421792,240-84-9179,240-84-9179-60
240,69,24069,90143269,95688639,51644980,240-69-5371,240-69-5371-92
240,76,24076,37979151,11794779,45946738,240-76-7912,240-76-7912-14
240,80,24080,30016920,80694046,13974094,240-80-6925,240-80-6925-83
240,80,24080,37599976,51729527,95056473,240-80-6925,240-80-6925-83
240,18,24018,68454067,87426370,22861869,240-18-9348,240-18-9348-73
240,69,24069,40947654,86969237,98568783,240-69-3045,240-69-3045-58
240,42,24042,18238580,37783938,93785559,240-42-1916,240-42-1916-39
240,36,24036,93854397,61371426,91070604,240-36-3547,240-36-3547-37
240,90,24090,62970735,13434449,22728524,240-90-9928,240-90-9928-63
240,69,24069,18150499,60940152,31697776,240-69-3045,240-69-3045-58
240,11,24011,88759865,18167844,51142455,240-11-4814,240-11-4814-22
240,49,24049,64717662,16190640,80137439,240-49-5554,240-49-5554-68
240,34,24034,38943497,60786516,42345618,240-34-3287,240-34-3287-41
240,25,24025,27503177,77382715,74016572,240-25-2139,240-25-2139-15
240,85,24085,48660210,50901029,29911913,240-85-4733,240-85-4733-47
240,69,24069,11853824,54713316,14821550,240-69-5371,240-69-5371-92
240,87,24087,51711565,75952555,91117530,240-87-9935,240-87-9935-21
240,90,24090,27529157,92124593,47090106,240-90-7924,240-90-7924-53
240,5,24005,54642504,82135853,77992780,240-05-6168,240-05-6168-61
240,94,24094,67728029,14602545,13020337,240-94-5010,240-94-5010-30
240,60,24060,96552181,56168522,66437359,240-60-7216,240-60-7216-44
240,84,24084,72639644,90703016,61636259,240-84-9179,240-84-9179-60
240,11,24011,13317287,68639207,73305730,240-11-4814,240-11-4814-22
240,35,24035,11783857,56701452,63547621,240-35-2084,240-35-2084-37
240,5,24005,18125203,47918136,72597386,240-05-6168,240-05-6168-61
240,4,24004,31666303,25665743,89484296,240-04-4257,240-04-4257-93
240,36,24036,98275470,18403788,62955628,240-36-3547,240-36-3547-37
240,18,24018,42477856,67872005,42929377,240-18-9348,240-18-9348-73
240,36,24036,13040940,26906677,69403851,240-36-3547,240-36-3547-37
240,25,24025,18772079,97340698,58914408,240-25-2139,240-25-2139-15
240,55,24055,31373245,12709306,25772268,240-55-2040,240-55-2040-59
240,90,24090,21162797,29118603,71508716,240-90-9928,240-90-9928-63
240,86,24086,59559505,54810764,43312639,240-86-5374,240-86-5374-99
240,49,24049,88776872,44157130,96970873,240-49-5554,240-49-5554-68
240,88,24088,26718625,60739909,44162878,240-88-2169,240-88-2169-87
240,42,24042,80713939,23593062,40826813,240-42-1916,240-42-1916-39
240,82,24082,16454275,58357207,96290374,240-82-2824,240-82-2824-13
240,18,24018,36854189,74254593,45209622,240-18-9348,240-18-9348-73
240,94,24094,96923770,58266039,89598716,240-94-5010,240-94-5010-30
240,76,24076,47544360,83467695,38465525,240-76-7912,240-76-7912-14
240,20,24020,83310107,47545234,80105552,240-20-3621,240-20-3621-97
240,4,24004,69574905,86775909,98881378,240-04-2535,240-04-2535-37
240,73,24073,81454109,15092236,21962222,240-73-6155,240-73-6155-37
240,82,24082,41106601,95695718,96256350,240-82-2824,240-82-2824-13
240,69,24069,31355311,50890212,29729961,240-69-5371,240-69-5371-92
240,29,24029,97393479,39760777,50918402,240-29-8359,240-29-8359-85
240,96,24096,52704454,15106200,89236676,240-96-9830,240-96-9830-43
240,80,24080,12900353,28479639,70216829,240-80-6925,240-80-6925-83
240,34,24034,98529545,88473099,87127667,240-34-1711,240-34-1711-68
240,5,24005,67220844,31161543,95851562,240-05-6168,240-05-6168-61
240,25,24025,40308446,71429904,51351295,240-25-2139,240-25-2139-15
240,90,24090,67984556,18813957,79082656,240-90-9928,240-90-9928-63
240,82,24082,75152527,46863736,21779512,240-82-2824,240-82-2824-13
240,76,24076,33167474,33949962,24362680,240-76-7912,240-76-7912-14
240,90,24090,33342731,40909326,98716606,240-90-7924,240-90-7924-53
240,69,24069,54367922,38730919,34427298,240-69-3045,240-69-3045-58
240,29,24029,87822999,45869361,30561220,240-29-8359,240-29-8359-85
240,73,24073,79698786,70920261,31244749,240-73-6155,240-73-6155-37
240,11,24011,66957334,51310475,67017541,240-11-5803,240-11-5803-90
240,98,24098,65764687,79909806,57110714,240-98-6514,240-98-6514-23
240,60,24060,70730899,31697082,59395066,240-60-7216,240-60-7216-44
240,82,24082,25274663,49557610,30294495,240-82-4598,240-82-4598-97
240,69,24069,74640778,46172250,77447021,240-69-3045,240-69-3045-58
240,34,24034,53592629,25426027,59815018,240-34-1711,240-34-1711-68
240,46,24046,99663935,59677561,20109066,240-46-6635,240-46-6635-87
240,83,24083,63414487,46733651,64736050,240-83-8517,240-83-8517-28
240,48,24048,94776021,84237531,32091016,240-48-6820,240-48-6820-36
240,4,24004,72949908,77427623,51617409,240-04-2535,240-04-2535-37
240,90,24090,63085071,83286822,54662786,240-90-7924,240-90-7924-53
240,18,24018,72781692,18808431,67596403,240-18-9348,240-18-9348-73
240,82,24082,61336402,29557973,66315316,240-82-4598,240-82-4598-97
240,20,24020,78343221,62564333,66696982,240-20-3621,240-20-3621-97
240,69,24069,37011340,39083208,31933790,240-69-5371,240-69-5371-92
240,4,24004,26912150,43047687,63181080,240-04-2535,240-04-2535-37
240,42,24042,83508817,17195575,53995085,240-42-1916,240-42-1916-39
240,84,24084,49706115,31498559,43610283,240-84-9179,240-84-9179-60
240,18,24018,49684268,14248736,65290187,240-18-9348,240-18-9348-73
240,82,24082,35847022,66832722,91371863,240-82-3803,240-82-3803-78
240,82,24082,41759624,34804356,64334905,240-82-6977,240-82-6977-30
240,87,24087,59064334,18107545,34303705,240-87-9935,240-87-9935-21
240,5,24005,94131978,46385004,94846837,240-05-6168,240-05-6168-61
240,11,24011,76093826,64932159,54593384,240-11-5803,240-11-5803-90
240,35,24035,77736413,77340875,75616534,240-35-2084,240-35-2084-37
240,76,24076,91235317,94289314,64282838,240-76-7912,240-76-7912-14
240,96,24096,92501132,77261944,11513039,240-96-8019,240-96-8019-84
240,12,24012,93581314,48616229,57911571,240-12-7224,240-12-7224-22
240,73,24073,84948176,78185583,38289601,240-73-6155,240-73-6155-37
240,94,24094,45195975,24551595,45361843,240-94-5010,240-94-5010-30
240,96,24096,14090490,29447340,90407089,240-96-9830,240-96-9830-43
240,69,24069,24126259,88575130,72947470,240-69-3045,240-69-3045-58
240,82,24082,82089781,45898048,95999871,240-82-3803,240-82-3803-78
240,76,24076,58410954,47882922,99167163,240-76-7912,240-76-7912-14
240,36,24036,26948280,59708750,84240488,240-36-3547,240-36-3547-37
240,85,24085,46057546,98584342,42599725,240-85-4733,240-85-4733-47
240,11,24011,93599023,38822722,93021626,240-11-5803,240-11-5803-90
240,34,24034,63670073,41642135,56908698,240-34-3287,240-34-3287-41
240,34,24034,72627086,90502544,92902784,240-34-3287,240-34-3287-41
240,82,24082,59795809,46703647,82205005,240-82-6977,240-82-6977-30
240,18,24018,43158613,50480953,40665090,240-18-9348,240-18-9348-73
240,30,24030,54206030,88985786,22118588,240-30-9279,240-30-9279-87
240,52,24052,18820730,58470275,59580624,240-52-6930,240-52-6930-38
240,60,24060,90272587,27392747,80624532,240-60-7216,240-60-7216-44
240,95,24095,75139678,43057604,90400510,240-95-5506,240-95-5506-41
240,49,24049,70868253,39880696,95003119,240-49-5554,240-49-5554-68
240,29,24029,67104871,36189702,12310723,240-29-3286,240-29-3286-23
240,86,24086,63542411,37349261,33246535,240-86-5374,240-86-5374-99
240,73,24073,72035411,24950739,32759441,240-73-6155,240-73-6155-37
240,52,24052,48972213,43071662,85706635,240-52-6930,240-52-6930-38
240,49,24049,84002206,42927231,13498689,240-49-5554,240-49-5554-68
240,82,24082,85154177,35507874,23780909,240-82-3803,240-82-3803-78
240,29,24029,50521802,81799764,97846977,240-29-3286,240-29-3286-23
240,84,24084,51255054,37173553,21770520,240-84-9179,240-84-9179-60
240,34,24034,38807506,75386301,34551036,240-34-3287,240-34-3287-41
240,12,24012,19236122,61403242,78106250,240-12-7224,240-12-7224-22
240,33,24033,56289759,10286481,84480633,240-33-1188,240-33-1188-97
240,48,24048,87259825,36757614,30132248,240-48-6820,240-48-6820-36
240,93,24093,78130120,37799856,46035860,240-93-2876,240-93-2876-97
240,60,24060,83053466,25957063,38226790,240-60-7216,240-60-7216-44
240,90,24090,68727115,53044723,70847515,240-90-7924,240-90-7924-53
240,46,24046,27631464,35912315,47068976,240-46-6635,240-46-6635-87
240,46,24046,11207241,86574958,76799911,240-46-6635,240-46-6635-87
240,48,24048,39891752,24099669,76571036,240-48-6820,240-48-6820-36
240,55,24055,47975062,42677537,20045571,240-55-2040,240-55-2040-59
240,55,24055,14925951,98059174,75450762,240-55-2040,240-55-2040-59
240,55,24055,17077714,49449841,40490369,240-55-2040,240-55-2040-59
240,82,24082,89951181,78757035,88404362,240-82-6977,240-82-6977-30
240,5,24005,50539031,27791417,23271479,240-05-6168,240-05-6168-61
240,30,24030,10053164,35971876,39006458,240-30-9279,240-30-9279-87
240,35,24035,98383152,61907299,53568109,240-35-2084,240-35-2084-37
240,11,24011,60290283,83516316,54538253,240-11-5803,240-11-5803-90
240,42,24042,68919577,60265172,31930268,240-42-1916,240-42-1916-39
240,96,24096,84702893,91123501,60027329,240-96-9830,240-96-9830-43
240,29,24029,45491986,50999970,84727211,240-29-3286,240-29-3286-23
240,29,24029,16593832,73188240,17361154,240-29-8359,240-29-8359-85
240,48,24048,66729348,34762256,97470158,240-48-6820,240-48-6820-36
240,11,24011,13878336,99540514,66041612,240-11-5803,240-11-5803-90
240,94,24094,28344543,99676613,15703330,240-94-5010,240-94-5010-30
240,42,24042,76650447,77361967,92124838,240-42-1916,240-42-1916-39
240,83,24083,36234777,25720819,29950896,240-83-8517,240-83-8517-28
240,80,24080,53751709,34824156,77602960,240-80-6925,240-80-6925-83
240,80,24080,28629594,65340899,98434283,240-80-6925,240-80-6925-83
240,83,24083,18414797,71426238,13903807,240-83-8517,240-83-8517-28
240,35,24035,55094260,58441902,20893384,240-35-2084,240-35-2084-37
240,11,24011,82106460,50481462,62065388,240-11-4814,240-11-4814-22
240,5,24005,90222707,71520254,69849081,240-05-6168,240-05-6168-61
240,84,24084,96898395,33035862,22163799,240-84-9179,240-84-9179-60
240,82,24082,30141273,20761156,81252654,240-82-3803,240-82-3803-78
240,82,24082,21654732,85404934,52044776,240-82-4598,240-82-4598-97
240,90,24090,53017570,21793557,33283099,240-90-7924,240-90-7924-53
240,34,24034,72492666,28114198,87361027,240-34-3287,240-34-3287-41
240,85,24085,16706008,84902980,45302445,240-85-4733,240-85-4733-47
240,96,24096,10345452,29966399,81716309,240-96-9830,240-96-9830-43
240,85,24085,46039292,62743230,39920156,240-85-4733,240-85-4733-47
240,42,24042,47007903,65843021,57828164,240-42-1916,240-42-1916-39
240,30,24030,66447136,77187061,72327373,240-30-9279,240-30-9279-87
240,82,24082,99233544,94736399,82663896,240-82-3803,240-82-3803-78
240,84,24084,35805548,37888234,36690079,240-84-9179,240-84-9179-60
240,69,24069,88036332,96397008,12911598,240-69-3045,240-69-3045-58
240,34,24034,61994506,33613307,99973293,240-34-3287,240-34-3287-41
240,94,24094,34166673,77933776,72738544,240-94-5010,240-94-5010-30
240,36,24036,37385422,30973870,86763873,240-36-3547,240-36-3547-37
240,35,24035,32432870,91988763,23960149,240-35-2084,240-35-2084-37
240,52,24052,93223325,88663971,44614115,240-52-6930,240-52-6930-38
240,49,24049,32823571,17164613,86805265,240-49-8668,240-49-8668-77
240,69,24069,83872154,95877877,17770203,240-69-3045,240-69-3045-58
240,96,24096,76012703,70709002,15461022,240-96-9830,240-96-9830-43
240,36,24036,72162370,43294098,19193760,240-36-1106,240-36-1106-30
240,18,24018,39526779,75561724,53424881,240-18-9348,240-18-9348-73
240,86,24086,86277795,43655113,22099291,240-86-5374,240-86-5374-99
240,49,24049,46603972,66976024,92600266,240-49-8668,240-49-8668-77
240,34,24034,23141617,67180692,53852882,240-34-1711,240-34-1711-68
240,90,24090,90002760,88563297,65807824,240-90-7924,240-90-7924-53
240,80,24080,40088025,40056286,11197413,240-80-6925,240-80-6925-83
240,60,24060,42953449,10931575,15830676,240-60-7216,240-60-7216-44
240,95,24095,41344486,53145132,56358894,240-95-5506,240-95-5506-41
240,11,24011,24010473,83337593,11217978,240-11-5803,240-11-5803-90
240,69,24069,84498727,80290029,91336780,240-69-5371,240-69-5371-92
240,95,24095,45686998,24952200,77598295,240-95-5506,240-95-5506-41
240,11,24011,26017077,31837141,97483716,240-11-4814,240-11-4814-22
240,30,24030,46834756,65481618,55881973,240-30-9279,240-30-9279-87
240,55,24055,15204379,35260956,82933277,240-55-2040,240-55-2040-59
240,25,24025,29630394,76112206,24149286,240-25-2139,240-25-2139-15
240,76,24076,58102962,61551929,99047723,240-76-7912,240-76-7912-14
240,29,24029,93584641,59532180,98981635,240-29-3286,240-29-3286-23
240,85,24085,67702303,51499028,32147003,240-85-4733,240-85-4733-47
240,29,24029,23080729,80850509,73745311,240-29-8359,240-29-8359-85
240,18,24018,28932446,29157704,75111996,240-18-9348,240-18-9348-73
240,11,24011,17701295,63779075,16838746,240-11-4814,240-11-4814-22
240,96,24096,61732255,23915860,26930003,240-96-9830,240-96-9830-43
240,11,24011,31279138,81270408,55479032,240-11-4814,240-11-4814-22
240,82,24082,64387744,27101565,18092579,240-82-2824,240-82-2824-13
240,48,24048,33726911,22609101,25184405,240-48-6820,240-48-6820-36
240,96,24096,42159463,86557837,99238889,240-96-9830,240-96-9830-43
240,96,24096,25713857,43682454,68681395,240-96-8019,240-96-8019-84
240,55,24055,40504891,91104050,38584881,240-55-2040,240-55-2040-59
240,52,24052,56302297,34770618,57488981,240-52-6930,240-52-6930-38
240,88,24088,41192981,65032489,33339203,240-88-2169,240-88-2169-87
240,60,24060,41843891,61863627,80920639,240-60-7216,240-60-7216-44
240,69,24069,20716795,18172062,38356666,240-69-5371,240-69-5371-92
240,48,24048,45537512,77227472,56600175,240-48-6820,240-48-6820-36
240,82,24082,86448143,34129422,62219825,240-82-4598,240-82-4598-97
240,49,24049,81036858,47233130,81049815,240-49-8668,240-49-8668-77
240,42,24042,48531032,22525513,11212192,240-42-1916,240-42-1916-39
240,34,24034,38545431,88429234,90873010,240-34-3287,240-34-3287-41
240,12,24012,24507324,81418194,87948627,240-12-1771,240-12-1771-24
240,12,24012,18631218,85046701,81368928,240-12-1771,240-12-1771-24
240,87,24087,94631398,18276211,49168193,240-87-9935,240-87-9935-21
240,36,24036,45675032,93987514,60884450,240-36-1106,240-36-1106-30
240,85,24085,89712788,86070983,63584423,240-85-4733,240-85-4733-47
240,49,24049,46323459,27930937,29710976,240-49-5554,240-49-5554-68
240,30,24030,58842289,48588028,25437523,240-30-9279,240-30-9279-87
240,29,24029,91051731,82708544,11156980,240-29-3286,240-29-3286-23
240,96,24096,20019146,36659863,23262829,240-96-9830,240-96-9830-43
240,49,24049,33657862,19054436,60396527,240-49-5554,240-49-5554-68
240,95,24095,41333145,69443560,72069942,240-95-5506,240-95-5506-41
240,36,24036,48263887,53317075,26911572,240-36-3547,240-36-3547-37
240,46,24046,46635319,86141109,44963260,240-46-6635,240-46-6635-87
240,82,24082,24027503,12904104,82364526,240-82-2824,240-82-2824-13
240,18,24018,55558044,21546754,70028485,240-18-9348,240-18-9348-73
240,88,24088,81648547,41889778,59062245,240-88-2169,240-88-2169-87
240,69,24069,39256142,88080888,43063344,240-69-3045,240-69-3045-58
240,12,24012,53404010,69722528,20002496,240-12-1771,240-12-1771-24
240,90,24090,52370632,29872502,66982193,240-90-9928,240-90-9928-63
240,29,24029,61168040,76260569,28593221,240-29-8359,240-29-8359-85
240,33,24033,86392020,94640826,75288195,240-33-1188,240-33-1188-97
240,94,24094,55579340,58658104,24860837,240-94-5010,240-94-5010-30
240,34,24034,80829780,62445411,20946545,240-34-1711,240-34-1711-68
240,12,24012,96524380,82043433,22256800,240-12-7224,240-12-7224-22
240,30,24030,57273278,68819968,43588308,240-30-9279,240-30-9279-87
240,69,24069,19634662,72232197,20837833,240-69-3045,240-69-3045-58
240,98,24098,97822660,99775638,36883595,240-98-6514,240-98-6514-23
240,85,24085,70938916,66321412,67382200,240-85-4733,240-85-4733-47
240,90,24090,14458772,84689668,33381898,240-90-9928,240-90-9928-63
240,42,24042,92605775,28027542,67915613,240-42-1916,240-42-1916-39
240,88,24088,40127999,91375199,83322855,240-88-2169,240-88-2169-87
240,20,24020,75037469,49872547,37709728,240-20-3621,240-20-3621-97
240,29,24029,60566228,33432053,48005461,240-29-3286,240-29-3286-23
240,82,24082,81926225,37969668,61330445,240-82-3803,240-82-3803-78
240,52,24052,60428689,36941156,24495555,240-52-6930,240-52-6930-38
240,34,24034,30054167,14517793,82086838,240-34-3287,240-34-3287-41
240,25,24025,76779331,30291847,81844229,240-25-2139,240-25-2139-15
240,35,24035,98922034,78697474,10513675,240-35-2084,240-35-2084-37
240,46,24046,51160703,86718852,91394402,240-46-6635,240-46-6635-87
240,52,24052,49547401,56934048,68540911,240-52-6930,240-52-6930-38
240,29,24029,87312904,79549739,94691738,240-29-8359,240-29-8359-85
240,4,24004,97020675,91091404,33750028,240-04-4257,240-04-4257-93
240,84,24084,95219859,56858537,36010537,240-84-9179,240-84-9179-60
240,46,24046,81652130,89221022,92766847,240-46-6635,240-46-6635-87
240,84,24084,39129693,75947201,93845868,240-84-9179,240-84-9179-60
240,76,24076,29582930,39861991,75952745,240-76-7912,240-76-7912-14
240,30,24030,65536579,48121525,30153698,240-30-9279,240-30-9279-87
240,5,24005,17306979,38805418,21038089,240-05-6168,240-05-6168-61
240,29,24029,41450112,40906595,85782017,240-29-3286,240-29-3286-23
240,93,24093,37256612,17024292,91575940,240-93-2876,240-93-2876-97
240,46,24046,40031215,42779154,52891474,240-46-6635,240-46-6635-87
240,33,24033,52059286,69073213,11765451,240-33-1188,240-33-1188-97
240,96,24096,66284047,88697912,62906540,240-96-8019,240-96-8019-84
240,96,24096,24026301,83259908,55338068,240-96-9830,240-96-9830-43
240,90,24090,56918317,36347232,86335216,240-90-7924,240-90-7924-53
240,12,24012,21072641,70098131,10980198,240-12-7224,240-12-7224-22
240,80,24080,22969561,49842053,88649388,240-80-6925,240-80-6925-83
240,60,24060,83276243,13058185,40276130,240-60-7216,240-60-7216-44
240,34,24034,96239109,22815855,15294592,240-34-1711,240-34-1711-68
240,52,24052,94748655,54556167,91682781,240-52-6930,240-52-6930-38
240,94,24094,65371701,68586072,82191641,240-94-5010,240-94-5010-30
240,12,24012,98496705,96566824,58413849,240-12-1771,240-12-1771-24
240,73,24073,57135684,63285560,79244712,240-73-6155,240-73-6155-37
240,76,24076,26794134,11265480,42828350,240-76-7912,240-76-7912-14
240,36,24036,77854447,57930887,46099857,240-36-1106,240-36-1106-30
240,4,24004,80813091,80898844,82595770,240-04-2535,240-04-2535-37
240,11,24011,47706381,98807660,42519127,240-11-5803,240-11-5803-90
240,11,24011,45932543,34611069,49633815,240-11-4814,240-11-4814-22
240,35,24035,53591697,53660304,52412564,240-35-2084,240-35-2084-37
240,69,24069,61341313,22020449,81451808,240-69-5371,240-69-5371-92
240,29,24029,69281440,17749155,31728214,240-29-3286,240-29-3286-23
240,96,24096,74530912,71896713,87899651,240-96-8019,240-96-8019-84
240,30,24030,75341959,16425861,97801592,240-30-9279,240-30-9279-87
240,94,24094,50297758,76653234,95716136,240-94-5010,240-94-5010-30
240,48,24048,39222519,37071198,60527437,240-48-6820,240-48-6820-36
240,82,24082,52722957,46798797,66504037,240-82-3803,240-82-3803-78
240,48,24048,23288878,58770123,19890144,240-48-6820,240-48-6820-36
240,20,24020,86691587,35172037,88569761,240-20-3621,240-20-3621-97
240,4,24004,23906125,81411797,27640460,240-04-4257,240-04-4257-93
240,25,24025,59889995,62707781,92759346,240-25-2139,240-25-2139-15
240,82,24082,82152379,36774001,67367373,240-82-4598,240-82-4598-97
240,82,24082,64416707,26315468,63406666,240-82-2824,240-82-2824-13
240,42,24042,37752794,70670606,76268891,240-42-1916,240-42-1916-39
240,5,24005,87660390,66460406,26645589,240-05-6168,240-05-6168-61
240,35,24035,54753878,39030752,80744224,240-35-2084,240-35-2084-37
240,98,24098,87959540,72838344,61114389,240-98-6514,240-98-6514-23
240,4,24004,83083465,74178985,76743676,240-04-2535,240-04-2535-37
240,55,24055,68474870,38909919,77745850,240-55-2040,240-55-2040-59
240,4,24004,33102630,32495147,93368741,240-04-4257,240-04-4257-93
240,48,24048,57346837,76096238,21372358,240-48-6820,240-48-6820-36
240,80,24080,67440526,39195631,50208179,240-80-6925,240-80-6925-83
240,4,24004,94212531,44801981,41841243,240-04-2535,240-04-2535-37
240,18,24018,10143733,78779441,20379316,240-18-9348,240-18-9348-73
240,18,24018,15599093,89519913,95459426,240-18-9348,240-18-9348-73
240,18,24018,60831870,25474130,47860160,240-18-9348,240-18-9348-73
240,87,24087,36841516,31338348,48594864,240-87-9935,240-87-9935-21
240,49,24049,32086195,15285800,67792832,240-49-8668,240-49-8668-77
240,98,24098,92048827,47087551,60447276,240-98-6514,240-98-6514-23
240,60,24060,35630977,32854950,48224228,240-60-7216,240-60-7216-44
240,98,24098,37798703,79480279,65980204,240-98-6514,240-98-6514-23
240,76,24076,60111076,98526424,76744368,240-76-7912,240-76-7912-14
240,34,24034,32712867,36252453,27971660,240-34-1711,240-34-1711-68
240,12,24012,56712523,70745420,89236113,240-12-1771,240-12-1771-24
240,4,24004,66020717,78133552,86404507,240-04-4257,240-04-4257-93
240,82,24082,70111688,58295415,52309550,240-82-4598,240-82-4598-97
240,55,24055,99453914,66652531,73330312,240-55-2040,240-55-2040-59
240,96,24096,87976348,22576158,76976231,240-96-9830,240-96-9830-43
240,96,24096,98573894,74904720,11562107,240-96-9830,240-96-9830-43
240,88,24088,92922850,28947374,61318906,240-88-2169,240-88-2169-87
240,20,24020,15267324,14609320,10632933,240-20-3621,240-20-3621-97
240,87,24087,78382590,58053439,13240315,240-87-9935,240-87-9935-21
240,49,24049,57604476,43931691,13897224,240-49-5554,240-49-5554-68
240,69,24069,20622795,76085159,73113001,240-69-5371,240-69-5371-92
240,18,24018,19611136,64938341,16329154,240-18-9348,240-18-9348-73
240,29,24029,15265769,23596947,33313732,240-29-3286,240-29-3286-23
240,83,24083,40519120,50113790,12801143,240-83-8517,240-83-8517-28
240,69,24069,17316637,84966651,23280185,240-69-3045,240-69-3045-58
240,88,24088,20899912,65964386,28383632,240-88-2169,240-88-2169-87
240,4,24004,11742356,99354121,45040351,240-04-4257,240-04-4257-93
240,42,24042,37295920,29033040,50283648,240-42-1916,240-42-1916-39
240,69,24069,69601041,26110109,13111712,240-69-3045,240-69-3045-58
240,60,24060,77063437,48241715,29707351,240-60-7216,240-60-7216-44
240,60,24060,61414748,19118417,75144921,240-60-7216,240-60-7216-44
240,18,24018,16663815,91660811,23751237,240-18-9348,240-18-9348-73
240,34,24034,30766931,11744438,67172825,240-34-3287,240-34-3287-41
240,82,24082,68569046,85373089,54159758,240-82-6977,240-82-6977-30
240,96,24096,26093254,51782875,18493869,240-96-8019,240-96-8019-84
240,98,24098,42958298,81982848,91733826,240-98-6514,240-98-6514-23
240,73,24073,23288241,50553191,68502707,240-73-6155,240-73-6155-37
240,34,24034,20963841,73503755,48081563,240-34-3287,240-34-3287-41
240,12,24012,63703607,95805195,75805747,240-12-7224,240-12-7224-22
240,90,24090,92184376,82937527,79151504,240-90-9928,240-90-9928-63
240,94,24094,20027355,22737198,97696799,240-94-5010,240-94-5010-30
240,33,24033,63899630,17386348,73909193,240-33-1188,240-33-1188-97
