index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
22512,"[40, 80[",*,married,*,unknown,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22513,"[40, 80[",*,married,*,unknown,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22514,"[40, 80[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22515,"[40, 80[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22516,"[40, 80[",*,divorced,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22517,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22518,"[0, 40[",*,single,*,no,no,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22519,"[0, 40[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22520,"[40, 80[",*,married,*,unknown,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22521,"[0, 40[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22522,"[0, 40[",*,single,*,no,no,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22523,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22524,"[0, 40[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22525,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22526,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22527,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22528,"[0, 40[",*,single,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22529,"[40, 80[",*,married,*,unknown,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22530,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22531,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22532,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22533,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22534,"[0, 40[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22535,"[0, 40[",*,divorced,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22536,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,yes
22537,"[0, 40[",*,single,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22538,"[0, 40[",*,divorced,*,no,no,no,telephone,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22539,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22540,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22541,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22542,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22543,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22544,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22545,"[40, 80[",*,married,*,unknown,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22546,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22547,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22548,"[40, 80[",*,married,*,unknown,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22549,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22550,"[0, 40[",*,married,*,unknown,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22551,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22552,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,yes
22553,"[0, 40[",*,single,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22554,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22555,"[0, 40[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22556,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22557,"[0, 40[",*,married,*,unknown,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22558,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22559,"[40, 80[",*,married,*,unknown,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22560,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22561,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22562,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22563,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22564,"[40, 80[",*,married,*,unknown,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22565,"[0, 40[",*,single,*,no,no,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22566,"[40, 80[",*,married,*,unknown,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22567,"[40, 80[",*,married,*,unknown,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22568,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22569,"[0, 40[",*,married,*,unknown,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22570,"[0, 40[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22571,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22572,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22573,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22574,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22575,"[40, 80[",*,divorced,*,unknown,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22576,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22577,"[0, 40[",*,married,*,unknown,no,no,telephone,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22578,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22579,"[0, 40[",*,married,*,no,yes,no,telephone,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22580,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22581,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22582,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22583,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22584,"[0, 40[",*,single,*,no,no,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22585,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22586,"[0, 40[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22587,"[40, 80[",*,married,*,unknown,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22588,"[0, 40[",*,single,*,unknown,unknown,unknown,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22589,"[40, 80[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22590,"[0, 40[",*,married,*,unknown,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22591,"[0, 40[",*,divorced,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22592,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22593,"[0, 40[",*,single,*,no,no,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22594,"[40, 80[",*,married,*,unknown,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22595,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22596,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22597,"[40, 80[",*,married,*,unknown,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22598,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22599,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22600,"[40, 80[",*,married,*,unknown,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22601,"[40, 80[",*,married,*,unknown,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22602,"[40, 80[",*,married,*,unknown,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22603,"[40, 80[",*,single,*,no,unknown,unknown,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22604,"[0, 40[",*,divorced,*,no,unknown,unknown,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22605,"[0, 40[",*,single,*,unknown,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22606,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22607,"[40, 80[",*,divorced,*,no,unknown,unknown,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22608,"[0, 40[",*,married,*,no,no,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22609,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22610,"[40, 80[",*,married,*,unknown,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22611,"[40, 80[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,yes
22612,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22613,"[0, 40[",*,married,*,no,no,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22614,"[0, 40[",*,married,*,no,yes,yes,telephone,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22615,"[40, 80[",*,divorced,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22616,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22617,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22618,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22619,"[40, 80[",*,married,*,unknown,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22620,"[40, 80[",*,married,*,unknown,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22621,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22622,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22623,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22624,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22625,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22626,"[0, 40[",*,divorced,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22627,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22628,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22629,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22630,"[0, 40[",*,single,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22631,"[40, 80[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22632,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22633,"[0, 40[",*,married,*,no,no,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22634,"[40, 80[",*,married,*,no,no,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22635,"[40, 80[",*,married,*,no,no,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22636,"[0, 40[",*,divorced,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22637,"[0, 40[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22638,"[0, 40[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22639,"[40, 80[",*,married,*,no,unknown,unknown,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22640,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22641,"[40, 80[",*,divorced,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22642,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22643,"[40, 80[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22644,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22645,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22646,"[0, 40[",*,divorced,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22647,"[0, 40[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22648,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22649,"[0, 40[",*,married,*,no,no,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22650,"[0, 40[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22651,"[40, 80[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22652,"[40, 80[",*,single,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22653,"[0, 40[",*,single,*,no,no,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22654,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22655,"[40, 80[",*,divorced,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22656,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22657,"[0, 40[",*,married,*,unknown,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22658,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22659,"[40, 80[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22660,"[0, 40[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22661,"[0, 40[",*,married,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22662,"[0, 40[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22663,"[0, 40[",*,married,*,unknown,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22664,"[40, 80[",*,married,*,no,no,no,telephone,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22665,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22666,"[40, 80[",*,married,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22667,"[0, 40[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22668,"[0, 40[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22669,"[0, 40[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22670,"[40, 80[",*,married,*,unknown,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22671,"[0, 40[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22672,"[0, 40[",*,single,*,no,no,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22673,"[0, 40[",*,single,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22674,"[0, 40[",*,single,*,no,yes,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22675,"[40, 80[",*,married,*,unknown,no,no,telephone,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22676,"[40, 80[",*,married,*,no,yes,yes,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
22677,"[0, 40[",*,divorced,*,no,no,no,cellular,Q3,Late-Week,*,>200,0,nonexistent,Positive (>0),93-94,Low (-45 to -35),High (>3),>5200,no
