Device_ID,Device_Type,LAI,RAI,Network_Type
D2350,Smartphone,240-01,240-01,4G
D2351,IoT Device,240-01,240-01,3G
D2352,Smartphone,240-01,240-01,5G
D2353,Tablet,240-01,240-01,5G
D2354,IoT Device,240-01,240-01,4G
D2355,Tablet,240-01,240-01,3G
D2356,IoT Device,240-01,240-01,4G
D2357,IoT Device,240-01,240-01,5G
D2358,Smartphone,240-01,240-01,3G
D2359,IoT Device,240-01,240-01,3G
D2360,Smartphone,240-01,240-01,3G
D2361,Smartphone,240-01,240-01,4G
D2362,IoT Device,240-01,240-01,5G
D2363,Smartphone,240-01,240-01,5G
D2364,Smartphone,240-01,240-01,4G
D2365,Smartphone,240-01,240-01,3G
D2366,Tablet,240-01,240-01,4G
D2367,IoT Device,240-01,240-01,5G
D2368,IoT Device,240-01,240-01,5G
D2369,Smartphone,240-01,240-01,5G
D2370,Smartphone,240-01,240-01,5G
D2371,IoT Device,240-01,240-01,3G
D2372,Tablet,240-01,240-01,3G
D2373,Smartphone,240-01,240-01,4G
D2374,IoT Device,240-01,240-01,4G
D2375,IoT Device,240-01,240-01,5G
D2376,IoT Device,240-01,240-01,5G
D2377,Smartphone,240-01,240-01,5G
D2378,Smartphone,240-01,240-01,4G
D2379,Tablet,240-01,240-01,3G
D2380,Smartphone,240-01,240-01,5G
D2381,Smartphone,240-01,240-01,4G
D2382,Tablet,240-01,240-01,4G
D2383,Tablet,240-01,240-01,3G
D2384,IoT Device,240-01,240-01,4G
D2385,Smartphone,240-01,240-01,5G
D2386,IoT Device,240-01,240-01,4G
D2387,Tablet,240-01,240-01,5G
D2388,IoT Device,240-01,240-01,3G
D2389,Smartphone,240-01,240-01,5G
D2390,Smartphone,240-01,240-01,4G
D2391,IoT Device,240-01,240-01,5G
D2392,Smartphone,240-01,240-01,4G
D2393,IoT Device,240-01,240-01,3G
D2394,Tablet,240-01,240-01,5G
D2395,Tablet,240-01,240-01,4G
D2396,Smartphone,240-01,240-01,5G
D2397,Tablet,240-01,240-01,5G
D2398,Tablet,240-01,240-01,4G
D2399,Tablet,240-01,240-01,5G
D2400,IoT Device,240-01,240-01,5G
D2401,IoT Device,240-01,240-01,5G
D2402,Tablet,240-01,240-01,5G
D2403,Tablet,240-01,240-01,3G
D2404,Tablet,240-01,240-01,5G
D2405,Smartphone,240-01,240-01,4G
D2406,Smartphone,240-01,240-01,5G
D2407,Tablet,240-01,240-01,5G
D2408,Tablet,240-01,240-01,5G
D2409,Tablet,240-01,240-01,4G
D2410,Smartphone,240-01,240-01,3G
D2411,Tablet,240-01,240-01,3G
D2412,Smartphone,240-01,240-01,3G
D2413,Tablet,240-01,240-01,5G
D2414,Tablet,240-01,240-01,3G
D2415,Tablet,240-01,240-01,5G
D2416,IoT Device,240-01,240-01,5G
D2417,Tablet,240-01,240-01,4G
D2418,IoT Device,240-01,240-01,3G
D2419,IoT Device,240-01,240-01,5G
D2420,Smartphone,240-01,240-01,4G
D2421,Tablet,240-01,240-01,5G
D2422,Tablet,240-01,240-01,5G
D2423,IoT Device,240-01,240-01,4G
D2424,Tablet,240-01,240-01,3G
D2425,IoT Device,240-01,240-01,4G
D2426,IoT Device,240-01,240-01,4G
D2427,Smartphone,240-01,240-01,5G
D2428,Smartphone,240-01,240-01,3G
D2429,Smartphone,240-01,240-01,5G
D2430,Tablet,240-01,240-01,5G
D2431,Tablet,240-01,240-01,4G
D2432,Tablet,240-01,240-01,5G
D2433,Smartphone,240-01,240-01,4G
D2434,IoT Device,240-01,240-01,4G
D2435,IoT Device,240-01,240-01,3G
D2436,Tablet,240-01,240-01,5G
D2437,Tablet,240-01,240-01,4G
D2438,IoT Device,240-01,240-01,4G
D2439,IoT Device,240-01,240-01,5G
D2440,Smartphone,240-01,240-01,3G
D2441,IoT Device,240-01,240-01,4G
D2442,Smartphone,240-01,240-01,4G
D2443,Tablet,240-01,240-01,5G
D2444,IoT Device,240-01,240-01,4G
D2445,Tablet,240-01,240-01,4G
D2446,Smartphone,240-01,240-01,3G
D2447,Smartphone,240-01,240-01,4G
D2448,IoT Device,240-01,240-01,3G
D2449,IoT Device,240-01,240-01,3G
D2450,IoT Device,240-01,240-01,4G
D2451,IoT Device,240-01,240-01,4G
D2452,Tablet,240-01,240-01,3G
D2453,IoT Device,240-01,240-01,3G
D2454,Smartphone,240-01,240-01,3G
D2455,Smartphone,240-01,240-01,3G
D2456,Smartphone,240-01,240-01,5G
D2457,Smartphone,240-01,240-01,3G
D2458,IoT Device,240-01,240-01,4G
D2459,IoT Device,240-01,240-01,4G
D2460,IoT Device,240-01,240-01,3G
D2461,IoT Device,240-01,240-01,5G
D2462,Smartphone,240-01,240-01,4G
D2463,Tablet,240-01,240-01,3G
D2464,Tablet,240-01,240-01,4G
D2465,Smartphone,240-01,240-01,4G
D2466,Tablet,240-01,240-01,3G
D2467,Tablet,240-01,240-01,4G
D2468,Tablet,240-01,240-01,4G
D2469,IoT Device,240-01,240-01,3G
D2470,Smartphone,240-01,240-01,4G
D2471,Tablet,240-01,240-01,3G
D2472,Smartphone,240-01,240-01,4G
D2473,Tablet,240-01,240-01,5G
D2474,Smartphone,240-01,240-01,4G
D2475,Smartphone,240-01,240-01,5G
D2476,Smartphone,240-01,240-01,5G
D2477,Smartphone,240-01,240-01,5G
D2478,Tablet,240-01,240-01,3G
D2479,Tablet,240-01,240-01,5G
D2480,Smartphone,240-01,240-01,4G
D2481,Smartphone,240-01,240-01,3G
D2482,Tablet,240-01,240-01,5G
D2483,IoT Device,240-01,240-01,5G
D2484,Smartphone,240-01,240-01,4G
D2485,IoT Device,240-01,240-01,3G
D2486,Tablet,240-01,240-01,3G
D2487,IoT Device,240-01,240-01,5G
D2488,Tablet,240-01,240-01,5G
D2489,Smartphone,240-01,240-01,5G
D2490,IoT Device,240-01,240-01,3G
D2491,Smartphone,240-01,240-01,5G
D2492,IoT Device,240-01,240-01,5G
D2493,Tablet,240-01,240-01,5G
D2494,Tablet,240-01,240-01,5G
D2495,IoT Device,240-01,240-01,5G
D2496,Tablet,240-01,240-01,3G
D2497,Smartphone,240-01,240-01,5G
D2498,IoT Device,240-01,240-01,4G
D2499,Smartphone,240-01,240-01,4G
D2500,Smartphone,240-01,240-01,5G
D2501,IoT Device,240-01,240-01,3G
D2502,Smartphone,240-01,240-01,3G
D2503,Smartphone,240-01,240-01,3G
D2504,Smartphone,240-01,240-01,5G
D2505,Tablet,240-01,240-01,5G
D2506,Tablet,240-01,240-01,5G
D2507,IoT Device,240-01,240-01,4G
D2508,IoT Device,240-01,240-01,4G
D2509,Tablet,240-01,240-01,5G
D2510,IoT Device,240-01,240-01,3G
D2511,IoT Device,240-01,240-01,4G
D2512,Smartphone,240-01,240-01,5G
D2513,Smartphone,240-01,240-01,3G
D2514,IoT Device,240-01,240-01,5G
D2515,Tablet,240-01,240-01,4G
D2516,Smartphone,240-01,240-01,3G
D2517,Tablet,240-01,240-01,3G
D2518,Smartphone,240-01,240-01,4G
D2519,Tablet,240-01,240-01,5G
D2520,IoT Device,240-01,240-01,4G
D2521,Smartphone,240-01,240-01,3G
D2522,Tablet,240-01,240-01,4G
D2523,Tablet,240-01,240-01,4G
D2524,Tablet,240-01,240-01,5G
D2525,Tablet,240-01,240-01,5G
D2526,IoT Device,240-01,240-01,5G
D2527,IoT Device,240-01,240-01,3G
D2528,Tablet,240-01,240-01,3G
D2529,Tablet,240-01,240-01,3G
D2530,Tablet,240-01,240-01,3G
D2531,Tablet,240-01,240-01,4G
D2532,Smartphone,240-01,240-01,4G
D2533,Tablet,240-01,240-01,5G
D2534,Smartphone,240-01,240-01,3G
D2535,Smartphone,240-01,240-01,4G
D2536,Smartphone,240-01,240-01,3G
D2537,Smartphone,240-01,240-01,5G
D2538,Smartphone,240-01,240-01,3G
D2539,Tablet,240-01,240-01,4G
D2540,Tablet,240-01,240-01,4G
D2541,Smartphone,240-01,240-01,3G
D2542,Smartphone,240-01,240-01,3G
D2543,Tablet,240-01,240-01,4G
D2544,Tablet,240-01,240-01,5G
D2545,Tablet,240-01,240-01,3G
D2546,Smartphone,240-01,240-01,3G
D2547,IoT Device,240-01,240-01,5G
D2548,Tablet,240-01,240-01,3G
D2549,Smartphone,240-01,240-01,4G
D2550,Smartphone,240-01,240-01,3G
D2551,IoT Device,240-01,240-01,3G
D2552,Smartphone,240-01,240-01,4G
D2553,Tablet,240-01,240-01,5G
D2554,Smartphone,240-01,240-01,5G
D2555,Tablet,240-01,240-01,5G
D2556,Tablet,240-01,240-01,5G
D2557,IoT Device,240-01,240-01,4G
D2558,Smartphone,240-01,240-01,5G
D2559,IoT Device,240-01,240-01,5G
D2560,Tablet,240-01,240-01,5G
D2561,IoT Device,240-01,240-01,3G
D2562,Tablet,240-01,240-01,5G
D2563,Smartphone,240-01,240-01,3G
D2564,Tablet,240-01,240-01,4G
D2565,Smartphone,240-01,240-01,4G
D2566,Smartphone,240-01,240-01,4G
D2567,Tablet,240-01,240-01,4G
D2568,Tablet,240-01,240-01,5G
D2569,Tablet,240-01,240-01,3G
D2570,Tablet,240-01,240-01,5G
D2571,Tablet,240-01,240-01,3G
D2572,IoT Device,240-01,240-01,3G
D2573,IoT Device,240-01,240-01,5G
D2574,IoT Device,240-01,240-01,5G
D2575,Smartphone,240-01,240-01,5G
D2576,Tablet,240-01,240-01,4G
D2577,IoT Device,240-01,240-01,5G
D2578,Smartphone,240-01,240-01,3G
D2579,Tablet,240-01,240-01,3G
D2580,IoT Device,240-01,240-01,4G
D2581,Smartphone,240-01,240-01,5G
D2582,Tablet,240-01,240-01,3G
D2583,Tablet,240-01,240-01,3G
D2584,Tablet,240-01,240-01,5G
D2585,Smartphone,240-01,240-01,4G
D2586,Smartphone,240-01,240-01,5G
D2587,Tablet,240-01,240-01,4G
D2588,Smartphone,240-01,240-01,5G
D2589,IoT Device,240-01,240-01,3G
D2590,IoT Device,240-01,240-01,4G
D2591,IoT Device,240-01,240-01,3G
D2592,Tablet,240-01,240-01,3G
D2593,Tablet,240-01,240-01,3G
D2594,IoT Device,240-01,240-01,4G
D2595,Tablet,240-01,240-01,4G
D2596,IoT Device,240-01,240-01,5G
D2597,Smartphone,240-01,240-01,5G
D2598,Tablet,240-01,240-01,4G
D2599,Smartphone,240-01,240-01,3G
D2600,Tablet,240-01,240-01,3G
D2601,IoT Device,240-01,240-01,4G
D2602,Tablet,240-01,240-01,4G
D2603,IoT Device,240-01,240-01,3G
D2604,Smartphone,240-01,240-01,3G
D2605,Smartphone,240-01,240-01,5G
D2606,Smartphone,240-01,240-01,5G
D2607,Tablet,240-01,240-01,4G
D2608,IoT Device,240-01,240-01,4G
D2609,Smartphone,240-01,240-01,3G
D2610,IoT Device,240-01,240-01,5G
D2611,IoT Device,240-01,240-01,4G
D2612,IoT Device,240-01,240-01,5G
D2613,Tablet,240-01,240-01,4G
D2614,Tablet,240-01,240-01,5G
D2615,Smartphone,240-01,240-01,3G
D2616,Smartphone,240-01,240-01,5G
D2617,Smartphone,240-01,240-01,4G
D2618,IoT Device,240-01,240-01,4G
D2619,IoT Device,240-01,240-01,5G
D2620,IoT Device,240-01,240-01,5G
D2621,IoT Device,240-01,240-01,5G
D2622,Tablet,240-01,240-01,5G
D2623,IoT Device,240-01,240-01,4G
D2624,IoT Device,240-01,240-01,4G
D2625,IoT Device,240-01,240-01,5G
D2626,IoT Device,240-01,240-01,3G
D2627,Smartphone,240-01,240-01,3G
D2628,Tablet,240-01,240-01,5G
D2629,Smartphone,240-01,240-01,5G
D2630,Smartphone,240-01,240-01,5G
D2631,Smartphone,240-01,240-01,4G
D2632,Tablet,240-01,240-01,5G
D2633,Tablet,240-01,240-01,5G
D2634,Smartphone,240-01,240-01,4G
D2635,Smartphone,240-01,240-01,3G
D2636,Tablet,240-01,240-01,4G
D2637,Tablet,240-01,240-01,3G
D2638,IoT Device,240-01,240-01,5G
D2639,Tablet,240-01,240-01,4G
D2640,IoT Device,240-01,240-01,3G
D2641,IoT Device,240-01,240-01,4G
D2642,Smartphone,240-01,240-01,4G
D2643,IoT Device,240-01,240-01,4G
D2644,Smartphone,240-01,240-01,3G
D2645,Smartphone,240-01,240-01,5G
D2646,Smartphone,240-01,240-01,4G
D2647,Tablet,240-01,240-01,5G
D2648,IoT Device,240-01,240-01,4G
D2649,IoT Device,240-01,240-01,5G
D2650,IoT Device,240-01,240-01,5G
D2651,Tablet,240-01,240-01,3G
D2652,Smartphone,240-01,240-01,5G
D2653,IoT Device,240-01,240-01,3G
D2654,Tablet,240-01,240-01,5G
D2655,IoT Device,240-01,240-01,5G
D2656,Tablet,240-01,240-01,4G
D2657,Smartphone,240-01,240-01,4G
D2658,IoT Device,240-01,240-01,5G
D2659,Tablet,240-01,240-01,5G
D2660,Tablet,240-01,240-01,3G
D2661,Tablet,240-01,240-01,3G
D2662,Smartphone,240-01,240-01,5G
D2663,Smartphone,240-01,240-01,5G
D2664,Tablet,240-01,240-01,5G
D2665,Tablet,240-01,240-01,4G
D2666,Smartphone,240-01,240-01,5G
D2667,IoT Device,240-01,240-01,4G
D2668,Tablet,240-01,240-01,4G
D2669,Tablet,240-01,240-01,5G
D2670,Smartphone,240-01,240-01,3G
D2671,Tablet,240-01,240-01,3G
D2672,Smartphone,240-01,240-01,4G
D2673,Tablet,240-01,240-01,4G
D2674,Tablet,240-01,240-01,3G
D2675,Tablet,240-01,240-01,4G
D2676,Smartphone,240-01,240-01,4G
D2677,Smartphone,240-01,240-01,5G
D2678,IoT Device,240-01,240-01,3G
D2679,Tablet,240-01,240-01,5G
D2680,Tablet,240-01,240-01,3G
D2681,IoT Device,240-01,240-01,4G
D2682,Smartphone,240-01,240-01,4G
D2683,Smartphone,240-01,240-01,5G
D2684,Tablet,240-01,240-01,3G
D2685,Smartphone,240-01,240-01,5G
D2686,Tablet,240-01,240-01,4G
D2687,IoT Device,240-01,240-01,5G
D2688,Smartphone,240-01,240-01,3G
D2689,Smartphone,240-01,240-01,5G
D2690,Smartphone,240-01,240-01,4G
D2691,Tablet,240-01,240-01,4G
D2692,IoT Device,240-01,240-01,4G
D2693,IoT Device,240-01,240-01,5G
D2694,Smartphone,240-01,240-01,3G
D2695,Smartphone,240-01,240-01,3G
D2696,Tablet,240-01,240-01,3G
D2697,Tablet,240-01,240-01,3G
D2698,Smartphone,240-01,240-01,3G
D2699,IoT Device,240-01,240-01,5G
D2700,Smartphone,240-01,240-01,5G
D2701,IoT Device,240-01,240-01,3G
D2702,Tablet,240-01,240-01,5G
D2703,IoT Device,240-01,240-01,4G
D2704,Smartphone,240-01,240-01,4G
D2705,Smartphone,240-01,240-01,3G
D2706,Tablet,240-01,240-01,4G
D2707,Tablet,240-01,240-01,5G
D2708,IoT Device,240-01,240-01,4G
D2709,IoT Device,240-01,240-01,3G
D2710,Smartphone,240-01,240-01,4G
D2711,IoT Device,240-01,240-01,3G
D2712,Tablet,240-01,240-01,4G
D2713,IoT Device,240-01,240-01,3G
D2714,IoT Device,240-01,240-01,4G
D2715,Tablet,240-01,240-01,4G
D2716,Smartphone,240-01,240-01,3G
D2717,Smartphone,240-01,240-01,5G
D2718,Tablet,240-01,240-01,3G
D2719,Tablet,240-01,240-01,3G
D2720,Smartphone,240-01,240-01,5G
D2721,Tablet,240-01,240-01,3G
D2722,Smartphone,240-01,240-01,5G
D2723,Tablet,240-01,240-01,4G
D2724,Smartphone,240-01,240-01,5G
D2725,Smartphone,240-01,240-01,4G
D2726,Smartphone,240-01,240-01,5G
D2727,Tablet,240-01,240-01,4G
D2728,IoT Device,240-01,240-01,5G
D2729,Smartphone,240-01,240-01,5G
D2730,Smartphone,240-01,240-01,3G
D2731,Tablet,240-01,240-01,3G
D2732,Smartphone,240-01,240-01,5G
D2733,Smartphone,240-01,240-01,5G
D2734,Smartphone,240-01,240-01,4G
D2735,Tablet,240-01,240-01,5G
D2736,Smartphone,240-01,240-01,3G
D2737,Smartphone,240-01,240-01,4G
D2738,Smartphone,240-01,240-01,5G
D2739,IoT Device,240-01,240-01,5G
D2740,Smartphone,240-01,240-01,5G
D2741,Smartphone,240-01,240-01,3G
D2742,Tablet,240-01,240-01,3G
D2743,IoT Device,240-01,240-01,3G
D2744,Smartphone,240-01,240-01,3G
D2745,Smartphone,240-01,240-01,3G
D2746,Smartphone,240-01,240-01,3G
D2747,Smartphone,240-01,240-01,3G
D2748,Tablet,240-01,240-01,5G
D2749,Tablet,240-01,240-01,4G
D2750,Smartphone,240-01,240-01,4G
D2751,Tablet,240-01,240-01,3G
D2752,IoT Device,240-01,240-01,4G
D2753,Tablet,240-01,240-01,5G
D2754,IoT Device,240-01,240-01,4G
D2755,Smartphone,240-01,240-01,5G
D2756,Tablet,240-01,240-01,4G
D2757,IoT Device,240-01,240-01,3G
D2758,IoT Device,240-01,240-01,4G
D2759,Smartphone,240-01,240-01,4G
D2760,Smartphone,240-01,240-01,3G
D2761,Smartphone,240-01,240-01,5G
D2762,Smartphone,240-01,240-01,4G
D2763,Tablet,240-01,240-01,4G
D2764,Smartphone,240-01,240-01,3G
D2765,Smartphone,240-01,240-01,5G
D2766,Smartphone,240-01,240-01,3G
D2767,IoT Device,240-01,240-01,4G
D2768,Tablet,240-01,240-01,3G
D2769,Tablet,240-01,240-01,4G
D2770,IoT Device,240-01,240-01,5G
D2771,Smartphone,240-01,240-01,3G
D2772,IoT Device,240-01,240-01,4G
D2773,IoT Device,240-01,240-01,3G
D2774,Tablet,240-01,240-01,4G
D2775,IoT Device,240-01,240-01,4G
D2776,Smartphone,240-01,240-01,3G
D2777,Smartphone,240-01,240-01,5G
D2778,Smartphone,240-01,240-01,4G
D2779,Tablet,240-01,240-01,5G
D2780,Smartphone,240-01,240-01,3G
D2781,Tablet,240-01,240-01,3G
D2782,Smartphone,240-01,240-01,4G
D2783,Tablet,240-01,240-01,5G
D2784,IoT Device,240-01,240-01,3G
D2785,IoT Device,240-01,240-01,5G
D2786,Smartphone,240-01,240-01,5G
D2787,IoT Device,240-01,240-01,5G
D2788,Smartphone,240-01,240-01,4G
D2789,Smartphone,240-01,240-01,3G
D2790,Tablet,240-01,240-01,3G
D2791,Smartphone,240-01,240-01,5G
D2792,Tablet,240-01,240-01,5G
D2793,Tablet,240-01,240-01,5G
D2794,Smartphone,240-01,240-01,4G
D2795,IoT Device,240-01,240-01,4G
D2796,Smartphone,240-01,240-01,5G
D2797,Tablet,240-01,240-01,4G
D2798,Tablet,240-01,240-01,5G
D2799,Tablet,240-01,240-01,5G
D2800,IoT Device,240-01,240-01,3G
D2801,Tablet,240-01,240-01,4G
D2802,Smartphone,240-01,240-01,5G
D2803,IoT Device,240-01,240-01,4G
D2804,IoT Device,240-01,240-01,4G
D2805,Tablet,240-01,240-01,4G
D2806,Tablet,240-01,240-01,5G
D2807,IoT Device,240-01,240-01,4G
D2808,Smartphone,240-01,240-01,4G
D2809,IoT Device,240-01,240-01,4G
D2810,Smartphone,240-01,240-01,3G
D2811,Tablet,240-01,240-01,4G
D2812,Smartphone,240-01,240-01,3G
D2813,Tablet,240-01,240-01,5G
D2814,Smartphone,240-01,240-01,3G
D2815,IoT Device,240-01,240-01,3G
D2816,Tablet,240-01,240-01,5G
D2817,IoT Device,240-01,240-01,3G
D2818,Tablet,240-01,240-01,4G
D2819,Smartphone,240-01,240-01,4G
D2820,Tablet,240-01,240-01,5G
D2821,IoT Device,240-01,240-01,4G
D2822,IoT Device,240-01,240-01,3G
D2823,IoT Device,240-01,240-01,5G
D2824,IoT Device,240-01,240-01,4G
D2825,Tablet,240-01,240-01,3G
D2826,IoT Device,240-01,240-01,3G
D2827,Tablet,240-01,240-01,5G
D2828,Tablet,240-01,240-01,3G
D2829,Smartphone,240-01,240-01,5G
D2830,IoT Device,240-01,240-01,3G
D2831,Smartphone,240-01,240-01,3G
D2832,IoT Device,240-01,240-01,3G
D2833,IoT Device,240-01,240-01,5G
D2834,Smartphone,240-01,240-01,3G
D2835,IoT Device,240-01,240-01,3G
D2836,IoT Device,240-01,240-01,5G
D2837,IoT Device,240-01,240-01,5G
D2838,Smartphone,240-01,240-01,4G
D2839,Smartphone,240-01,240-01,5G
D2840,Smartphone,240-01,240-01,3G
D2841,IoT Device,240-01,240-01,4G
D2842,Tablet,240-01,240-01,3G
D2843,Smartphone,240-01,240-01,3G
D2844,Smartphone,240-01,240-01,5G
D2845,Tablet,240-01,240-01,3G
D2846,Smartphone,240-01,240-01,5G
D2847,Tablet,240-01,240-01,4G
D2848,Tablet,240-01,240-01,5G
D2849,Tablet,240-01,240-01,4G
D2850,IoT Device,240-01,240-01,4G
D2851,IoT Device,240-01,240-01,4G
D2852,Tablet,240-01,240-01,5G
D2853,Tablet,240-01,240-01,3G
D2854,Tablet,240-01,240-01,5G
D2855,Smartphone,240-01,240-01,4G
D2856,Smartphone,240-01,240-01,3G
D2857,IoT Device,240-01,240-01,3G
D2858,Tablet,240-01,240-01,3G
D2859,IoT Device,240-01,240-01,3G
D2860,Smartphone,240-01,240-01,3G
D2861,Tablet,240-01,240-01,3G
D2862,Smartphone,240-01,240-01,4G
D2863,Tablet,240-01,240-01,5G
D2864,Smartphone,240-01,240-01,5G
D2865,Smartphone,240-01,240-01,4G
D2866,IoT Device,240-01,240-01,5G
D2867,IoT Device,240-01,240-01,5G
D2868,Tablet,240-01,240-01,5G
D2869,Tablet,240-01,240-01,5G
D2870,Smartphone,240-01,240-01,3G
D2871,IoT Device,240-01,240-01,3G
D2872,Tablet,240-01,240-01,5G
D2873,IoT Device,240-01,240-01,5G
D2874,Tablet,240-01,240-01,4G
D2875,IoT Device,240-01,240-01,5G
D2876,Tablet,240-01,240-01,5G
D2877,Tablet,240-01,240-01,5G
D2878,Tablet,240-01,240-01,3G
D2879,Tablet,240-01,240-01,5G
D2880,Tablet,240-01,240-01,5G
D2881,Smartphone,240-01,240-01,4G
D2882,IoT Device,240-01,240-01,3G
D2883,Smartphone,240-01,240-01,5G
D2884,IoT Device,240-01,240-01,5G
D2885,IoT Device,240-01,240-01,3G
D2886,Tablet,240-01,240-01,3G
D2887,IoT Device,240-01,240-01,3G
D2888,Tablet,240-01,240-01,5G
D2889,Smartphone,240-01,240-01,4G
D2890,Tablet,240-01,240-01,5G
D2891,IoT Device,240-01,240-01,5G
D2892,Smartphone,240-01,240-01,4G
D2893,Tablet,240-01,240-01,3G
D2894,IoT Device,240-01,240-01,4G
D2895,Tablet,240-01,240-01,3G
D2896,IoT Device,240-01,240-01,3G
D2897,Smartphone,240-01,240-01,4G
D2898,Smartphone,240-01,240-01,4G
D2899,Smartphone,240-01,240-01,5G
D2900,IoT Device,240-01,240-01,3G
D2901,Smartphone,240-01,240-01,3G
D2902,Smartphone,240-01,240-01,3G
D2903,Smartphone,240-01,240-01,3G
D2904,Smartphone,240-01,240-01,5G
D2905,Smartphone,240-01,240-01,5G
D2906,IoT Device,240-01,240-01,4G
D2907,Smartphone,240-01,240-01,5G
D2908,IoT Device,240-01,240-01,3G
D2909,Smartphone,240-01,240-01,3G
D2910,Smartphone,240-01,240-01,3G
D2911,Smartphone,240-01,240-01,5G
D2912,Smartphone,240-01,240-01,4G
D2913,IoT Device,240-01,240-01,4G
D2914,IoT Device,240-01,240-01,3G
D2915,Smartphone,240-01,240-01,5G
D2916,IoT Device,240-01,240-01,3G
D2917,Smartphone,240-01,240-01,4G
D2918,Tablet,240-01,240-01,5G
D2919,Tablet,240-01,240-01,5G
D2920,Tablet,240-01,240-01,4G
D2921,Smartphone,240-01,240-01,5G
D2922,IoT Device,240-01,240-01,3G
D2923,Smartphone,240-01,240-01,5G
D2924,IoT Device,240-01,240-01,3G
D2925,Smartphone,240-01,240-01,5G
D2926,Smartphone,240-01,240-01,3G
D2927,Smartphone,240-01,240-01,3G
D2928,Smartphone,240-01,240-01,3G
D2929,Smartphone,240-01,240-01,5G
D2930,IoT Device,240-01,240-01,4G
D2931,IoT Device,240-01,240-01,5G
D2932,Tablet,240-01,240-01,5G
D2933,Smartphone,240-01,240-01,4G
D2934,Smartphone,240-01,240-01,4G
D2935,Smartphone,240-01,240-01,3G
D2936,IoT Device,240-01,240-01,5G
D2937,Smartphone,240-01,240-01,5G
D2938,Smartphone,240-01,240-01,3G
D2939,IoT Device,240-01,240-01,4G
D2940,Smartphone,240-01,240-01,4G
D2941,IoT Device,240-01,240-01,5G
D2942,IoT Device,240-01,240-01,4G
D2943,Tablet,240-01,240-01,4G
D2944,IoT Device,240-01,240-01,3G
D2945,Tablet,240-01,240-01,4G
D2946,IoT Device,240-01,240-01,5G
D2947,Smartphone,240-01,240-01,5G
D2948,Smartphone,240-01,240-01,5G
D2949,IoT Device,240-01,240-01,5G
D2950,IoT Device,240-01,240-01,4G
D2951,IoT Device,240-01,240-01,3G
D2952,Smartphone,240-01,240-01,3G
D2953,Smartphone,240-01,240-01,4G
D2954,Smartphone,240-01,240-01,3G
D2955,Smartphone,240-01,240-01,3G
D2956,IoT Device,240-01,240-01,4G
D2957,Tablet,240-01,240-01,3G
D2958,Tablet,240-01,240-01,3G
D2959,Tablet,240-01,240-01,5G
D2960,Tablet,240-01,240-01,4G
D2961,Tablet,240-01,240-01,3G
D2962,Smartphone,240-01,240-01,5G
D2963,Smartphone,240-01,240-01,4G
D2964,Smartphone,240-01,240-01,5G
D2965,Smartphone,240-01,240-01,3G
D2966,Tablet,240-01,240-01,5G
D2967,Tablet,240-01,240-01,4G
D2968,IoT Device,240-01,240-01,4G
D2969,IoT Device,240-01,240-01,5G
D2970,Smartphone,240-01,240-01,4G
D2971,Smartphone,240-01,240-01,5G
D2972,Tablet,240-01,240-01,5G
D2973,IoT Device,240-01,240-01,5G
D2974,Smartphone,240-01,240-01,4G
D2975,Smartphone,240-01,240-01,3G
D2976,IoT Device,240-01,240-01,5G
D2977,Tablet,240-01,240-01,5G
D2978,Tablet,240-01,240-01,3G
D2979,Tablet,240-01,240-01,5G
D2980,Tablet,240-01,240-01,4G
D2981,IoT Device,240-01,240-01,4G
D2982,Smartphone,240-01,240-01,3G
D2983,Smartphone,240-01,240-01,3G
D2984,Smartphone,240-01,240-01,3G
D2985,Smartphone,240-01,240-01,5G
D2986,Tablet,240-01,240-01,4G
D2987,IoT Device,240-01,240-01,5G
D2988,IoT Device,240-01,240-01,3G
D2989,Smartphone,240-01,240-01,4G
D2990,Smartphone,240-01,240-01,5G
D2991,Tablet,240-01,240-01,3G
D2992,Tablet,240-01,240-01,3G
D2993,Tablet,240-01,240-01,3G
D2994,Tablet,240-01,240-01,3G
D2995,Smartphone,240-01,240-01,3G
D2996,Tablet,240-01,240-01,4G
D2997,Smartphone,240-01,240-01,4G
D2998,IoT Device,240-01,240-01,5G
D2999,IoT Device,240-01,240-01,3G
D3000,IoT Device,240-01,240-01,5G
D3001,IoT Device,240-01,240-01,5G
D3002,IoT Device,240-01,240-01,5G
D3003,Smartphone,240-01,240-01,4G
D3004,IoT Device,240-01,240-01,3G
D3005,Tablet,240-01,240-01,3G
D3006,Tablet,240-01,240-01,3G
D3007,IoT Device,240-01,240-01,3G
D3008,Tablet,240-01,240-01,4G
D3009,IoT Device,240-01,240-01,3G
D3010,Smartphone,240-01,240-01,3G
D3011,IoT Device,240-01,240-01,3G
D3012,Smartphone,240-01,240-01,4G
D3013,IoT Device,240-01,240-01,3G
D3014,Smartphone,240-01,240-01,3G
D3015,Tablet,240-01,240-01,4G
D3016,Tablet,240-01,240-01,4G
D3017,IoT Device,240-01,240-01,3G
D3018,IoT Device,240-01,240-01,3G
D3019,Smartphone,240-01,240-01,5G
D3020,Smartphone,240-01,240-01,4G
D3021,IoT Device,240-01,240-01,3G
D3022,Tablet,240-01,240-01,4G
D3023,IoT Device,240-01,240-01,3G
D3024,Smartphone,240-01,240-01,4G
D3025,Smartphone,240-01,240-01,4G
