Linkage_Index,City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
1213,Essentuki Urban District,Stavropol Kray,Russia,357600,44.0455,42.8575,Europe/Moscow,"OOO ""Post ltd""","OOO ""Post ltd""","AS12494 OOO ""Post ltd"""
1214,Tamm,Baden-Wurttemberg,Germany,71732,48.9216,9.112,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
1215,Shanghai,Shanghai,China,,31.2222,121.4581,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
1216,Medellín,Antioquia,Colombia,50001,6.24216,-75.5725,America/Bogota,Edatel S.a. E.S.P,Edatel S.a. E.S.P,AS27695 EDATEL S.A. E.S.P
1217,Sierra Vista,California,United States,94304,37.412,-122.148,America/Los_Angeles,HP Inc.,HP Inc,
1218,Middletown,Connecticut,United States,6457,41.5557,-72.6632,America/New_York,Frontier Communications Solutions,LDSL-D Frontier Communications Wallingford - CT,"AS46690 Southern New England Telephone Company and SNET America, Inc."
1219,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1220,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1221,Dagenham,Michigan,China,100-8111,35.6906,139.77,Asia/Tokyo,Kddi Corporation,WIMAX,AS2516 KDDI CORPORATION
1222,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
1223,Palo Alto,Rio Grande do Sul,United States,,31.0371,31.3844,Africa/Cairo,TE Data,,AS8452 TE-AS
1224,Frisco,Texas,United States,75035,33.1371,-96.7488,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1225,Limeira,São Paulo,Brazil,13480-000,-22.5838,-47.4098,America/Sao_Paulo,Network Telecomunicacoes S.A.,Network Telecomunicacoes S.A,AS28667 NETWORK TELECOMUNICACOES S.A.
1226,Edinburgh,Scotland,United Kingdom,EH8,55.9477,-3.1624,Europe/London,TalkTalk,TalkTalk Communications Limited,AS13285 TalkTalk Communications Limited
1227,Phoenix,Arizona,United States,85034,33.4168,-112.0268,America/Phoenix,Input Output Flood LLC,Input Output Flood LLC,AS53755 Input Output Flood LLC
1228,Round Rock,Texas,United States,78681,30.5089,-97.6796,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1229,Cairo,Cairo Governorate,Egypt,,30.0723,31.2282,Africa/Cairo,The Egyptian Company for Mobile Services,Orange Egypt,AS37069 The Egyptian Company for Mobile Services (Mobinil)
1230,Beijing,Missouri,France,,30.2638,102.805,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
1231,New York,New York,United States,10123,40.7128,-74.006,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS22394 Verizon Business
1232,Mumbai,Beijing,Germany,40-014,50.2649,19.0238,Europe/Warsaw,NETIA,,AS12741 Netia SA
1233,Dallas,England,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1234,Daejeon,England,United States,2150,60.1785,24.8348,Europe/Helsinki,NESTE,,
1235,Alexandria,England,United Kingdom,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1236,Giza,Giza,Egypt,,30.0482,31.2062,Africa/Cairo,Etisalat FBB,,AS36992 ETISALAT MISR
1237,Hong Kong,Kowloon,Hong Kong,96521,22.3193,114.169,Asia/Hong_Kong,"Alibaba (US) Technology Co., Ltd.",Alibaba Cloud LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
1238,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1239,Mumbai,Maharashtra,India,400037,19.0748,72.8856,Asia/Kolkata,Tata Communications Limited,Tata Communications Limited,AS4755 TATA Communications formerly VSNL is Leading ISP
1240,Toronto,Ontario,Canada,M5A,43.6447,-79.3841,America/Toronto,Google LLC,Google LLC,AS19527 Google LLC
1241,Méchouar de Casablanca,Casablanca-Settat,Morocco,,33.5304,-7.64447,Africa/Casablanca,Orange Morocco,,AS36925 MEDITELECOM
1242,Yuto,Ohio,United States,600001,13.0827,80.2707,Asia/Kolkata,Tata Communications Limited,Tata Communications Limited,AS4755 TATA Communications formerly VSNL is Leading ISP
1243,Rome,Lazio,Italy,187,41.9626,12.4644,Europe/Rome,Telecom Italia S.p.A,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
1244,Randburg,Gauteng,South Africa,2032,-26.1506,27.9321,Africa/Johannesburg,MTN SA,MTN SA,AS12091 MTN SA
1245,Singapore,Central Singapore,Singapore,,1.28181,103.85,Asia/Singapore,Cargill Asia Pacific Holdings Pte Ltd,Cargill Asia Pacific Holdings Pte Ltd,
1246,Weifang,Shandong,China,261000,36.7069,119.162,Asia/Shanghai,China Unicom CHINA169 Shandong Province Network,,AS4837 CHINA UNICOM China169 Backbone
1247,Edmonton,Alberta,Canada,T6M,53.4593,-113.6546,America/Edmonton,University of Alberta,University of Alberta,AS3359 University of Alberta
1248,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
1249,Ebene CyberCity,Plaines Wilhems District,Mauritius,,-20.2431,57.4962,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
1250,Waco,Guangdong,Thailand,,31.851,117.151,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE
1251,Minato-ku,Tokyo,Japan,206-0042,35.6673,139.751,Asia/Tokyo,"NTT PC Communications, Inc.","NTT PC Communications, Inc.","AS2514 NTT PC Communications, Inc."
1252,Frankfurt am Main,Guangdong,United States,94304,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
1253,Bratislava,Bratislava Region,Slovakia,811 08,48.157,17.0915,Europe/Bratislava,Liberty Global B.V.,UPC Slovakia,AS6830 Liberty Global B.V.
1254,Reston,Virginia,United States,20190,38.9586,-77.357,America/New_York,OVH SAS,OVH US LLC,AS16276 OVH SAS
1255,Lagos,Lagos,Nigeria,,6.46529,3.42517,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,
1256,Yogyakarta,Rio Grande do Sul,Australia,379-2301,36.3865,139.321,Asia/Tokyo,SUN FIELD INTERNET,"RYOMO INTERNET DATACENTER Co., Ltd",AS23785 SUN FIELD INTERNET LIMITED
1257,Denver,Colorado,United States,80221,39.8334,-105.004,America/Denver,Lockheed Martin Corporation,Lockheed Martin Corporation,
1258,Dayton,New Jersey,United States,8810,40.3864,-74.5111,America/New_York,Verizon Business,Verizon Online LLC,AS701 Verizon Business
1259,Sierra Vista,Moscow,Dominican Republic,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1260,Delhi,Oregon,Brazil,,6.46529,3.42517,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,
1261,Shenzhen,Guangdong,China,,22.5559,114.0577,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
1262,Pleiku,Île-de-France,India,32746,28.7444,-81.3599,America/New_York,AT&T Global Network Services,"AT&T Global Network Services, LLC",
1263,Lexington,Massachusetts,United States,2421,42.4378,-71.2239,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
1264,Council Bluffs,Ohio,United States,65613,37.6112,-93.414,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC
1265,Ashburn,Seoul,United States,2139,42.3649,-71.0987,America/New_York,Massachusetts Institute of Technology,Massachusetts Institute of Technology,AS3 Massachusetts Institute of Technology
1266,Lehi,Utah,United States,84043,40.3942,-111.8483,America/Denver,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33660 Comcast Cable Communications, LLC"
1267,Beijing,Georgia,United States,,24.9493,121.337,Asia/Taipei,TANET,,AS1659 Taiwan Academic Network (TANet) Information Center
1268,Little Rock,Arkansas,United States,72255,34.7448,-92.2883,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1269,London,Michigan,Egypt,94304,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
1270,Milton,Mexico City,United Kingdom,,35.394,109.188,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
1271,Little Rock,Arkansas,United States,72212,34.7867,-92.3969,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,
1272,Dix Hills,Tasman District,United States,,39.8997,116.334,Asia/Shanghai,North Star Information Hi.tech Ltd. Co,North Star Information Hi.tech Ltd. Co,
1273,Chicago,Lombardy,United States,10123,40.7128,-74.006,America/New_York,"Level 3 Communications, Inc.","Level 3, LLC","AS3549 Level 3 Parent, LLC"
1274,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Bloomberg Financial Market,Bloomberg Financial Market,
1275,Buenos Aires,Buenos Aires F.D.,Argentina,1871,-34.6037,-58.3816,America/Argentina/Buenos_Aires,Telecom Argentina S.A.,Telecom Personal Bs,AS7303 Telecom Argentina S.A.
1276,North Sydney,New South Wales,Australia,2060,-33.8369,151.206,Australia/Sydney,VODAFONE,Vodafone Australia Pty Ltd,
1277,Brussels,Brussels Capital,Belgium,1000,50.8503,4.35171,Europe/Brussels,Orange Business Communications Technology Limited,Orange Business Communications Technology Limited,
1278,Shanghai,Shanghai,China,,31.2222,121.4581,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
1279,Franklin,Alaska,China,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1280,Nakatsu,Ōsaka,Japan,531-0071,34.7146,135.4892,Asia/Tokyo,JCOM,"Jupiter Telecommunications Co., Ltd.","AS9617 JCOM Co., Ltd."
1281,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
1282,Vientiane,Vientiane Prefecture,Laos,,17.9698,102.612,Asia/Vientiane,Lao Telecommunication Co Ltd,Lao Telecommunication Co Ltd,"AS9873 Lao Telecom Communication, LTC"
1283,Marina,California,United States,93933,36.6841,-121.7886,America/Los_Angeles,California State University,Moss Landing Marine Laboratory,"AS2152 California State University, Office of the Chancellor"
1284,Thiruvananthapuram,Kerala,India,695581,8.55909,76.8791,Asia/Kolkata,Indian Institute of Information Technology and Management - Kerala,Indian Institute of Information Technology and Management - Kerala,"AS140192 IIITM-Kerala, IIITM-K Building, Techno park Campus,Thiruvananthapuram,Kerala-695581"
1285,Beijing,Beijing,China,100000,39.9042,116.407,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
1286,Denver,Colorado,United States,80294,39.7523,-104.984,America/Denver,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS7922 Comcast Cable Communications, LLC"
1287,Canberra,Massachusetts,Germany,94085,37.3867,-122.038,America/Los_Angeles,HCL AMERICA INC,HCL AMERICA INC,AS36224 HCL AMERICA INC
1288,Ostrava,Moravskoslezsky kraj,Czechia,700 30,49.7977,18.2311,Europe/Prague,Karneval Media,"UPC Ceska republika, a.s.",AS16019 Vodafone Czech Republic a.s.
1289,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
1290,Venice,Veneto,Italy,30125,45.4408,12.3155,Europe/Rome,INTERBUSINESS,NAS DHCP Pool VENEZIA,AS3269 Telecom Italia S.p.A.
1291,Nea Smyrni,Attica,Greece,,37.9433,23.7098,Europe/Athens,Vodafone-panafon Hellenic Telecommunications Company SA,Assignments for Always-On Services,AS3329 VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA
1292,Kigali,Kigali,Rwanda,,-1.9507,30.0663,Africa/Kigali,MTN Rwandacell,Pppoe Staticip,AS36890 MTN Rwandacell
1293,Bucharest,București,Romania,23482,44.4152,26.166,Europe/Bucharest,Euroweb Romania,SC FSP Global SRL,AS6663 Euroweb Romania S.R.L.
1294,Kansas City,Missouri,United States,,39.0997,-94.5785,America/Chicago,Google LLC,Google Cloud,AS396982 Google LLC
1295,Gangnam-gu,Seoul,South Korea,60,37.5245,127.0354,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
1296,Angers,Pays de la Loire,France,49100,47.4704,-0.5463,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,Ncnumericable,AS15557 Societe Francaise Du Radiotelephone - SFR SA
1297,Angoulême,Nouvelle-Aquitaine,France,16000,45.6484,0.156237,Europe/Paris,Celeste SAS,Oceanettechnology,AS20926 CELESTE SAS
1298,Gretna,Virginia,United States,24557,36.9677,-79.3377,America/New_York,Wilkes Communications,WILKE,"AS22191 Wilkes Communications, Inc."
1299,Newark,Ohio,United States,227,37.508,126.665,Asia/Seoul,Korea Telecom,KORNET,AS4766 Korea Telecom
1300,Boston,California,China,7974,40.6848,-74.4024,America/New_York,Nokia of America Corporation,Nokia of America Corporation,AS7345 Nokia of America Corporation
1301,Breukelen,Utrecht,The Netherlands,3621,52.1712,5.0065,Europe/Amsterdam,Concepts ICT B.V.,Concepts ICT Holding B.V.,AS1136 KPN B.V.
1302,Durban,England,Japan,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1303,Volendam,North Holland,The Netherlands,1131,52.4984,5.0677,Europe/Amsterdam,KPN B.V.,KPN B.V,AS1136 KPN B.V.
1304,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1305,Monroe,Louisiana,United States,71203,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
1306,Minato-ku,Tokyo,Japan,105-0012,35.6552,139.761,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
1307,Seo-gu,Incheon,South Korea,228,37.5488,126.6578,Asia/Seoul,SK-TELECOM,,AS9644 SK Telecom
1308,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Microsoft Limited,Microsoft Limited,
1309,Singapore,North West,Singapore,858877,1.35208,103.82,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
1310,Sant Cugat del Vallès,Buskerud,United States,W1B,51.5074,-0.127758,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
1311,Kaohsiung City,Kaohsiung,Taiwan,,22.6148,120.3139,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
1312,Miami,Florida,United States,33132,25.7759,-80.1931,America/New_York,colo4jax,AYK Solutions LLC,
1313,Zhengzhou,Henan,China,450000,34.7472,113.625,Asia/Shanghai,CNC Group CHINA169 Henan Province Network,,AS4837 CHINA UNICOM China169 Backbone
1314,New York,Illinois,United States,,41.6959,44.832,Asia/Tbilisi,"JSC ""Silknet""",Silknet - 6,"AS35805 JSC ""Silknet"""
1315,Kinuta,Illinois,South Africa,V2L,53.9128,-122.734,America/Vancouver,ABC Allen Business Communications Ltd,ABC Allen Business Communications Ltd,AS62969 ABC Allen Business Communications Ltd
1316,Chiyoda,Tokyo,Japan,100-0001,35.694,139.754,Asia/Tokyo,Expereo International BV,Pfizer Inc,AS15695 Expereo International BV
1317,Berlin,Land Berlin,Germany,14195,52.4552,13.2807,Europe/Berlin,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,Freie Universitaet Berlin,AS680 Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
1318,Sierra Vista,Brussels Capital,China,101194,55.7315,37.6457,Europe/Moscow,CORBINA-BROADBAND,,"AS8402 PJSC ""Vimpelcom"""
1319,Frankfurt am Main,Shaanxi,Sweden,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
1320,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1321,McLean,Virginia,United States,22102,38.9195,-77.2197,America/New_York,GTT Communications Inc.,GTT,AS3257 GTT Communications Inc.
1322,Yongsan-dong,Groningen,China,56972,38.894,-77.0365,America/New_York,Cogent Communications,Cogent Communications - IPENG,AS174 Cogent Communications
1323,Palo Alto,Stockholm County,Spain,W1B,51.5072,-0.127586,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
1324,Indianapolis,Indiana,United States,46204,39.7709,-86.1585,America/Chicago,AT&T Services,"AT&T Services, Inc.",
1325,Ann Arbor,Michigan,United States,48108,42.2139,-83.745,America/Detroit,Merit Network Inc.,Merit Network Inc,
1326,Minato-ku,Tokyo,Japan,104-0045,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
1327,Seoul,Seoul,South Korea,136792,37.5884,127.006,Asia/Seoul,Korean Education Network,Hangsung University,AS3786 LG DACOM Corporation
1328,Colombo,Western Province,Sri Lanka,500,6.8842,79.8616,Asia/Colombo,Dialog Axiata Plc,Dialog Axiata Plc,AS18001 Dialog Axiata PLC.
1329,Dearborn,Michigan,United States,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
1330,Northampton,Pennsylvania,United States,18067,40.6986,-75.4834,America/New_York,RCN,RCN Corporation,AS6079 RCN
1331,Cleveland,Ohio,United States,44192,41.4993,-81.6944,America/New_York,Cogent Communications,Cogent communications - IPENG,AS174 Cogent Communications
1332,Shenzhen,Guangdong,China,518000,22.5431,114.058,Asia/Shanghai,China Mobile communications corporation,China Mobile Communications Corporation - shanghai company,"AS9808 China Mobile Communications Group Co., Ltd."
1333,El Cajon,Shaanxi,Australia,CR5 1DA,51.305,-0.145585,Europe/London,EDRCNET,RIPE Network Coordination Centre,
1334,Baku,Michigan,Australia,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1335,Taipei,Tokyo,United Kingdom,46158,39.5906,-86.3668,America/Indiana/Indianapolis,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1336,Chiyoda,Tokyo,Japan,100-8111,35.6916,139.768,Asia/Tokyo,JAPAN,Japan163,
1337,Istanbul,KwaZulu-Natal,Canada,,39.9042,116.407,Asia/Shanghai,China Networks Inter-Exchange,The 70st Primary school in beijing,AS4847 China Networks Inter-Exchange
1338,Las Vegas,Gujarat,Singapore,94536,37.5625,-122.0004,America/Los_Angeles,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud
1339,Atlanta,Georgia,United States,30303,33.7555,-84.3915,America/New_York,"AT&T Services, Inc.",AT&T Mobility LLC,"AS7018 AT&T Services, Inc."
1340,Frankfurt am Main,Hesse,Germany,60313,50.1109,8.68213,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
1341,Taipei,Uusimaa,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1342,Chennai,Tokyo,China,85613,31.5552,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
1343,Seongnam-si,Henan,United States,12311,24.9265,67.0895,Asia/Karachi,Wancom (Pvt) Ltd,Wancom (Pvt) Ltd,
1344,Beijing,Beijing,China,,39.9042,116.407,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limited,Aliyun Computing Co.,
1345,Amsterdam,North Holland,Netherlands,1047,52.3667,4.9,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation
1346,Ashburn,Virginia,United States,20147,39.011,-77.4711,America/New_York,Verizon Business,Verizon Business,AS6167 Verizon Business
1347,San Francisco,California,United States,94142,37.7809,-122.4245,America/Los_Angeles,"AT&T Services, Inc.",AT&T Worldnet Services,"AS7018 AT&T Services, Inc."
1348,Karlsruhe,Ohio,China,56127,43.7089,10.4087,Europe/Rome,PISA,Universita' degli Studi di Pisa,AS137 Consortium GARR
1349,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
1350,Charlotte,Rio de Janeiro,United States,60313,50.1109,8.68213,Europe/Berlin,Amazon Technologies Inc.,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
1351,Citrus Heights,California,United States,95610,38.6975,-121.2714,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc","AS33667 Comcast Cable Communications, LLC"
1352,New Taipei,New Taipei,Taiwan,,24.9466,121.586,Asia/Taipei,Taiwan Academic Network (TANet) Information Center,Tanet Bneta,AS1659 Taiwan Academic Network (TANet) Information Center
1353,New York,New York,United States,10123,40.7128,-74.006,America/New_York,"AT&T Services, Inc.","AT&T Global Network Services, LLC","AS7018 AT&T Services, Inc."
1354,Ashburn,Virginia,United States,20147,39.011,-77.4711,America/New_York,Verizon Online LLC,Verizon Online LLC,
1355,Dubai,Dubai,United Arab Emirates,,25.264,55.2887,Asia/Dubai,Amwaj Alkhyr Commercial Brokers CO,Amwaj Alkhyr Commercial Brokers CO,
1356,Cairo,Ibaraki,United States,,30.0347,31.2059,Africa/Cairo,TE Data,,AS8452 TE-AS
1357,Ski,Illinois,Egypt,,-7.8035,110.3646,Asia/Jakarta,PT. TELKOM INDONESIA,,AS7713 PT Telekomunikasi Indonesia
1358,Kuvandyk,Orenburg Oblast,Russia,462241,51.4796,57.3595,Asia/Yekaterinburg,Orenburg branch office of VolgaTelecom company,OJSC VolgaTelecom,AS12389 PJSC Rostelecom
1359,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1360,Guangzhou,Guangdong,China,,23.1181,113.2539,Asia/Shanghai,Chinanet,Chinanet HB,AS4134 CHINANET-BACKBONE
1361,Sochi,Michigan,United States,D24,53.2906,-6.41999,Europe/Dublin,Orange Business Communications Technology Limited,Orange Business Communications Technology Limited,
1362,Washington,Plaines Wilhems District,Norway,98108,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
1363,Darwin,Nacional,Germany,98052,47.6722,-122.1257,America/Los_Angeles,Atlas Networks Corporation,Atlas Networks Corporation,AS21743 Atlas Networks Corporation
1364,Lębork,Pomerania,Poland,84-300,54.5382,17.7449,Europe/Warsaw,Netia SA,Scorpion Computer Marcin Cygert,AS12741 Netia SA
1365,Grimsby,England,United Kingdom,DN32,53.5621,-0.0808,Europe/London,Virgin Media Limited,Vmcbbuk,AS5089 Virgin Media Limited
1366,London,England,United Kingdom,W1B,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
1367,Yongsan-dong,Seoul,South Korea,4371,37.536,126.971,Asia/Seoul,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM
1368,Ashburn,Virginia,United States,20149,39.0438,-77.4874,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
1369,Greenville,Khartoum,Algeria,4094,-29.9056,30.9405,Africa/Johannesburg,Vodacom UMTS Durban Kwazulu Natal INTERNET APN,,AS29975 Vodacom
1370,Xiaolou,Guangdong,China,,23.379,113.763,Asia/Shanghai,CHINANET-GD,Chinanet GD,
1371,Portland,Oregon,United States,97207,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
1372,Tsing Yi,Kwai Tsing,Hong Kong,,22.3484,114.112,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
1373,London,England,United Kingdom,W1B,51.5072,-0.127586,Europe/London,Oracle Svenska AB,Oracle Corporation,AS43894 Oracle Svenska AB
1374,Jersey City,New Jersey,United States,7302,40.7182,-74.0476,America/New_York,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33659 Comcast Cable Communications, LLC"
1375,Palo Alto,New York,United States,28117,35.5418,-80.8539,America/New_York,Lowe's Companies,"Lowe's Companies, Inc.",
1376,Toronto,Quebec,Colombia,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS5972 DoD Network Information Center
1377,Montreal,Quebec,Canada,H4X,45.5019,-73.5674,America/Toronto,IBM,IBM,
1378,Zielona Góra,Lubusz,Poland,65-305,51.9354,15.5082,Europe/Warsaw,Netia SA,NETIA,AS12741 Netia SA
1379,Hung Yen,Virginia,Mexico,10110,40.7537,-73.9809,America/New_York,Windstream Communications LLC,Hafetz & Necheles,AS7029 Windstream Communications LLC
1380,Ōtemae,Belgrade,United States,80294,39.7523,-104.984,America/Denver,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7922 Comcast Cable Communications, LLC"
1381,Amsterdam,North Holland,The Netherlands,1012,52.3676,4.90414,Europe/Amsterdam,Verizon Nederland B.V,NLNET,AS702 Verizon Business
1382,Whitehall,Ohio,United States,43218,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1383,Ankara,Ankara,Türkiye,6090,39.9669,32.8618,Europe/Istanbul,Vodafone Net DSL,,AS15924 Vodafone Net Iletisim Hizmetler AS
1384,Whitehall,Jiangsu,Azerbaijan,32816,28.6005,-81.1976,America/New_York,University of Central Florida,University of Central Florida,AS7939 University of Central Florida
1385,Kolkata,West Bengal,India,700075,22.518,88.3832,Asia/Kolkata,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited,
1386,Stuttgart,Madhya Pradesh,United Kingdom,60666,41.8781,-87.6298,America/Chicago,AT&T Mobility LLC,AT&T Mobility LLC,AS46164 AT&T Mobility LLC
1387,Katowice,Virginia,Portugal,44110,47.7201,-1.3806,Europe/Paris,France Telecom,,AS3215 Orange S.A.
1388,Lachute,Quebec,Canada,J8H,45.6506,-74.3257,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee
1389,Sierra Vista,Arizona,United States,85613,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
1390,Martinengo,Beijing,China,48121,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
1391,Akron,Ohio,United States,44316,41.0592,-81.477,America/New_York,The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company,
1392,Chicago,Illinois,United States,60666,41.8781,-87.6298,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
1393,Boston,Massachusetts,United States,2124,42.2904,-71.0712,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS22258 Comcast Cable Communications, LLC"
1394,Cointrin,São Paulo,Georgia,354,59.9016,10.7343,Europe/Oslo,NextGenTel Network,,AS15659 NextGenTel AS
1395,Richmond,Kentucky,United States,40475,37.7548,-84.2985,America/New_York,Eastern Kentucky University,Eastern Kentucky University,AS13327 Eastern Kentucky University
