Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type,Linkage_Index
260404013145-0700,310,120,310120,81360368,88585774,92760198,310-120-7326,310-120-7326-75,5G,Tablet,1674
260406012303-0600,310,410,310410,92697561,77523917,75406551,310-410-3621,310-410-3621-63,5G,Smartphone,164
260405221153+0100,206,01,20601,43860177,47992476,44060548,206-01-9004,206-01-9004-48,5G,Smartphone,271
260402075316+0000,234,15,23415,55487250,62195390,55483906,234-15-7078,234-15-7078-35,4G,Smartphone,1327
260402115107+0000,234,10,23410,74119437,50681654,59816267,234-10-5847,234-10-5847-42,4G,IoT Device,2761
260407003004-0800,310,260,310260,76226656,79916059,99316701,310-260-1266,310-260-1266-63,4G,Smartphone,728
260408040508+0200,206,20,20620,53243473,32852876,33145080,206-20-4826,206-20-4826-91,4G,Smartphone,1418
260403173030+0100,206,20,20620,59384307,45316527,34538883,206-20-4826,206-20-4826-98,4G,Smartphone,2222
260407061320+0000,234,10,23410,73083110,53322195,72233736,234-10-5847,234-10-5847-35,4G,IoT Device,216
260402191229+0100,234,10,23410,66781398,52392370,75312603,234-10-5847,234-10-5847-35,5G,IoT Device,1736
260403004559+0200,240,04,24004,13190690,26976976,29878105,240-04-6107,240-04-6107-45,5G,Smartphone,1459
260406064737-0500,310,410,310410,92181844,78571706,90903791,310-410-9094,310-410-9094-88,4G,IoT Device,478
260403004905+0100,240,05,24005,30581637,21100599,18392576,240-05-8973,240-05-8973-34,5G,Smartphone,1047
260408011648+0000,234,15,23415,62663581,55798532,67105200,234-15-7078,234-15-7078-35,3G,IoT Device,1946
260404035245+0100,240,04,24004,34705477,22777351,26598266,240-04-6107,240-04-6107-55,5G,Smartphone,1635
260402101033-0800,310,260,310260,84749959,92321126,86673830,310-260-1266,310-260-1266-88,3G,Smartphone,2479
260402132109+0100,206,20,20620,49851109,39599081,54909675,206-20-7730,206-20-7730-64,5G,IoT Device,2452
260408082036+0000,234,10,23410,71190446,72311734,60956631,234-10-5837,234-10-5837-87,4G,Smartphone,392
260406135307-0600,310,480,310480,82506342,72440430,85979315,310-480-8632,310-480-8632-88,4G,IoT Device,1024
260407080847+0100,206,10,20610,42339538,32784574,34247244,206-10-7561,206-10-7561-59,4G,Smartphone,1920
260407224539-0800,310,480,310480,87923622,83521954,72879545,310-480-8632,310-480-8632-88,4G,IoT Device,2134
260403065915+0200,240,24,24024,36150093,34503278,23513392,240-24-5133,240-24-5133-37,5G,Smartphone,1996
260403203846+0100,234,38,23438,66178363,72692786,50877120,234-38-6962,234-38-6962-23,3G,Tablet,1927
260408020232+0100,234,33,23433,61520076,67775155,70398999,234-33-2734,234-33-2734-35,4G,Tablet,441
260406184744+0100,206,01,20601,46970807,40721622,27380640,206-01-9004,206-01-9004-91,5G,Smartphone,2113
260404223331-0600,310,120,310120,86746484,88712513,73740703,310-120-5469,310-120-5469-88,4G,IoT Device,2799
260406174729+0100,240,04,24004,18890787,26636128,22560557,240-04-7537,240-04-7537-55,5G,Tablet,747
260401205439+0000,234,20,23420,51750308,63005648,71141921,234-20-2768,234-20-2768-35,5G,Smartphone,1168
260401233236+0100,206,01,20601,46049797,53491845,27049804,206-01-8800,206-01-8800-83,5G,Smartphone,436
260406094805-0800,310,480,310480,95969688,77211161,97591112,310-480-8632,310-480-8632-75,4G,IoT Device,1165
260403234035+0200,206,05,20605,53848102,43707292,36309930,206-05-8253,206-05-8253-35,5G,IoT Device,2926
260404102412-0700,310,260,310260,70953531,88590119,80285913,310-260-2106,310-260-2106-63,5G,Smartphone,2908
260402142842-0600,310,410,310410,71831469,77390489,94089353,310-410-9094,310-410-9094-75,5G,Smartphone,1224
260401144451+0200,240,16,24016,24594899,10699413,27573064,240-16-9270,240-16-9270-45,4G,Smartphone,1417
260403124204+0100,206,20,20620,35509477,48593484,44019279,206-20-4826,206-20-4826-48,4G,Smartphone,1602
260403041032-0600,310,480,310480,94933076,84957588,65747629,310-480-9476,310-480-9476-88,5G,IoT Device,889
260404165851+0100,206,05,20605,45525402,54690576,33420057,206-05-6003,206-05-6003-55,4G,Smartphone,1072
260407231442+0100,206,20,20620,49514398,33624984,54670826,206-20-4826,206-20-4826-98,3G,Tablet,1755
260402234244+0100,206,20,20620,53435371,38076243,26565553,206-20-7730,206-20-7730-55,5G,Smartphone,1239
260406092906+0100,206,20,20620,39380567,41314121,51279900,206-20-1715,206-20-1715-64,3G,Tablet,1304
260408061045+0100,234,15,23415,69628225,62072864,53441829,234-15-7078,234-15-7078-30,3G,Tablet,2252
260403043335-0600,310,120,310120,79078682,73148554,97428187,310-120-5469,310-120-5469-63,5G,Smartphone,2248
260403233125-0700,310,410,310410,70647214,74757445,94869269,310-410-1510,310-410-1510-88,3G,Smartphone,2473
260403213219+0200,240,02,24002,11358478,10536364,12135016,240-02-4456,240-02-4456-99,4G,Smartphone,2504
260402202110+0000,234,15,23415,72820247,53754854,71289076,234-15-7078,234-15-7078-80,3G,IoT Device,1407
260403052600-0500,310,260,310260,90061112,78418436,90511670,310-260-2106,310-260-2106-49,4G,Tablet,180
260402173441+0100,234,30,23430,78120802,50885036,69681589,234-30-1502,234-30-1502-35,3G,Tablet,424
260406093903+0000,234,33,23433,68605000,70279712,59270901,234-33-8138,234-33-8138-80,3G,IoT Device,1065
260403031554+0100,234,15,23415,75866405,69595106,52175265,234-15-9850,234-15-9850-71,3G,IoT Device,1574
260402072249-0600,310,120,310120,75154328,70588439,93075722,310-120-5469,310-120-5469-63,5G,IoT Device,531
260402222627+0000,234,38,23438,73499572,55444982,66651333,234-38-7108,234-38-7108-35,3G,Smartphone,2287
260402181447+0100,206,10,20610,42573783,47682634,38392644,206-10-9117,206-10-9117-91,5G,Smartphone,766
260406015302+0100,234,33,23433,78916362,63118314,68348865,234-33-8155,234-33-8155-27,3G,Smartphone,1951
260403035304+0100,234,38,23438,78814810,53686193,54798100,234-38-7347,234-38-7347-16,5G,Smartphone,692
260407014604+0100,206,20,20620,54027370,52335599,42061766,206-20-1474,206-20-1474-98,3G,IoT Device,986
260403025601-0700,310,120,310120,92399196,79010104,86843776,310-120-7326,310-120-7326-63,5G,IoT Device,1383
260406105021+0000,234,38,23438,79654538,71210382,68383902,234-38-6962,234-38-6962-42,3G,Smartphone,2867
260406094705+0100,234,30,23430,71764642,74423426,58858032,234-30-3324,234-30-3324-27,4G,Smartphone,1872
260405150355-0700,310,480,310480,76718810,88398173,89046261,310-480-8632,310-480-8632-41,5G,IoT Device,1601
260408075918+0000,234,33,23433,51919012,65909818,60519187,234-33-2734,234-33-2734-27,3G,Smartphone,2339
260406215621+0100,234,38,23438,76212657,66672691,61138663,234-38-6962,234-38-6962-35,3G,IoT Device,1764
260404195923+0200,206,20,20620,42032077,31339811,51942308,206-20-4826,206-20-4826-91,5G,Smartphone,2603
260408072920+0100,234,30,23430,71680792,57681730,62016683,234-30-2140,234-30-2140-25,4G,Smartphone,1595
260407190005-0500,310,260,310260,78338605,75718251,82334620,310-260-1939,310-260-1939-88,3G,Smartphone,2418
260405150013+0100,206,20,20620,56299011,33727425,47388266,206-20-4826,206-20-4826-91,5G,Smartphone,822
260404095037-0500,310,260,310260,93377040,84656038,88803002,310-260-6850,310-260-6850-88,4G,Smartphone,242
260406231237+0100,234,15,23415,58753030,60760455,58821819,234-15-9850,234-15-9850-35,4G,IoT Device,1435
260407232723+0100,240,24,24024,19987523,28332017,24575718,240-24-2341,240-24-2341-99,5G,Smartphone,987
260406122037+0200,206,05,20605,58218258,46346187,47183002,206-05-8253,206-05-8253-68,4G,Smartphone,1560
260404030346-0700,310,260,310260,92117322,85696495,87364956,310-260-1266,310-260-1266-73,3G,Smartphone,2147
260408025018+0000,234,20,23420,72049432,53823504,50308583,234-20-2768,234-20-2768-35,4G,Smartphone,2699
260407110711+0000,234,15,23415,58050998,51465646,52364956,234-15-7078,234-15-7078-27,5G,Smartphone,2621
260401175338-0600,310,410,310410,75655371,80830021,66068865,310-410-1510,310-410-1510-83,4G,Smartphone,335
260407213052-0700,310,120,310120,98357986,75996625,75235916,310-120-3414,310-120-3414-88,4G,Smartphone,801
260407204659+0000,234,38,23438,74312556,51226499,65413846,234-38-5634,234-38-5634-35,3G,IoT Device,113
260407232653-0600,310,410,310410,82875277,91307362,93986316,310-410-3621,310-410-3621-49,3G,IoT Device,2770
260405051146+0200,206,20,20620,47664188,37453910,51215519,206-20-4826,206-20-4826-55,5G,Tablet,139
260405044012+0100,206,10,20610,49585925,54697099,42386016,206-10-5722,206-10-5722-91,3G,Smartphone,1370
260408081431-0700,310,480,310480,70383327,77019347,89018007,310-480-8632,310-480-8632-69,4G,Tablet,1085
260404111355+0100,240,02,24002,20381602,18270631,12656197,240-02-4456,240-02-4456-55,4G,Smartphone,1449
260407011435-0700,310,480,310480,78060661,85761370,96998689,310-480-8632,310-480-8632-63,5G,Smartphone,808
260407020630-0600,310,410,310410,98822504,83511018,98635440,310-410-3621,310-410-3621-49,4G,Tablet,1473
260407065748+0000,234,38,23438,68830031,70451772,76063791,234-38-7108,234-38-7108-35,3G,Smartphone,768
260406181901-0600,310,480,310480,90415137,88333436,70178385,310-480-3102,310-480-3102-88,4G,IoT Device,668
260406191716-0800,310,120,310120,76256334,90528981,82218930,310-120-3414,310-120-3414-88,4G,Smartphone,960
260408021759-0700,310,260,310260,88243672,85419969,90103534,310-260-2106,310-260-2106-88,5G,IoT Device,2412
260406040046-0700,310,260,310260,90469709,82640710,95122438,310-260-4950,310-260-4950-63,4G,Smartphone,615
260408001709+0100,206,10,20610,41308115,35491295,42392729,206-10-5722,206-10-5722-91,5G,Tablet,2655
260406051944+0200,206,01,20601,38773926,41844431,26945108,206-01-4937,206-01-4937-91,5G,Smartphone,1250
260401171943+0100,234,30,23430,66363344,55690215,77734888,234-30-2140,234-30-2140-35,3G,Tablet,1401
260404150640+0100,234,33,23433,74054447,60637427,71569951,234-33-8155,234-33-8155-20,5G,IoT Device,2070
260406074754-0500,310,120,310120,76931586,88204242,88509452,310-120-3414,310-120-3414-88,5G,Smartphone,114
260401174532+0200,240,24,24024,32245366,29138257,25967505,240-24-7211,240-24-7211-86,5G,Smartphone,769
260404030439-0600,310,260,310260,87847442,72907827,71518255,310-260-4950,310-260-4950-88,5G,Tablet,1669
260406075139+0000,234,20,23420,63496901,68740377,61313115,234-20-2323,234-20-2323-27,3G,Smartphone,1977
260405001945+0200,206,05,20605,46026061,51560979,36872162,206-05-8253,206-05-8253-48,3G,IoT Device,1143
260402083108+0100,234,30,23430,64529193,68800985,51781522,234-30-2140,234-30-2140-87,3G,Tablet,2599
260408040547+0100,240,01,24001,33423606,29028966,10895389,240-01-5506,240-01-5506-37,4G,Smartphone,1931
260402172147+0000,234,30,23430,53747095,56000859,64229264,234-30-2140,234-30-2140-27,3G,Smartphone,303
260402092657+0000,234,30,23430,68660579,58667617,77382588,234-30-3324,234-30-3324-23,3G,Smartphone,526
260407075030+0100,206,01,20601,46967619,50860202,39957871,206-01-5853,206-01-5853-91,3G,Smartphone,1343
260402084233-0700,310,120,310120,80891681,92013555,95537654,310-120-5469,310-120-5469-88,4G,Smartphone,784
260404182805+0200,206,01,20601,58748725,46357941,49407341,206-01-9004,206-01-9004-71,5G,Smartphone,212
260406002950+0100,234,15,23415,61957741,51678108,69393174,234-15-7078,234-15-7078-16,5G,Tablet,2730
260406053453+0100,234,38,23438,70470048,67560627,62900257,234-38-7108,234-38-7108-23,5G,Smartphone,2376
260406191112+0100,240,08,24008,14886385,10231400,24720717,240-08-5173,240-08-5173-34,5G,Smartphone,1331
260405191955-0600,310,480,310480,87545075,79788362,67489851,310-480-3981,310-480-3981-88,4G,IoT Device,1986
260405143234-0500,310,260,310260,80190709,78416679,66703133,310-260-1939,310-260-1939-88,4G,Smartphone,1638
260404114746-0800,310,120,310120,73061128,91690803,75343721,310-120-5469,310-120-5469-88,4G,Smartphone,1760
260407231854+0100,234,20,23420,76574539,51780659,68762080,234-20-2768,234-20-2768-87,4G,Smartphone,1403
260403002806+0100,234,20,23420,52109963,50824989,62330839,234-20-2768,234-20-2768-87,3G,Tablet,509
260403081109-0600,310,120,310120,80892860,79988595,67390087,310-120-5469,310-120-5469-73,4G,Tablet,304
260405174522+0200,206,10,20610,50199847,51289059,48202305,206-10-9117,206-10-9117-64,5G,Smartphone,2604
260406092120+0100,240,08,24008,12761227,32134906,26501192,240-08-1027,240-08-1027-55,5G,Smartphone,1043
260408123655-0700,310,410,310410,83333908,83239487,83886967,310-410-9094,310-410-9094-88,5G,Tablet,1465
260403103921-0800,310,120,310120,95492486,76804322,95044705,310-120-3414,310-120-3414-63,4G,Smartphone,2077
260403012545+0200,206,01,20601,40387162,43741391,43614716,206-01-9004,206-01-9004-83,5G,Tablet,2362
260405095334+0200,206,05,20605,40386035,43884151,26587441,206-05-8253,206-05-8253-55,5G,IoT Device,1439
260406053645+0200,206,20,20620,57833663,35869335,33937432,206-20-7730,206-20-7730-98,5G,Smartphone,1357
260402080823+0100,206,20,20620,52604875,53094082,36406124,206-20-1474,206-20-1474-64,4G,Smartphone,421
260405171634+0100,206,01,20601,48401208,37318663,26444555,206-01-5853,206-01-5853-98,4G,Smartphone,1336
260404211048+0200,206,20,20620,47684936,36098106,49409082,206-20-4826,206-20-4826-64,5G,IoT Device,1950
260403224324+0000,234,15,23415,65627904,69305074,69883525,234-15-9850,234-15-9850-35,3G,IoT Device,2046
260403115845-0500,310,120,310120,73455310,94516816,79525141,310-120-3414,310-120-3414-88,4G,Smartphone,292
260405020935+0100,206,05,20605,59618790,35499503,50697102,206-05-8253,206-05-8253-98,5G,Smartphone,2896
260404131107-0500,310,260,310260,98582380,81259799,81991600,310-260-1266,310-260-1266-73,5G,Smartphone,695
260404101853-0600,310,120,310120,87787511,75558240,73011446,310-120-5469,310-120-5469-41,4G,Smartphone,579
260406232904-0700,310,480,310480,73475806,84028814,75424179,310-480-3981,310-480-3981-41,3G,IoT Device,1391
260406184535+0100,234,10,23410,75004114,57872896,59584157,234-10-5837,234-10-5837-87,3G,IoT Device,2619
260402130121+0200,206,10,20610,43556396,51031565,42740917,206-10-9117,206-10-9117-98,4G,Smartphone,762
260401161058+0000,234,20,23420,72801406,67325877,71680324,234-20-2323,234-20-2323-46,5G,Tablet,1650
260407041415+0100,206,10,20610,48942627,35655522,51367361,206-10-1042,206-10-1042-91,5G,Smartphone,2469
260406142331+0000,234,38,23438,52059685,73332374,66040876,234-38-4918,234-38-4918-35,4G,Tablet,673
260404144749+0100,234,10,23410,74843989,52128330,72938173,234-10-5847,234-10-5847-35,3G,IoT Device,2091
260405074934-0700,310,260,310260,91513844,70176010,86006101,310-260-1939,310-260-1939-73,4G,Smartphone,1411
260402171541-0700,310,120,310120,75679954,92833067,86737882,310-120-3414,310-120-3414-63,4G,Tablet,2607
260403021723+0100,240,02,24002,13570085,32974462,16468458,240-02-6155,240-02-6155-45,5G,Smartphone,1285
260406185949-0800,310,120,310120,80934373,88661292,69759628,310-120-3414,310-120-3414-41,4G,IoT Device,116
260406032912+0000,234,38,23438,74565280,51498571,62940708,234-38-6962,234-38-6962-35,4G,IoT Device,1792
260408004026+0100,206,10,20610,49994899,34116602,28592896,206-10-9117,206-10-9117-91,5G,Smartphone,247
260405174137+0000,234,20,23420,64480762,66849868,62531583,234-20-2768,234-20-2768-35,3G,Tablet,2672
260406030421+0000,234,20,23420,55843396,57421502,67420517,234-20-2768,234-20-2768-35,3G,Tablet,1782
260407202204-0600,310,480,310480,74748113,79966173,87231425,310-480-8632,310-480-8632-41,5G,IoT Device,1886
260406165903+0100,234,10,23410,65307079,58684487,50793079,234-10-5847,234-10-5847-35,3G,IoT Device,566
260403184436+0100,240,16,24016,36199372,34446218,18114217,240-16-9270,240-16-9270-86,3G,Smartphone,145
260403041347+0100,234,33,23433,66310275,68570566,60206336,234-33-8138,234-33-8138-27,5G,Smartphone,1054
260404053616+0000,234,38,23438,74188744,64255556,58427789,234-38-5634,234-38-5634-27,4G,Smartphone,410
260401174126+0100,234,20,23420,60330873,65291496,62764424,234-20-6120,234-20-6120-87,3G,Tablet,2465
260402104108+0100,234,20,23420,51657818,67599713,51566479,234-20-2768,234-20-2768-87,4G,Tablet,1589
260401192500+0100,240,08,24008,23654209,33918826,18704268,240-08-5173,240-08-5173-37,5G,Tablet,2550
260407230359-0700,310,260,310260,95213739,74829386,96324438,310-260-2106,310-260-2106-41,3G,Smartphone,1430
260407013327-0600,310,260,310260,81060378,80789542,95565216,310-260-6850,310-260-6850-41,4G,Smartphone,2915
260402063402-0600,310,260,310260,90761638,88767334,89556018,310-260-6850,310-260-6850-30,3G,Smartphone,2039
260402120150+0200,206,20,20620,44952271,46503291,31010524,206-20-4826,206-20-4826-91,5G,Smartphone,1367
260407143258-0800,310,480,310480,81692020,78885655,75359261,310-480-8632,310-480-8632-50,4G,Smartphone,1295
260403153107+0100,240,01,24001,22251335,10814706,25935169,240-01-2824,240-01-2824-43,5G,Smartphone,2644
260407023213+0100,206,20,20620,53167237,43660752,43622142,206-20-4826,206-20-4826-64,5G,Smartphone,1258
260404103252-0500,310,410,310410,89672670,89233772,82395254,310-410-3621,310-410-3621-88,4G,Smartphone,1695
260408140409+0100,206,10,20610,43181050,33452569,44583985,206-10-5722,206-10-5722-91,5G,Smartphone,249
260405211355+0100,234,38,23438,76979799,61994118,71050368,234-38-6962,234-38-6962-35,5G,Smartphone,2979
260401154739+0000,234,33,23433,58719868,56870564,77645285,234-33-8155,234-33-8155-35,3G,IoT Device,2707
260407160951+0200,240,05,24005,31303185,21382050,20878615,240-05-7930,240-05-7930-45,5G,Smartphone,2262
260407170116-0500,310,120,310120,84611884,77557107,75899485,310-120-3414,310-120-3414-41,3G,Tablet,2518
260408013425-0500,310,260,310260,85565152,78233109,80194164,310-260-1266,310-260-1266-73,5G,IoT Device,2567
260408112659+0100,234,30,23430,72729443,70634637,58783556,234-30-3324,234-30-3324-87,5G,Smartphone,864
260404080440+0200,240,05,24005,14224304,15426692,27078277,240-05-7930,240-05-7930-37,4G,Smartphone,2804
260405150531-0800,310,120,310120,98437909,87423839,74580718,310-120-7326,310-120-7326-88,4G,Smartphone,2595
260406221808+0200,240,24,24024,25774953,12311291,13106498,240-24-7211,240-24-7211-37,5G,Smartphone,2928
260408072720+0100,234,10,23410,72848282,63202516,76933221,234-10-1359,234-10-1359-35,3G,Tablet,2851
260405143845+0000,234,20,23420,73018395,72807473,66711131,234-20-6120,234-20-6120-27,3G,Tablet,540
260405110145+0100,206,05,20605,30125219,52555631,40075361,206-05-8253,206-05-8253-91,4G,Smartphone,915
260408105125+0200,206,05,20605,48940194,49489877,48741345,206-05-8025,206-05-8025-55,4G,Smartphone,427
260406014000-0800,310,120,310120,94577570,70035896,93351816,310-120-5469,310-120-5469-88,5G,IoT Device,1378
260404191443+0000,234,20,23420,50046788,67558228,72293671,234-20-9032,234-20-9032-23,4G,Smartphone,1749
260403131608-0800,310,120,310120,74023626,84890942,74748534,310-120-5469,310-120-5469-88,5G,IoT Device,2359
260404191649-0500,310,260,310260,95789382,78587680,73650195,310-260-1266,310-260-1266-63,4G,Tablet,830
260405003013+0100,234,15,23415,52204082,71082766,72287398,234-15-9850,234-15-9850-27,5G,Smartphone,1881
260403143447+0200,206,10,20610,54459644,46302457,49963581,206-10-5781,206-10-5781-64,4G,Smartphone,2291
260402132640-0500,310,120,310120,77899172,80497243,68637610,310-120-3414,310-120-3414-88,4G,IoT Device,1765
260403101946+0000,234,30,23430,65304182,52045252,74657466,234-30-2140,234-30-2140-35,3G,IoT Device,1287
260408065607+0100,206,10,20610,50174893,47069283,53121388,206-10-9117,206-10-9117-64,5G,Tablet,2258
260408094647+0100,234,30,23430,73639988,56231722,77054466,234-30-2140,234-30-2140-92,4G,Smartphone,1149
260404033446+0000,234,15,23415,61789254,70683667,70818398,234-15-9850,234-15-9850-35,5G,Tablet,946
260403233937-0700,310,120,310120,92814309,77993964,67769115,310-120-5469,310-120-5469-51,5G,Smartphone,1539
260402095705+0000,234,30,23430,61084094,71033181,69774103,234-30-3324,234-30-3324-87,5G,IoT Device,460
260401211328-0600,310,410,310410,76971361,84418583,87479566,310-410-3621,310-410-3621-88,4G,Smartphone,2163
260404030343+0100,240,04,24004,27197637,31876185,13520309,240-04-6107,240-04-6107-62,4G,Smartphone,837
260403071900+0100,240,16,24016,31918829,16130437,21208729,240-16-7991,240-16-7991-34,3G,Smartphone,2972
260407013327+0200,240,16,24016,30493233,18805170,15758466,240-16-7991,240-16-7991-81,5G,Smartphone,610
260406153835+0100,234,30,23430,63453747,70937061,68941138,234-30-2140,234-30-2140-35,4G,Tablet,1642
260407044656+0200,240,05,24005,12092218,15861478,22125289,240-05-7930,240-05-7930-55,3G,Smartphone,2497
260408095933+0000,234,38,23438,51754346,58234042,61440420,234-38-6962,234-38-6962-27,3G,Tablet,2220
260407000943+0100,240,01,24001,27064732,32181121,12484223,240-01-2824,240-01-2824-37,5G,Smartphone,2014
260405042459+0100,234,20,23420,57117003,68896705,53884013,234-20-2323,234-20-2323-25,3G,Smartphone,1605
260404185644+0100,240,02,24002,27968819,11582781,27304748,240-02-4456,240-02-4456-20,5G,Smartphone,1532
260406161501+0100,206,10,20610,40426563,35815049,43921599,206-10-9117,206-10-9117-91,5G,Smartphone,261
260403085152+0100,206,05,20605,55014788,40543272,33722273,206-05-8253,206-05-8253-98,4G,Tablet,2842
260403052848+0100,234,20,23420,76665996,72301227,57565368,234-20-2768,234-20-2768-35,3G,Tablet,1316
260407062532+0100,234,33,23433,70950045,74144828,59300409,234-33-2734,234-33-2734-35,5G,Tablet,382
260401223612+0100,206,10,20610,41589690,43784345,41787853,206-10-9117,206-10-9117-91,3G,Tablet,783
260406222122+0100,234,38,23438,72349453,72859401,50423418,234-38-7347,234-38-7347-27,5G,Smartphone,1025
260404094717+0200,240,08,24008,12562691,18145770,21977786,240-08-8144,240-08-8144-37,5G,Smartphone,854
260401185541+0200,240,24,24024,10344186,11718555,16514420,240-24-5558,240-24-5558-55,5G,Smartphone,2237
260408115212+0100,206,05,20605,35844217,33657089,41178161,206-05-8025,206-05-8025-98,5G,Smartphone,2780
260408083816-0600,310,410,310410,81092881,70394048,83183960,310-410-1510,310-410-1510-63,4G,Smartphone,530
260407073309+0000,234,10,23410,67176134,53543182,67936636,234-10-1359,234-10-1359-27,3G,Tablet,1529
260405070219+0100,234,33,23433,77573382,59500864,77549533,234-33-2734,234-33-2734-92,3G,Tablet,1735
260406024830+0100,234,38,23438,70396020,66703579,61513375,234-38-6962,234-38-6962-20,4G,IoT Device,2575
260405162843-0800,310,480,310480,87352887,75523378,71332759,310-480-8632,310-480-8632-63,4G,Smartphone,1527
260408041917+0200,206,01,20601,38808978,54802044,48237480,206-01-4937,206-01-4937-91,4G,Smartphone,2270
260402203641+0100,240,07,24007,31956117,29601721,23124942,240-07-7939,240-07-7939-55,5G,IoT Device,123
260406023042-0700,310,480,310480,70520504,75595904,73106002,310-480-8632,310-480-8632-63,4G,Smartphone,279
260405214314+0000,234,10,23410,71819694,51930915,61663624,234-10-7484,234-10-7484-57,4G,Tablet,338
260407092315+0200,206,20,20620,44178910,32809491,30157257,206-20-4826,206-20-4826-91,3G,Tablet,901
260404193928+0200,206,20,20620,38230732,49821630,35952074,206-20-4826,206-20-4826-91,3G,Smartphone,632
260404030139+0200,206,01,20601,53145272,33972387,26628288,206-01-8342,206-01-8342-68,3G,Smartphone,2001
260408102029+0100,234,38,23438,55595303,72102452,57182968,234-38-6962,234-38-6962-27,3G,IoT Device,1835
260403191813+0100,240,01,24001,39210525,33431337,23482451,240-01-5506,240-01-5506-40,5G,Smartphone,208
260402202507+0200,240,07,24007,30269255,18550395,10637746,240-07-5533,240-07-5533-86,4G,Smartphone,1021
260407200714+0200,206,05,20605,58003856,48746293,34557232,206-05-8025,206-05-8025-40,5G,Smartphone,2009
260404101926+0100,234,10,23410,50972854,74367200,63538799,234-10-7484,234-10-7484-87,3G,Tablet,927
260408100148-0800,310,480,310480,80539175,79109017,92736918,310-480-9476,310-480-9476-63,4G,Smartphone,810
260408095352+0100,206,01,20601,56951187,47361992,35548379,206-01-9004,206-01-9004-83,5G,Smartphone,1807
260402154109-0600,310,260,310260,90880875,90156825,77272649,310-260-1266,310-260-1266-88,5G,Smartphone,527
260404030520+0200,206,05,20605,58090083,48538393,38560967,206-05-5871,206-05-5871-64,4G,Smartphone,589
260403003719+0100,234,33,23433,64811524,74405381,50868121,234-33-8138,234-33-8138-35,3G,Smartphone,2255
260406062119+0200,206,20,20620,32553475,39394525,39008540,206-20-1474,206-20-1474-64,5G,IoT Device,368
260407115152+0000,234,10,23410,63893016,71872618,59097315,234-10-7484,234-10-7484-92,3G,Smartphone,2927
260401194706+0100,206,05,20605,49528655,31206756,32337097,206-05-8679,206-05-8679-98,4G,Smartphone,2670
260408125244+0200,206,05,20605,58786992,52774712,43154757,206-05-5871,206-05-5871-98,4G,Smartphone,1233
260406190622-0800,310,260,310260,73987981,92712622,81965205,310-260-1266,310-260-1266-63,4G,Smartphone,2768
260406172022+0200,206,20,20620,39690123,30406021,40861195,206-20-4826,206-20-4826-64,3G,Smartphone,2709
260406091939-0600,310,410,310410,81248401,88489940,85473888,310-410-3621,310-410-3621-73,4G,Smartphone,1922
260404155623-0600,310,410,310410,75029803,79089562,87636841,310-410-1510,310-410-1510-88,4G,IoT Device,359
260401154649+0100,234,15,23415,79629844,58803748,63811777,234-15-7078,234-15-7078-57,4G,Smartphone,638
260403140227-0600,310,260,310260,92402436,91881886,93187528,310-260-1939,310-260-1939-41,4G,Smartphone,804
260402132123+0200,206,10,20610,57417998,36319629,26034082,206-10-5781,206-10-5781-64,3G,Smartphone,2693
260401183211+0200,206,01,20601,52165060,50330783,25807906,206-01-9004,206-01-9004-64,3G,Smartphone,1166
260406223403+0100,234,20,23420,67292499,72065497,71348070,234-20-2768,234-20-2768-76,3G,Tablet,2081
260404131315+0000,234,15,23415,55479177,55444320,51572928,234-15-7866,234-15-7866-35,3G,IoT Device,1421
260403063641+0000,234,15,23415,57938417,53576945,53032931,234-15-7078,234-15-7078-87,3G,Tablet,2945
260408075042+0200,240,04,24004,29368535,27429085,27550749,240-04-6107,240-04-6107-37,5G,IoT Device,2444
260401153213+0200,206,10,20610,48735148,54115443,40480908,206-10-9117,206-10-9117-91,5G,IoT Device,1181
260405231506+0200,240,05,24005,23464784,13173997,19262709,240-05-7930,240-05-7930-62,5G,Smartphone,2700
260402011727+0000,234,38,23438,63734224,69391048,50077347,234-38-7347,234-38-7347-87,3G,Smartphone,2981
260405072432+0100,206,01,20601,37531999,31789741,36814487,206-01-9004,206-01-9004-98,5G,Tablet,2401
260406193935+0100,240,02,24002,13351232,33931995,19018910,240-02-6155,240-02-6155-37,5G,Smartphone,1848
260407145506+0100,206,10,20610,58296775,48470744,27178550,206-10-9117,206-10-9117-91,3G,IoT Device,109
260406031708-0700,310,410,310410,92328505,78416697,98979658,310-410-1510,310-410-1510-88,4G,Tablet,1364
260402123844+0200,206,05,20605,44600930,43940359,32900521,206-05-1986,206-05-1986-98,5G,IoT Device,2229
260402124101+0100,234,38,23438,74756861,51468272,65571134,234-38-7108,234-38-7108-25,4G,Tablet,2197
260405052247+0100,206,20,20620,49482847,51292259,53337512,206-20-4826,206-20-4826-91,5G,Smartphone,1139
260408082022-0800,310,480,310480,73191947,81246475,95761744,310-480-9476,310-480-9476-63,4G,Smartphone,1531
260406175430+0200,206,20,20620,35422247,33724244,52166304,206-20-4826,206-20-4826-68,4G,IoT Device,1960
260407133528-0800,310,410,310410,98984803,84031212,71555035,310-410-9094,310-410-9094-30,4G,IoT Device,1223
