Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type,Linkage_Index
260407210943+0100,240,01,24001,23897652,34742701,20320149,240-01-****,240-01-****-**,5G,Smartphone,1553
260404115001+0100,234,30,23430,63692307,69423504,53169079,234-30-****,234-30-****-**,5G,Smartphone,1562
260406195401+0100,206,05,20605,42125775,36920882,27762138,206-05-****,206-05-****-**,5G,Smartphone,1577
260406064737-0500,310,410,310410,92181844,78571706,90903791,310-410-****,310-410-****-**,4G,IoT Device,478
260403004905+0100,240,05,24005,30581637,21100599,18392576,240-05-****,240-05-****-**,5G,Smartphone,1047
260401204112-0500,310,260,310260,82855022,75380354,96263760,310-260-****,310-260-****-**,5G,Tablet,2511
260408011648+0000,234,15,23415,62663581,55798532,67105200,234-15-****,234-15-****-**,3G,IoT Device,1946
260404035245+0100,240,04,24004,34705477,22777351,26598266,240-04-****,240-04-****-**,5G,Smartphone,1635
260402101033-0800,310,260,310260,84749959,92321126,86673830,310-260-****,310-260-****-**,3G,Smartphone,2479
260402132109+0100,206,20,20620,49851109,39599081,54909675,206-20-****,206-20-****-**,5G,IoT Device,2452
260402231548+0100,240,08,24008,21433150,21359732,14618629,240-08-****,240-08-****-**,4G,Smartphone,1506
260404184952+0100,234,30,23430,65402361,71748945,54576692,234-30-****,234-30-****-**,3G,Smartphone,1909
260408082036+0000,234,10,23410,71190446,72311734,60956631,234-10-****,234-10-****-**,4G,Smartphone,392
260403184130+0100,240,04,24004,33424975,10513248,12975144,240-04-****,240-04-****-**,5G,IoT Device,2574
260404094308+0000,234,38,23438,56520505,53846094,56085364,234-38-****,234-38-****-**,5G,IoT Device,70
260406135307-0600,310,480,310480,82506342,72440430,85979315,310-480-****,310-480-****-**,4G,IoT Device,1024
260403225130+0100,240,05,24005,22148724,14440534,28053386,240-05-****,240-05-****-**,4G,Smartphone,2330
260407193527+0000,234,20,23420,75162586,60693268,66245782,234-20-****,234-20-****-**,4G,Smartphone,1346
260403130749+0100,206,01,20601,33797712,35132082,38950126,206-01-****,206-01-****-**,5G,Smartphone,2872
260407080847+0100,206,10,20610,42339538,32784574,34247244,206-10-****,206-10-****-**,4G,Smartphone,1920
260407224539-0800,310,480,310480,87923622,83521954,72879545,310-480-****,310-480-****-**,4G,IoT Device,2134
260406062607-0500,310,260,310260,83880356,72811635,79534071,310-260-****,310-260-****-**,3G,Smartphone,1841
260405132022+0000,234,33,23433,76907769,59166974,64969147,234-33-****,234-33-****-**,4G,Smartphone,474
260403065915+0200,240,24,24024,36150093,34503278,23513392,240-24-****,240-24-****-**,5G,Smartphone,1996
260402160058+0000,234,38,23438,67499908,64359495,63175282,234-38-****,234-38-****-**,3G,Smartphone,2901
260403203846+0100,234,38,23438,66178363,72692786,50877120,234-38-****,234-38-****-**,3G,Tablet,1927
260408020232+0100,234,33,23433,61520076,67775155,70398999,234-33-****,234-33-****-**,4G,Tablet,441
260406184744+0100,206,01,20601,46970807,40721622,27380640,206-01-****,206-01-****-**,5G,Smartphone,2113
260405060511+0200,206,10,20610,34196645,54833565,28257365,206-10-****,206-10-****-**,5G,Tablet,2461
260404223331-0600,310,120,310120,86746484,88712513,73740703,310-120-****,310-120-****-**,4G,IoT Device,2799
260406174729+0100,240,04,24004,18890787,26636128,22560557,240-04-****,240-04-****-**,5G,Tablet,747
260407111555+0100,206,01,20601,52637240,43134033,41907245,206-01-****,206-01-****-**,5G,Tablet,2784
260403221455+0000,234,20,23420,70731566,61169146,76490645,234-20-****,234-20-****-**,4G,IoT Device,1264
260401205439+0000,234,20,23420,51750308,63005648,71141921,234-20-****,234-20-****-**,5G,Smartphone,1168
260404042545+0000,234,38,23438,74445329,70560416,77434897,234-38-****,234-38-****-**,3G,IoT Device,591
260403035935+0100,234,38,23438,77122096,63445563,58394495,234-38-****,234-38-****-**,3G,Smartphone,1341
260401233236+0100,206,01,20601,46049797,53491845,27049804,206-01-****,206-01-****-**,5G,Smartphone,436
260404084548+0200,206,10,20610,50346232,40210403,35144704,206-10-****,206-10-****-**,4G,IoT Device,2269
260406094805-0800,310,480,310480,95969688,77211161,97591112,310-480-****,310-480-****-**,4G,IoT Device,1165
260402205045+0200,240,05,24005,30394608,18129956,23446531,240-05-****,240-05-****-**,3G,Smartphone,720
260403234035+0200,206,05,20605,53848102,43707292,36309930,206-05-****,206-05-****-**,5G,IoT Device,2926
260404102412-0700,310,260,310260,70953531,88590119,80285913,310-260-****,310-260-****-**,5G,Smartphone,2908
260405160219+0200,206,05,20605,46537025,51492947,44687856,206-05-****,206-05-****-**,4G,Smartphone,703
260402142842-0600,310,410,310410,71831469,77390489,94089353,310-410-****,310-410-****-**,5G,Smartphone,1224
260401221615-0600,310,480,310480,87560939,90470572,70935534,310-480-****,310-480-****-**,4G,Smartphone,120
260401144451+0200,240,16,24016,24594899,10699413,27573064,240-16-****,240-16-****-**,4G,Smartphone,1417
260403124204+0100,206,20,20620,35509477,48593484,44019279,206-20-****,206-20-****-**,4G,Smartphone,1602
260403041032-0600,310,480,310480,94933076,84957588,65747629,310-480-****,310-480-****-**,5G,IoT Device,889
260404165851+0100,206,05,20605,45525402,54690576,33420057,206-05-****,206-05-****-**,4G,Smartphone,1072
260407231442+0100,206,20,20620,49514398,33624984,54670826,206-20-****,206-20-****-**,3G,Tablet,1755
260404074950-0500,310,480,310480,83975702,92011165,76600118,310-480-****,310-480-****-**,4G,Smartphone,1938
260407060144-0500,310,260,310260,90597403,72135026,92763704,310-260-****,310-260-****-**,4G,IoT Device,339
260402234244+0100,206,20,20620,53435371,38076243,26565553,206-20-****,206-20-****-**,5G,Smartphone,1239
260407200818+0200,240,08,24008,11215904,13592187,11601503,240-08-****,240-08-****-**,4G,Smartphone,1954
260405121954+0000,234,38,23438,63390674,60681966,54828537,234-38-****,234-38-****-**,4G,IoT Device,682
260405160510-0700,310,480,310480,74460428,72421502,97837795,310-480-****,310-480-****-**,4G,Smartphone,1240
260406092906+0100,206,20,20620,39380567,41314121,51279900,206-20-****,206-20-****-**,3G,Tablet,1304
260406143238+0200,240,08,24008,34033557,26567197,14928845,240-08-****,240-08-****-**,5G,Smartphone,2598
260408075356+0000,234,10,23410,72440091,54317229,75050663,234-10-****,234-10-****-**,4G,Tablet,2343
260408061045+0100,234,15,23415,69628225,62072864,53441829,234-15-****,234-15-****-**,3G,Tablet,2252
260318211405+0100,240,04,24004,11364093,34639030,12361833,240-04-****,240-04-****-**,4G,Smartphone,95
260403222540+0100,240,01,24001,13286664,29921398,28453089,240-01-****,240-01-****-**,5G,Smartphone,722
260403043335-0600,310,120,310120,79078682,73148554,97428187,310-120-****,310-120-****-**,5G,Smartphone,2248
260316032301-0800,310,120,310120,73254340,70863546,78888379,310-120-****,310-120-****-**,5G,Smartphone,45
260407061422-0600,310,260,310260,72880634,91506394,93954405,310-260-****,310-260-****-**,5G,Smartphone,1254
260408035538+0200,240,08,24008,39032504,26556295,15769264,240-08-****,240-08-****-**,5G,Smartphone,1720
260405155525+0000,234,15,23415,66677515,57372432,77619299,234-15-****,234-15-****-**,4G,IoT Device,2735
260402213557-0700,310,120,310120,86526363,77877783,66469304,310-120-****,310-120-****-**,4G,Smartphone,2363
260402085112+0100,234,30,23430,58301863,70204778,69405930,234-30-****,234-30-****-**,5G,IoT Device,205
260405030623+0000,234,30,23430,56307481,60982847,70324175,234-30-****,234-30-****-**,3G,Smartphone,752
260402164619+0000,234,30,23430,61558341,73310676,58471466,234-30-****,234-30-****-**,4G,Tablet,2023
260402072818+0100,234,33,23433,57805179,61153360,57461930,234-33-****,234-33-****-**,3G,Smartphone,1623
260403233125-0700,310,410,310410,70647214,74757445,94869269,310-410-****,310-410-****-**,3G,Smartphone,2473
260401231748+0200,240,04,24004,35061447,18625622,18177067,240-04-****,240-04-****-**,4G,Smartphone,1854
260403213219+0200,240,02,24002,11358478,10536364,12135016,240-02-****,240-02-****-**,4G,Smartphone,2504
260402150519+0200,240,07,24007,10720692,22579749,26797854,240-07-****,240-07-****-**,4G,Tablet,1823
260402202110+0000,234,15,23415,72820247,53754854,71289076,234-15-****,234-15-****-**,3G,IoT Device,1407
260406140422-0800,310,260,310260,95848223,72181145,95772282,310-260-****,310-260-****-**,4G,IoT Device,2315
260402225924-0700,310,410,310410,93650953,83061324,89197590,310-410-****,310-410-****-**,4G,IoT Device,1968
260401144116+0000,234,15,23415,75946069,73784594,63166118,234-15-****,234-15-****-**,3G,Smartphone,2665
260403052600-0500,310,260,310260,90061112,78418436,90511670,310-260-****,310-260-****-**,4G,Tablet,180
260408042428+0100,234,10,23410,51073371,60536449,55861344,234-10-****,234-10-****-**,3G,Smartphone,1611
260402173441+0100,234,30,23430,78120802,50885036,69681589,234-30-****,234-30-****-**,3G,Tablet,424
260403040822+0000,234,33,23433,75539603,58343127,70273822,234-33-****,234-33-****-**,4G,Smartphone,624
260407205914+0100,234,33,23433,53038788,54172685,68704513,234-33-****,234-33-****-**,4G,IoT Device,630
260406093903+0000,234,33,23433,68605000,70279712,59270901,234-33-****,234-33-****-**,3G,IoT Device,1065
260405052011+0000,234,33,23433,58521752,55539256,77402716,234-33-****,234-33-****-**,3G,Smartphone,1787
260403031554+0100,234,15,23415,75866405,69595106,52175265,234-15-****,234-15-****-**,3G,IoT Device,1574
260402072249-0600,310,120,310120,75154328,70588439,93075722,310-120-****,310-120-****-**,5G,IoT Device,531
260408001842-0500,310,260,310260,95090276,94932586,71445902,310-260-****,310-260-****-**,4G,Tablet,1739
260402074442+0100,206,10,20610,43855015,43951336,42997700,206-10-****,206-10-****-**,5G,Smartphone,2538
260402222627+0000,234,38,23438,73499572,55444982,66651333,234-38-****,234-38-****-**,3G,Smartphone,2287
260319000223+0100,240,04,24004,19548304,25245425,28230139,240-04-****,240-04-****-**,5G,Tablet,5
260407030225+0200,206,20,20620,35458596,51613111,49552823,206-20-****,206-20-****-**,3G,IoT Device,1558
260402181447+0100,206,10,20610,42573783,47682634,38392644,206-10-****,206-10-****-**,5G,Smartphone,766
260401215402+0000,234,33,23433,54837435,64018657,60136926,234-33-****,234-33-****-**,3G,IoT Device,1930
260403232403+0100,206,01,20601,51203745,36612742,47880513,206-01-****,206-01-****-**,5G,Smartphone,1873
260404053442+0000,234,10,23410,60859663,58957790,52002025,234-10-****,234-10-****-**,3G,Smartphone,778
260408035427+0100,206,01,20601,43097971,43330465,44061953,206-01-****,206-01-****-**,4G,Smartphone,2653
260402163903-0600,310,260,310260,90819231,81995435,80454449,310-260-****,310-260-****-**,4G,Smartphone,2453
260406050035-0800,310,480,310480,93384358,87512898,90861485,310-480-****,310-480-****-**,4G,IoT Device,992
260402034306+0100,240,07,24007,32234560,27230694,21737701,240-07-****,240-07-****-**,4G,Tablet,1686
260407053955-0700,310,120,310120,99286958,71929017,65895878,310-120-****,310-120-****-**,5G,Smartphone,2120
260405122838+0200,240,08,24008,37250328,12737384,23391881,240-08-****,240-08-****-**,5G,IoT Device,1526
260404011714-0800,310,480,310480,85033852,90188817,81605759,310-480-****,310-480-****-**,4G,Smartphone,2430
260406015302+0100,234,33,23433,78916362,63118314,68348865,234-33-****,234-33-****-**,3G,Smartphone,1951
260405212031+0200,240,02,24002,38068942,24771168,18068213,240-02-****,240-02-****-**,4G,Smartphone,1456
260403035304+0100,234,38,23438,78814810,53686193,54798100,234-38-****,234-38-****-**,5G,Smartphone,692
260407014604+0100,206,20,20620,54027370,52335599,42061766,206-20-****,206-20-****-**,3G,IoT Device,986
260403025601-0700,310,120,310120,92399196,79010104,86843776,310-120-****,310-120-****-**,5G,IoT Device,1383
260403050851-0600,310,480,310480,80270478,81302259,77283508,310-480-****,310-480-****-**,4G,IoT Device,1472
260405041750+0100,234,20,23420,61752411,50958236,58171082,234-20-****,234-20-****-**,3G,Smartphone,2659
260404020030+0100,240,16,24016,11143653,31646265,24914253,240-16-****,240-16-****-**,5G,Smartphone,265
260407102006+0100,234,30,23430,58903197,52321646,71916086,234-30-****,234-30-****-**,4G,Smartphone,1949
260402103619+0200,240,07,24007,39230318,33583518,17039517,240-07-****,240-07-****-**,5G,Smartphone,135
260406184133+0200,206,01,20601,46509383,36493362,28086774,206-01-****,206-01-****-**,5G,Smartphone,2771
260402005230+0200,206,01,20601,58113691,41051300,49896631,206-01-****,206-01-****-**,4G,Tablet,2635
260401163637+0100,240,08,24008,14604348,31550095,23953793,240-08-****,240-08-****-**,5G,Smartphone,119
260406145847+0000,234,38,23438,77661323,74466060,65007645,234-38-****,234-38-****-**,4G,Smartphone,1167
260406105021+0000,234,38,23438,79654538,71210382,68383902,234-38-****,234-38-****-**,3G,Smartphone,2867
260406121331-0700,310,260,310260,90397612,94913606,77804886,310-260-****,310-260-****-**,5G,Smartphone,1801
260403221805+0100,240,07,24007,14974652,34535151,11769465,240-07-****,240-07-****-**,4G,Smartphone,2123
260403045034+0200,240,01,24001,22522323,12621561,26643297,240-01-****,240-01-****-**,5G,Smartphone,561
260405145820+0000,234,33,23433,60026032,50996685,70264600,234-33-****,234-33-****-**,3G,Tablet,2742
260407210125+0100,240,07,24007,17131508,16163455,21960980,240-07-****,240-07-****-**,5G,Smartphone,2580
260404063904+0100,206,05,20605,30362063,41669787,39346702,206-05-****,206-05-****-**,4G,Smartphone,1830
260406094705+0100,234,30,23430,71764642,74423426,58858032,234-30-****,234-30-****-**,4G,Smartphone,1872
260405150355-0700,310,480,310480,76718810,88398173,89046261,310-480-****,310-480-****-**,5G,IoT Device,1601
260408075918+0000,234,33,23433,51919012,65909818,60519187,234-33-****,234-33-****-**,3G,Smartphone,2339
260404113437+0200,240,01,24001,13713897,13229204,20331535,240-01-****,240-01-****-**,4G,Smartphone,1365
260406215621+0100,234,38,23438,76212657,66672691,61138663,234-38-****,234-38-****-**,3G,IoT Device,1764
260404195923+0200,206,20,20620,42032077,31339811,51942308,206-20-****,206-20-****-**,5G,Smartphone,2603
260408121811+0000,234,20,23420,68500593,64567023,72670850,234-20-****,234-20-****-**,3G,Smartphone,717
260408072920+0100,234,30,23430,71680792,57681730,62016683,234-30-****,234-30-****-**,4G,Smartphone,1595
260407190005-0500,310,260,310260,78338605,75718251,82334620,310-260-****,310-260-****-**,3G,Smartphone,2418
260405150013+0100,206,20,20620,56299011,33727425,47388266,206-20-****,206-20-****-**,5G,Smartphone,822
260408035117+0100,206,01,20601,43872059,54585414,27955835,206-01-****,206-01-****-**,5G,Smartphone,488
260402104748-0800,310,120,310120,73006994,89271535,84893868,310-120-****,310-120-****-**,3G,Tablet,2050
260405013559+0000,234,20,23420,55903609,70014778,59085963,234-20-****,234-20-****-**,4G,Tablet,1501
260403220125-0500,310,480,310480,81543818,78927641,87305190,310-480-****,310-480-****-**,4G,Smartphone,1359
260404095037-0500,310,260,310260,93377040,84656038,88803002,310-260-****,310-260-****-**,4G,Smartphone,242
260404134319+0100,206,10,20610,43975684,48699440,42783574,206-10-****,206-10-****-**,4G,Smartphone,11
260406231237+0100,234,15,23415,58753030,60760455,58821819,234-15-****,234-15-****-**,4G,IoT Device,1435
260407232723+0100,240,24,24024,19987523,28332017,24575718,240-24-****,240-24-****-**,5G,Smartphone,987
260406122037+0200,206,05,20605,58218258,46346187,47183002,206-05-****,206-05-****-**,4G,Smartphone,1560
260404030346-0700,310,260,310260,92117322,85696495,87364956,310-260-****,310-260-****-**,3G,Smartphone,2147
260405102043+0100,234,38,23438,73033379,62283234,61803158,234-38-****,234-38-****-**,4G,Tablet,2126
260408080137+0200,206,20,20620,48643337,49119389,28915793,206-20-****,206-20-****-**,4G,Smartphone,2221
260408025018+0000,234,20,23420,72049432,53823504,50308583,234-20-****,234-20-****-**,4G,Smartphone,2699
260326060459+0100,206,01,20601,40011400,45535832,47598905,206-01-****,206-01-****-**,5G,Smartphone,9
260407110711+0000,234,15,23415,58050998,51465646,52364956,234-15-****,234-15-****-**,5G,Smartphone,2621
260404225053+0200,240,05,24005,15201333,32398298,19186810,240-05-****,240-05-****-**,5G,Smartphone,336
260401175338-0600,310,410,310410,75655371,80830021,66068865,310-410-****,310-410-****-**,4G,Smartphone,335
260407213052-0700,310,120,310120,98357986,75996625,75235916,310-120-****,310-120-****-**,4G,Smartphone,801
260403113719-0700,310,120,310120,72872256,90696536,82561801,310-120-****,310-120-****-**,3G,Smartphone,849
260403114229+0100,206,05,20605,43432602,49503725,26923099,206-05-****,206-05-****-**,4G,Smartphone,1794
260407231530+0200,240,16,24016,33272220,19948162,14085621,240-16-****,240-16-****-**,5G,Smartphone,2207
260403055651+0200,206,01,20601,33395009,49731479,35740255,206-01-****,206-01-****-**,5G,IoT Device,1244
260404153957+0100,240,07,24007,17780773,12500242,25070611,240-07-****,240-07-****-**,3G,Smartphone,1162
260407204659+0000,234,38,23438,74312556,51226499,65413846,234-38-****,234-38-****-**,3G,IoT Device,113
260403213302+0000,234,33,23433,57711965,74251178,68610554,234-33-****,234-33-****-**,4G,Tablet,2633
260405090846+0100,240,07,24007,38776794,32876169,23486294,240-07-****,240-07-****-**,5G,Smartphone,1416
260404233234+0200,206,05,20605,33253792,30021576,42816663,206-05-****,206-05-****-**,4G,IoT Device,1426
260405010131+0200,206,20,20620,54101782,44748398,29057729,206-20-****,206-20-****-**,5G,IoT Device,448
260407232653-0600,310,410,310410,82875277,91307362,93986316,310-410-****,310-410-****-**,3G,IoT Device,2770
260402205410+0100,234,20,23420,53751103,52832295,59364009,234-20-****,234-20-****-**,5G,Smartphone,2341
260407055741+0100,240,04,24004,26135226,11291332,13435856,240-04-****,240-04-****-**,5G,Tablet,2431
260328103416+0200,240,05,24005,18684579,12516152,10731492,240-05-****,240-05-****-**,5G,IoT Device,38
260405051146+0200,206,20,20620,47664188,37453910,51215519,206-20-****,206-20-****-**,5G,Tablet,139
260406170358-0600,310,120,310120,79544385,74651181,69358218,310-120-****,310-120-****-**,3G,IoT Device,395
260405032004+0200,240,05,24005,39307485,11147124,17440892,240-05-****,240-05-****-**,4G,IoT Device,1983
260405044012+0100,206,10,20610,49585925,54697099,42386016,206-10-****,206-10-****-**,3G,Smartphone,1370
260408081431-0700,310,480,310480,70383327,77019347,89018007,310-480-****,310-480-****-**,4G,Tablet,1085
260404111355+0100,240,02,24002,20381602,18270631,12656197,240-02-****,240-02-****-**,4G,Smartphone,1449
260404120604+0000,234,20,23420,77849195,73361405,50461706,234-20-****,234-20-****-**,3G,Tablet,407
260407011435-0700,310,480,310480,78060661,85761370,96998689,310-480-****,310-480-****-**,5G,Smartphone,808
260407202634+0100,234,38,23438,56020129,50346341,77632281,234-38-****,234-38-****-**,3G,Tablet,2547
260403105752+0100,234,15,23415,71084280,58536008,63208712,234-15-****,234-15-****-**,3G,IoT Device,2794
260407020630-0600,310,410,310410,98822504,83511018,98635440,310-410-****,310-410-****-**,4G,Tablet,1473
260407065748+0000,234,38,23438,68830031,70451772,76063791,234-38-****,234-38-****-**,3G,Smartphone,768
260406181901-0600,310,480,310480,90415137,88333436,70178385,310-480-****,310-480-****-**,4G,IoT Device,668
260405094331+0200,206,05,20605,34570316,38855459,45989819,206-05-****,206-05-****-**,4G,Smartphone,1895
260408135223+0000,234,30,23430,75942763,59738388,60199743,234-30-****,234-30-****-**,5G,Smartphone,2172
260406191716-0800,310,120,310120,76256334,90528981,82218930,310-120-****,310-120-****-**,4G,Smartphone,960
260408021759-0700,310,260,310260,88243672,85419969,90103534,310-260-****,310-260-****-**,5G,IoT Device,2412
260405135259+0100,234,30,23430,60975244,60339525,65767626,234-30-****,234-30-****-**,3G,Tablet,379
260406040046-0700,310,260,310260,90469709,82640710,95122438,310-260-****,310-260-****-**,4G,Smartphone,615
260403220811-0500,310,480,310480,77377536,70127260,73172598,310-480-****,310-480-****-**,4G,IoT Device,912
260408001709+0100,206,10,20610,41308115,35491295,42392729,206-10-****,206-10-****-**,5G,Tablet,2655
260406051944+0200,206,01,20601,38773926,41844431,26945108,206-01-****,206-01-****-**,5G,Smartphone,1250
260401171943+0100,234,30,23430,66363344,55690215,77734888,234-30-****,234-30-****-**,3G,Tablet,1401
260404151529+0200,206,10,20610,39100875,38121277,50465437,206-10-****,206-10-****-**,4G,Smartphone,983
260406113752-0600,310,260,310260,71319553,92290708,66342405,310-260-****,310-260-****-**,5G,Tablet,1819
260401233505-0600,310,120,310120,87130659,76595220,92344650,310-120-****,310-120-****-**,4G,IoT Device,1067
260404150640+0100,234,33,23433,74054447,60637427,71569951,234-33-****,234-33-****-**,5G,IoT Device,2070
260402133621+0100,206,20,20620,33113257,30332229,28660654,206-20-****,206-20-****-**,4G,Tablet,2185
260406074754-0500,310,120,310120,76931586,88204242,88509452,310-120-****,310-120-****-**,5G,Smartphone,114
260407173435+0200,240,07,24007,15193034,22629235,11530566,240-07-****,240-07-****-**,5G,Tablet,584
260401174532+0200,240,24,24024,32245366,29138257,25967505,240-24-****,240-24-****-**,5G,Smartphone,769
260405165948+0100,234,38,23438,61325219,51357469,59154875,234-38-****,234-38-****-**,5G,Smartphone,354
260407180039+0100,240,24,24024,29549392,21474540,26467742,240-24-****,240-24-****-**,5G,Smartphone,2278
260404030439-0600,310,260,310260,87847442,72907827,71518255,310-260-****,310-260-****-**,5G,Tablet,1669
260406075139+0000,234,20,23420,63496901,68740377,61313115,234-20-****,234-20-****-**,3G,Smartphone,1977
260405001945+0200,206,05,20605,46026061,51560979,36872162,206-05-****,206-05-****-**,3G,IoT Device,1143
260402083108+0100,234,30,23430,64529193,68800985,51781522,234-30-****,234-30-****-**,3G,Tablet,2599
260407092319+0000,234,30,23430,50014241,74145074,65760245,234-30-****,234-30-****-**,3G,Smartphone,1273
260401214256+0100,234,30,23430,69216171,61141427,70747556,234-30-****,234-30-****-**,3G,IoT Device,506
260408040547+0100,240,01,24001,33423606,29028966,10895389,240-01-****,240-01-****-**,4G,Smartphone,1931
260402015619+0100,240,16,24016,14080738,30636464,10263134,240-16-****,240-16-****-**,5G,Smartphone,2212
260403153338+0200,206,01,20601,38008673,39173643,31778571,206-01-****,206-01-****-**,3G,Smartphone,2757
260402172147+0000,234,30,23430,53747095,56000859,64229264,234-30-****,234-30-****-**,3G,Smartphone,303
260405112917+0200,240,24,24024,39472550,34853306,26784300,240-24-****,240-24-****-**,5G,Smartphone,982
260402092657+0000,234,30,23430,68660579,58667617,77382588,234-30-****,234-30-****-**,3G,Smartphone,526
260407075030+0100,206,01,20601,46967619,50860202,39957871,206-01-****,206-01-****-**,3G,Smartphone,1343
260402084233-0700,310,120,310120,80891681,92013555,95537654,310-120-****,310-120-****-**,4G,Smartphone,784
260404182805+0200,206,01,20601,58748725,46357941,49407341,206-01-****,206-01-****-**,5G,Smartphone,212
260406002950+0100,234,15,23415,61957741,51678108,69393174,234-15-****,234-15-****-**,5G,Tablet,2730
260408024944+0100,234,15,23415,77271800,53246604,63427719,234-15-****,234-15-****-**,3G,Smartphone,1578
260404082317+0200,206,01,20601,45453650,42317156,36195575,206-01-****,206-01-****-**,5G,IoT Device,2555
260406170256-0600,310,480,310480,95641212,93438514,76663759,310-480-****,310-480-****-**,3G,Smartphone,2415
260402193837+0200,240,01,24001,38408143,25050973,19617074,240-01-****,240-01-****-**,5G,IoT Device,622
260405143350+0200,240,16,24016,39978685,33177745,21170476,240-16-****,240-16-****-**,5G,Smartphone,134
260406053453+0100,234,38,23438,70470048,67560627,62900257,234-38-****,234-38-****-**,5G,Smartphone,2376
260405140459-0500,310,480,310480,90803841,88058780,79906985,310-480-****,310-480-****-**,3G,Tablet,582
260403120717-0800,310,120,310120,72504396,89765537,67702801,310-120-****,310-120-****-**,5G,IoT Device,2140
260406191112+0100,240,08,24008,14886385,10231400,24720717,240-08-****,240-08-****-**,5G,Smartphone,1331
260405101240+0200,240,04,24004,11855825,15386665,25401110,240-04-****,240-04-****-**,5G,Smartphone,1997
260405191955-0600,310,480,310480,87545075,79788362,67489851,310-480-****,310-480-****-**,4G,IoT Device,1986
260405143234-0500,310,260,310260,80190709,78416679,66703133,310-260-****,310-260-****-**,4G,Smartphone,1638
260317202624+0200,240,02,24002,35241471,33914626,23364596,240-02-****,240-02-****-**,5G,Smartphone,16
260404114746-0800,310,120,310120,73061128,91690803,75343721,310-120-****,310-120-****-**,4G,Smartphone,1760
260402021626+0100,206,01,20601,52611267,44471444,36602339,206-01-****,206-01-****-**,5G,Tablet,1246
260407132958+0100,240,04,24004,14359803,16901375,20393726,240-04-****,240-04-****-**,5G,Smartphone,195
260402110357+0200,240,02,24002,16864420,30464893,25287783,240-02-****,240-02-****-**,5G,Smartphone,1850
260407231854+0100,234,20,23420,76574539,51780659,68762080,234-20-****,234-20-****-**,4G,Smartphone,1403
260403002806+0100,234,20,23420,52109963,50824989,62330839,234-20-****,234-20-****-**,3G,Tablet,509
260407054508-0800,310,260,310260,79382810,85123955,77072161,310-260-****,310-260-****-**,4G,Smartphone,84
260326045930+0200,206,10,20610,59596158,34663002,39760551,206-10-****,206-10-****-**,5G,Smartphone,74
260403024902+0200,206,20,20620,44618345,52161534,38928711,206-20-****,206-20-****-**,3G,IoT Device,1963
260403110400+0000,234,38,23438,72366848,53143951,77810270,234-38-****,234-38-****-**,5G,IoT Device,464
260406053217-0700,310,480,310480,90173583,79512169,92099759,310-480-****,310-480-****-**,5G,Smartphone,2788
260402152443-0600,310,260,310260,83662957,72338152,93577235,310-260-****,310-260-****-**,5G,Smartphone,2072
260403081109-0600,310,120,310120,80892860,79988595,67390087,310-120-****,310-120-****-**,4G,Tablet,304
260405174522+0200,206,10,20610,50199847,51289059,48202305,206-10-****,206-10-****-**,5G,Smartphone,2604
260407105616-0500,310,410,310410,90026193,81620883,83079696,310-410-****,310-410-****-**,4G,IoT Device,1157
260402065310-0800,310,260,310260,80178109,79414156,87446828,310-260-****,310-260-****-**,4G,Smartphone,2573
260406092120+0100,240,08,24008,12761227,32134906,26501192,240-08-****,240-08-****-**,5G,Smartphone,1043
260408011822-0700,310,480,310480,91270073,82356960,78284878,310-480-****,310-480-****-**,4G,IoT Device,1017
260405063833+0100,234,20,23420,69306644,58675564,71116296,234-20-****,234-20-****-**,4G,IoT Device,2058
260403203432+0100,206,20,20620,43968808,36013819,30044877,206-20-****,206-20-****-**,4G,Smartphone,291
260406070223-0700,310,260,310260,80690862,85089043,83887536,310-260-****,310-260-****-**,4G,IoT Device,2618
260402154711+0100,206,01,20601,43167527,44868721,28087083,206-01-****,206-01-****-**,3G,Smartphone,1353
260407191543+0200,240,05,24005,20802340,28972087,11543024,240-05-****,240-05-****-**,4G,Tablet,2939
260402060729+0100,234,33,23433,70744842,70423081,72844288,234-33-****,234-33-****-**,4G,Tablet,48
260403065528-0500,310,260,310260,82232815,76569844,91298772,310-260-****,310-260-****-**,4G,Smartphone,1127
260408123655-0700,310,410,310410,83333908,83239487,83886967,310-410-****,310-410-****-**,5G,Tablet,1465
260403103921-0800,310,120,310120,95492486,76804322,95044705,310-120-****,310-120-****-**,4G,Smartphone,2077
260403012545+0200,206,01,20601,40387162,43741391,43614716,206-01-****,206-01-****-**,5G,Tablet,2362
260406202603-0600,310,480,310480,78188633,88577829,69395062,310-480-****,310-480-****-**,4G,Smartphone,2381
260407061712+0100,206,10,20610,36294380,49834644,37503727,206-10-****,206-10-****-**,5G,Smartphone,2417
260405095334+0200,206,05,20605,40386035,43884151,26587441,206-05-****,206-05-****-**,5G,IoT Device,1439
260403040228+0100,234,20,23420,63574859,66757650,75787190,234-20-****,234-20-****-**,4G,Smartphone,138
260406110853+0000,234,15,23415,60764173,70953398,57352102,234-15-****,234-15-****-**,3G,Tablet,2611
260403003203+0100,234,10,23410,54658756,59953354,70381395,234-10-****,234-10-****-**,4G,Smartphone,2201
260324065723+0100,240,16,24016,13034021,15288694,20207760,240-16-****,240-16-****-**,4G,Smartphone,37
