Linkage_Index,Region,Country,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
1197,Quebec,Canada,45.3151,-73.8779,America/Toronto,TELUS Communications Inc,TELUS Communications Inc,
1198,Beijing,China,39.9941,116.332,Asia/Shanghai,China Networks Inter-Exchange,"Beijing Founder Broadband Network Technology Co., Ltd",AS4847 China Networks Inter-Exchange
1199,New Jersey,United States,40.7876,-74.06,America/New_York,"Akamai Technologies, Inc.","Akamai Technologies, Inc.","AS16625 Akamai Technologies, Inc."
1200,California,United States,37.3329,-121.895,America/Los_Angeles,"Zoom Video Communications, Inc","Zoom Video Communications, Inc","AS30103 Zoom Video Communications, Inc"
1201,Kyiv Oblast,Ukraine,50.393,30.3746,Europe/Kyiv,Maximum-Net LLC,Maximum-Net LLC,AS43139 Maximum-Net LLC
1202,Lazio,Italy,41.8904,12.5126,Europe/Rome,Telecom Italia S.p.A.,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
1203,Hesse,Germany,50.110924,8.682127,Europe/Berlin,Microsoft Corporation,Microsoft Azure Cloud (germanywestcentral),AS8075 Microsoft Corporation
1204,Ontario,Canada,45.4173,-75.7081,America/Toronto,Shared Services Canada,Shared Services Canada,
1205,Quebec,Canada,45.5019,-73.5674,America/Toronto,Amazon Technologies Inc,Amazon Technologies Inc,
1206,Michigan,United States,42.2139,-83.745,America/Detroit,Merit Network Inc.,Merit Network Inc,AS237 Merit Network Inc.
1207,Leinster,Ireland,53.3478,-6.2597,Europe/Dublin,Microsoft Corporation,Microsoft Azure Cloud (northeurope),AS8075 Microsoft Corporation
1208,Tehran,Iran,35.7198,51.4291,Asia/Tehran,Sepanta Communication Development Co. Ltd,Sepanta,AS39074 Sepanta Communication Development Co. Ltd
1209,Gyeonggi-do,South Korea,37.3638,127.122,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
1210,Louisiana,United States,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
1211,Michigan,United States,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
1212,Virginia,United States,39.0438,-77.4874,America/New_York,Amazon.com,AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
1213,Stavropol Kray,Russia,44.0455,42.8575,Europe/Moscow,"OOO ""Post ltd""","OOO ""Post ltd""","AS12494 OOO ""Post ltd"""
1214,Baden-Wurttemberg,Germany,48.9216,9.112,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
1215,Shanghai,China,31.2222,121.4581,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
1216,Antioquia,Colombia,6.24216,-75.5725,America/Bogota,Edatel S.a. E.S.P,Edatel S.a. E.S.P,AS27695 EDATEL S.A. E.S.P
1217,California,United States,37.412,-122.148,America/Los_Angeles,HP Inc.,HP Inc,
1218,Connecticut,United States,41.5557,-72.6632,America/New_York,Frontier Communications Solutions,LDSL-D Frontier Communications Wallingford - CT,"AS46690 Southern New England Telephone Company and SNET America, Inc."
1219,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1220,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1221,Tokyo,Japan,35.6906,139.77,Asia/Tokyo,Kddi Corporation,WIMAX,AS2516 KDDI CORPORATION
1222,England,United Kingdom,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
1223,Dakahlia,Egypt,31.0371,31.3844,Africa/Cairo,TE Data,,AS8452 TE-AS
1224,Texas,United States,33.1371,-96.7488,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1225,São Paulo,Brazil,-22.5838,-47.4098,America/Sao_Paulo,Network Telecomunicacoes S.A.,Network Telecomunicacoes S.A,AS28667 NETWORK TELECOMUNICACOES S.A.
1226,Scotland,United Kingdom,55.9477,-3.1624,Europe/London,TalkTalk,TalkTalk Communications Limited,AS13285 TalkTalk Communications Limited
1227,Arizona,United States,33.4168,-112.0268,America/Phoenix,Input Output Flood LLC,Input Output Flood LLC,AS53755 Input Output Flood LLC
1228,Texas,United States,30.5089,-97.6796,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1229,Cairo Governorate,Egypt,30.0723,31.2282,Africa/Cairo,The Egyptian Company for Mobile Services,Orange Egypt,AS37069 The Egyptian Company for Mobile Services (Mobinil)
1230,Sichuan,China,30.2638,102.805,Asia/Shanghai,Chinanet,Chinanet SC,AS4134 CHINANET-BACKBONE
1231,New York,United States,40.7128,-74.006,America/New_York,Verizon Business,Cellco Partnership DBA Verizon Wireless,AS22394 Verizon Business
1232,Silesia,Poland,50.2649,19.0238,Europe/Warsaw,NETIA,,AS12741 Netia SA
1233,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1234,Uusimaa,Finland,60.1785,24.8348,Europe/Helsinki,NESTE,,
1235,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1236,Giza,Egypt,30.0482,31.2062,Africa/Cairo,Etisalat FBB,,AS36992 ETISALAT MISR
1237,Kowloon,Hong Kong,22.3193,114.169,Asia/Hong_Kong,"Alibaba (US) Technology Co., Ltd.",Alibaba Cloud LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
1238,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1239,Maharashtra,India,19.0748,72.8856,Asia/Kolkata,Tata Communications Limited,Tata Communications Limited,AS4755 TATA Communications formerly VSNL is Leading ISP
1240,Ontario,Canada,43.6447,-79.3841,America/Toronto,Google LLC,Google LLC,AS19527 Google LLC
1241,Casablanca-Settat,Morocco,33.5304,-7.64447,Africa/Casablanca,Orange Morocco,,AS36925 MEDITELECOM
1242,Tamil Nadu,India,13.0827,80.2707,Asia/Kolkata,Tata Communications Limited,Tata Communications Limited,AS4755 TATA Communications formerly VSNL is Leading ISP
1243,Lazio,Italy,41.9626,12.4644,Europe/Rome,Telecom Italia S.p.A,INTERBUSINESS,AS3269 Telecom Italia S.p.A.
1244,Gauteng,South Africa,-26.1506,27.9321,Africa/Johannesburg,MTN SA,MTN SA,AS12091 MTN SA
1245,Central Singapore,Singapore,1.28181,103.85,Asia/Singapore,Cargill Asia Pacific Holdings Pte Ltd,Cargill Asia Pacific Holdings Pte Ltd,
1246,Shandong,China,36.7069,119.162,Asia/Shanghai,China Unicom CHINA169 Shandong Province Network,,AS4837 CHINA UNICOM China169 Backbone
1247,Alberta,Canada,53.4593,-113.6546,America/Edmonton,University of Alberta,University of Alberta,AS3359 University of Alberta
1248,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
1249,Plaines Wilhems District,Mauritius,-20.2431,57.4962,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
1250,Anhui,China,31.851,117.151,Asia/Shanghai,Chinanet,Chinanet AH,AS4134 CHINANET-BACKBONE
1251,Tokyo,Japan,35.6673,139.751,Asia/Tokyo,"NTT PC Communications, Inc.","NTT PC Communications, Inc.","AS2514 NTT PC Communications, Inc."
1252,California,United States,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
1253,Bratislava Region,Slovakia,48.157,17.0915,Europe/Bratislava,Liberty Global B.V.,UPC Slovakia,AS6830 Liberty Global B.V.
1254,Virginia,United States,38.9586,-77.357,America/New_York,OVH SAS,OVH US LLC,AS16276 OVH SAS
1255,Lagos,Nigeria,6.46529,3.42517,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,
1256,Gunma,Japan,36.3865,139.321,Asia/Tokyo,SUN FIELD INTERNET,"RYOMO INTERNET DATACENTER Co., Ltd",AS23785 SUN FIELD INTERNET LIMITED
1257,Colorado,United States,39.8334,-105.004,America/Denver,Lockheed Martin Corporation,Lockheed Martin Corporation,
1258,New Jersey,United States,40.3864,-74.5111,America/New_York,Verizon Business,Verizon Online LLC,AS701 Verizon Business
1259,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1260,Lagos,Nigeria,6.46529,3.42517,Africa/Lagos,Airtel Networks Limited,Airtel Networks Limited,
1261,Guangdong,China,22.5559,114.0577,Asia/Shanghai,Chinanet,Chinanet GD,AS4134 CHINANET-BACKBONE
1262,Florida,United States,28.7444,-81.3599,America/New_York,AT&T Global Network Services,"AT&T Global Network Services, LLC",
1263,Massachusetts,United States,42.4378,-71.2239,America/New_York,Verizon Business,Verizon Business,AS22394 Verizon Business
1264,Missouri,United States,37.6112,-93.414,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,AS7029 Windstream Communications LLC
1265,Massachusetts,United States,42.3649,-71.0987,America/New_York,Massachusetts Institute of Technology,Massachusetts Institute of Technology,AS3 Massachusetts Institute of Technology
1266,Utah,United States,40.3942,-111.8483,America/Denver,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS33660 Comcast Cable Communications, LLC"
1267,Taipei,Taiwan,24.9493,121.337,Asia/Taipei,TANET,,AS1659 Taiwan Academic Network (TANet) Information Center
1268,Arkansas,United States,34.7448,-92.2883,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1269,California,United States,37.4146,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
1270,Shaanxi,China,35.394,109.188,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
1271,Arkansas,United States,34.7867,-92.3969,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,
1272,Beijing,China,39.8997,116.334,Asia/Shanghai,North Star Information Hi.tech Ltd. Co,North Star Information Hi.tech Ltd. Co,
1273,New York,United States,40.7128,-74.006,America/New_York,"Level 3 Communications, Inc.","Level 3, LLC","AS3549 Level 3 Parent, LLC"
1274,England,United Kingdom,51.5074,-0.127758,Europe/London,Bloomberg Financial Market,Bloomberg Financial Market,
1275,Buenos Aires F.D.,Argentina,-34.6037,-58.3816,America/Argentina/Buenos_Aires,Telecom Argentina S.A.,Telecom Personal Bs,AS7303 Telecom Argentina S.A.
1276,New South Wales,Australia,-33.8369,151.206,Australia/Sydney,VODAFONE,Vodafone Australia Pty Ltd,
1277,Brussels Capital,Belgium,50.8503,4.35171,Europe/Brussels,Orange Business Communications Technology Limited,Orange Business Communications Technology Limited,
1278,Shanghai,China,31.2222,121.4581,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
1279,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1280,Ōsaka,Japan,34.7146,135.4892,Asia/Tokyo,JCOM,"Jupiter Telecommunications Co., Ltd.","AS9617 JCOM Co., Ltd."
1281,England,United Kingdom,51.5074,-0.127758,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
1282,Vientiane Prefecture,Laos,17.9698,102.612,Asia/Vientiane,Lao Telecommunication Co Ltd,Lao Telecommunication Co Ltd,"AS9873 Lao Telecom Communication, LTC"
1283,California,United States,36.6841,-121.7886,America/Los_Angeles,California State University,Moss Landing Marine Laboratory,"AS2152 California State University, Office of the Chancellor"
1284,Kerala,India,8.55909,76.8791,Asia/Kolkata,Indian Institute of Information Technology and Management - Kerala,Indian Institute of Information Technology and Management - Kerala,"AS140192 IIITM-Kerala, IIITM-K Building, Techno park Campus,Thiruvananthapuram,Kerala-695581"
1285,Beijing,China,39.9042,116.407,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
1286,Colorado,United States,39.7523,-104.984,America/Denver,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS7922 Comcast Cable Communications, LLC"
1287,California,United States,37.3867,-122.038,America/Los_Angeles,HCL AMERICA INC,HCL AMERICA INC,AS36224 HCL AMERICA INC
1288,Moravskoslezsky kraj,Czechia,49.7977,18.2311,Europe/Prague,Karneval Media,"UPC Ceska republika, a.s.",AS16019 Vodafone Czech Republic a.s.
1289,England,United Kingdom,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
1290,Veneto,Italy,45.4408,12.3155,Europe/Rome,INTERBUSINESS,NAS DHCP Pool VENEZIA,AS3269 Telecom Italia S.p.A.
1291,Attica,Greece,37.9433,23.7098,Europe/Athens,Vodafone-panafon Hellenic Telecommunications Company SA,Assignments for Always-On Services,AS3329 VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA
1292,Kigali,Rwanda,-1.9507,30.0663,Africa/Kigali,MTN Rwandacell,Pppoe Staticip,AS36890 MTN Rwandacell
1293,București,Romania,44.4152,26.166,Europe/Bucharest,Euroweb Romania,SC FSP Global SRL,AS6663 Euroweb Romania S.R.L.
1294,Missouri,United States,39.0997,-94.5785,America/Chicago,Google LLC,Google Cloud,AS396982 Google LLC
1295,Seoul,South Korea,37.5245,127.0354,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
1296,Pays de la Loire,France,47.4704,-0.5463,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,Ncnumericable,AS15557 Societe Francaise Du Radiotelephone - SFR SA
1297,Nouvelle-Aquitaine,France,45.6484,0.156237,Europe/Paris,Celeste SAS,Oceanettechnology,AS20926 CELESTE SAS
1298,Virginia,United States,36.9677,-79.3377,America/New_York,Wilkes Communications,WILKE,"AS22191 Wilkes Communications, Inc."
1299,Incheon,South Korea,37.508,126.665,Asia/Seoul,Korea Telecom,KORNET,AS4766 Korea Telecom
1300,New Jersey,United States,40.6848,-74.4024,America/New_York,Nokia of America Corporation,Nokia of America Corporation,AS7345 Nokia of America Corporation
1301,Utrecht,The Netherlands,52.1712,5.0065,Europe/Amsterdam,Concepts ICT B.V.,Concepts ICT Holding B.V.,AS1136 KPN B.V.
1302,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1303,North Holland,The Netherlands,52.4984,5.0677,Europe/Amsterdam,KPN B.V.,KPN B.V,AS1136 KPN B.V.
1304,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1305,Louisiana,United States,32.5896,-92.0669,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
1306,Tokyo,Japan,35.6552,139.761,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
1307,Incheon,South Korea,37.5488,126.6578,Asia/Seoul,SK-TELECOM,,AS9644 SK Telecom
1308,England,United Kingdom,51.5074,-0.127758,Europe/London,Microsoft Limited,Microsoft Limited,
1309,North West,Singapore,1.35208,103.82,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
1310,England,United Kingdom,51.5074,-0.127758,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
1311,Kaohsiung,Taiwan,22.6148,120.3139,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
1312,Florida,United States,25.7759,-80.1931,America/New_York,colo4jax,AYK Solutions LLC,
1313,Henan,China,34.7472,113.625,Asia/Shanghai,CNC Group CHINA169 Henan Province Network,,AS4837 CHINA UNICOM China169 Backbone
1314,Tbilisi,Georgia,41.6959,44.832,Asia/Tbilisi,"JSC ""Silknet""",Silknet - 6,"AS35805 JSC ""Silknet"""
1315,British Columbia,Canada,53.9128,-122.734,America/Vancouver,ABC Allen Business Communications Ltd,ABC Allen Business Communications Ltd,AS62969 ABC Allen Business Communications Ltd
1316,Tokyo,Japan,35.694,139.754,Asia/Tokyo,Expereo International BV,Pfizer Inc,AS15695 Expereo International BV
1317,Land Berlin,Germany,52.4552,13.2807,Europe/Berlin,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,Freie Universitaet Berlin,AS680 Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
1318,Moscow,Russia,55.7315,37.6457,Europe/Moscow,CORBINA-BROADBAND,,"AS8402 PJSC ""Vimpelcom"""
1319,Washington,United States,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
1320,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1321,Virginia,United States,38.9195,-77.2197,America/New_York,GTT Communications Inc.,GTT,AS3257 GTT Communications Inc.
1322,District of Columbia,United States,38.894,-77.0365,America/New_York,Cogent Communications,Cogent Communications - IPENG,AS174 Cogent Communications
1323,England,United Kingdom,51.5072,-0.127586,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
1324,Indiana,United States,39.7709,-86.1585,America/Chicago,AT&T Services,"AT&T Services, Inc.",
1325,Michigan,United States,42.2139,-83.745,America/Detroit,Merit Network Inc.,Merit Network Inc,
1326,Tokyo,Japan,35.6629,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
1327,Seoul,South Korea,37.5884,127.006,Asia/Seoul,Korean Education Network,Hangsung University,AS3786 LG DACOM Corporation
1328,Western Province,Sri Lanka,6.8842,79.8616,Asia/Colombo,Dialog Axiata Plc,Dialog Axiata Plc,AS18001 Dialog Axiata PLC.
1329,Michigan,United States,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
1330,Pennsylvania,United States,40.6986,-75.4834,America/New_York,RCN,RCN Corporation,AS6079 RCN
1331,Ohio,United States,41.4993,-81.6944,America/New_York,Cogent Communications,Cogent communications - IPENG,AS174 Cogent Communications
1332,Guangdong,China,22.5431,114.058,Asia/Shanghai,China Mobile communications corporation,China Mobile Communications Corporation - shanghai company,"AS9808 China Mobile Communications Group Co., Ltd."
1333,England,United Kingdom,51.305,-0.145585,Europe/London,EDRCNET,RIPE Network Coordination Centre,
1334,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1335,Indiana,United States,39.5906,-86.3668,America/Indiana/Indianapolis,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
1336,Tokyo,Japan,35.6916,139.768,Asia/Tokyo,JAPAN,Japan163,
1337,Beijing,China,39.9042,116.407,Asia/Shanghai,China Networks Inter-Exchange,The 70st Primary school in beijing,AS4847 China Networks Inter-Exchange
1338,California,United States,37.5625,-122.0004,America/Los_Angeles,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud
1339,Georgia,United States,33.7555,-84.3915,America/New_York,"AT&T Services, Inc.",AT&T Mobility LLC,"AS7018 AT&T Services, Inc."
1340,Hesse,Germany,50.1109,8.68213,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
1341,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1342,Arizona,United States,31.5552,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
1343,Sindh,Pakistan,24.9265,67.0895,Asia/Karachi,Wancom (Pvt) Ltd,Wancom (Pvt) Ltd,
1344,Beijing,China,39.9042,116.407,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limited,Aliyun Computing Co.,
1345,North Holland,Netherlands,52.3667,4.9,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation
1346,Virginia,United States,39.011,-77.4711,America/New_York,Verizon Business,Verizon Business,AS6167 Verizon Business
1347,California,United States,37.7809,-122.4245,America/Los_Angeles,"AT&T Services, Inc.",AT&T Worldnet Services,"AS7018 AT&T Services, Inc."
1348,Tuscany,Italy,43.7089,10.4087,Europe/Rome,PISA,Universita' degli Studi di Pisa,AS137 Consortium GARR
1349,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
1350,Hesse,Germany,50.1109,8.68213,Europe/Berlin,Amazon Technologies Inc.,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
1351,California,United States,38.6975,-121.2714,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc","AS33667 Comcast Cable Communications, LLC"
1352,New Taipei,Taiwan,24.9466,121.586,Asia/Taipei,Taiwan Academic Network (TANet) Information Center,Tanet Bneta,AS1659 Taiwan Academic Network (TANet) Information Center
1353,New York,United States,40.7128,-74.006,America/New_York,"AT&T Services, Inc.","AT&T Global Network Services, LLC","AS7018 AT&T Services, Inc."
1354,Virginia,United States,39.011,-77.4711,America/New_York,Verizon Online LLC,Verizon Online LLC,
1355,Dubai,United Arab Emirates,25.264,55.2887,Asia/Dubai,Amwaj Alkhyr Commercial Brokers CO,Amwaj Alkhyr Commercial Brokers CO,
1356,Giza,Egypt,30.0347,31.2059,Africa/Cairo,TE Data,,AS8452 TE-AS
1357,Yogyakarta,Indonesia,-7.8035,110.3646,Asia/Jakarta,PT. TELKOM INDONESIA,,AS7713 PT Telekomunikasi Indonesia
1358,Orenburg Oblast,Russia,51.4796,57.3595,Asia/Yekaterinburg,Orenburg branch office of VolgaTelecom company,OJSC VolgaTelecom,AS12389 PJSC Rostelecom
1359,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1360,Guangdong,China,23.1181,113.2539,Asia/Shanghai,Chinanet,Chinanet HB,AS4134 CHINANET-BACKBONE
1361,Leinster,Ireland,53.2906,-6.41999,Europe/Dublin,Orange Business Communications Technology Limited,Orange Business Communications Technology Limited,
1362,Washington,United States,47.6229,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
1363,Washington,United States,47.6722,-122.1257,America/Los_Angeles,Atlas Networks Corporation,Atlas Networks Corporation,AS21743 Atlas Networks Corporation
1364,Pomerania,Poland,54.5382,17.7449,Europe/Warsaw,Netia SA,Scorpion Computer Marcin Cygert,AS12741 Netia SA
1365,England,United Kingdom,53.5621,-0.0808,Europe/London,Virgin Media Limited,Vmcbbuk,AS5089 Virgin Media Limited
1366,England,United Kingdom,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
1367,Seoul,South Korea,37.536,126.971,Asia/Seoul,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM
1368,Virginia,United States,39.0438,-77.4874,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
1369,KwaZulu-Natal,South Africa,-29.9056,30.9405,Africa/Johannesburg,Vodacom UMTS Durban Kwazulu Natal INTERNET APN,,AS29975 Vodacom
1370,Guangdong,China,23.379,113.763,Asia/Shanghai,CHINANET-GD,Chinanet GD,
1371,Oregon,United States,45.5235,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
1372,Kwai Tsing,Hong Kong,22.3484,114.112,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
1373,England,United Kingdom,51.5072,-0.127586,Europe/London,Oracle Svenska AB,Oracle Corporation,AS43894 Oracle Svenska AB
1374,New Jersey,United States,40.7182,-74.0476,America/New_York,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33659 Comcast Cable Communications, LLC"
1375,North Carolina,United States,35.5418,-80.8539,America/New_York,Lowe's Companies,"Lowe's Companies, Inc.",
1376,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS5972 DoD Network Information Center
1377,Quebec,Canada,45.5019,-73.5674,America/Toronto,IBM,IBM,
1378,Lubusz,Poland,51.9354,15.5082,Europe/Warsaw,Netia SA,NETIA,AS12741 Netia SA
1379,New York,United States,40.7537,-73.9809,America/New_York,Windstream Communications LLC,Hafetz & Necheles,AS7029 Windstream Communications LLC
1380,Colorado,United States,39.7523,-104.984,America/Denver,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7922 Comcast Cable Communications, LLC"
1381,North Holland,The Netherlands,52.3676,4.90414,Europe/Amsterdam,Verizon Nederland B.V,NLNET,AS702 Verizon Business
1382,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1383,Ankara,Türkiye,39.9669,32.8618,Europe/Istanbul,Vodafone Net DSL,,AS15924 Vodafone Net Iletisim Hizmetler AS
1384,Florida,United States,28.6005,-81.1976,America/New_York,University of Central Florida,University of Central Florida,AS7939 University of Central Florida
1385,West Bengal,India,22.518,88.3832,Asia/Kolkata,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited,
1386,Illinois,United States,41.8781,-87.6298,America/Chicago,AT&T Mobility LLC,AT&T Mobility LLC,AS46164 AT&T Mobility LLC
1387,Pays de la Loire,France,47.7201,-1.3806,Europe/Paris,France Telecom,,AS3215 Orange S.A.
1388,Quebec,Canada,45.6506,-74.3257,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee
1389,Arizona,United States,31.5552,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
1390,Michigan,United States,42.3223,-83.1763,America/Detroit,Ford Motor Company,Ford Motor Company,
1391,Ohio,United States,41.0592,-81.477,America/New_York,The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company,
1392,Illinois,United States,41.8781,-87.6298,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
1393,Massachusetts,United States,42.2904,-71.0712,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS22258 Comcast Cable Communications, LLC"
1394,Oslo County,Norway,59.9016,10.7343,Europe/Oslo,NextGenTel Network,,AS15659 NextGenTel AS
1395,Kentucky,United States,37.7548,-84.2985,America/New_York,Eastern Kentucky University,Eastern Kentucky University,AS13327 Eastern Kentucky University
1396,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1397,Tokyo,Japan,35.6564,139.699,Asia/Tokyo,GMO-BRS,GMO BRAND SECURITY Inc.,
1398,England,United Kingdom,51.5074,-0.127758,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
1399,Ohio,United States,39.9747,-82.8947,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
1400,Seoul,South Korea,37.4784,126.8982,Asia/Seoul,SK Broadband Co Ltd,Sejong University,AS9318 SK Broadband Co Ltd
1401,Indiana,United States,39.7559,-86.1531,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
1402,Michigan,United States,43.5413,-85.7546,America/Detroit,Great Lakes Energy Connections Inc.,Great Lakes Energy Connections Inc,AS398143 Great Lakes Energy Connections Inc.
1403,England,United Kingdom,51.5072,-0.127586,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
1404,Beijing,China,39.9786,116.302,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",
