City,Region,Country,Postal Code,Latitude,Longitude,Timezone,ISP,Organization,Autonomous System
,,,,,,,,,
Yingge District,Taipei,Taiwan,,24.949,121.337,Asia/Taipei,TANET,,AS1659 Taiwan Academic Network (TANet) Information Center
Little Rock,Arkansas,United States,72***,34.745,-92.288,America/Chicago,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Palo Alto,California,United States,94***,37.415,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Yintai,Shaanxi,China,,35.394,109.188,Asia/Shanghai,Chinanet,Chinanet SN,AS4134 CHINANET-BACKBONE
Little Rock,Arkansas,United States,72***,34.787,-92.397,America/Chicago,Windstream Communications LLC,Windstream Communications LLC,
Haidian,Beijing,China,,39.9,116.334,Asia/Shanghai,North Star Information Hi.tech Ltd. Co,North Star Information Hi.tech Ltd. Co,
New York,New York,United States,10***,40.713,-74.006,America/New_York,"Level 3 Communications, Inc.","Level 3, LLC","AS3549 Level 3 Parent, LLC"
London,England,United Kingdom,W1*,51.507,-0.128,Europe/London,Bloomberg Financial Market,Bloomberg Financial Market,
Buenos Aires,Buenos Aires F.D.,Argentina,18**,-34.604,-58.382,America/Argentina/Buenos_Aires,Telecom Argentina S.A.,Telecom Personal Bs,AS7303 Telecom Argentina S.A.
,,,,,,,,,
North Sydney,New South Wales,Australia,20**,-33.837,151.206,Australia/Sydney,VODAFONE,Vodafone Australia Pty Ltd,
Brussels,Brussels Capital,Belgium,10**,50.85,4.352,Europe/Brussels,Orange Business Communications Technology Limited,Orange Business Communications Technology Limited,
Shanghai,Shanghai,China,,31.222,121.458,Asia/Shanghai,China Telecom (Group),Chinanet SH,AS4812 China Telecom (Group)
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Nakatsu,Ōsaka,Japan,53******,34.715,135.489,Asia/Tokyo,JCOM,"Jupiter Telecommunications Co., Ltd.","AS9617 JCOM Co., Ltd."
London,England,United Kingdom,W1*,51.507,-0.128,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
Vientiane,Vientiane Prefecture,Laos,,17.97,102.612,Asia/Vientiane,Lao Telecommunication Co Ltd,Lao Telecommunication Co Ltd,"AS9873 Lao Telecom Communication, LTC"
Marina,California,United States,93***,36.684,-121.789,America/Los_Angeles,California State University,Moss Landing Marine Laboratory,"AS2152 California State University, Office of the Chancellor"
Thiruvananthapuram,Kerala,India,69****,8.559,76.879,Asia/Kolkata,Indian Institute of Information Technology and Management - Kerala,Indian Institute of Information Technology and Management - Kerala,"AS140192 IIITM-Kerala, IIITM-K Building, Techno park Campus,Thiruvananthapuram,Kerala-695581"
Beijing,Beijing,China,10****,39.904,116.407,Asia/Shanghai,China TieTong Telecommunications Corporation,China TieTong Telecommunications Corporation,AS9394 China TieTong Telecommunications Corporation
Denver,Colorado,United States,80***,39.752,-104.984,America/Denver,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS7922 Comcast Cable Communications, LLC"
Sunnyvale,California,United States,94***,37.387,-122.038,America/Los_Angeles,HCL AMERICA INC,HCL AMERICA INC,AS36224 HCL AMERICA INC
Ostrava,Moravskoslezsky kraj,Czechia,70****,49.798,18.231,Europe/Prague,Karneval Media,"UPC Ceska republika, a.s.",AS16019 Vodafone Czech Republic a.s.
London,England,United Kingdom,W1*,51.507,-0.128,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
,,,,,,,,,
Venice,Veneto,Italy,30***,45.441,12.316,Europe/Rome,INTERBUSINESS,NAS DHCP Pool VENEZIA,AS3269 Telecom Italia S.p.A.
Nea Smyrni,Attica,Greece,,37.943,23.71,Europe/Athens,Vodafone-panafon Hellenic Telecommunications Company SA,Assignments for Always-On Services,AS3329 VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA
Kigali,Kigali,Rwanda,,-1.951,30.066,Africa/Kigali,MTN Rwandacell,Pppoe Staticip,AS36890 MTN Rwandacell
Bucharest,București,Romania,23***,44.415,26.166,Europe/Bucharest,Euroweb Romania,SC FSP Global SRL,AS6663 Euroweb Romania S.R.L.
Kansas City,Missouri,United States,,39.1,-94.578,America/Chicago,Google LLC,Google Cloud,AS396982 Google LLC
Gangnam-gu,Seoul,South Korea,60***,37.524,127.035,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
Angers,Pays de la Loire,France,49***,47.47,-0.546,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,Ncnumericable,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Angoulême,Nouvelle-Aquitaine,France,16***,45.648,0.156,Europe/Paris,Celeste SAS,Oceanettechnology,AS20926 CELESTE SAS
Gretna,Virginia,United States,24***,36.968,-79.338,America/New_York,Wilkes Communications,WILKE,"AS22191 Wilkes Communications, Inc."
Seo-gu,Incheon,South Korea,22*,37.508,126.665,Asia/Seoul,Korea Telecom,KORNET,AS4766 Korea Telecom
New Providence,New Jersey,United States,79**,40.685,-74.402,America/New_York,Nokia of America Corporation,Nokia of America Corporation,AS7345 Nokia of America Corporation
Breukelen,Utrecht,The Netherlands,36**,52.171,5.006,Europe/Amsterdam,Concepts ICT B.V.,Concepts ICT Holding B.V.,AS1136 KPN B.V.
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Volendam,North Holland,The Netherlands,11**,52.498,5.068,Europe/Amsterdam,KPN B.V.,KPN B.V,AS1136 KPN B.V.
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Monroe,Louisiana,United States,71***,32.59,-92.067,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Minato-ku,Tokyo,Japan,10******,35.655,139.761,Asia/Tokyo,Softbank BB Corp.,SOFTBANK Corp,AS17676 SoftBank Corp.
Seo-gu,Incheon,South Korea,22*,37.549,126.658,Asia/Seoul,SK-TELECOM,,AS9644 SK Telecom
London,England,United Kingdom,W1*,51.507,-0.128,Europe/London,Microsoft Limited,Microsoft Limited,
Singapore,North West,Singapore,85****,1.352,103.82,Asia/Singapore,"Alibaba (US) Technology Co., Ltd.",Alibaba.com LLC,"AS45102 Alibaba (US) Technology Co., Ltd."
London,England,United Kingdom,W1*,51.507,-0.128,Europe/London,Microsoft Corporation,Microsoft Limited,AS8075 Microsoft Corporation
Kaohsiung City,Kaohsiung,Taiwan,,22.615,120.314,Asia/Taipei,"Chunghwa Telecom Co., Ltd.",Chunghwa Telecom Co. Ltd.,AS3462 Data Communication Business Group
,,,,,,,,,
Miami,Florida,United States,33***,25.776,-80.193,America/New_York,colo4jax,AYK Solutions LLC,
Zhengzhou,Henan,China,45****,34.747,113.625,Asia/Shanghai,CNC Group CHINA169 Henan Province Network,,AS4837 CHINA UNICOM China169 Backbone
,,,,,,,,,
Tbilisi,Tbilisi,Georgia,,41.696,44.832,Asia/Tbilisi,"JSC ""Silknet""",Silknet - 6,"AS35805 JSC ""Silknet"""
Prince George,British Columbia,Canada,V2*,53.913,-122.734,America/Vancouver,ABC Allen Business Communications Ltd,ABC Allen Business Communications Ltd,AS62969 ABC Allen Business Communications Ltd
Chiyoda,Tokyo,Japan,10******,35.694,139.754,Asia/Tokyo,Expereo International BV,Pfizer Inc,AS15695 Expereo International BV
Berlin,Land Berlin,Germany,14***,52.455,13.281,Europe/Berlin,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,Freie Universitaet Berlin,AS680 Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
Moscow,Moscow,Russia,10****,55.732,37.646,Europe/Moscow,CORBINA-BROADBAND,,"AS8402 PJSC ""Vimpelcom"""
Seattle,Washington,United States,98***,47.623,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
McLean,Virginia,United States,22***,38.92,-77.22,America/New_York,GTT Communications Inc.,GTT,AS3257 GTT Communications Inc.
Washington,District of Columbia,United States,56***,38.894,-77.036,America/New_York,Cogent Communications,Cogent Communications - IPENG,AS174 Cogent Communications
London,England,United Kingdom,W1*,51.507,-0.128,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
Indianapolis,Indiana,United States,46***,39.771,-86.158,America/Chicago,AT&T Services,"AT&T Services, Inc.",
Ann Arbor,Michigan,United States,48***,42.214,-83.745,America/Detroit,Merit Network Inc.,Merit Network Inc,
Minato-ku,Tokyo,Japan,10******,35.663,139.761,Asia/Tokyo,Softbank BB Corp.,Japan nation-wide Network of SOFTBANK BB CORP,AS17676 SoftBank Corp.
Seoul,Seoul,South Korea,13****,37.588,127.006,Asia/Seoul,Korean Education Network,Hangsung University,AS3786 LG DACOM Corporation
Colombo,Western Province,Sri Lanka,50*,6.884,79.862,Asia/Colombo,Dialog Axiata Plc,Dialog Axiata Plc,AS18001 Dialog Axiata PLC.
Dearborn,Michigan,United States,48***,42.322,-83.176,America/Detroit,Ford Motor Company,Ford Motor Company,
Northampton,Pennsylvania,United States,18***,40.699,-75.483,America/New_York,RCN,RCN Corporation,AS6079 RCN
Cleveland,Ohio,United States,44***,41.499,-81.694,America/New_York,Cogent Communications,Cogent communications - IPENG,AS174 Cogent Communications
Shenzhen,Guangdong,China,51****,22.543,114.058,Asia/Shanghai,China Mobile communications corporation,China Mobile Communications Corporation - shanghai company,"AS9808 China Mobile Communications Group Co., Ltd."
Coulsdon,England,United Kingdom,CR*****,51.305,-0.146,Europe/London,EDRCNET,RIPE Network Coordination Centre,
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Mooresville,Indiana,United States,46***,39.591,-86.367,America/Indiana/Indianapolis,"AT&T Services, Inc.",AT&T Corp,"AS7018 AT&T Services, Inc."
Chiyoda,Tokyo,Japan,10******,35.692,139.768,Asia/Tokyo,JAPAN,Japan163,
Beijing,Beijing,China,,39.904,116.407,Asia/Shanghai,China Networks Inter-Exchange,The 70st Primary school in beijing,AS4847 China Networks Inter-Exchange
Fremont,California,United States,94***,37.562,-122.0,America/Los_Angeles,"Akamai Technologies, Inc.",Linode,AS63949 Akamai Connected Cloud
Atlanta,Georgia,United States,30***,33.756,-84.392,America/New_York,"AT&T Services, Inc.",AT&T Mobility LLC,"AS7018 AT&T Services, Inc."
Frankfurt am Main,Hesse,Germany,60***,50.111,8.682,Europe/Berlin,Deutsche Telekom AG,Deutsche Telekom AG,AS3320 Deutsche Telekom AG
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Sierra Vista,Arizona,United States,85***,31.555,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
Karachi,Sindh,Pakistan,12***,24.926,67.09,Asia/Karachi,Wancom (Pvt) Ltd,Wancom (Pvt) Ltd,
,,,,,,,,,
,,,,,,,,,
Beijing,Beijing,China,,39.904,116.407,Asia/Shanghai,Alibaba.com Singapore E-Commerce Private Limited,Aliyun Computing Co.,
Amsterdam,North Holland,Netherlands,10**,52.367,4.9,Europe/Amsterdam,Microsoft Corporation,Microsoft Azure Cloud (westeurope),AS8075 Microsoft Corporation
Ashburn,Virginia,United States,20***,39.011,-77.471,America/New_York,Verizon Business,Verizon Business,AS6167 Verizon Business
San Francisco,California,United States,94***,37.781,-122.424,America/Los_Angeles,"AT&T Services, Inc.",AT&T Worldnet Services,"AS7018 AT&T Services, Inc."
Pisa,Tuscany,Italy,56***,43.709,10.409,Europe/Rome,PISA,Universita' degli Studi di Pisa,AS137 Consortium GARR
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS721 DoD Network Information Center
Frankfurt am Main,Hesse,Germany,60***,50.111,8.682,Europe/Berlin,Amazon Technologies Inc.,AWS EC2 (eu-central-1),"AS16509 Amazon.com, Inc."
Citrus Heights,California,United States,95***,38.698,-121.271,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, Inc","AS33667 Comcast Cable Communications, LLC"
New Taipei,New Taipei,Taiwan,,24.947,121.586,Asia/Taipei,Taiwan Academic Network (TANet) Information Center,Tanet Bneta,AS1659 Taiwan Academic Network (TANet) Information Center
New York,New York,United States,10***,40.713,-74.006,America/New_York,"AT&T Services, Inc.","AT&T Global Network Services, LLC","AS7018 AT&T Services, Inc."
Ashburn,Virginia,United States,20***,39.011,-77.471,America/New_York,Verizon Online LLC,Verizon Online LLC,
Dubai,Dubai,United Arab Emirates,,25.264,55.289,Asia/Dubai,Amwaj Alkhyr Commercial Brokers CO,Amwaj Alkhyr Commercial Brokers CO,
Dokki,Giza,Egypt,,30.035,31.206,Africa/Cairo,TE Data,,AS8452 TE-AS
Yogyakarta,Yogyakarta,Indonesia,,-7.804,110.365,Asia/Jakarta,PT. TELKOM INDONESIA,,AS7713 PT Telekomunikasi Indonesia
Kuvandyk,Orenburg Oblast,Russia,46****,51.48,57.36,Asia/Yekaterinburg,Orenburg branch office of VolgaTelecom company,OJSC VolgaTelecom,AS12389 PJSC Rostelecom
,,,,,,,,,
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Guangzhou,Guangdong,China,,23.118,113.254,Asia/Shanghai,Chinanet,Chinanet HB,AS4134 CHINANET-BACKBONE
Dublin,Leinster,Ireland,D2*,53.291,-6.42,Europe/Dublin,Orange Business Communications Technology Limited,Orange Business Communications Technology Limited,
Seattle,Washington,United States,98***,47.623,-122.337,America/Los_Angeles,Amazon.com,"Amazon.com, Inc",
Redmond,Washington,United States,98***,47.672,-122.126,America/Los_Angeles,Atlas Networks Corporation,Atlas Networks Corporation,AS21743 Atlas Networks Corporation
Lębork,Pomerania,Poland,84****,54.538,17.745,Europe/Warsaw,Netia SA,Scorpion Computer Marcin Cygert,AS12741 Netia SA
Grimsby,England,United Kingdom,DN**,53.562,-0.081,Europe/London,Virgin Media Limited,Vmcbbuk,AS5089 Virgin Media Limited
London,England,United Kingdom,W1*,51.507,-0.128,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Yongsan-dong,Seoul,South Korea,43**,37.536,126.971,Asia/Seoul,LG POWERCOMM,LG POWERCOMM,AS17858 LG POWERCOMM
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Ashburn,Virginia,United States,20***,39.044,-77.487,America/New_York,"Amazon.com, Inc.",AWS EC2 (us-east-1),"AS14618 Amazon.com, Inc."
,,,,,,,,,
Durban,KwaZulu-Natal,South Africa,40**,-29.906,30.94,Africa/Johannesburg,Vodacom UMTS Durban Kwazulu Natal INTERNET APN,,AS29975 Vodacom
Xiaolou,Guangdong,China,,23.379,113.763,Asia/Shanghai,CHINANET-GD,Chinanet GD,
Portland,Oregon,United States,97***,45.524,-122.676,America/Los_Angeles,"Amazon.com, Inc.",AWS EC2 (us-west-2),"AS16509 Amazon.com, Inc."
Tsing Yi,Kwai Tsing,Hong Kong,,22.348,114.112,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
London,England,United Kingdom,W1*,51.507,-0.128,Europe/London,Oracle Svenska AB,Oracle Corporation,AS43894 Oracle Svenska AB
Jersey City,New Jersey,United States,73**,40.718,-74.048,America/New_York,"Comcast Cable Communications, LLC","Comcast IP Services, L.L.C.","AS33659 Comcast Cable Communications, LLC"
Mooresville,North Carolina,United States,28***,35.542,-80.854,America/New_York,Lowe's Companies,"Lowe's Companies, Inc.",
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS5972 DoD Network Information Center
,,,,,,,,,
Montreal,Quebec,Canada,H4*,45.502,-73.567,America/Toronto,IBM,IBM,
Zielona Góra,Lubusz,Poland,65****,51.935,15.508,Europe/Warsaw,Netia SA,NETIA,AS12741 Netia SA
New York,New York,United States,10***,40.754,-73.981,America/New_York,Windstream Communications LLC,Hafetz & Necheles,AS7029 Windstream Communications LLC
Denver,Colorado,United States,80***,39.752,-104.984,America/Denver,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS7922 Comcast Cable Communications, LLC"
Amsterdam,North Holland,The Netherlands,10**,52.368,4.904,Europe/Amsterdam,Verizon Nederland B.V,NLNET,AS702 Verizon Business
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Ankara,Ankara,Türkiye,60**,39.967,32.862,Europe/Istanbul,Vodafone Net DSL,,AS15924 Vodafone Net Iletisim Hizmetler AS
,,,,,,,,,
,,,,,,,,,
Orlando,Florida,United States,32***,28.6,-81.198,America/New_York,University of Central Florida,University of Central Florida,AS7939 University of Central Florida
Kolkata,West Bengal,India,70****,22.518,88.383,Asia/Kolkata,Hathway IP over Cable Internet Access,Hathway Cable and Datacom Limited,
,,,,,,,,,
Chicago,Illinois,United States,60***,41.878,-87.63,America/Chicago,AT&T Mobility LLC,AT&T Mobility LLC,AS46164 AT&T Mobility LLC
Châteaubriant,Pays de la Loire,France,44***,47.72,-1.381,Europe/Paris,France Telecom,,AS3215 Orange S.A.
Lachute,Quebec,Canada,J8*,45.651,-74.326,America/Toronto,Le Groupe Videotron Ltee,Videotron Ltee,AS5769 Videotron Ltee
Sierra Vista,Arizona,United States,85***,31.555,-110.35,America/Phoenix,DoD Network Information Center,USAISC,AS721 DoD Network Information Center
,,,,,,,,,
Dearborn,Michigan,United States,48***,42.322,-83.176,America/Detroit,Ford Motor Company,Ford Motor Company,
Akron,Ohio,United States,44***,41.059,-81.477,America/New_York,The Goodyear Tire & Rubber Company,The Goodyear Tire & Rubber Company,
Chicago,Illinois,United States,60***,41.878,-87.63,America/Chicago,"T-Mobile USA, Inc.","T-Mobile USA, Inc.","AS21928 T-Mobile USA, Inc."
Boston,Massachusetts,United States,21**,42.29,-71.071,America/New_York,"Comcast Cable Communications, LLC","Comcast Cable Communications, LLC","AS22258 Comcast Cable Communications, LLC"
Oslo,Oslo County,Norway,35*,59.902,10.734,Europe/Oslo,NextGenTel Network,,AS15659 NextGenTel AS
Richmond,Kentucky,United States,40***,37.755,-84.298,America/New_York,Eastern Kentucky University,Eastern Kentucky University,AS13327 Eastern Kentucky University
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Shibuya,Tokyo,Japan,15******,35.656,139.699,Asia/Tokyo,GMO-BRS,GMO BRAND SECURITY Inc.,
London,England,United Kingdom,W1*,51.507,-0.128,Europe/London,Amazon Technologies Inc.,Amazon Technologies Inc,
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
,,,,,,,,,
Guro-gu,Seoul,South Korea,83***,37.478,126.898,Asia/Seoul,SK Broadband Co Ltd,Sejong University,AS9318 SK Broadband Co Ltd
Indianapolis,Indiana,United States,46***,39.756,-86.153,America/Chicago,Eli Lilly and Company,Eli Lilly and Company,AS4249 Eli Lilly and Company
White Cloud,Michigan,United States,49***,43.541,-85.755,America/Detroit,Great Lakes Energy Connections Inc.,Great Lakes Energy Connections Inc,AS398143 Great Lakes Energy Connections Inc.
London,England,United Kingdom,W1*,51.507,-0.128,Europe/London,MICROSOFT,Microsoft Limited,AS8075 Microsoft Corporation
,,,,,,,,,
Haidian,Beijing,China,,39.979,116.302,Asia/Shanghai,Tencent Cloud Computing (Beijing) Co,"Tencent Cloud Computing (Beijing) Co., Ltd",
Windham Center,Maine,United States,40**,43.797,-70.416,America/New_York,Charter Communications,Spectrum,AS11351 Charter Communications Inc
Las Vegas,Nevada,United States,,36.17,-115.14,America/Los_Angeles,Google LLC,Google Cloud (us-west4),AS15169 Google LLC
,,,,,,,,,
Seattle,Washington,United States,98***,47.622,-122.337,America/Los_Angeles,Amazon Technologies Inc.,Amazon Technologies Inc,
,,,,,,,,,
Nanjing,Jiangsu,China,,32.061,118.763,Asia/Shanghai,Chinanet,Chinanet JS,AS4134 CHINANET-BACKBONE
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Troy,Michigan,United States,48***,42.558,-83.18,America/Detroit,"Comcast Cable Communications, LLC","Comcast Cable Communications Holdings, Inc","AS33668 Comcast Cable Communications, LLC"
Akron,Ohio,United States,44***,41.098,-81.642,America/New_York,Charter Communications,Spectrum,AS10796 Charter Communications Inc
Macon,Georgia,United States,31***,32.894,-83.743,America/New_York,Georgia Technology Authority,Georgia Technology Authority,AS2897 Georgia Technology Authority
Ashburn,Virginia,United States,20***,39.044,-77.487,America/New_York,Hewlett Packard Enterprise Company,Amazon Technologies Inc. (us-gov-east-1),
Sierra Vista,Arizona,United States,85***,31.555,-110.35,America/Phoenix,CONUS-YPG,USAISC,AS749 DoD Network Information Center
,,,,,,,,,
Palo Alto,California,United States,94***,37.412,-122.148,America/Los_Angeles,HP Inc.,HP Inc,
La Rochelle,Nouvelle-Aquitaine,France,17***,46.17,-1.152,Europe/Paris,Societe Francaise Du Radiotelephone - SFR SA,N9uf DYN DSL,AS15557 Societe Francaise Du Radiotelephone - SFR SA
Gangbuk-gu,Seoul,South Korea,10***,37.644,127.004,Asia/Seoul,LG POWERCOMM,Xpeed,AS17858 LG POWERCOMM
Alcamo,Sicily,Italy,91***,37.979,12.968,Europe/Rome,Telecom Italia Mobile,Telecom Italia S.p.A.,AS16232 Telecom Italia S.p.A.
Los Angeles,California,United States,90***,34.054,-118.244,America/Los_Angeles,The Capital Group Companies,"The Capital Group Companies, Inc",
Ebene CyberCity,Plaines Wilhems District,Mauritius,,-20.243,57.496,Indian/Mauritius,African Network Information Center - ( AfriNIC Ltd. ),,
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS6042 DoD Network Information Center
Dothan,Alabama,United States,36***,31.223,-85.39,America/Chicago,Sprint,Alanet,AS1239 Sprint
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
Tsing Yi,Kwai Tsing,Hong Kong,,22.348,114.112,Asia/Hong_Kong,HGC Global Communications Limited,HGC Global Communications Limited,AS9304 HGC Global Communications Limited
Lithonia,Georgia,United States,30***,33.734,-84.099,America/New_York,Board of Regents of the University System of Georgia,Board of Regents of the University System of Georgia,AS3479 Board of Regents of the University System of Georgia
,,,,,,,,,
Gryfow Slaski,Lower Silesia,Poland,59****,51.031,15.414,Europe/Warsaw,Orange Polska Spolka Akcyjna,Orange Polska S.A.,AS5617 Orange Polska Spolka Akcyjna
Fairfax,Virginia,United States,22***,38.848,-77.328,America/New_York,George Mason University,George Mason University,AS11279 George Mason University
Cairo,Cairo Governorate,Egypt,,30.059,31.227,Africa/Cairo,TE Data,TE Data,AS8452 TE-AS
Charlotte,North Carolina,United States,28***,35.319,-80.758,America/New_York,CenturyLink Communications,NASD,"AS3561 CenturyLink Communications, LLC"
Palo Alto,California,United States,94***,37.415,-122.146,America/Los_Angeles,Hewlett-Packard Company,Hewlett-Packard Company,
Durham,North Carolina,United States,27***,35.905,-78.857,America/New_York,IBM,IBM,
Seoul,Seoul,South Korea,45**,37.579,126.975,Asia/Seoul,SK Broadband Co Ltd,SK Broadband Co Ltd,AS9318 SK Broadband Co Ltd
,,,,,,,,,
Plainfield,New Jersey,United States,70**,40.613,-74.416,America/New_York,Verizon Business,Verizon Business,AS701 Verizon Business
Dearborn,Michigan,United States,48***,42.322,-83.176,America/Detroit,Ford Motor Company,Ford Motor Company,
Carlisle,England,United Kingdom,CA*,54.871,-2.946,Europe/London,BT Public Internet Service,,AS2856 British Telecommunications PLC
,,,,,,,,,
Paris,Île-de-France,France,75***,48.857,2.352,Europe/Paris,GLAXOSMITHKLINE,Glaxosmithkline,
St. Petersburg,Florida,United States,33***,27.815,-82.682,America/New_York,Charter Communications,Spectrum,"AS33363 Charter Communications, Inc"
,,,,,,,,,
Seongnam-si,Gyeonggi-do,South Korea,13***,37.364,127.122,Asia/Seoul,Korea Telecom,Kornet,AS4766 Korea Telecom
Raleigh,North Carolina,United States,27***,35.838,-78.612,America/New_York,United States Postal Service.,United States Postal Service,
Jinrongjie,Beijing,China,,39.92,116.358,Asia/Shanghai,China Unicom CHINA169 Network,China United Network Communications Corporation Limited,
Sacramento,California,United States,95***,38.664,-121.339,America/Los_Angeles,"Comcast Cable Communications, LLC","Comcast Cable Communications, IP Services","AS33667 Comcast Cable Communications, LLC"
,,,,,,,,,
Ski,Akershus,Norway,14**,59.716,10.806,Europe/Oslo,Telenor Norge,,AS2119 Telenor Norge AS
Chongqing,Chongqing,China,,29.569,106.558,Asia/Shanghai,Chinanet,Chinanet CQ,AS4134 CHINANET-BACKBONE
Whitehall,Ohio,United States,43***,39.975,-82.895,America/New_York,DoD Network Information Center,DoD Network Information Center,AS749 DoD Network Information Center
London,England,United Kingdom,W1*,51.507,-0.128,Europe/London,UK Ministry of Defence,UK Ministry of Defence,
Frankfurt am Main,Hesse,Germany,60***,50.111,8.682,Europe/Berlin,Teamplate Service Deutschland GmbH,Teamplate Service Deutschland GmbH,
Chicago,Illinois,United States,60***,41.871,-87.629,America/Chicago,Webpass Inc.,Webpass Inc.,AS19165 Webpass Inc.
Pleiku,Gia Lai Province,Vietnam,,13.983,108.0,Asia/Ho_Chi_Minh,FPT Telecom Company,FPT-STATICIP,AS18403 FPT Telecom Company
,,,,,,,,,
New Taipei,New Taipei,Taiwan,,24.947,121.586,Asia/Taipei,"Far EastTone Telecommunication Co., Ltd.","Far EasTone Telecommunication Co., Ltd.","AS9674 Far EastTone Telecommunication Co., Ltd."
Vítkov,Moravskoslezsky kraj,Czechia,74****,49.773,17.754,Europe/Prague,CZ.CZNET,Czech Telecom a.s.,"AS5610 O2 Czech Republic, a.s."
,,,,,,,,,
Moscow,Moscow,Russia,14****,55.767,37.619,Europe/Moscow,MTS PJSC,MTS PJSC,AS8359 MTS PJSC
Beijing,Beijing,China,10****,39.904,116.407,Asia/Shanghai,China Networks Inter-Exchange,Bjenet,AS4847 China Networks Inter-Exchange
Dalian,Liaoning,China,,38.938,121.622,Asia/Shanghai,CNC Group CHINA169 Liaoning Province Network,,AS4837 CHINA UNICOM China169 Backbone
Mazieres-de-Touraine,Centre-Val de Loire,France,37***,47.373,0.484,Europe/Paris,Proxad / Free SAS,ProXad network / Free,AS12322 Free SAS
,,,,,,,,,
Monroe,Louisiana,United States,71***,32.59,-92.067,America/Chicago,"Level 3 Communications, Inc.","Level 3, LLC","AS3356 Level 3 Parent, LLC"
Haidian,Beijing,China,,39.9,116.334,Asia/Shanghai,China TieTong Telecommunications Corporation,North Star Information Hi.tech Ltd. Co,AS9394 China TieTong Telecommunications Corporation
Palo Alto,California,United States,94***,37.415,-122.146,America/Los_Angeles,Hewlett Packard Enterprise Company,Hewlett Packard Enterprise Company,
Moscow,Moscow,Russia,14****,55.756,37.617,Europe/Moscow,VLANT,,
Cupertino,California,United States,95***,37.322,-122.03,America/Los_Angeles,Apple Inc.,Apple Inc,AS714 Apple Inc.
Mexico City,Mexico City,Mexico,51**,19.389,-99.258,America/Mexico_City,Uninet S.A. de C.V.,UNINET,AS8151 UNINET
