Timestamp,MCC,MNC,PLMN,LAI,RAI,Network_Type,Device_Type
260306193635+0000,234,33,24016,234-38-XXXX,234-33-XXXX,3G,Tablet
260314145631+0000,234,38,310120,234-38-XXXX,234-38-XXXX,5G,Tablet
260225082323+0200,206,1,310260,234-38-XXXX,234-33-XXXX,4G,Smartphone
260317173646-0500,310,120,310120,310-410-XXXX,310-120-XXXX,4G,Smartphone
260304130225+0100,234,38,20601,234-38-XXXX,234-38-XXXX,3G,Tablet
260325001017+0100,206,20,20620,206-20-XXXX,234-20-XXXX,3G,Smartphone
260226205954+0000,234,33,24002,234-33-XXXX,234-33-XXXX,4G,Tablet
260228203321+0100,234,33,23433,240-01-XXXX,234-33-XXXX,3G,Smartphone
260321055618+0200,240,8,24008,240-08-XXXX,240-08-XXXX,3G,IoT Device
260225172003-0800,310,260,310260,206-10-XXXX,240-02-XXXX,3G,Smartphone
260304142741+0100,206,10,20610,206-10-XXXX,206-10-XXXX,3G,IoT Device
260313202729-0500,310,410,310410,310-410-XXXX,310-410-XXXX,3G,Smartphone
260302183555+0100,234,10,24004,234-10-XXXX,234-10-XXXX,4G,IoT Device
260306190037-0600,310,410,20601,206-20-XXXX,310-410-XXXX,3G,Smartphone
260227033305-0800,310,120,310260,240-16-XXXX,310-120-XXXX,5G,Smartphone
260321155629+0000,234,30,23430,206-01-XXXX,234-30-XXXX,4G,Smartphone
260225022842+0100,240,7,24007,240-04-XXXX,240-07-XXXX,5G,IoT Device
260319021137+0100,234,38,23438,234-38-XXXX,234-38-XXXX,3G,Smartphone
260320084131+0200,206,1,24005,206-01-XXXX,206-01-XXXX,3G,Smartphone
260316195543-0500,310,120,310410,240-04-XXXX,310-120-XXXX,4G,Smartphone
260302183958-0600,310,260,310260,234-20-XXXX,310-260-XXXX,4G,Tablet
260315112054+0100,234,38,24008,234-38-XXXX,234-38-XXXX,3G,IoT Device
260228092940+0100,234,10,20620,310-260-XXXX,234-30-XXXX,4G,IoT Device
260226092847-0700,310,260,20620,240-04-XXXX,310-260-XXXX,5G,Tablet
260323065230+0000,234,33,23433,234-33-XXXX,206-01-XXXX,3G,Smartphone
260302195527-0500,310,410,310410,206-20-XXXX,310-410-XXXX,4G,Smartphone
260316193948+0100,206,20,20620,234-15-XXXX,234-33-XXXX,3G,Smartphone
260226131806+0100,234,15,23415,234-10-XXXX,234-15-XXXX,5G,Smartphone
260225112256+0000,234,30,23430,234-30-XXXX,240-02-XXXX,5G,IoT Device
260324222439+0100,240,7,24024,240-07-XXXX,240-07-XXXX,5G,Tablet
260321024140+0000,234,20,23420,240-16-XXXX,234-33-XXXX,4G,Tablet
260321174909+0100,240,7,20601,234-20-XXXX,240-07-XXXX,5G,Smartphone
260321185859+0100,240,16,310120,240-16-XXXX,240-16-XXXX,4G,Smartphone
260319023923-0500,310,480,20605,310-480-XXXX,310-480-XXXX,4G,Tablet
260325100429+0100,234,15,20605,206-20-XXXX,234-15-XXXX,4G,Tablet
260228025032+0000,234,33,23433,234-33-XXXX,234-33-XXXX,4G,Smartphone
260302182218+0200,206,1,24024,234-33-XXXX,206-01-XXXX,5G,Smartphone
260314042248+0100,206,5,20605,234-38-XXXX,206-05-XXXX,5G,Smartphone
260319110929-0800,310,260,310260,310-260-XXXX,310-260-XXXX,4G,Smartphone
260317073541+0200,206,10,20610,206-10-XXXX,206-10-XXXX,4G,Smartphone
260323133536-0800,310,120,310410,234-30-XXXX,310-480-XXXX,4G,Smartphone
260313135607+0100,206,5,24001,234-10-XXXX,206-05-XXXX,5G,Smartphone
260313022207-0700,310,410,310410,310-410-XXXX,310-410-XXXX,3G,Smartphone
260324034458+0000,234,15,23415,240-24-XXXX,234-15-XXXX,5G,Smartphone
260322101518+0100,240,1,24004,240-24-XXXX,240-05-XXXX,5G,Tablet
260321204730-0600,310,410,23410,310-410-XXXX,310-480-XXXX,5G,Smartphone
260313232528+0200,240,24,20620,240-24-XXXX,240-24-XXXX,4G,Smartphone
260307210959+0100,234,20,23420,234-20-XXXX,234-33-XXXX,5G,IoT Device
260225020604+0000,234,38,23438,310-410-XXXX,234-38-XXXX,4G,Smartphone
260314225434-0800,310,260,310260,240-04-XXXX,310-260-XXXX,5G,Smartphone
260225064123+0000,234,30,24001,234-30-XXXX,234-30-XXXX,3G,IoT Device
260322180444+0100,234,10,23410,206-20-XXXX,234-10-XXXX,4G,Smartphone
260324154315+0000,234,30,24024,310-120-XXXX,234-30-XXXX,4G,IoT Device
260227215049+0200,240,2,23433,234-15-XXXX,240-02-XXXX,3G,Smartphone
260301053651+0100,240,1,24001,240-01-XXXX,240-01-XXXX,5G,Smartphone
260304014257+0100,240,8,24008,240-08-XXXX,206-01-XXXX,5G,Tablet
260314044239+0000,234,20,23420,234-20-XXXX,234-20-XXXX,4G,Tablet
260319023754+0200,206,20,20620,206-20-XXXX,206-20-XXXX,4G,Tablet
260302062700-0500,310,410,310120,240-01-XXXX,240-08-XXXX,4G,Tablet
260314223136+0100,206,5,20605,206-05-XXXX,206-05-XXXX,4G,Smartphone
260227102750+0200,206,1,20601,206-01-XXXX,206-01-XXXX,5G,Smartphone
260307122812+0100,240,24,24024,240-24-XXXX,240-24-XXXX,5G,Smartphone
260324234414+0100,234,15,23415,234-15-XXXX,240-16-XXXX,3G,Tablet
260319121720-0700,310,120,310120,310-120-XXXX,206-20-XXXX,5G,IoT Device
260316022132+0100,234,20,310120,234-20-XXXX,234-20-XXXX,3G,Smartphone
260306052415+0100,206,5,23433,206-05-XXXX,206-05-XXXX,5G,IoT Device
260306211644+0100,206,20,20620,206-10-XXXX,310-480-XXXX,5G,IoT Device
260226142004+0000,234,30,23430,310-260-XXXX,234-30-XXXX,5G,IoT Device
260326050633+0200,206,10,20610,206-10-XXXX,206-10-XXXX,4G,Tablet
260303175142-0600,310,410,310410,310-410-XXXX,310-410-XXXX,4G,IoT Device
260301123145-0500,310,410,20610,206-05-XXXX,234-15-XXXX,4G,Smartphone
260314052351+0100,234,20,20610,240-16-XXXX,234-20-XXXX,3G,Smartphone
260304230007-0600,310,480,20601,240-02-XXXX,310-480-XXXX,4G,Smartphone
260320070651-0800,310,260,23430,310-260-XXXX,310-260-XXXX,4G,Smartphone
260311121328+0100,234,15,23430,240-01-XXXX,310-260-XXXX,4G,Smartphone
260316153444+0200,240,16,24016,240-02-XXXX,240-16-XXXX,4G,Smartphone
260304082537+0200,206,10,24001,234-33-XXXX,206-10-XXXX,3G,Smartphone
260306184859-0800,310,480,310480,310-410-XXXX,310-480-XXXX,4G,IoT Device
260228105854+0100,240,4,23410,240-04-XXXX,240-04-XXXX,5G,Smartphone
260307124430+0200,206,20,20620,234-15-XXXX,206-20-XXXX,5G,Smartphone
260320040750-0600,310,120,310120,310-120-XXXX,310-120-XXXX,4G,Smartphone
260315133821+0100,240,8,24001,206-20-XXXX,240-08-XXXX,4G,Smartphone
260315183905-0800,310,120,310120,310-480-XXXX,310-120-XXXX,5G,Smartphone
260303014401+0100,234,10,23410,234-10-XXXX,234-10-XXXX,5G,Smartphone
260228105204-0500,310,260,310260,234-33-XXXX,310-260-XXXX,4G,Smartphone
260323032743-0800,310,480,310480,310-480-XXXX,310-480-XXXX,3G,Smartphone
260307090656+0000,234,30,23430,234-30-XXXX,234-33-XXXX,5G,Tablet
260310140016-0800,310,410,310410,234-33-XXXX,310-410-XXXX,5G,Smartphone
260319064610+0100,206,20,20620,240-05-XXXX,206-01-XXXX,5G,Smartphone
260313130546+0000,234,33,310120,234-33-XXXX,234-33-XXXX,3G,IoT Device
260317222441-0700,310,260,24024,206-20-XXXX,310-260-XXXX,4G,Smartphone
260314134325+0100,206,1,20601,240-08-XXXX,240-08-XXXX,5G,Smartphone
260304175319-0600,310,410,20620,310-410-XXXX,310-410-XXXX,4G,Tablet
260320181033+0100,234,38,20620,234-38-XXXX,234-38-XXXX,3G,Smartphone
260311004355-0500,310,120,310120,206-01-XXXX,310-120-XXXX,5G,Smartphone
260308174705+0200,206,5,310260,206-05-XXXX,206-05-XXXX,3G,Tablet
260323001436-0700,310,260,23438,234-33-XXXX,206-01-XXXX,5G,Smartphone
260304002406+0200,240,16,310480,240-16-XXXX,240-16-XXXX,4G,Smartphone
260324044453-0500,310,410,310410,310-410-XXXX,240-24-XXXX,4G,IoT Device
260302161050-0700,310,480,310480,206-01-XXXX,310-480-XXXX,4G,Smartphone
260313213919+0000,234,38,23433,206-10-XXXX,234-38-XXXX,4G,Smartphone
260304120457+0200,206,1,310480,206-01-XXXX,206-20-XXXX,4G,Tablet
260311184242+0000,234,20,20605,240-05-XXXX,234-20-XXXX,4G,Smartphone
260307113830+0000,234,10,23410,234-38-XXXX,234-10-XXXX,3G,IoT Device
260304040139-0700,310,480,24004,310-480-XXXX,234-10-XXXX,4G,Smartphone
260321103123+0100,240,7,24007,240-07-XXXX,240-07-XXXX,3G,Tablet
260323190259-0800,310,480,310480,310-480-XXXX,310-480-XXXX,5G,IoT Device
260325094419+0100,240,8,310260,240-08-XXXX,240-08-XXXX,3G,Smartphone
260301151124+0100,234,38,23438,206-05-XXXX,234-38-XXXX,5G,Smartphone
260227171021+0100,206,1,24016,206-01-XXXX,206-01-XXXX,4G,Smartphone
260309142625-0500,310,120,310480,234-33-XXXX,206-20-XXXX,4G,IoT Device
260326044449+0100,206,10,20610,206-10-XXXX,234-10-XXXX,5G,Tablet
260310132143+0100,206,1,20601,206-01-XXXX,310-480-XXXX,5G,Smartphone
260314121808+0200,240,8,20610,240-02-XXXX,240-08-XXXX,5G,Smartphone
260322230124+0100,206,20,24024,310-410-XXXX,240-02-XXXX,5G,IoT Device
260309233623+0000,234,10,20601,234-10-XXXX,234-10-XXXX,5G,Tablet
260316182649-0500,310,260,24001,206-10-XXXX,240-04-XXXX,5G,IoT Device
260306143327+0200,206,20,20620,206-20-XXXX,206-20-XXXX,5G,Smartphone
260302143215+0100,234,33,310480,234-33-XXXX,234-33-XXXX,5G,Smartphone
260318212727+0000,234,30,23430,240-08-XXXX,234-30-XXXX,3G,Tablet
260325220117+0100,206,10,20610,240-24-XXXX,206-10-XXXX,5G,Tablet
260301152209-0700,310,480,310480,234-10-XXXX,310-480-XXXX,4G,Tablet
260302145839-0800,310,120,24008,240-05-XXXX,234-15-XXXX,4G,Smartphone
260315055943-0800,310,260,20601,310-260-XXXX,310-260-XXXX,5G,IoT Device
260304001301-0600,310,260,23410,206-01-XXXX,310-260-XXXX,3G,Smartphone
260317172519+0100,240,16,24016,234-33-XXXX,240-16-XXXX,5G,IoT Device
260318103650+0100,234,20,20601,206-01-XXXX,234-20-XXXX,5G,IoT Device
260311194803+0200,206,1,310410,206-20-XXXX,206-01-XXXX,4G,Smartphone
260303205236+0200,206,1,20601,240-16-XXXX,206-01-XXXX,3G,Smartphone
260324201624-0700,310,410,310480,310-410-XXXX,310-410-XXXX,4G,IoT Device
260319082751+0200,206,1,20610,206-01-XXXX,206-01-XXXX,5G,IoT Device
260227013442+0100,240,8,24008,206-10-XXXX,240-08-XXXX,4G,Tablet
260323021735+0100,240,5,20601,240-16-XXXX,240-05-XXXX,5G,Smartphone
260323020217+0100,240,1,23420,240-01-XXXX,234-33-XXXX,5G,Smartphone
260309052751+0200,240,7,20605,240-07-XXXX,240-07-XXXX,3G,Smartphone
260318163017+0100,240,5,24005,310-260-XXXX,240-05-XXXX,5G,Tablet
260312164939+0100,206,10,23415,310-480-XXXX,206-10-XXXX,4G,Smartphone
260323095742-0600,310,260,310260,310-260-XXXX,206-20-XXXX,4G,IoT Device
260326141906-0500,310,260,310260,206-01-XXXX,310-260-XXXX,3G,Smartphone
260312133417+0100,234,20,23420,234-20-XXXX,234-20-XXXX,5G,Tablet
260302183909+0100,240,1,310260,206-05-XXXX,206-10-XXXX,4G,Smartphone
260320070027+0100,206,20,20620,310-260-XXXX,206-20-XXXX,4G,IoT Device
260309180758+0100,206,1,20601,206-01-XXXX,206-01-XXXX,4G,Smartphone
260317184335+0100,234,33,20610,234-33-XXXX,234-33-XXXX,5G,IoT Device
260321232900+0000,234,20,24005,234-20-XXXX,234-20-XXXX,5G,Smartphone
260302112344+0200,206,10,24024,206-20-XXXX,206-10-XXXX,5G,Smartphone
260308205805-0500,310,260,24002,310-260-XXXX,310-260-XXXX,3G,Smartphone
260302104510+0000,234,20,23420,240-02-XXXX,234-20-XXXX,3G,IoT Device
260323132342+0100,240,5,310260,240-05-XXXX,240-02-XXXX,5G,Smartphone
260317195948+0000,234,30,23410,310-480-XXXX,234-20-XXXX,5G,IoT Device
260318151124+0100,240,5,24005,206-01-XXXX,240-07-XXXX,5G,Smartphone
260318062636+0100,206,20,20605,310-480-XXXX,206-20-XXXX,5G,Smartphone
260312190631+0100,240,4,20610,240-04-XXXX,240-04-XXXX,5G,IoT Device
260308103632+0100,240,16,24016,240-16-XXXX,240-16-XXXX,4G,Smartphone
260324104656+0200,206,10,23415,206-10-XXXX,206-10-XXXX,5G,Smartphone
260301224122+0200,240,1,24001,240-16-XXXX,240-01-XXXX,3G,Smartphone
260309160332+0000,234,20,23420,240-08-XXXX,234-20-XXXX,3G,Tablet
260305175256-0500,310,260,23415,240-08-XXXX,310-260-XXXX,4G,Smartphone
260325212821-0800,310,410,24007,310-260-XXXX,240-04-XXXX,5G,Smartphone
260225104459+0200,206,10,24004,206-01-XXXX,206-10-XXXX,3G,Tablet
260313091652+0100,234,15,23415,240-24-XXXX,234-15-XXXX,4G,Smartphone
260304051357+0000,234,30,310480,234-30-XXXX,234-30-XXXX,3G,IoT Device
260310163907+0000,234,30,23430,240-16-XXXX,234-30-XXXX,4G,Tablet
260304100913+0100,240,5,24002,240-05-XXXX,240-05-XXXX,4G,Smartphone
260226131054+0200,206,10,24016,206-10-XXXX,206-10-XXXX,3G,Smartphone
260226042357+0200,240,1,20620,240-01-XXXX,240-01-XXXX,5G,Tablet
260307002136+0000,234,15,310480,234-15-XXXX,234-15-XXXX,5G,IoT Device
260309141009-0700,310,120,310120,240-24-XXXX,310-120-XXXX,4G,Smartphone
260315095641+0200,240,5,24005,234-15-XXXX,240-05-XXXX,3G,Smartphone
260326014129+0200,206,10,20610,206-10-XXXX,206-10-XXXX,5G,Smartphone
260325003732+0100,234,10,23410,234-10-XXXX,310-480-XXXX,3G,IoT Device
260306182331+0200,240,8,20601,240-08-XXXX,234-38-XXXX,4G,Smartphone
260319200218-0800,310,480,310480,240-02-XXXX,310-480-XXXX,4G,Smartphone
260305204759+0100,206,1,310410,234-38-XXXX,234-33-XXXX,4G,Smartphone
260306225925+0100,206,10,20610,206-10-XXXX,206-10-XXXX,5G,IoT Device
260317225727+0100,240,16,20601,240-07-XXXX,234-38-XXXX,3G,Tablet
260314052040+0100,206,1,23420,206-01-XXXX,206-01-XXXX,4G,Tablet
260311141151+0200,240,8,24008,240-08-XXXX,240-08-XXXX,3G,Smartphone
260309212619+0200,240,1,23438,206-10-XXXX,240-01-XXXX,5G,Tablet
260312201431+0100,206,1,23410,206-20-XXXX,206-01-XXXX,3G,Smartphone
260324212834+0200,240,16,310410,240-16-XXXX,240-16-XXXX,5G,Smartphone
260312160854+0000,234,38,23420,234-38-XXXX,234-38-XXXX,4G,IoT Device
260321074222-0800,310,410,310410,310-410-XXXX,310-410-XXXX,4G,Smartphone
260318080834+0200,206,20,23430,206-20-XXXX,206-20-XXXX,5G,Smartphone
260228150409+0100,206,20,20620,234-33-XXXX,206-20-XXXX,5G,Smartphone
260319045615+0200,240,24,24024,240-04-XXXX,240-24-XXXX,4G,Tablet
260309120411+0000,234,30,23433,240-04-XXXX,234-30-XXXX,4G,Tablet
260225100539+0100,234,15,23415,310-410-XXXX,310-410-XXXX,5G,Tablet
260304170827+0000,234,30,23430,234-30-XXXX,206-01-XXXX,4G,Tablet
260312064636-0600,310,480,310480,310-480-XXXX,234-20-XXXX,5G,IoT Device
260228115521+0000,234,10,310260,234-10-XXXX,234-10-XXXX,5G,Smartphone
260318193133+0100,234,38,23438,310-120-XXXX,310-410-XXXX,3G,Smartphone
260322010151+0200,240,1,24002,240-01-XXXX,240-01-XXXX,5G,Smartphone
260324180006+0100,234,33,23430,240-01-XXXX,310-260-XXXX,4G,Tablet
260320235900+0100,234,33,23433,234-33-XXXX,240-01-XXXX,4G,Smartphone
260301175018+0100,240,2,24002,240-02-XXXX,240-02-XXXX,3G,IoT Device
260310225619+0100,240,4,24004,240-04-XXXX,240-04-XXXX,4G,Smartphone
260322031411+0000,234,10,310480,234-10-XXXX,234-10-XXXX,4G,Tablet
260313174116+0200,240,24,24024,234-33-XXXX,240-24-XXXX,4G,Smartphone
260321013732+0100,234,33,23433,310-260-XXXX,234-33-XXXX,5G,Tablet
260227013801-0600,310,120,24007,310-120-XXXX,310-120-XXXX,4G,Smartphone
260307060900+0100,240,1,24001,240-05-XXXX,240-01-XXXX,5G,Smartphone
260314050401+0100,234,20,24007,234-20-XXXX,234-38-XXXX,4G,Smartphone
260323002803-0500,310,410,310410,310-260-XXXX,310-410-XXXX,5G,IoT Device
260318090242+0100,234,38,23438,240-08-XXXX,234-38-XXXX,4G,Smartphone
260311235022+0100,240,1,23430,310-120-XXXX,240-01-XXXX,4G,Smartphone
260321231010-0700,310,480,20620,310-480-XXXX,310-480-XXXX,4G,IoT Device
260302075810+0100,206,20,24016,310-410-XXXX,234-10-XXXX,4G,Smartphone
260320095809-0700,310,480,310480,310-480-XXXX,240-08-XXXX,4G,Smartphone
260312061635+0000,234,15,20605,234-38-XXXX,234-15-XXXX,3G,Smartphone
260302185445+0000,234,10,20610,310-260-XXXX,234-10-XXXX,3G,IoT Device
260320082039+0200,240,5,24005,206-20-XXXX,240-05-XXXX,3G,IoT Device
260321175400+0100,240,1,310410,310-120-XXXX,240-01-XXXX,4G,Smartphone
260303054141+0100,234,30,23430,234-30-XXXX,234-20-XXXX,3G,Tablet
260318114828+0200,206,10,20620,234-15-XXXX,206-10-XXXX,3G,Smartphone
260306095200-0700,310,480,24016,310-480-XXXX,206-20-XXXX,4G,Smartphone
260307015544+0200,206,10,24004,206-10-XXXX,310-410-XXXX,5G,Tablet
260312164634+0200,206,1,20601,310-410-XXXX,234-15-XXXX,5G,Tablet
260225180845+0100,234,15,23415,234-10-XXXX,234-15-XXXX,3G,IoT Device
260306165938+0200,240,2,20610,240-02-XXXX,240-02-XXXX,5G,Tablet
260313011155+0200,240,7,24007,240-07-XXXX,240-07-XXXX,5G,IoT Device
260305061616+0100,240,24,23438,240-24-XXXX,234-33-XXXX,5G,Tablet
260225125642-0700,310,120,310120,310-120-XXXX,234-33-XXXX,4G,Smartphone
260303064145+0000,234,33,23433,234-33-XXXX,310-260-XXXX,5G,Tablet
260305050704+0000,234,15,23438,206-05-XXXX,240-04-XXXX,5G,IoT Device
260314071759+0100,206,10,23420,206-10-XXXX,206-10-XXXX,5G,Smartphone
260315113034+0200,206,10,20610,206-10-XXXX,206-10-XXXX,4G,IoT Device
260226142859+0100,234,10,23410,310-480-XXXX,234-10-XXXX,4G,IoT Device
260228061339+0100,206,5,310120,206-05-XXXX,206-05-XXXX,5G,Tablet
260308200825+0100,206,1,24008,310-480-XXXX,310-120-XXXX,4G,Smartphone
260315134226-0500,310,260,20605,310-260-XXXX,234-15-XXXX,4G,Smartphone
260318111450+0100,234,33,23433,234-33-XXXX,234-33-XXXX,4G,IoT Device
260326070040+0200,240,4,24005,234-38-XXXX,240-05-XXXX,3G,IoT Device
260314024606+0000,234,10,23410,206-20-XXXX,234-10-XXXX,4G,Tablet
260227235922+0100,240,5,23438,240-01-XXXX,240-05-XXXX,4G,Tablet
260311044511+0100,206,1,20601,234-33-XXXX,206-20-XXXX,4G,Smartphone
260322215658+0100,240,2,24016,310-260-XXXX,234-30-XXXX,5G,Smartphone
260308201520+0200,206,10,24001,206-05-XXXX,206-10-XXXX,5G,Smartphone
260320175251+0100,240,1,23415,240-01-XXXX,240-01-XXXX,4G,Smartphone
260311165754+0100,234,20,23420,234-20-XXXX,234-20-XXXX,5G,Smartphone
260307145951+0100,206,20,20620,240-24-XXXX,206-20-XXXX,4G,Smartphone
260305131108+0100,240,7,24004,310-480-XXXX,240-07-XXXX,5G,Tablet
260312074102+0100,234,15,23415,234-15-XXXX,234-15-XXXX,3G,Tablet
260306203511+0100,240,7,23410,234-10-XXXX,240-07-XXXX,4G,Smartphone
260313013213-0700,310,410,310120,310-410-XXXX,234-33-XXXX,5G,Smartphone
260304054404+0100,206,1,23438,206-20-XXXX,206-01-XXXX,3G,Tablet
260326070944-0600,310,260,20605,206-10-XXXX,310-260-XXXX,4G,Smartphone
260303075330+0100,234,38,310410,234-10-XXXX,240-05-XXXX,4G,Tablet
260320143958+0100,206,10,20610,206-10-XXXX,310-410-XXXX,3G,IoT Device
260313100110+0000,234,10,23410,206-05-XXXX,240-01-XXXX,3G,IoT Device
260319061816+0200,206,5,24004,234-10-XXXX,206-05-XXXX,3G,Tablet
260228121621+0200,240,16,24016,240-16-XXXX,234-38-XXXX,4G,Smartphone
260313173724+0100,234,38,310410,234-30-XXXX,234-38-XXXX,5G,Tablet
260306074445-0500,310,260,24007,240-08-XXXX,310-260-XXXX,4G,Smartphone
260317153135+0100,206,1,23410,206-01-XXXX,206-01-XXXX,5G,Smartphone
260306214139-0600,310,120,310120,310-120-XXXX,206-10-XXXX,5G,IoT Device
260227190838+0100,240,4,310410,310-260-XXXX,240-04-XXXX,3G,Smartphone
260319190322-0800,310,120,310120,240-16-XXXX,310-120-XXXX,4G,Tablet
260313002752+0100,206,1,20601,206-01-XXXX,206-01-XXXX,4G,Smartphone
260302225024+0100,206,10,23420,310-410-XXXX,206-10-XXXX,4G,Smartphone
260306014610-0800,310,120,310120,310-120-XXXX,310-120-XXXX,5G,IoT Device
260324151653+0200,240,5,24005,240-05-XXXX,240-05-XXXX,3G,Smartphone
260326185806-0700,310,120,310120,310-120-XXXX,310-120-XXXX,5G,Tablet
260322121531+0000,234,30,23430,234-30-XXXX,234-30-XXXX,3G,Tablet
260308034802+0200,240,2,310410,240-02-XXXX,240-02-XXXX,5G,Smartphone
260225023402+0100,234,20,23420,310-410-XXXX,206-10-XXXX,4G,Tablet
260228085635-0700,310,260,310260,206-01-XXXX,310-410-XXXX,4G,Smartphone
260304032002+0100,234,20,23420,234-20-XXXX,234-20-XXXX,5G,Smartphone
260315200652+0100,234,33,23433,234-33-XXXX,310-480-XXXX,3G,Smartphone
260308124113+0000,234,10,23410,234-10-XXXX,234-10-XXXX,3G,Smartphone
260311075203+0200,240,7,20620,240-07-XXXX,240-07-XXXX,4G,Smartphone
260322090922+0100,234,20,23420,234-20-XXXX,206-20-XXXX,3G,Tablet
260301170157+0200,240,1,24001,310-410-XXXX,310-410-XXXX,5G,Smartphone
260301023824+0200,240,16,24004,240-16-XXXX,240-16-XXXX,5G,Smartphone
260301093814+0100,206,1,20601,310-410-XXXX,234-33-XXXX,4G,Smartphone
260326075632+0100,240,1,24001,240-01-XXXX,240-01-XXXX,4G,Smartphone
260316082230+0100,206,5,310120,206-01-XXXX,206-05-XXXX,5G,Tablet
260323212022+0200,240,4,24004,240-04-XXXX,240-04-XXXX,5G,Smartphone
260315184157+0100,240,8,24008,240-01-XXXX,240-08-XXXX,5G,Tablet
260313152610+0100,206,1,20601,310-480-XXXX,206-01-XXXX,3G,Smartphone
260303202937-0600,310,410,23430,310-410-XXXX,310-410-XXXX,5G,Tablet
260314100433+0200,206,5,24005,206-05-XXXX,206-05-XXXX,4G,Smartphone
260318104137+0200,206,10,24008,206-10-XXXX,206-10-XXXX,5G,Smartphone
260226020310+0100,206,20,24007,206-20-XXXX,234-20-XXXX,4G,IoT Device
260318052832+0100,234,15,20610,206-01-XXXX,234-15-XXXX,4G,Tablet
260325222441+0100,206,20,20620,240-07-XXXX,206-20-XXXX,5G,Smartphone
260311004251-0700,310,260,24024,310-260-XXXX,310-260-XXXX,3G,Tablet
260304103136+0100,240,4,310260,234-30-XXXX,206-20-XXXX,4G,Tablet
260317142936+0100,206,20,20620,234-30-XXXX,206-20-XXXX,3G,Smartphone
260315112054-0700,310,120,310120,310-410-XXXX,310-120-XXXX,4G,Smartphone
260311033244-0500,310,480,310480,310-480-XXXX,310-480-XXXX,5G,IoT Device
260314071255+0100,234,33,310410,234-33-XXXX,234-33-XXXX,5G,Smartphone
260325213443+0100,234,20,23420,240-24-XXXX,234-20-XXXX,5G,Smartphone
260302023358-0800,310,120,23433,310-120-XXXX,240-24-XXXX,3G,IoT Device
260318212247+0100,206,10,20610,206-01-XXXX,206-10-XXXX,3G,IoT Device
260315230322-0800,310,480,310120,310-480-XXXX,310-480-XXXX,4G,Tablet
260316183038+0000,234,30,310410,234-30-XXXX,234-30-XXXX,4G,Smartphone
260305162803-0700,310,120,20620,234-20-XXXX,310-120-XXXX,4G,IoT Device
260322150003+0200,206,5,20601,206-05-XXXX,206-05-XXXX,5G,Smartphone
260315132004+0100,234,33,23433,234-33-XXXX,240-04-XXXX,5G,IoT Device
260225121111+0100,234,33,23415,234-33-XXXX,240-07-XXXX,3G,Smartphone
260324091517+0100,206,5,23415,206-05-XXXX,206-05-XXXX,5G,Smartphone
260308041132+0200,206,5,310480,206-05-XXXX,206-05-XXXX,4G,IoT Device
260311150605+0200,240,7,20605,240-24-XXXX,240-02-XXXX,5G,Smartphone
260307084839+0100,234,20,23420,206-01-XXXX,234-20-XXXX,4G,Smartphone
260314224507+0000,234,15,23415,240-08-XXXX,240-07-XXXX,3G,Smartphone
260319155654+0200,206,5,20601,206-05-XXXX,206-05-XXXX,5G,IoT Device
260304051656+0100,240,24,310120,310-260-XXXX,240-24-XXXX,4G,IoT Device
260303094637+0200,240,16,24016,240-16-XXXX,240-16-XXXX,4G,Tablet
260226170429-0800,310,120,310120,310-120-XXXX,310-120-XXXX,4G,Smartphone
260226154637+0000,234,20,24024,240-01-XXXX,310-480-XXXX,5G,Smartphone
260306025640+0100,240,2,310410,310-260-XXXX,240-02-XXXX,3G,Smartphone
260308112500+0200,206,1,24016,206-01-XXXX,206-01-XXXX,3G,Tablet
260304230301+0100,234,20,20601,234-20-XXXX,234-20-XXXX,5G,Tablet
260225103005+0200,206,20,23433,206-05-XXXX,206-20-XXXX,5G,Smartphone
260308130011-0700,310,260,20605,234-30-XXXX,234-10-XXXX,5G,IoT Device
260228000345-0800,310,410,310410,310-410-XXXX,310-410-XXXX,4G,Tablet
260325182445-0500,310,480,310480,310-480-XXXX,206-05-XXXX,4G,Smartphone
260307030812-0700,310,120,310120,240-01-XXXX,310-120-XXXX,4G,Tablet
260304174828+0200,240,24,20605,234-10-XXXX,310-410-XXXX,4G,IoT Device
260320063744+0200,206,5,20605,206-05-XXXX,206-05-XXXX,5G,Smartphone
260312161933+0200,206,20,20620,310-410-XXXX,234-38-XXXX,3G,Smartphone
260306113052+0200,206,10,20610,206-10-XXXX,206-20-XXXX,4G,Smartphone
260322004636+0200,206,10,310120,206-05-XXXX,234-30-XXXX,4G,IoT Device
260312200901+0100,234,30,20601,234-30-XXXX,234-30-XXXX,4G,Tablet
260303155624-0500,310,410,310410,310-410-XXXX,206-10-XXXX,5G,Smartphone
260226022813+0100,234,30,24024,234-30-XXXX,234-30-XXXX,4G,Smartphone
260325054103-0600,310,480,20620,240-05-XXXX,310-480-XXXX,3G,Smartphone
260325141844+0100,206,5,20610,206-05-XXXX,206-05-XXXX,5G,IoT Device
260227160930+0100,240,4,24004,240-04-XXXX,206-10-XXXX,5G,Smartphone
260316183351-0700,310,260,20620,206-10-XXXX,310-260-XXXX,3G,Smartphone
260323230453+0100,240,1,310260,240-16-XXXX,240-01-XXXX,5G,Smartphone
260305220258+0100,234,33,23433,234-33-XXXX,234-33-XXXX,3G,IoT Device
260316055256+0100,206,1,20601,206-10-XXXX,206-01-XXXX,3G,Smartphone
